OpCode	ExportVersion	DateTimeCreate	PictureDirectory	EMObs
H1_1_1_Northern_20230914	1.09	2024 03 13 10:59:28	D:\BRUVS\2023 Statewide BRUVs SIMP\14 September 2023\Unit 1\	H1_1_1_Northern_20230914.EMObs
H1_1_2_Northern_20230925	1.09	2024 03 13 10:59:28	N:\2023\25 September 2023\Unit 2\	H1_1_2_Northern_20230925.EMObs
H1_1_3_Northern_20230925	1.09	2024 03 13 10:59:28	N:\2023\25 September 2023\Unit 3\	H1_1_3_Northern_20230925.EMObs
H1_1_4_Northern_20230925	1.09	2024 03 13 10:59:28	N:\2023\25 September 2023\Unit 4\	H1_1_4_Northern_20230925.EMObs
H1_2_1_Northern_20230925	1.09	2024 03 13 10:59:28	D:\2023\25 September 2023\Unit 1\	H1_2_1_Northern_20230925.EMObs
H1_2_2_Northern_20230925	1.09	2024 03 13 10:59:28	N:\2023\25 September 2023\Unit 2\	H1_2_2-Northern_20230925.EMObs
H1_2_3_Northern_20230925	1.09	2024 03 13 10:59:28	N:\2023\25 September 2023\Unit 3\	H1_2_3_Northern_20230925.EMObs
H1_2_4_Northern_20230925	1.09	2024 03 13 10:59:28	N:\2023\25 September 2023\Unit 4\	H1_2_4_Northern_20230925.EMObs
H2_1_1_Central_20230718	1.09	2024 03 13 10:59:28	D:\2023\18 July 2023\UNit 1\	H2_1_1_Central_20230718.EMObs
H2_1_2_Central_20230718	1.09	2024 03 13 10:59:28	N:\2023\18 July 2023\UNit 2\	H2_1_2_Central_20230718.EMObs
H2_1_3_Central_20230718	1.09	2024 03 13 10:59:28	E:\2023\18 July 2023\UNit 3\	H2_1_3_Central_20230718.EMObs
H2_1_4_Central_20230718	1.09	2024 03 13 10:59:28	E:\2023\18 July 2023\Unit 4\	H2_1_4_Central_20230718.EMObs
H2_2_1_Central_20230718	1.09	2024 03 13 10:59:28	D:\2023\18 July 2023\UNit 1\	H2_2_1_Central_20230718.EMObs
H2_2_2_Central_20230718	1.09	2024 03 13 10:59:28	N:\2023\18 July 2023\UNit 2\	H2_2_2_Central_20230718.EMObs
H2_2_3_Central_20230718	1.09	2024 03 13 10:59:28	E:\2023\18 July 2023\UNit 3\	H2_2_3_Central_20230718.EMObs
H2_2_4_Central_20230718	1.09	2024 03 13 10:59:28	E:\2023\18 July 2023\Unit 4\	H2_2_4_Central_20230718.EMObs
H4_1_1_SplitBommie_20230713	1.09	2024 03 13 10:59:28	D:\2023\13 July 2023\Unit 1\	H4_1_1_SplitBommie_20230713.EMObs
H4_1_2_SplitBommie_20230713	1.09	2024 03 13 10:59:28	N:\2023\13 July 2023\Unit 2\	H4_1_2_SplitBommie_20230713.EMObs
H4_1_3_SplitBommie_20230713	1.09	2024 03 13 10:59:28	E:\2023\13 July 2023\Unit 3\	H4_1_3_SplitBommie_20230713.EMObs
H4_1_4_SplitBommie_20230713	1.09	2024 03 13 10:59:28	E:\2023\13 July 2023\Unit 4\	H4_1_4_SplitBommie_20230713.EMObs
H4_2_1_SplitBommie_20230801	1.09	2024 03 13 10:59:28	N:\2023\01 Aug 2023\UNit 1\	H4_2_1_SplitBommie_20230801.EMObs
H4_2_2_SplitBommie_20230801	1.09	2024 03 13 10:59:28	E:\2023\01 Aug 2023\UNit 2\	H4_2_2_SplitBommie_20230801.EMObs
H4_2_3_SplitBommie_20230801	1.09	2024 03 13 10:59:28	N:\2023\01 Aug 2023\UNit 3\	H4_2_3_SplitBommie_20230801.EMObs
H4_2_4_SplitBommie_20230801	1.09	2024 03 13 10:59:28	E:\2023\01 Aug 2023\Unit 4\	H4_2_4_SplitBommie_20230801.EMObs
