OpCode	ExportVersion	DateTimeCreate	PictureDirectory	EMObs
AD12	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_174_173_174_12.EMObs
AD18	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_174_173_174_18.EMObs
AD33	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_174_173_174_33.EMObs
AD37	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_174_173_174_37.EMObs
AD41	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_174_173_174_41.EMObs
AD06	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_174_173_174_6.EMObs
AD67	1.09	2024 02 29 10:32:17	N:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_174_173_174_67.EMObs
AD74	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_174_173_174_74.EMObs
AD81	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_174_173_174_81.EMObs
AD84	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_174_173_174_84.EMObs
AD87	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_174_173_174_87.EMObs
AD09	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_174_173_174_9.EMObs
AD13	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_178_177_178_13.EMObs
AD14	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_178_177_178_14.EMObs
AD20	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_178_177_178_20.EMObs
AD27	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_178_177_178_27.EMObs
AD03	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_178_177_178_3.EMObs
AD39	1.09	2024 02 29 10:32:17	N:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_178_177_178_39.EMObs
AD04	1.09	2024 02 29 10:32:17	N:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_178_177_178_4.EMObs
AD46	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_178_177_178_46.EMObs
AD47	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_178_177_178_47.EMObs
AD52	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_178_177_178_52.EMObs
AD61	1.09	2024 02 29 10:32:17	N:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_178_177_178_61.EMObs
AD68	1.09	2024 02 29 10:32:17	G:\BRUV\03_Data\2018\Point Addis\01_Footage\02_Processing\	AD_178_177_178_68.EMObs
