Dot Point Measurements

Generated: Monday 21 August 2023 13:46:53

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare									Radius %
PCB13_1_01_Left_MAH01201.MP4_0063636.jpg	      0		674	1724													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
PCB13_1_01_Left_MAH01201.MP4_0063636.jpg	      0		941	1724													Relief	Low / moderate	Low (<1m)	1			82003003		100.0
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		139	196																					100.0
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		406	196																					89.9
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		674	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		941	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		139	578																					64.2
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		406	578																					46.9
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		674	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		941	578													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		139	960																					46.5
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		406	960																					15.5
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		674	960													Relief	Low / moderate	Moderate (1-3m)	2			82003004		15.5
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		941	960													Relief	Flat		0			82003001		46.5
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		139	1342																					64.2
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		406	1342																					46.9
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		674	1342																					46.9
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		941	1342													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		139	1724																					100.0
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		406	1724																					89.9
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		674	1724													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
PCB16_1_01_Left_MAH00158.MP4_0031193.jpg	      0		941	1724													Relief	Low / moderate	Low (<1m)	1			82003003		100.0
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		139	196																					100.0
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		406	196																					89.9
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		674	196													Relief	Low / moderate	Low (<1m)	1			82003003		89.9
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		941	196													Relief	Low / moderate	Low (<1m)	1			82003003		100.0
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		139	578																					64.2
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		406	578																					46.9
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		674	578													Relief	Low / moderate	Low (<1m)	1			82003003		46.9
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		941	578													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		139	960																					46.5
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		406	960																					15.5
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		674	960													Relief	Low / moderate	Low (<1m)	1			82003003		15.5
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		941	960													Relief	Low / moderate	Low (<1m)	1			82003003		46.5
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		139	1342																					64.2
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		406	1342																					46.9
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		674	1342													Relief	Low / moderate	Low (<1m)	1			82003003		46.9
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		941	1342													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		139	1724																					100.0
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		406	1724																					89.9
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		674	1724													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
PCB21_1_01_Left_MAH00291.MP4_0030605.jpg	      0		941	1724													Relief	Low / moderate	Low (<1m)	1			82003003		100.0
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		139	196																					100.0
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		406	196																					89.9
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		674	196													Relief	Flat		0			82003001		89.9
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		941	196													Relief	Flat		0			82003001		100.0
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		139	578																					64.2
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		406	578																					46.9
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		674	578													Relief	Flat		0			82003001		46.9
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		941	578													Relief	Flat		0			82003001		64.2
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		139	960																					46.5
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		406	960																					15.5
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		674	960													Relief	Low / moderate	Low (<1m)	1			82003003		15.5
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		941	960													Relief	Low / moderate	Low (<1m)	1			82003003		46.5
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		139	1342																					64.2
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		406	1342																					46.9
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		674	1342													Relief	Low / moderate	Low (<1m)	1			82003003		46.9
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		941	1342													Relief	Flat		0			82003001		64.2
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		139	1724																					100.0
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		406	1724																					89.9
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		674	1724													Relief	Low / moderate	Low (<1m)	1			82003003		89.9
PCB25_1_01_Left_MAH00296.MP4_0044322.jpg	      0		941	1724													Relief	Flat		0			82003001		100.0
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		139	196																					100.0
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		406	196																					89.9
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		674	196													Relief	Low / moderate	Low (<1m)	1			82003003		89.9
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		941	196													Relief	Low / moderate	Low (<1m)	1			82003003		100.0
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		139	578																					64.2
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		406	578																					46.9
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		674	578													Relief	Flat		0			82003001		46.9
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		941	578													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		139	960																					46.5
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		406	960																					15.5
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		674	960													Relief	Low / moderate	Low (<1m)	1			82003003		15.5
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		941	960													Relief	Low / moderate	Low (<1m)	1			82003003		46.5
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		139	1342																					64.2
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		406	1342																					46.9
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		674	1342													Relief	Low / moderate	Low (<1m)	1			82003003		46.9
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		941	1342													Relief	Flat		0			82003001		64.2
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		139	1724																					100.0
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		406	1724																					89.9
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		674	1724													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
PCB28_1_01_Left_MAH01197.MP4_0043972.jpg	      0		941	1724													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		139	196																					100.0
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		406	196																					89.9
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		674	196													Relief	Low / moderate	Low (<1m)	1			82003003		89.9
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		941	196													Relief	Low / moderate	Low (<1m)	1			82003003		100.0
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		139	578																					64.2
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		406	578																					46.9
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		674	578													Relief	High	High (>3m)	3			82003006		46.9
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		941	578													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		139	960																					46.5
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		406	960																					15.5
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		674	960													Relief	Low / moderate	Moderate (1-3m)	2			82003004		15.5
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		941	960													Relief	Low / moderate	Low (<1m)	1			82003003		46.5
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		139	1342																					64.2
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		406	1342																					46.9
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		674	1342													Relief	Low / moderate	Low (<1m)	1			82003003		46.9
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		941	1342													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		139	1724																					100.0
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		406	1724																					89.9
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		674	1724													Relief	Low / moderate	Low (<1m)	1			82003003		89.9
PCB29_1_01_Left_MAH00198.MP4_0043176.jpg	      0		941	1724													Relief	High	High (>3m)	3			82003006		100.0
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		139	196																					100.0
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		406	196																					89.9
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		674	196													Relief	Low / moderate	Low (<1m)	1			82003003		89.9
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		941	196													Relief	Low / moderate	Low (<1m)	1			82003003		100.0
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		139	578																					64.2
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		406	578																					46.9
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		674	578													Relief	Low / moderate	Low (<1m)	1			82003003		46.9
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		941	578													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		139	960																					46.5
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		406	960																					15.5
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		674	960													Relief	Flat		0			82003001		15.5
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		941	960																					46.5
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		139	1342																					64.2
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		406	1342																					46.9
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		674	1342													Relief	Low / moderate	Low (<1m)	1			82003003		46.9
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		941	1342													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		139	1724																					100.0
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		406	1724																					89.9
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		674	1724													Relief	Flat		0			82003001		89.9
PCB2_1_01_Left_MAH00202.MP4_0059637.jpg	      0		941	1724													Relief	Flat		0			82003001		100.0
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		139	196																					100.0
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		406	196																					89.9
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		674	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		941	196													Relief	Low / moderate	Low (<1m)	1			82003003		100.0
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		139	578																					64.2
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		406	578																					46.9
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		674	578													Relief	Flat		0			82003001		46.9
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		941	578													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		139	960																					46.5
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		406	960																					15.5
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		674	960													Relief	Flat		0			82003001		15.5
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		941	960													Relief	Flat		0			82003001		46.5
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		139	1342																					64.2
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		406	1342																					46.9
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		674	1342													Relief	Flat		0			82003001		46.9
PCB30_1_01_Left_MAH00177.MP4_0000058.jpg	      0		941	1342													Relief	Flat		0			82003001		64.2
