Dot Point Measurements

Generated: Monday 21 August 2023 13:46:52

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare									Radius %
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		934	197													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		84.5
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		761	270													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		75.4
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		950	767													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		33.3
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		806	1763													Unscorable						00000001		70.7
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		839	1367													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		33.0
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		937	36													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		100.0
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		601	1000													Unscorable						00000001		15.0
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		761	1215													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		17.0
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		731	1624													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		56.9
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		763	919													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		12.1
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		711	798													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		24.1
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		574	719													Unscorable						00000001		35.8
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		711	878													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		16.4
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		576	1539													Unscorable						00000001		51.4
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		660	1607													Sessile invertebrates						00000002		55.9
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		571	536													Unscorable						00000001		52.4
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		691	1256													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		21.6
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		746	1823													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		76.3
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		853	1823													Unscorable						00000001		77.0
PCB11_1_01_Left_MAH00188.MP4_0054971.jpg	      0		801	700													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		33.8
PCB12_1_01_Left_MAH00193.MP4_0003079.jpg	      0		900	1404													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		43.8
PCB12_1_01_Left_MAH00193.MP4_0003079.jpg	      0		871	1428													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		46.1
PCB12_1_01_Left_MAH00193.MP4_0003079.jpg	      0		714	1726													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		81.8
PCB12_1_01_Left_MAH00193.MP4_0003079.jpg	      0		653	1471													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		55.4
PCB12_1_01_Left_MAH00193.MP4_0003079.jpg	      0		577	587													Unscorable						00000001		59.6
PCB12_1_01_Left_MAH00193.MP4_0003079.jpg	      0		890	318													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		82.6
PCB12_1_01_Left_MAH00193.MP4_0003079.jpg	      0		764	1009													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		9.1
PCB12_1_01_Left_MAH00193.MP4_0003079.jpg	      0		950	213													Substrate	Unconsolidated (soft)	Pebble / gravel	Gravel (2-10mm)			82001011		95.4
PCB12_1_01_Left_MAH00193.MP4_0003079.jpg	      0		755	1114													Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		13.8
