Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	CATAMI_L1	CATAMI_L2	CATAMI_L3	CATAMI_L4	CATAMI_L5	CATAMI_L6	Description [Code]	CATAMI Sp Code	Radius %
Outside_3_15_Pilchard_right.avi	11082	4520.2313	405	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Outside_3_15_Pilchard_right.avi	11082	4520.2313	675	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Outside_3_15_Pilchard_right.avi	11082	4520.2313	944	1727	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			100
Inside_1_25_pilchards_left.avi	21632	534.726	136	193	23/05/2017												Open Water			Open					100
Inside_1_25_pilchards_left.avi	21632	534.726	405	193	23/05/2017												Open Water			Open					89.8
Inside_1_25_pilchards_left.avi	21632	534.726	675	193	23/05/2017												Sponges	Erect forms	Branching	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	10000915			89.8
Inside_1_25_pilchards_left.avi	21632	534.726	944	193	23/05/2017												Sponges	Erect forms	Branching	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	10000915			100
Inside_1_25_pilchards_left.avi	21632	534.726	136	576	23/05/2017												Open Water			Open					64.3
Inside_1_25_pilchards_left.avi	21632	534.726	405	576	23/05/2017												Open Water			Open					46.9
Inside_1_25_pilchards_left.avi	21632	534.726	675	576	23/05/2017												Open Water			Open					46.9
Inside_1_25_pilchards_left.avi	21632	534.726	944	576	23/05/2017												Sponges	Erect forms	Branching	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	10000915			64.3
Inside_1_25_pilchards_left.avi	21632	534.726	136	960	23/05/2017												Open Water			Open					46.6
Inside_1_25_pilchards_left.avi	21632	534.726	405	960	23/05/2017												Open Water			Open					15.5
Inside_1_25_pilchards_left.avi	21632	534.726	675	960	23/05/2017												Open Water			Open					15.5
Inside_1_25_pilchards_left.avi	21632	534.726	944	960	23/05/2017												Sponges	Erect forms	Branching	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	10000915			46.6
Inside_1_25_pilchards_left.avi	21632	534.726	136	1344	23/05/2017												Open Water			Open					64.3
Inside_1_25_pilchards_left.avi	21632	534.726	405	1344	23/05/2017												Open Water			Open					46.9
Inside_1_25_pilchards_left.avi	21632	534.726	675	1344	23/05/2017												Open Water			Open					46.9
Inside_1_25_pilchards_left.avi	21632	534.726	944	1344	23/05/2017												Sponges	Erect forms	Branching	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	10000915			64.3
Inside_1_25_pilchards_left.avi	21632	534.726	136	1727	23/05/2017												Open Water			Open					100
Inside_1_25_pilchards_left.avi	21632	534.726	405	1727	23/05/2017												Open Water			Open					89.8
Inside_1_25_pilchards_left.avi	21632	534.726	675	1727	23/05/2017												Open Water			Open					89.8
Inside_1_25_pilchards_left.avi	21632	534.726	944	1727	23/05/2017												Sponges	Erect forms	Branching	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	10000915			100
Inside_1_5_Pilchards_left.avi	13341	77.454	136	193	23/05/2017												Open Water			Open					100
Inside_1_5_Pilchards_left.avi	13341	77.454	405	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
Inside_1_5_Pilchards_left.avi	13341	77.454	675	193	23/05/2017												Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
