OpCode	PointIndex	Filename	Frame	Time	Period	PeriodTime	ImageCol	ImageRow	RectWidth	RectHeight	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
PPH_01	0	PPH_226_225_226_01a.avi	1186	0.79067		-1.00000	1501.43295	586.42002	0.00000	0.00000						AD	Passing	Clapper		
PPH_01	1	PPH_226_225_226_01a.avi	4283	2.85533	Analysis	0.00000	935.89712	533.53645	0.00000	0.00000						AD	Passing	SOB		
PPH_01	2	PPH_226_225_226_01a.avi	5415	3.61000	Analysis	0.75467	707.80159	944.85310	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	3	PPH_226_225_226_01a.avi	5444	3.62933	Analysis	0.77400	1368.57318	963.65615	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	4	PPH_226_225_226_01a.avi	5444	3.62933	Analysis	0.77400	1227.48316	867.29053	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	5	PPH_226_225_226_01a.avi	6980	4.65333	Analysis	1.79800	196.35028	706.28945	0.00000	0.00000	Labridae	Olisthops	cyanomelas	37385001	1	AD	Attracted			
PPH_01	6	PPH_226_225_226_01a.avi	7248	4.83200	Analysis	1.97667	252.78628	1042.39391	0.00000	0.00000						AD	Passing	eggs?		
PPH_01	7	PPH_226_225_226_01a.avi	7960	5.30667	Analysis	2.45133	1119.31415	964.83134	0.00000	0.00000	Labridae	Pictilabrus	laticlavius	37384020	1	M	Attracted			
PPH_01	8	PPH_226_225_226_01a.avi	8578	5.71867	Analysis	2.86333	1710.71647	752.12187	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	9	PPH_226_225_226_01a.avi	8578	5.71867	Analysis	2.86333	1279.21617	961.30577	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	10	PPH_226_225_226_01a.avi	8578	5.71867	Analysis	2.86333	517.33007	561.74102	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	11	PPH_226_225_226_01a.avi	10108	6.73867	Analysis	3.88333	1278.04042	622.85092	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Feeding			
PPH_01	12	PPH_226_225_226_01a.avi	10108	6.73867	Analysis	3.88333	1045.24189	841.43634	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	13	PPH_226_225_226_01a.avi	10202	6.80133	Analysis	3.94600	339.79179	890.79434	0.00000	0.00000	Monacanthidae	Meuschenia	flavolineata	37465035	1	AD	Attracted			
PPH_01	14	PPH_226_225_226_01a.avi	10281	6.85400	Analysis	3.99867	1720.12247	796.77911	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	15	PPH_226_225_226_01a.avi	10281	6.85400	Analysis	3.99867	1255.70116	668.68335	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	16	PPH_226_225_226_01a.avi	10281	6.85400	Analysis	3.99867	1202.79241	793.25354	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	17	PPH_226_225_226_01a.avi	10281	6.85400	Analysis	3.99867	618.44458	1027.11643	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	18	PPH_226_225_226_01a.avi	10281	6.85400	Analysis	3.99867	1516.71770	727.44287	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	M	Attracted			
PPH_01	19	PPH_226_225_226_01a.avi	10479	6.98600	Analysis	4.13067	1783.61298	840.26115	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	20	PPH_226_225_226_01a.avi	10479	6.98600	Analysis	4.13067	1260.40416	821.45811	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	21	PPH_226_225_226_01a.avi	10479	6.98600	Analysis	4.13067	1162.81690	977.75843	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	22	PPH_226_225_226_01a.avi	10479	6.98600	Analysis	4.13067	1282.74342	1060.02176	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	23	PPH_226_225_226_01a.avi	10479	6.98600	Analysis	4.13067	1047.59339	938.97715	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	24	PPH_226_225_226_01a.avi	10479	6.98600	Analysis	4.13067	1440.29394	899.02067	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
PPH_01	25	PPH_226_225_226_01a.avi	11489	7.65933	Analysis	4.80400	768.94060	806.18063	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	26	PPH_226_225_226_01a.avi	11489	7.65933	Analysis	4.80400	520.85732	787.37758	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	27	PPH_226_225_226_01a.avi	11489	7.65933	Analysis	4.80400	163.42927	875.51687	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	28	PPH_226_225_226_01a.avi	11526	7.68400	Analysis	4.82867	1013.49663	772.10011	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	29	PPH_226_225_226_01a.avi	11526	7.68400	Analysis	4.82867	873.58236	769.74973	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	30	PPH_226_225_226_01a.avi	11526	7.68400	Analysis	4.82867	627.85058	746.24592	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	31	PPH_226_225_226_01a.avi	11526	7.68400	Analysis	4.82867	311.57379	876.69206	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	32	PPH_226_225_226_01a.avi	11526	7.68400	Analysis	4.82867	209.28353	837.91077	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	33	PPH_226_225_226_01a.avi	11538	7.69200	Analysis	4.83667	1098.15064	750.94668	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	34	PPH_226_225_226_01a.avi	11538	7.69200	Analysis	4.83667	969.99388	740.36997	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	35	PPH_226_225_226_01a.avi	11538	7.69200	Analysis	4.83667	738.37110	743.89554	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	36	PPH_226_225_226_01a.avi	11538	7.69200	Analysis	4.83667	514.97857	843.78672	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	37	PPH_226_225_226_01a.avi	11538	7.69200	Analysis	4.83667	416.21555	839.08596	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	38	PPH_226_225_226_01a.avi	11538	7.69200	Analysis	4.83667	44.67851	899.02067	0.00000	0.00000	Girellidae	Girella	zebra		1	AD	Attracted			
PPH_01	39	PPH_226_225_226_01a.avi	11592	7.72800	Analysis	4.87267	1869.44274	854.36344	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	F	Attracted			
