OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
NCMP_01052022_CL1-2_BRUV	37	20220501_L32_MAH00358.MP4	7187	20220501_R31_MAH00288.MP4	8311	24.55420	Soak Time	19.74691	418.17748	-153.59019	-1757.01652	1.57393	0.98855	5.84921	7.06943	1812.61397	14.25287	Carangidae	Seriola	hippos	37337007	1	AD	Passing			
NCMP_01052022_CL1-2_BRUV	38	20220501_L32_MAH00358.MP4	7187	20220501_R31_MAH00288.MP4	8311	24.55420	Soak Time	19.74691	5.37940	-271.33831	-3470.48273	1.67400	2.38661	22.29723	4.98090	3481.07797	4.54451	Carangidae	Seriola	hippos	37337007	1	AD	Passing			
NCMP_01052022_CL1-2_BRUV	44	20220501_L32_MAH00358.MP4	17665	20220501_R31_MAH00288.MP4	18789	27.46766	Soak Time	22.66037	-1487.74019	-312.56032	-4708.60425	12.57647	3.43257	40.11621	5.39847	4947.93076	17.90834	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
NCMP_01052022_CL1-2_BRUV	48	20220501_L32_MAH00358.MP4	60279	20220501_R31_MAH00288.MP4	61403	39.31670	Soak Time	34.50941	-450.54076	-102.20202	-1260.28028	1.15652	0.64897	2.91546	0.48554	1342.28857	20.14797	Carangidae	Pseudocaranx	spp		1	AD	Passing			
NCMP_01052022_CL1-3_BRUV	4	20220501_L6_MAH00452.MP4	33972	20220501_R5_MAH00386.MP4	36107	9.44608	Soak Time	2.75413	-2044.26689	1593.54463	-5934.60546	23.17771	18.12035	68.03213	2.87599	6475.95194	23.72666	Sphyraenidae	Sphyraena	novaehollandiae	37382002	1	AD	Passing			
NCMP_01052022_CL1-3_BRUV	5	20220501_L6_MAH00452.MP4	33972	20220501_R5_MAH00386.MP4	36107	9.44608	Soak Time	2.75413	-1451.49693	1376.10165	-5501.28958	15.50692	14.68855	59.01255	1.35365	5853.60454	20.12866	Sphyraenidae	Sphyraena	novaehollandiae	37382002	1	AD	Passing			
NCMP_01052022_CL1-3_BRUV	6	20220501_L6_MAH00452.MP4	33972	20220501_R5_MAH00386.MP4	36107	9.44608	Soak Time	2.75413	-1108.21218	1446.44002	-6471.27131	14.15366	18.17325	81.88482	16.09884	6722.92163	15.89756	Sphyraenidae	Sphyraena	novaehollandiae	37382002	1	AD	Passing			
NCMP_01052022_CL1-3_BRUV	10	20220501_L6_MAH00452.MP4	41243	20220501_R5_MAH00386.MP4	43378	11.46782	Soak Time	4.77587	-985.37453	631.92639	-2027.45071	3.73000	2.54720	7.77038	1.96932	2341.12159	30.11771	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
NCMP_01052022_CL1-3_BRUV	11	20220501_L6_MAH00452.MP4	41243	20220501_R5_MAH00386.MP4	43378	11.46782	Soak Time	4.77587	-873.88922	694.08631	-1893.92045	3.11558	2.58707	6.78874	7.86192	2198.26587	30.64304	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
NCMP_01052022_CL1-3_BRUV	16	20220501_L6_MAH00452.MP4	58189	20220501_R5_MAH00386.MP4	60324	16.17974	Soak Time	9.48779	-75.55685	27.25227	-1383.48760	0.70884	0.67526	3.84643	5.99191	1385.81726	3.40178	Heterodontidae	Heterodontus	portusjacksoni	37007001	1	AD	Passing			
NCMP_01052022_CL1-3_BRUV	22	20220501_L6_MAH00452.MP4	73426	20220501_R5_MAH00386.MP4	75561	20.41647	Soak Time	13.72452	-485.21693	264.97267	-1770.28992	1.83975	1.23917	6.23405	0.99660	1854.60841	17.44751	Odacidae	Olisthops	cyanomelas	37385001	1	AD	Passing			
NCMP_01052022_CL1-3_BRUV	36	20220501_L6_MAH00453.MP4	41740	20220501_R5_MAH00387.MP4	43873	34.16184	Soak Time	27.46989	-838.63780	168.88538	-1677.85600	2.69965	0.95640	5.41820	2.38858	1883.35774	27.05854	Labridae	Dotalabrus	alleni	37384103	1	AD	Passing			
NCMP_01052022_CL1-3_BRUV	38	20220501_L6_MAH00453.MP4	51609	20220501_R5_MAH00387.MP4	53742	36.90596	Soak Time	30.21401	2027.48264	1579.32504	-4701.15823	17.61283	13.86567	41.58800	0.08560	5357.78332	28.79714	Scombridae	Thunnus	maccoyii	37441004	1	AD	Passing			
NCMP_01052022_CL1-3_BRUV	55	20220501_L6_MAH00454.MP4	76362	20220501_R5_MAH00388.MP4	78496	66.32807	Soak Time	59.63612	-1223.20463	393.15194	-2596.64071	6.00592	2.26037	12.95918	1.98341	2897.12633	26.39311	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
NCMP_01052022_CL1-3_BRUV	56	20220501_L6_MAH00455.MP4	3256	20220501_R5_MAH00389.MP4	5390	68.55668		-1.00000	243.40485	594.87403	-3292.47347	2.20894	4.06864	21.36092	5.50258	3354.62406	11.24572	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
