Sample,Latitude,Longitude,Date,Time,Site,Location,Status,Depth,Successful.count,Successful.length,Observer,datetime
20_80M_105N,18.892462,121.424261,20201027,13:22:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,17.1,Yes,Yes,Curtin,20201027 13:22
20_80M_106N,18.89429,121.434509,20201027,13:27:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,16.6,Yes,Yes,Curtin,20201027 13:27
20_80M_107N,18.897423,121.443437,20201027,13:32:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,16,Yes,Yes,Curtin,20201027 13:32
20_80M_108N,18.899154,121.455825,20201027,13:38:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,13.5,No,No,Curtin,20201027 13:38
20_80M_109N,18.907309,121.457415,20201027,13:42:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,13.8,No,No,Curtin,20201027 13:42
20_80M_63F,18.74378333,121.4582167,20201027,9:03:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.2,Yes,Yes,Curtin,20201027 09:03
20_80M_64F,18.74558333,121.4520833,20201027,9:10:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21.1,Yes,Yes,Curtin,20201027 09:10
20_80M_65F,18.74555,121.4417667,20201027,9:16:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,23,Yes,Yes,Curtin,20201027 09:16
20_80M_66F,18.75858333,121.4468833,20201027,9:23:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,17.9,Yes,Yes,Curtin,20201027 09:23
20_80M_67F,18.77055,121.4449833,20201027,9:30:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21.4,Yes,Yes,Curtin,20201027 09:30
20_80M_68F,18.76528333,121.4519167,20201027,9:34:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.8,Yes,Yes,Curtin,20201027 09:34
20_80M_69F,18.75651667,121.46035,20201027,9:39:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21.4,Yes,Yes,Curtin,20201027 09:39
20_80M_70F,18.76336667,121.44,20201027,10:56:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.5,Yes,Yes,Curtin,20201027 10:56
20_80M_71F,18.76031667,121.432,20201027,10:59:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.1,Yes,Yes,Curtin,20201027 10:59
20_80M_72F,18.7619,121.4277167,20201027,11:04:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21.8,Yes,Yes,Curtin,20201027 11:04
20_80M_73F,18.76511667,121.4268,20201027,11:09:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,22.4,Yes,No,Curtin,20201027 11:09
20_80M_74F,18.77273333,121.4193833,20201027,11:14:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,23.4,Yes,Yes,Curtin,20201027 11:14
20_80M_75F,18.7832,121.4241833,20201027,11:18:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.6,Yes,Yes,Curtin,20201027 11:18
20_80M_76F,18.7736,121.4336167,20201027,11:23:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,17.2,Yes,Yes,Curtin,20201027 11:23
20_80M_77F,18.77641667,121.45745,20201027,12:52:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.4,Yes,Yes,Curtin,20201027 12:52
20_80M_78F,18.77918333,121.4580333,20201027,12:55:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.3,Yes,Yes,Curtin,20201027 12:55
20_80M_79F,18.78413333,121.4573,20201027,12:59:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,16.2,Yes,Yes,Curtin,20201027 12:59
20_80M_80F,18.78903333,121.45745,20201027,13:02:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.3,Yes,Yes,Curtin,20201027 13:02
20_80M_81F,18.79206667,121.4587,20201027,13:05:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.1,Yes,Yes,Curtin,20201027 13:05
20_80M_82F,18.79066667,121.4437,20201027,13:11:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.3,Yes,Yes,Curtin,20201027 13:11
20_80M_83F,18.78718333,121.4453167,20201027,13:14:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.4,Yes,Yes,Curtin,20201027 13:14
20_80M_110N,18.832834,121.445482,20201028,8:04:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.8,Yes,Yes,Curtin,20201028 08:04
20_80M_111N,18.842255,121.440349,20201028,8:09:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.1,Yes,Yes,Curtin,20201028 08:09
20_80M_112N,18.843066,121.435274,20201028,8:12:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.3,Yes,Yes,Curtin,20201028 08:12
20_80M_113N,18.839731,121.427285,20201028,8:18:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.7,Yes,Yes,Curtin,20201028 08:18
20_80M_114N,18.847712,121.42504,20201028,8:23:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.7,Yes,Yes,Curtin,20201028 08:23
20_80M_115N,18.844677,121.414555,20201028,8:29:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.5,Yes,Yes,Curtin,20201028 08:29
20_80M_116N,18.8432,121.409768,20201028,8:33:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,17.3,Yes,Yes,Curtin,20201028 08:33
20_80M_117N,18.834449,121.407771,20201028,8:28:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,17.5,Yes,Yes,Curtin,20201028 08:28
20_80M_118N,18.830008,121.425378,20201028,9:46:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20,Yes,Yes,Curtin,20201028 09:46
20_80M_119N,18.827654,121.419608,20201028,9:51:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.5,Yes,Yes,Curtin,20201028 09:51
20_80M_120N,18.819553,121.41868,20201028,9:55:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.6,Yes,Yes,Curtin,20201028 09:55
20_80M_121N,18.812196,121.413049,20201028,9:59:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,17.1,Yes,Yes,Curtin,20201028 09:59
20_80M_122N,18.82189,121.404971,20201028,10:06:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,22,Yes,Yes,Curtin,20201028 10:06
20_80M_123N,18.825303,121.398489,20201028,10:11:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20,Yes,Yes,Curtin,20201028 10:11
20_80M_124N,18.837157,121.387557,20201028,10:19:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,16.8,Yes,No,Curtin,20201028 10:19
20_80M_125N,18.831632,121.386843,20201028,10:22:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.2,Yes,Yes,Curtin,20201028 10:22
20_80M_126N,18.821627,121.390236,20201028,11:34:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.6,Yes,Yes,Curtin,20201028 11:34
20_80M_127N,18.816095,121.388645,20201028,11:38:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21.5,Yes,Yes,Curtin,20201028 11:38
20_80M_128N,18.811619,121.396067,20201028,11:43:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.5,Yes,Yes,Curtin,20201028 11:43
20_80M_129N,18.806277,121.38535,20201028,11:49:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21,Yes,Yes,Curtin,20201028 11:49
20_80M_130N,18.798963,121.392842,20201028,11:55:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.7,Yes,Yes,Curtin,20201028 11:55
20_80M_131N,18.793976,121.397709,20201028,11:58:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21.8,Yes,Yes,Curtin,20201028 11:58
20_80M_132N,18.787125,121.383065,20201028,12:06:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,23.1,Yes,Yes,Curtin,20201028 12:06
20_80M_133N,18.791405,121.378662,20201028,12:09:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,23.8,Yes,Yes,Curtin,20201028 12:09
20_80M_84F,18.77535,121.4076333,20201028,8:20:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,24.2,Yes,Yes,Curtin,20201028 08:20
20_80M_85F,18.77681667,121.3974833,20201028,8:25:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.4,Yes,Yes,Curtin,20201028 08:25
20_80M_86F,18.78061667,121.4045667,20201028,8:28:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,24,Yes,Yes,Curtin,20201028 08:28
20_80M_87F,18.78958333,121.40785,20201028,8:32:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,24.2,Yes,Yes,Curtin,20201028 08:32
20_80M_88F,18.79173333,121.4107833,20201028,8:34:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,23.9,Yes,Yes,Curtin,20201028 08:34
20_80M_89F,18.79118333,121.42505,20201028,8:38:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.7,Yes,Yes,Curtin,20201028 08:38
20_80M_90F,18.78815,121.4319667,20201028,8:42:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.3,Yes,Yes,Curtin,20201028 08:42
20_80M_91F,18.8033,121.4531833,20201028,10:10:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.5,Yes,Yes,Curtin,20201028 10:10
20_80M_92F,18.80141667,121.43625,20201028,10:15:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,22.1,Yes,Yes,Curtin,20201028 10:15
20_80M_93F,18.80276667,121.4234,20201028,10:19:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.7,Yes,Yes,Curtin,20201028 10:19
20_80M_94F,18.79988333,121.4055,20201028,10:25:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,22.7,Yes,Yes,Curtin,20201028 10:25
20_80M_95F,18.81238333,121.4316167,20201028,10:31:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21.9,Yes,Yes,Curtin,20201028 10:31
20_80M_96F,18.81768333,121.4239167,20201028,10:35:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21.3,Yes,Yes,Curtin,20201028 10:35
20_80M_97F,18.82235,121.43245,20201028,10:38:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21.1,Yes,Yes,Curtin,20201028 10:38
20_80M_98F,18.8189,121.4392667,20201028,11:56:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.2,Yes,Yes,Curtin,20201028 11:56
20_80M_99F,18.8123,121.447,20201028,11:59:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.7,Yes,Yes,Curtin,20201028 11:59
20_80M_100F,18.81176667,121.4545833,20201028,12:02:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.1,Yes,Yes,Curtin,20201028 12:02
20_80M_101F,18.81323333,121.45895,20201028,12:04:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.8,Yes,Yes,Curtin,20201028 12:04
20_80M_102F,18.82525,121.456,20201028,12:08:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.6,Yes,Yes,Curtin,20201028 12:08
20_80M_103F,18.82936667,121.4582833,20201028,12:11:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.6,Yes,Yes,Curtin,20201028 12:11
20_80M_104F,18.82636667,121.4630167,20201028,12:14:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.8,Yes,Yes,Curtin,20201028 12:14
21_80M_33,18.7966,121.3639167,20210731,10:01:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21.1,Yes,No,Curtin,20210731 10:01
21_80M_25,18.8066167,121.3712333,20210731,10:07:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.1,Yes,No,Curtin,20210731 10:07
21_80M_89,18.8077167,121.36195,20210731,10:12:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.2,Yes,No,Curtin,20210731 10:12
21_80M_81,18.8125667,121.3521833,20210731,10:17:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,16.1,Yes,No,Curtin,20210731 10:17
21_80M_129,18.8202167,121.3435667,20210731,10:22:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.5,Yes,No,Curtin,20210731 10:22
21_80M_17,18.8208333,121.3409667,20210731,10:24:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.5,Yes,No,Curtin,20210731 10:24
21_80M_01,18.8263333,121.3282667,20210731,10:30:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,22.5,Yes,No,Curtin,20210731 10:30
21_80M_65,18.8309667,121.3186667,20210731,10:36:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,23.2,Yes,No,Curtin,20210731 10:36
21_80M_256,18.8466333,121.3363833,20210731,12:41:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.2,Yes,No,Curtin,20210731 12:41
21_80M_300,18.83715,121.3431667,20210731,12:47:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,22.7,Yes,No,Curtin,20210731 12:47
21_80M_193,18.8354,121.35205,20210731,12:50:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.8,Yes,No,Curtin,20210731 12:50
21_80M_277,18.8256,121.35995,20210731,12:56:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21.5,Yes,No,Curtin,20210731 12:56
21_80M_73,18.8202833,121.3627,20210731,13:00:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,22.8,Yes,No,Curtin,20210731 13:00
21_80M_201,18.8104833,121.3704167,20210731,13:06:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.2,Yes,No,Curtin,20210731 13:06
21_80M_245,18.8097667,121.376,20210731,13:09:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.4,Yes,No,Curtin,20210731 13:09
21_80M_117,18.8323833,121.37455,20210801,12:26:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,19.7,Yes,No,Curtin,20210801 12:26
21_80M_137,18.83315,121.36865,20210801,12:33:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.1,Yes,No,Curtin,20210801 12:33
21_80M_92,18.8388833,121.3608667,20210801,12:39:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.2,Yes,No,Curtin,20210801 12:39
21_80M_204,18.8457167,121.3556833,20210801,12:44:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,20.1,Yes,No,Curtin,20210801 12:44
21_80M_192,18.8469,121.3487333,20210801,12:51:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,21,Yes,No,Curtin,20210801 12:51
21_80M_43,18.92045,121.4553833,20210801,14:42:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,15.6,Yes,No,Curtin,20210801 14:42
21_80M_11,18.93275,121.4556833,20210801,14:48:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,15.2,Yes,No,Curtin,20210801 14:48
21_80M_75,18.9353667,121.4650167,20210801,14:52:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,14.6,Yes,No,Curtin,20210801 14:52
21_80M_139,18.94935,121.4583167,20210801,14:59:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,14.1,Yes,No,Curtin,20210801 14:59
21_80M_247,18.95595,121.4637833,20210801,15:03:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,13.4,Yes,No,Curtin,20210801 15:03
21_80M_252,18.8624667,121.4201833,20210801,8:12:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,16,Yes,No,Curtin,20210801 08:12
21_80M_108,18.85515,121.4104833,20210801,8:19:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,13.8,Yes,No,Curtin,20210801 08:19
21_80M_60,18.8625333,121.4080833,20210801,8:24:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,15.3,Yes,No,Curtin,20210801 08:24
21_80M_124,18.85905,121.3929,20210801,8:32:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,12,Yes,No,Curtin,20210801 08:32
21_80M_140,18.8654333,121.3910333,20210801,8:35:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,13.3,Yes,No,Curtin,20210801 08:35
21_80M_236,18.8673,121.3913833,20210801,8:38:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,14.6,Yes,No,Curtin,20210801 08:38
21_80M_32,18.87545,121.39555,20210801,8:42:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,14.7,Yes,No,Curtin,20210801 08:42
21_80M_64,18.8852667,121.3791333,20210801,8:51:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,14.3,Yes,No,Curtin,20210801 08:51
21_80M_248,18.8713,121.3662,20210801,10:14:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,17,Yes,No,Curtin,20210801 10:14
21_80M_12,18.8602667,121.3649833,20210801,10:20:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,15.4,Yes,No,Curtin,20210801 10:20
21_80M_28,18.85315,121.3689833,20210801,10:24:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,16.2,Yes,No,Curtin,20210801 10:24
21_80M_280,18.8653833,121.3785167,20210801,10:31:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,16.8,Yes,No,Curtin,20210801 10:31
21_80M_76,18.8540667,121.3815667,20210801,10:37:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,16.5,Yes,No,Curtin,20210801 10:37
21_80M_220,18.85565,121.3854833,20210801,10:39:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,16.9,Yes,No,Curtin,20210801 10:39
21_80M_44,18.8509,121.3908833,20210801,10:43:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,17.1,Yes,No,Curtin,20210801 10:43
21_80M_172,18.84875,121.39335,20210801,10:45:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,16.4,Yes,No,Curtin,20210801 10:45
21_80M_155,18.92215,121.4674833,20210802,14:17:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,14.3,Yes,No,Curtin,20210802 14:17
21_80M_59,18.9151667,121.4798167,20210802,14:25:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,13.8,Yes,No,Curtin,20210802 14:25
21_80M_95,18.9057167,121.4707,20210802,14:32:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,13.6,Yes,No,Curtin,20210802 14:32
21_80M_152,18.90915,121.4677333,20210802,14:36:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,13.3,Yes,No,Curtin,20210802 14:36
21_80M_24,18.9079333,121.4578167,20210802,14:42:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,15.6,Yes,No,Curtin,20210802 14:42
21_80M_88,18.8990167,121.45605,20210802,14:48:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,14.4,Yes,No,Curtin,20210802 14:48
21_80M_159,18.8953667,121.4754,20210802,14:57:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,15,Yes,No,Curtin,20210802 14:57
21_80M_223,18.89785,121.4826667,20210802,15:01:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,13.8,Yes,No,Curtin,20210802 15:01
21_80M_259,18.96515,121.4706667,20210803,14:51:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,10.8,No,No,Curtin,20210803 14:51
21_80M_207,18.9749167,121.4862667,20210803,14:59:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,9.8,Yes,No,Curtin,20210803 14:59
21_80M_15,18.9759167,121.4918667,20210803,15:02:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,9.3,Yes,No,Curtin,20210803 15:02
21_80M_143,18.9712333,121.49475,20210803,15:09:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,9.4,Yes,No,Curtin,20210803 15:09
21_80M_31,18.96325,121.4874333,20210803,15:15:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,10.4,No,No,Curtin,20210803 15:15
21_80M_79,18.9611667,121.4914667,20210803,15:21:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,10.2,Yes,No,Curtin,20210803 15:21
21_80M_171,18.94915,121.48735,20210803,15:28:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,11.3,Yes,No,Curtin,20210803 15:28
21_80M_187,18.94585,121.4894333,20210803,15:30:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,11.3,Yes,No,Curtin,20210803 15:30
21_80M_107,18.93905,121.4764,20210803,15:36:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,12.6,Yes,No,Curtin,20210803 15:36
21_80M_215,18.8594167,121.5394167,20210803,7:45:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,10.5,Yes,No,Curtin,20210803 07:45
21_80M_151,18.8691,121.53385,20210803,7:49:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,11.7,Yes,No,Curtin,20210803 07:49
21_80M_7,18.8781167,121.5385167,20210803,7:56:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,11.3,Yes,No,Curtin,20210803 07:56
21_80M_71,18.8839333,121.5313667,20210803,8:02:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,10.9,Yes,No,Curtin,20210803 08:02
21_80M_199,18.8941167,121.5198833,20210803,8:09:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,12.1,Yes,No,Curtin,20210803 08:09
21_80M_135,18.8892667,121.5179167,20210803,8:15:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,11,Yes,No,Curtin,20210803 08:15
21_80M_267,18.8821167,121.5092833,20210803,8:21:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,12.9,Yes,No,Curtin,20210803 08:21
21_80M_175,18.8819,121.5000667,20210803,8:25:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,13.3,Yes,No,Curtin,20210803 08:25
21_80M_63,18.8810167,121.4858667,20210803,8:31:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,13.1,Yes,No,Curtin,20210803 08:31
21_80M_283,18.8904167,121.4841333,20210803,10:07:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,12.8,Yes,No,Curtin,20210803 10:07
21_80M_47,18.89395,121.4931167,20210803,10:11:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,12.3,Yes,No,Curtin,20210803 10:11
21_80M_127,18.8975833,121.5029833,20210803,10:16:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,12.1,Yes,No,Curtin,20210803 10:16
21_80M_191,18.9089333,121.5022833,20210803,10:21:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,11.2,Yes,No,Curtin,20210803 10:21
21_80M_255,18.9126167,121.4961667,20210803,10:25:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,11.7,Yes,No,Curtin,20210803 10:25
21_80M_287,18.9161333,121.4974333,20210803,10:27:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,11.4,Yes,No,Curtin,20210803 10:27
21_80M_251,18.9270833,121.4900333,20210803,10:33:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,11.4,Yes,No,Curtin,20210803 10:33
21_80M_123,18.9322167,121.4909833,20210803,10:35:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,11.3,Yes,No,Curtin,20210803 10:35
21_80M_263,18.9337333,121.4796667,20210803,10:40:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,11.3,Yes,No,Curtin,20210803 10:40
21_80M_105,18.73885,121.4994,20210804,8:36:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.3,Yes,No,Curtin,20210804 08:36
21_80M_121,18.7528833,121.4879833,20210804,8:45:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,15.6,Yes,No,Curtin,20210804 08:45
21_80M_153,18.7522667,121.49785,20210804,8:51:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18.1,Yes,No,Curtin,20210804 08:51
21_80M_253,18.7507,121.51305,20210804,8:58:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,18,Yes,No,Curtin,20210804 08:58
21_80M_74,18.7712167,121.5124833,20210804,9:12:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,17.7,Yes,No,Curtin,20210804 09:12
21_80M_162,18.8095167,121.5161167,20210804,9:30:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,15.6,Yes,No,Curtin,20210804 09:30
21_80M_226,18.80665,121.5250167,20210804,9:34:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,14.6,Yes,No,Curtin,20210804 09:34
21_80M_102,18.7521833,121.5572333,20210804,9:56:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,13.7,Yes,No,Curtin,20210804 09:56
21_80M_118,18.7683667,121.5689333,20210804,10:02:00,Eighty Mile Beach,Eighty Mile Beach Marine Park,Fished,12.6,Yes,No,Curtin,20210804 10:02
