Dot Point Measurements																									
																									
"Generated: Tuesday, December 05, 2017 15:33:46"																									
																									
Filename	Frame	Time (HMS)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	CATAMI_L1	CATAMI_L2	CATAMI_L3	CATAMI_L4	CATAMI_L5	CATAMI_L6	Description [Code]	CATAMI Sp Code	Radius %
DeepReef_Butlers_38_25032015_283.avi	7419	06:40.1	675	960	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				15.5
DeepReef_Butlers_38_25032015_283.avi	7419	06:40.1	944	960	12/01/2017	Butlers Point Autumn											Consolidated	Rock	No biota	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	82001002			46.6
DeepReef_Butlers_38_25032015_283.avi	7419	06:40.1	136	1344	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				64.3
DeepReef_Butlers_38_25032015_283.avi	7419	06:40.1	405	1344	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 3		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				46.9
DeepReef_Butlers_38_25032015_283.avi	7419	06:40.1	675	1344	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				46.9
DeepReef_Butlers_38_25032015_283.avi	7419	06:40.1	944	1344	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 1		Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				64.3
DeepReef_Butlers_38_25032015_283.avi	7419	06:40.1	136	1727	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				100
DeepReef_Butlers_38_25032015_283.avi	7419	06:40.1	405	1727	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				89.8
DeepReef_Butlers_38_25032015_283.avi	7419	06:40.1	675	1727	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	90300910			89.8
DeepReef_Butlers_38_25032015_283.avi	7419	06:40.1	944	1727	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				100
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	136	193	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				100
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	405	193	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				89.8
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	675	193	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				89.8
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	944	193	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				100
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	136	576	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				64.3
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	405	576	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Limited	3. Good relief structure with some overhangs. >45 substrate slope				46.9
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	675	576	12/01/2017	Butlers Point Autumn											Macroalgae	Encrusting	Red	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	80300929			46.9
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	944	576	12/01/2017	Butlers Point Autumn											Macroalgae	Encrusting	Red	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	80300929			64.3
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	136	960	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope"				46.6
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	405	960	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	90300910			15.5
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	675	960	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	90300910			15.5
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	944	960	12/01/2017	Butlers Point Autumn											Macroalgae	Encrusting	Red	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	80300929			46.6
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	136	1344	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Limited	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				64.3
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	405	1344	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	90300910			46.9
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	675	1344	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	90300910			46.9
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	944	1344	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	90300910			64.3
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	136	1727	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Limited	"5. Exceptional structural complexity, numerous large holes and caves. Vertical wall. ~90 substrate slope"				100
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	405	1727	12/01/2017	Butlers Point Autumn											Macroalgae	Encrusting	Red	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	80300929			89.8
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	675	1727	12/01/2017	Butlers Point Autumn											Macroalgae	Encrusting	Red	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	80300929			89.8
DeepReef_Butlers_39_26032015_404.avi	20280	23:47.6	944	1727	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	90300910			100
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	136	193	12/01/2017	Butlers Point Autumn											Open Water			Open					100
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	405	193	12/01/2017	Butlers Point Autumn											Open Water			Open					89.8
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	675	193	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	80300902			89.8
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	944	193	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	80300902			100
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	136	576	12/01/2017	Butlers Point Autumn											Open Water			Open					64.3
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	405	576	12/01/2017	Butlers Point Autumn											Open Water			Open					46.9
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	675	576	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	80300902			46.9
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	944	576	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	80300902			64.3
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	136	960	12/01/2017	Butlers Point Autumn											Open Water			Open					46.6
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	405	960	12/01/2017	Butlers Point Autumn											Open Water			Open					15.5
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	675	960	12/01/2017	Butlers Point Autumn											Open Water			Open					15.5
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	944	960	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	80300902			46.6
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	136	1344	12/01/2017	Butlers Point Autumn											Open Water			Open					64.3
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	405	1344	12/01/2017	Butlers Point Autumn											Open Water			Open					46.9
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	675	1344	12/01/2017	Butlers Point Autumn											Open Water			Open					46.9
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	944	1344	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	80300902			64.3
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	136	1727	12/01/2017	Butlers Point Autumn											Open Water			Open					100
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	405	1727	12/01/2017	Butlers Point Autumn											Open Water			Open					89.8
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	675	1727	12/01/2017	Butlers Point Autumn											Open Water			Open					89.8
DeepReef_Butlers_40_24032015_406.avi	25463	35:48.4	944	1727	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	90300910			100
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	136	193	12/01/2017	Butlers Point Autumn											Open Water			Open					100
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	405	193	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	80300902			89.8
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	675	193	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	3. Good relief structure with some overhangs. >45 substrate slope	80300902			89.8
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	944	193	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			100
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	136	576	12/01/2017	Butlers Point Autumn											Open Water			Open					64.3
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	405	576	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			46.9
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	675	576	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	3. Good relief structure with some overhangs. >45 substrate slope	80300902			46.9
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	944	576	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Limited	3. Good relief structure with some overhangs. >45 substrate slope	80300902			64.3
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	136	960	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	3. Good relief structure with some overhangs. >45 substrate slope	80300902			46.6
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	405	960	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	3. Good relief structure with some overhangs. >45 substrate slope	80300902			15.5
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	675	960	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			15.5
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	944	960	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			46.6
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	136	1344	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	80300902			64.3
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	405	1344	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	90300910			46.9
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	675	1344	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	3. Good relief structure with some overhangs. >45 substrate slope	80300902			46.9
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	944	1344	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	80300902			64.3
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	136	1727	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	3. Good relief structure with some overhangs. >45 substrate slope	80300902			100
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	405	1727	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				89.8
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	675	1727	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	80300902			89.8
DeepReef_Butlers_41_10032015_284.avi	20729	12:12.7	944	1727	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	90300910			100
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	136	193	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			100
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	405	193	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			89.8
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	675	193	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			89.8
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	944	193	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			100
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	136	576	12/01/2017	Butlers Point Autumn											Open Water			Open					64.3
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	405	576	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			46.9
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	675	576	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			46.9
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	944	576	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			64.3
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	136	960	12/01/2017	Butlers Point Autumn											Open Water			Open					46.6
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	405	960	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			15.5
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	675	960	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	90300910			15.5
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	944	960	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	80300902			46.6
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	136	1344	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			64.3
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	405	1344	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			46.9
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	675	1344	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	90300910			46.9
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	944	1344	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	90300910			64.3
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	136	1727	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			100
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	405	1727	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Open	Unknown	80300902			89.8
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	675	1727	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	90300910			89.8
DeepReef_Butlers_42_09032015_283.avi	63193	11:51.4	944	1727	12/01/2017	Butlers Point Autumn											Macroalgae	Erect fine branching	Red	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	90300910			100
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	136	193	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				100
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	405	193	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.8
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	675	193	12/01/2017	Butlers Point Autumn											Sponges	Erect forms	Branching	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	10000915			89.8
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	944	193	12/01/2017	Butlers Point Autumn											Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			100
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	136	576	12/01/2017	Butlers Point Autumn											Open Water			Open					64.3
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	405	576	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 4		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				46.9
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	675	576	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 4		Open	3. Good relief structure with some overhangs. >45 substrate slope				46.9
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	944	576	12/01/2017	Butlers Point Autumn											Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			64.3
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	136	960	12/01/2017	Butlers Point Autumn											Open Water			Open					46.6
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	405	960	12/01/2017	Butlers Point Autumn											Sponges	Erect forms	Branching	Open	3. Good relief structure with some overhangs. >45 substrate slope	10000915			15.5
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	675	960	12/01/2017	Butlers Point Autumn											Sponges	Erect forms	Branching	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	10000915			15.5
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	944	960	12/01/2017	Butlers Point Autumn											Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			46.6
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	136	1344	12/01/2017	Butlers Point Autumn											Open Water			Open					64.3
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	405	1344	12/01/2017	Butlers Point Autumn											Sponges	Erect forms	Branching	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	10000915			46.9
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	675	1344	12/01/2017	Butlers Point Autumn											Sponges	Erect forms	Multi Form	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	1000912			46.9
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	944	1344	12/01/2017	Butlers Point Autumn											Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			64.3
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	136	1727	12/01/2017	Butlers Point Autumn											Open Water			Open					100
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	405	1727	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 4		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				89.8
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	675	1727	12/01/2017	Butlers Point Autumn											Sponges	Erect forms	Branching	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	10000915			89.8
DeepReef_Butlers_43_10032015_406.avi	8823	44:09.7	944	1727	12/01/2017	Butlers Point Autumn											Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			100
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	136	193	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				100
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	405	193	12/01/2017	Butlers Point Autumn											Sponges	Erect forms	Multi Form	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	1000912			89.8
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	675	193	12/01/2017	Butlers Point Autumn											Consolidated	Rock	Veneer	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	82001002			89.8
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	944	193	12/01/2017	Butlers Point Autumn											Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			100
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	136	576	12/01/2017	Butlers Point Autumn											Sponges	Erect forms	Multi Form	Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	1000912			64.3
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	405	576	12/01/2017	Butlers Point Autumn											Sponges	Erect forms	Multi Form	Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	1000912			46.9
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	675	576	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	80300902			46.9
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	944	576	12/01/2017	Butlers Point Autumn											Unconsolidated	Sand / mud (coarse sand)		Limited	"0. Flat substrate, sandy, rubble with few features. ~0 substrate slope"	82001014			64.3
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	136	960	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				46.6
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	405	960	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				15.5
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	675	960	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				15.5
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	944	960	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				46.6
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	136	1344	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	3. Good relief structure with some overhangs. >45 substrate slope				64.3
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	405	1344	12/01/2017	Butlers Point Autumn											Sponges	Large Multi Form >10cm		Open	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope	10000000			46.9
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	675	1344	12/01/2017	Butlers Point Autumn											Sponges	Massive forms	Simple	Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"	10000904			46.9
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	944	1344	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 4		Limited	2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope				64.3
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	136	1727	12/01/2017	Butlers Point Autumn											Sponges	Erect forms	Branching	Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope	10000915			100
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	405	1727	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				89.8
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	675	1727	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 2		Open	"4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope"				89.8
DeepReef_Butlers_44_26032015_287.avi	4983	01:33.2	944	1727	12/01/2017	Butlers Point Autumn											Invertebrate Complex	Complex 4		Limited	1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope				100
DeepReef_Butlers_45_25032015_407.avi	11225	31:00.6	136	193	12/01/2017	Butlers Point Autumn											Open Water			Open					100
DeepReef_Butlers_45_25032015_407.avi	11225	31:00.6	405	193	12/01/2017	Butlers Point Autumn											Unknown			Open	Unknown				89.8
DeepReef_Butlers_45_25032015_407.avi	11225	31:00.6	675	193	12/01/2017	Butlers Point Autumn											Unknown			Open	Unknown				89.8
DeepReef_Butlers_45_25032015_407.avi	11225	31:00.6	944	193	12/01/2017	Butlers Point Autumn											Macroalgae	Large canopy-forming	Brown	Limited	Unknown	80300902			100
DeepReef_Butlers_45_25032015_407.avi	11225	31:00.6	136	576	12/01/2017	Butlers Point Autumn											Open Water			Open					64.3
DeepReef_Butlers_45_25032015_407.avi	11225	31:00.6	405	576	12/01/2017	Butlers Point Autumn											Open Water			Open					46.9
