OpCode	ExportVersion	DateTimeCreate	PictureDirectory	EMObs
DR_R1	1.09	2023 11 06 15:11:07	F:\Dangerous Reef_2022 03 16\DR R1\	DR_R1_EMOB.EMObs
DR_R2	1.09	2023 11 06 15:11:07	F:\Dangerous Reef_2022 03 16\DR R2 (SAYS R4)\	DR_R2_EMOB.EMObs
DR_R3	1.09	2023 11 06 15:11:07	F:\Dangerous Reef_2022 03 16\DR R3\	DR_R3_EMOB.EMObs
DR_R4	1.09	2023 11 06 15:11:07	F:\Dangerous Reef_2022 03 16\DR R4\	DR_R4_EMOB.EMObs
DR_R5	1.09	2023 11 06 15:11:07	F:\Dangerous Reef_2022 03 16\DR R5\	DR_R5_EMOB.EMObs
DR_R6	1.09	2023 11 06 15:11:07	F:\Dangerous Reef_2022 03 16\DR R6\	DR_R6_EMOB.EMObs
DR_S1	1.09	2023 11 06 15:11:07	F:\Dangerous Reef_2022 03 16\DR S1\	DR_S1_EMOB.EMObs
DR_S2	1.09	2023 11 06 15:11:07	F:\Dangerous Reef_2022 03 16\DR S2\	DR_S2_EMOB.EMObs
DR_S3	1.09	2023 11 06 15:11:07	F:\Dangerous Reef_2022 03 16\DR S3\	DR_S3_EMOB.EMObs
DR_S4	1.09	2023 11 06 15:11:07	F:\Dangerous Reef_2022 03 16\DR S4\	DR_S4_EMOB.EMObs
DR_S5	1.09	2023 11 06 15:11:07	F:\Dangerous Reef_2022 03 16\DR S5\	DR_S5_EMOB.EMObs
DR_S6	1.09	2023 11 06 15:11:07	F:\Dangerous Reef_2022 03 16\DR S6\	DR_S6_EMOB.EMObs
NN_R10	1.09	2023 11 06 15:11:07	F:\North Neptunes_2022 03 15\NN_10\	NN_R10_EMOB.EMObs
NN_R11	1.09	2023 11 06 15:11:07	F:\North Neptunes_2022 03 15\NN_11\	NN_R11_EMOB.EMObs
NN_R12	1.09	2023 11 06 15:11:07	F:\North Neptunes_2022 03 15\NN_R12\	NN_R12_EMOB.EMObs
NN_R1	1.09	2023 11 06 15:11:07	F:\North Neptunes_2022 03 15\NN_1\	NN_R1_EMOB.EMObs
NN_R2 	1.09	2023 11 06 15:11:07	F:\North Neptunes_2022 03 15\NN_R2 (Says R3)\	NN_R2_EMOB.EMObs
NN_R3	1.09	2023 11 06 15:11:07	F:\North Neptunes_2022 03 15\NN_R3\	NN_R3_EMOB.EMObs
NN_R4	1.09	2023 11 06 15:11:07	F:\North Neptunes_2022 03 15\NN_R4\	NN_R4_EMOB.EMObs
NN_R5	1.09	2023 11 06 15:11:07	F:\North Neptunes_2022 03 15\NN_5\	NN_R5_EMOB.EMObs
NN_R6	1.09	2023 11 06 15:11:07	F:\North Neptunes_2022 03 15\NN_6\	NN_R6_EMOB.EMObs
NN_R7	1.09	2023 11 06 15:11:07	F:\North Neptunes_2022 03 15\NN_R7\	NN_R7_EMOB.EMObs
NN_R8	1.09	2023 11 06 15:11:07	F:\North Neptunes_2022 03 15\NN_R8\	NN_R8_EMOB.EMObs
NN_R9	1.09	2023 11 06 15:11:07	F:\North Neptunes_2022 03 15\NN_9\	NN_R9_EMOB.EMObs
SN_R10	1.09	2023 11 06 15:11:07	F:\South Neptunes_2022 03 14\SN R10\	SN_R10_EMOB.EMObs
SN_R11	1.09	2023 11 06 15:11:07	F:\South Neptunes_2022 03 14\SN R11\	SN_R11_EMOB.EMObs
SN_R13	1.09	2023 11 06 15:11:07	F:\South Neptunes_2022 03 14\SN R13\	SN_R13_EMOB.EMObs
SN_R14	1.09	2023 11 06 15:11:07	F:\South Neptunes_2022 03 14\SN R14\	SN_R14_EMOB.EMObs
SN_R2	1.09	2023 11 06 15:11:07	F:\South Neptunes_2022 03 14\SN R2\	SN_R2_EMOB.EMObs
SN_R3	1.09	2023 11 06 15:11:07	F:\South Neptunes_2022 03 14\SN R3\	SN_R3_EMOB.EMObs
SN_R4	1.09	2023 11 06 15:11:07	F:\South Neptunes_2022 03 14\SN R4\	SN_R4_EMOB.EMObs
SN_R5	1.09	2023 11 06 15:11:07	F:\South Neptunes_2022 03 14\SN R5\	SN_R5_EMOB.EMObs
SN_R6	1.09	2023 11 06 15:11:07	F:\South Neptunes_2022 03 14\SN R6\	SN_R6_EMOB.EMObs
SN_R7	1.09	2023 11 06 15:11:07	F:\South Neptunes_2022 03 14\SN R7\	SN_R7_EMOB.EMObs
SN_R8	1.09	2023 11 06 15:11:07	E:\South Neptunes_2022 03 14\SN R8\	SN_R8_EMOB.EMObs
SN_R9	1.09	2023 11 06 15:11:07	F:\South Neptunes_2022 03 14\SN R9\	SN_R9_EMOB.EMObs
