OpCode	PointIndex	Filename	Frame	Time	Period	PeriodTime	ImageCol	ImageRow	RectWidth	RectHeight	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
DR_R1	0	DR_R1_19.avi	0	0.00000		-1.00000	989.98163	681.61045	0.00000	0.00000					1	AD	Passing	clapper		
DR_R1	1	DR_R1_19.avi	9681	2.68917	SOB	0.00056	751.30435	236.21328	0.00000	0.00000	Labridae	Achoerodus	gouldii	37384002	1	AD	Attracted			
DR_R1	2	DR_R1_19.avi	9790	2.71945	SOB	0.03083	302.16779	437.17084	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	1	M	Attracted			
DR_R1	3	DR_R1_19.avi	9989	2.77473	SOB	0.08611	631.37783	604.04788	0.00000	0.00000	Labridae	Austrolabrus	maculatus	37384025	1	AD	Attracted			
DR_R1	4	DR_R1_19.avi	10017	2.78251	SOB	0.09389	221.04103	654.58107	0.00000	0.00000	Labridae	Notolabrus	parilus	99379455	1	F	Attracted			
DR_R1	5	DR_R1_19.avi	10023	2.78417	SOB	0.09556	613.74158	203.30794	0.00000	0.00000	Labridae	Achoerodus	gouldii	37384002	2	AD	Attracted			
DR_R1	6	DR_R1_19.avi	10156	2.82112	SOB	0.13250	978.22413	393.68879	0.00000	0.00000	Carangidae	Pseudocaranx	spp.		3	AD	Attracted			
DR_R1	7	DR_R1_19.avi	10156	2.82112	SOB	0.13250	1283.91917	265.59304	0.00000	0.00000	Labridae	Achoerodus	gouldii	37384002	4	AD	Attracted			
DR_R1	8	DR_R1_19.avi	10340	2.87223	SOB	0.18361	1330.94917	816.75734	0.00000	0.00000	Labridae	Austrolabrus	maculatus	37384025	2	AD	Attracted			
DR_R1	9	DR_R1_19.avi	10340	2.87223	SOB	0.18361	85.82976	370.18498	0.00000	0.00000	Kuhliidae	Girella	zebra		1	AD	Attracted			
DR_R1	10	DR_R1_19.avi	10988	3.05223	SOB	0.36361	123.45377	572.31774	0.00000	0.00000	Scorpididae	Tilodon	sexfasciatus	37361003	1	AD	Attracted			
DR_R1	11	DR_R1_19.avi	11412	3.17001	SOB	0.48139	360.95530	763.87378	0.00000	0.00000	Serranidae	Caesioperca	rasor	99378025	1	AD	Attracted			
DR_R1	12	DR_R1_19.avi	11415	3.17084	SOB	0.48222	1302.73117	337.27965	0.00000	0.00000	Monacanthidae	Meuschenia	flavolineata	37465035	1	AD	Attracted			
DR_R1	13	DR_R1_19.avi	12410	3.44723	SOB	0.75861	1380.33068	453.62350	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	3	F	Attracted			
DR_R1	14	DR_R1_19.avi	12474	3.46501	SOB	0.77639	338.61604	577.01850	0.00000	0.00000	Serranidae	Caesioperca	rasor	99378025	2	AD	Attracted			
DR_R1	15	DR_R1_19.avi	14856	4.12667	SOB	1.43806	62.31476	458.32427	0.00000	0.00000	Monacanthidae	Meuschenia	hippocrepis	37465004	1	AD	Attracted			
DR_R1	16	DR_R1_19.avi	15135	4.20418	SOB	1.51556	1536.70545	595.82155	0.00000	0.00000	Labridae	Notolabrus	parilus	99379455	2	AD	Attracted			
DR_R1	17	DR_R1_19.avi	15279	4.24418	SOB	1.55556	1109.90814	423.06855	0.00000	0.00000	Kuhliidae	Girella	zebra		2	AD	Attracted			
DR_R1	18	DR_R1_19.avi	15643	4.34529	SOB	1.65667	887.69137	475.95212	0.00000	0.00000	Carangidae	Pseudocaranx	spp.		4	AD	Attracted			
DR_R1	19	DR_R1_19.avi	19163	5.32307	SOB	2.63445	1540.23270	575.84331	0.00000	0.00000	Pomacentridae	Parma	victoriae	37372006	1	AD	Attracted			
DR_R1	20	DR_R1_19.avi	19163	5.32307	SOB	2.63445	669.00184	280.87051	0.00000	0.00000	Cheilodactylidae	Nemadactylus	valenciennesi	37377004	1	AD	Attracted			
DR_R1	21	DR_R1_19.avi	21275	5.90973	SOB	3.22112	828.90386	540.58760	0.00000	0.00000	Labridae	Notolabrus	tetricus	37384003	4	AD	Attracted			
DR_R1	22	DR_R1_19.avi	22187	6.16307	SOB	3.47445	186.94427	733.31882	0.00000	0.00000	Serranidae	Hypoplectrodes	nigroruber	37311037	1	AD	Attracted			
DR_R1	23	DR_R1_19.avi	22924	6.36779	SOB	3.67917	410.33680	770.92492	0.00000	0.00000	Labridae	Austrolabrus	maculatus	37384025	3	AD	Attracted			
DR_R1	24	DR_R1_19.avi	23073	6.40918	SOB	3.72056	1376.80343	726.26768	0.00000	0.00000	Labridae	Austrolabrus	maculatus	37384025	4	AD	Attracted			
DR_R1	25	DR_R1_19.avi	24752	6.87557	SOB	4.18695	531.43907	256.19151	0.00000	0.00000	Sparidae	Chrysophrys	auratus	37353001	1	AD	Attracted			
