OpCode	PeriodIndex	Period	FilenameStart	FrameStart	TimeStart	FilenameEnd	FrameEnd	TimeEnd	HasEnd
E107	0	bottom	EMR_E107_406_407_406.avi	3986	2.65733	EMR_E107_406_407_406.avi	94017	62.67800	1
E112	0	bottom	EMR_E112_543_546_546.avi	17650	11.76667	EMR_E112_543_546_546.avi	108869	72.57933	1
E12	0	Bottom	EMR_E12_286_287_286.avi	3102	2.06800	EMR_E12_286_287_286.avi	93354	62.23600	1
E121	0	bottom	EMR_E121_547_549_549.avi	6365	4.24333	EMR_E121_547_549_549.avi	96567	64.37800	1
E130	0	Bottom	EMR_E130_286_287_286.avi	7300	4.86667	EMR_E130_286_287_286.avi	97425	64.95000	1
E130	1	Extra	EMR_E130_286_287_286.avi	97426	64.95067				0
E133	0	bottom	EMR_E133_541_548_548.avi	4692	3.12800	EMR_E133_541_548_548.avi	95336	63.55733	1
E136	0	bottom 	EMR_E136_282_283_282.avi	6007	4.00467	EMR_E136_282_283_282.avi	96123	64.08200	1
E136	1	bottom 2 - big black cod 	EMR_E136_282_283_282.avi	117010	78.00667				0
E140	0	bottom	EMR_E140_544_551_544.avi	6314	4.20933	EMR_E140_544_551_544.avi	96417	64.27800	1
E165	0	bottom	EMR_E165_544_551_544.avi	3483	2.32200	EMR_E165_544_551_544.avi	93939	62.62600	1
E166	0	bottom	EMR_E166_545_550_550.avi	6518	4.34533	EMR_E166_545_550_550.avi	97770	65.18000	1
E168	0	bottom	EMR_E168_542_552_552.avi	5272	3.51467	EMR_E168_542_552_552.avi	95321	63.54733	1
E19	0	Bottom	EMR_E19_543_546_543.avi	8776	5.85067	EMR_E19_543_546_543.avi	99130	66.08667	1
E195	0	bottom	EMR_E195_282_283_282.avi	8143	5.42867	EMR_E195_282_283_282.avi	99175	66.11667	1
E208	0	bottom	EMR_E208_286_287_286.avi	6235	4.15667				0
E213	0	bottom 	EMR_E213_547_549_549.avi	6483	4.32200	EMR_E213_547_549_549.avi	96855	64.57000	1
E231	0	bottom	EMR_E231_545_550_550.avi	7671	5.11400	EMR_E231_545_550_550.avi	98175	65.45000	1
E236	0	bottom	EMR_E236_544_551_544.avi	4983	3.32200	EMR_E236_544_551_544.avi	95249	63.49933	1
