Sample,Family,Genus,Species,Count,Length,Code,Filename,Frame,Time (mins),Precision (mm),RMS (mm),Range (mm),Direction (deg),Comment,Stage,Activity
BSCI01_1803,Gerreidae,Parequula,melbournensis,1,130.92,37349001,BSCI01_L.avi,39917,11.0991,2.036,2.801,1388.834,18.3,NA,AD,Passing
BSCI01_1803,Gerreidae,Parequula,melbournensis,1,105.535,37349001,BSCI01_L.avi,39999,11.1219,1.522,2.324,1483.258,21.727,NA,AD,Passing
BSCI01_1803,Monacanthidae,unknown,sp,1,79.646,37465903,BSCI01_L.avi,64692,17.9879,0.844,1.756,1003.307,8.947,NA,AD,Passing
BSCI01_1803,Sphyraenidae,Sphyraena,novaehollandiae,1,632.548,37382002,BSCI01_L.avi,146217,40.6564,6.188,6.994,2610.542,26.333,NA,AD,Passing
BSCI01_1803,Arripidae,Arripis,georgianus,1,118.125,37344001,BSCI01_L.avi,153503,42.6823,1.045,1.733,1436.908,19.647,NA,AD,Passing
BSCI01_1803,Arripidae,Arripis,georgianus,1,110.204,37344001,BSCI01_L.avi,153503,42.6823,1.753,3.353,1541.733,13.953,NA,AD,Passing
BSCI01_1803,Arripidae,Arripis,georgianus,1,158.988,37344001,BSCI01_L.avi,153503,42.6823,2.502,3.883,1557.819,15.549,NA,AD,Passing
BSCI01_1803,Arripidae,Arripis,georgianus,1,183.559,37344001,BSCI01_L.avi,153503,42.6823,3.07,9.689,2046.307,26.394,NA,AD,Passing
BSCI01_1803,Terapontidae,Pelates,octolineatus,1,177.177,37321020,BSCI01_L.avi,167196,46.4897,1.922,2.191,1352.61,20.139,NA,AD,Passing
BSCI01_1803,Terapontidae,Pelates,octolineatus,1,128.33,37321020,BSCI01_L.avi,167401,46.5467,0.823,6.228,1058.299,4.626,NA,AD,Passing
BSCI01_1803,Terapontidae,Pelates,octolineatus,1,181.37,37321020,BSCI01_L.avi,167401,46.5467,1.874,3.189,1616.867,24.214,NA,AD,Passing
BSCI02_1803,Monacanthidae,Acanthaluteres,vittiger,1,118.467,37465002,BSCI02_L.avi,127718,35.5126,1.363,7.791,1376.553,15.408,NA,AD,Passing
BSCI02_1803,Monacanthidae,Acanthaluteres,vittiger,1,144.144,37465002,BSCI02_L.avi,127718,35.5126,1.181,7.613,1444.481,18.07,NA,AD,Passing
BSCI02_1803,Monacanthidae,Acanthaluteres,vittiger,1,147.947,37465002,BSCI02_L.avi,127718,35.5126,0.966,1.061,1215.152,22.727,NA,AD,Passing
BSCI02_1803,Monacanthidae,Acanthaluteres,vittiger,1,128.024,37465002,BSCI02_L.avi,127728,35.5154,1.649,2.464,1606.631,18.829,NA,AD,Passing
BSCI02_1803,Monacanthidae,Acanthaluteres,vittiger,1,144.421,37465002,BSCI02_L.avi,127791,35.5329,1.474,4.954,1178.053,25.48,NA,AD,Passing
BSCI02_1803,Monacanthidae,Acanthaluteres,vittiger,1,163.739,37465002,BSCI02_L.avi,127887,35.5596,1.526,2.878,1315.284,23.441,NA,AD,Passing
BSCI02_1803,Monacanthidae,Acanthaluteres,vittiger,1,133.297,37465002,BSCI02_L.avi,127887,35.5596,1.737,3.057,1393.991,19.031,NA,AD,Passing
BSCI02_1803,Monacanthidae,Acanthaluteres,vittiger,1,148.618,37465002,BSCI02_L.avi,127922,35.5694,2.549,4.028,1881.375,13.334,NA,AD,Passing
BSCI02_1803,Monacanthidae,Acanthaluteres,vittiger,1,133.497,37465002,BSCI02_L.avi,127969,35.5824,1.332,6.546,1385.528,12.366,NA,AD,Passing
BSCI02_1803,Monacanthidae,Acanthaluteres,vittiger,1,146.723,37465002,BSCI02_L.avi,128102,35.6194,1.454,11.166,1836.658,12.715,NA,AD,Passing
BSCI02_1803,Gerreidae,Parequula,melbournensis,1,101.091,37349001,BSCI02_L.avi,135435,37.6584,1.023,5.209,1249.351,20.33,NA,AD,Passing
BSCI02_1803,Gerreidae,Parequula,melbournensis,1,91.337,37349001,BSCI02_L.avi,135675,37.7251,1.599,2.433,1426.063,21.935,NA,AD,Passing
BSCI02_1803,Odacidae,Neoodax,balteatus,1,108.93,37385005,BSCI02_L.avi,203400,56.5564,0.611,3.347,808.729,20.737,NA,AD,Passing
BSCI02_1803,Odacidae,Neoodax,balteatus,1,111.803,37385005,BSCI02_L.avi,203420,56.5619,0.693,4.776,884.817,17.343,NA,AD,Passing
BSCI02_1803,Odacidae,Neoodax,balteatus,1,102.005,37385005,BSCI02_L.avi,204004,56.7243,0.945,4.63,1014.095,14.535,NA,AD,Passing
BSCI02_1803,Atherinidae,Kestratherina,esox,1,63.26,37246003,BSCI02_L.avi,211625,58.8434,0.729,2.231,866.649,22.528,NA,AD,Passing
BSCI03_1803,Arripidae,Arripis,georgianus,1,151.582,37344001,BSCI03_L.avi,32091,8.9231,4.065,11.643,1766.315,23.735,NA,AD,Passing
BSCI03_1803,Gerreidae,Parequula,melbournensis,1,117.144,37349001,BSCI03_L.avi,32662,9.0818,0.649,8.082,801.867,21.306,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,205.702,37321020,BSCI03_L.avi,182776,50.8218,3.601,15.362,1808.423,23.263,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,194.341,37321020,BSCI03_L.avi,182776,50.8218,2.178,20.355,1662.481,25.122,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,179.567,37321020,BSCI03_L.avi,182776,50.8218,2.639,16.522,1738.328,13.703,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,181.763,37321020,BSCI03_L.avi,182776,50.8218,1.831,13.369,1829.299,9.443,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,200.66,37321020,BSCI03_L.avi,182786,50.8246,2.751,17.334,1865.103,12.538,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,174.084,37321020,BSCI03_L.avi,182787,50.8248,3.893,13.201,1950.202,20.301,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,213.857,37321020,BSCI03_L.avi,182788,50.8251,3.391,11.545,1857.573,12.487,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,201.748,37321020,BSCI03_L.avi,182788,50.8251,2.748,16.403,1874.999,11.252,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,182.949,37321020,BSCI03_L.avi,182869,50.8476,3.994,16.124,1857.632,27.704,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,177.785,37321020,BSCI03_L.avi,182869,50.8476,1.976,20.605,1810.193,15.497,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,193.464,37321020,BSCI03_L.avi,182870,50.8479,4.332,16.118,2008.562,17.118,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,171.247,37321020,BSCI03_L.avi,182871,50.8482,1.851,18.83,1986.077,9.286,NA,AD,Passing
BSCI03_1803,Terapontidae,Pelates,octolineatus,1,193.771,37321020,BSCI03_L.avi,182871,50.8482,1.501,17.346,1948.192,4.833,NA,AD,Passing
BSCI03_1803,Odacidae,Neoodax,balteatus,1,89.624,37385005,BSCI03_L.avi,188793,52.4948,1.168,11.674,1105.973,15.523,NA,AD,Passing
BSCI03_1803,Sphyraenidae,Sphyraena,novaehollandiae,1,477.546,37382002,BSCI03_L.avi,216969,60.3293,6.705,23.324,2748.411,26.158,NA,AD,Passing
BSCI04_1803,Sphyraenidae,Sphyraena,novaehollandiae,1,425.857,37382002,BSCI04_L.avi,11507,3.1996,2.426,5.934,1853.817,22.897,NA,AD,Passing
BSCI04_1803,Clupeidae,Hyperlophus,vittatus,1,45.535,37085005,BSCI04_L.avi,20446,5.6851,0.552,1.113,707.93,13.089,NA,AD,Passing
BSCO01_1803,Monacanthidae,unknown,sp,1,55.872,37465903,BSCO01_L.avi,66042,18.3633,1.158,2.142,1085.324,9.627,NA,AD,Passing
BSCO01_1803,Arripidae,Arripis,georgianus,1,149.929,37344001,BSCO01_L.avi,83063,23.0961,3.552,4.566,1654.639,16.004,NA,AD,Passing
BSCO01_1803,Arripidae,Arripis,georgianus,1,117.094,37344001,BSCO01_L.avi,83063,23.0961,2.001,6.418,1956.739,5.729,NA,AD,Passing
BSCO01_1803,Arripidae,Arripis,georgianus,1,127.686,37344001,BSCO01_L.avi,83129,23.1144,2.508,1.104,1977.562,22.844,NA,AD,Passing
BSCO01_1803,Arripidae,Arripis,georgianus,1,125.015,37344001,BSCO01_L.avi,83130,23.1147,3.389,3.724,2250.291,20.576,NA,AD,Passing
BSCO01_1803,Odacidae,Neoodax,balteatus,1,103.979,37385005,BSCO01_L.avi,171255,47.6183,0.818,4.716,1032.744,19.317,NA,AD,Passing
BSCO01_1803,Odacidae,Neoodax,balteatus,1,74.044,37385005,BSCO01_L.avi,171258,47.6191,1.2,2.008,1091.349,15.977,NA,AD,Passing
BSCO01_1803,Sillaginidae,Sillaginodes,punctatus,1,265.658,37330001,BSCO01_L.avi,197334,54.8697,3.159,3.749,1578.612,24.376,NA,AD,Passing
BSCO03_1803,Sillaginidae,Sillaginodes,punctatus,1,263.673,37330001,BSCO03_L.avi,79795,22.1874,2.087,5.528,1457.29,16.634,NA,AD,Passing
BSCO03_1803,Sillaginidae,Sillaginodes,punctatus,1,318.143,37330001,BSCO03_L.avi,79884,22.2121,3.31,7.928,1652.169,17.541,NA,AD,Passing
BSCO03_1803,Arripidae,Arripis,georgianus,1,180.284,37344001,BSCO03_L.avi,142723,39.6848,1.736,11.166,2136.114,5.26,NA,AD,Passing
BSCO03_1803,Sphyraenidae,Sphyraena,novaehollandiae,1,312.955,37382002,BSCO03_L.avi,154886,43.0668,1.459,7.452,1902.566,4.77,NA,AD,Passing
BSCO03_1803,Monacanthidae,Acanthaluteres,vittiger,1,152.857,37465002,BSCO03_L.avi,164066,45.6194,2.314,6.022,1547.529,20.484,NA,AD,Passing
BSCO03_1803,Odacidae,Neoodax,balteatus,1,98.573,37385005,BSCO03_L.avi,208326,57.9261,0.962,4.998,1061.481,13.578,NA,AD,Passing
BSCO03_1803,Odacidae,Neoodax,balteatus,1,98.413,37385005,BSCO03_L.avi,208394,57.945,0.773,3.123,969.836,12.999,NA,AD,Passing
BSCO03_1803,Odacidae,Neoodax,balteatus,1,101.458,37385005,BSCO03_L.avi,208469,57.9658,0.967,6.664,1079.074,14.159,NA,AD,Passing
BSCO03_1803,Odacidae,Neoodax,balteatus,1,107.661,37385005,BSCO03_L.avi,208634,58.0117,0.849,5.648,1110.387,12.561,NA,AD,Passing
BSCO04_1803,Odacidae,Neoodax,balteatus,1,92.441,37385005,BSCO04_L.avi,80641,22.4226,1,4.182,1133.292,24.542,NA,AD,Passing
BSCO04_1803,Monacanthidae,unknown,sp,1,65.461,37465903,BSCO04_L.avi,136945,38.0782,0.79,0.768,1011.193,6.924,NA,AD,Passing
BSCO04_1803,Monacanthidae,unknown,sp,1,52.828,37465903,BSCO04_L.avi,136945,38.0782,0.747,4.196,998.881,8.929,NA,AD,Passing
BSCO04_1803,Sillaginidae,Sillaginodes,punctatus,1,293.313,37330001,BSCO04_L.avi,154666,43.0057,2.004,1.322,1374.04,20.421,NA,AD,Passing
BSCO04_1803,Sillaginidae,Sillaginodes,punctatus,1,305.152,37330001,BSCO04_L.avi,154804,43.044,2.384,5.503,1759.769,21.156,NA,AD,Passing
BSCO04_1803,Dasyatidae,Dasyatis,brevicaudata,1,312.978,37035001,BSCO04_L.avi,215557,59.9367,1.711,4.117,1242.328,18.529,NA,AD,Passing
BSEI01_1803,Sphyraenidae,Sphyraena,novaehollandiae,1,611.534,37382002,BSEI01_L.avi,203609,56.6145,1.85,11.35,1804.588,10.127,NA,AD,Passing
BSEI01_1803,Arripidae,Arripis,georgianus,1,198.103,37344001,BSEI01_L.avi,206774,57.4945,2.106,6.241,1830.856,6.282,NA,AD,Passing
BSEI02_1803,Sillaginidae,Sillaginodes,punctatus,1,255.005,37330001,BSEI02_L.avi,100324,27.8956,1.806,8.993,1656.025,24.237,NA,AD,Passing
BSEI02_1803,Sillaginidae,Sillaginodes,punctatus,1,234.213,37330001,BSEI02_L.avi,100324,27.8956,2.641,6.669,1782.638,23.054,NA,AD,Passing
BSEI02_1803,Arripidae,Arripis,truttaceus,1,320.325,37344004,BSEI02_L.avi,110965,30.8544,2.669,7.902,2053.907,22.734,NA,AD,Passing
BSEI02_1803,Arripidae,Arripis,truttaceus,1,265.298,37344004,BSEI02_L.avi,110985,30.8599,1.535,3.062,2052.232,6.384,NA,AD,Passing
BSEI02_1803,Sphyraenidae,Sphyraena,novaehollandiae,1,462.751,37382002,BSEI02_L.avi,121017,33.6494,3.462,7.717,1736.415,21.84,NA,AD,Passing
BSEI02_1803,Arripidae,Arripis,georgianus,1,173.975,37344001,BSEI02_L.avi,184313,51.2492,2.702,10.501,1756.055,12.752,NA,AD,Passing
BSEI02_1803,Odacidae,Neoodax,balteatus,1,95.834,37385005,BSEI02_L.avi,216707,60.2565,0.941,3.894,1241.174,17.686,NA,AD,Passing
BSEI03_1803,Terapontidae,Pelates,octolineatus,1,187.185,37321020,BSEI03_L.avi,209605,58.2817,0.642,2.221,826.654,5.756,NA,AD,Passing
BSEI03_1803,Terapontidae,Pelates,octolineatus,1,213.046,37321020,BSEI03_L.avi,209661,58.2973,0.652,4.255,843.22,8.744,NA,AD,Passing
BSEI04_1803,Terapontidae,Pelates,octolineatus,1,142.37,37321020,BSEI04_L.avi,60462,16.8118,1.425,5.021,1923.874,4.192,NA,AD,Passing
BSEI04_1803,Terapontidae,Pelates,octolineatus,1,158.701,37321020,BSEI04_L.avi,60462,16.8118,2.006,2.218,1975.7,1.424,NA,AD,Passing
BSEI04_1803,Carangidae,Pseudocaranx,georgianus,1,202.252,37337062,BSEI04_L.avi,203887,56.6918,1.37,0.94,1454.959,17.97,NA,AD,Passing
BSEI04_1803,Arripidae,Arripis,georgianus,1,102.922,37344001,BSEI04_L.avi,205631,57.1767,0.875,5.225,1150.464,13.375,NA,AD,Passing
BSEI04_1803,Arripidae,Arripis,georgianus,1,107.316,37344001,BSEI04_L.avi,205631,57.1767,0.878,3.812,1031.445,15.471,NA,AD,Passing
BSEI04_1803,Arripidae,Arripis,georgianus,1,160.565,37344001,BSEI04_L.avi,205655,57.1834,0.796,2.055,980.573,13.665,NA,AD,Passing
BSEO01_1804,Monacanthidae,unknown,sp,1,81.089,37465903,BSEO01_L.avi,134829,37.4899,1.061,9.924,1203.141,19.757,NA,AD,Passing
BSEO01_1804,Arripidae,Arripis,georgianus,1,109.534,37344001,BSEO01_L.avi,211634,58.8459,3.206,17.146,1928.41,17.75,NA,AD,Passing
BSEO01_1804,Arripidae,Arripis,georgianus,1,108.733,37344001,BSEO01_L.avi,211634,58.8459,2.354,14.177,1959.671,11.643,NA,AD,Passing
BSEO01_1804,Arripidae,Arripis,georgianus,1,115.172,37344001,BSEO01_L.avi,211674,58.857,2.812,16.066,1728.679,22.748,NA,AD,Passing
BSEO01_1804,Arripidae,Arripis,georgianus,1,103.575,37344001,BSEO01_L.avi,211687,58.8606,2.041,21.11,1796.074,24.309,NA,AD,Passing
BSEO02_1803,Monacanthidae,unknown,sp,1,59.59,37465903,BSEO02_L.avi,42387,11.7859,0.791,1.791,1014.154,19.654,NA,AD,Passing
BSEO02_1803,Sillaginidae,Sillaginodes,punctatus,1,225.993,37330001,BSEO02_L.avi,70837,19.6966,1.064,7.98,1259.92,15.545,NA,AD,Attracted
BSEO02_1803,Dasyatidae,Dasyatis,brevicaudata,1,403.936,37035001,BSEO02_L.avi,136355,37.9142,2.221,5.211,1108.525,13.363,measure,AD,Feeding
BSEO02_1803,Arripidae,Arripis,georgianus,1,118.277,37344001,BSEO02_L.avi,144980,40.3124,0.627,1.917,783.486,16.02,measure,AD,Passing
BSEO02_1803,Octopodidae,unknown,sp,1,63.676,37465903,BSEO02_L.avi,148470,41.2828,0.711,1.526,929.161,14.519,NA,AD,Passing
BSEO02_1803,Odacidae,Neoodax,balteatus,1,101.307,37385005,BSEO02_L.avi,187666,52.1815,0.886,0.745,957.052,16.221,NA,AD,Passing
BSEO02_1803,Odacidae,Neoodax,balteatus,1,95.19,37385005,BSEO02_L.avi,187666,52.1815,0.967,2.206,972.66,15.047,NA,AD,Passing
BSEO02_1803,Odacidae,Neoodax,balteatus,1,64.15,37385005,BSEO02_L.avi,187666,52.1815,0.76,1.334,994.802,16.747,NA,AD,Passing
BSEO03_1804,Sillaginidae,Sillaginodes,punctatus,1,259.536,37330001,BSEO03_L.avi,35679,9.9207,5.164,1.726,2199.663,31.284,NA,AD,Passing
BSEO03_1804,Sillaginidae,Sillaginodes,punctatus,1,228.94,37330001,BSEO03_L.avi,35679,9.9207,3.899,4.603,2311.305,27.36,NA,AD,Passing
BSEO03_1804,Odacidae,Neoodax,balteatus,1,99.231,37385005,BSEO03_L.avi,42818,11.9058,1.574,0.356,1343.567,16.823,NA,AD,Passing
BSEO03_1804,Odacidae,Neoodax,balteatus,1,92.167,37385005,BSEO03_L.avi,42823,11.9071,0.832,17.783,1070.274,15.372,NA,AD,Passing
BSEO03_1804,Platycephalidae,Platycephalus,bassensis,1,274.561,37296003,BSEO03_L.avi,49111,13.6556,0.955,2.595,1009.834,20.755,measure,AD,Passing
BSEO03_1804,Arripidae,Arripis,georgianus,1,76.611,37344001,BSEO03_L.avi,78763,21.9004,0.723,1.614,913.833,12.216,NA,AD,Passing
BSEO03_1804,Mullidae,Upeneichthys,vlamingii,1,138.774,37355029,BSEO03_L.avi,101842,28.3177,1.211,6.069,1495.78,13.609,measure,AD,Attracted
BSEO03_1804,Arripidae,Arripis,georgianus,1,163.58,37344001,BSEO03_L.avi,206580,57.4406,1.439,3.017,1629.486,1.498,NA,AD,Passing
BSEO04_1804,Portunidae,Portunus,armatus,1,90.954,28911005,BSEO04_L.avi,20521,5.706,2.92,1.724,2614.495,10.662,NA,AD,Passing
BSEO04_1804,Platycephalidae,Platycephalus,bassensis,1,210.656,37296003,BSEO04_L.avi,36176,10.0589,2.991,1.957,1437.588,18.354,NA,AD,Passing
BSEO04_1804,Odacidae,Neoodax,balteatus,1,69.279,37385005,BSEO04_L.avi,104509,29.0592,0.841,4.584,1075.69,16.721,NA,AD,Passing
BSEO04_1804,Dasyatidae,Dasyatis,brevicaudata,1,818.875,37035001,BSEO04_L.avi,187516,52.1398,1.78,4.57,1737.581,11.627,NA,AD,Attracted
BSEO04_1804,Arripidae,Arripis,truttaceus,1,171.169,37344004,BSEO04_L.avi,188168,52.3211,2.496,1.167,1751.037,10.893,measure,AD,Passing
BSEO04_1804,Arripidae,Arripis,georgianus,1,174.954,37344001,BSEO04_L.avi,219789,61.1134,3.401,5.703,1839.185,28.906,NA,AD,Passing
BSWI01_1803,Monacanthidae,unknown,sp,1,140.754,37465903,BSWI01_L.avi,2696,0.7496,2.437,1.813,1402.769,21.88,NA,AD,Passing
BSWI01_1803,Monacanthidae,unknown,sp,1,114.549,37465903,BSWI01_L.avi,2696,0.7496,3.785,0.74,1775.427,17.94,NA,AD,Passing
BSWI01_1803,Monacanthidae,unknown,sp,1,127.484,37465903,BSWI01_L.avi,2696,0.7496,2.897,14.243,1746.081,29.484,NA,AD,Passing
BSWI01_1803,Mullidae,Upeneichthys,vlamingii,1,150.117,37355029,BSWI01_L.avi,18661,5.1888,3.011,0.267,1474.855,24.509,NA,AD,Passing
BSWI01_1803,Terapontidae,Pelates,octolineatus,1,119.593,37321020,BSWI01_L.avi,79682,22.156,0.79,2.777,950.353,7.127,NA,AD,Attracted
BSWI01_1803,Terapontidae,Pelates,octolineatus,1,120.527,37321020,BSWI01_L.avi,79682,22.156,0.844,1.646,968.507,12.973,NA,AD,Attracted
BSWI01_1803,Terapontidae,Pelates,octolineatus,1,129.271,37321020,BSWI01_L.avi,79682,22.156,0.955,2.604,883.277,12.7,NA,AD,Attracted
BSWI01_1803,Terapontidae,Pelates,octolineatus,1,127.245,37321020,BSWI01_L.avi,79682,22.156,1.341,5.542,1046.659,14.384,NA,AD,Attracted
BSWI01_1803,Monacanthidae,unknown,sp,1,112.825,37465903,BSWI01_L.avi,79682,22.156,1.111,1.406,855.089,9.098,NA,AD,Passing
BSWI01_1803,Hemiramphidae,Hyporhamphus,melanochir,1,169.376,37234001,BSWI01_L.avi,128167,35.6375,1.951,0.748,1241.105,17.485,NA,AD,Passing
BSWI01_1803,Hemiramphidae,Hyporhamphus,melanochir,1,205.395,37234001,BSWI01_L.avi,128167,35.6375,1.032,1.489,1341.76,13.098,NA,AD,Passing
BSWI01_1803,Hemiramphidae,Hyporhamphus,melanochir,1,194.3,37234001,BSWI01_L.avi,128167,35.6375,2.301,3.143,1769.147,6.848,NA,AD,Passing
BSWI01_1803,Hemiramphidae,Hyporhamphus,melanochir,1,246.473,37234001,BSWI01_L.avi,128167,35.6375,2.574,1.178,1629.13,14.333,NA,AD,Passing
BSWI01_1803,Arripidae,Arripis,georgianus,1,187.276,37344001,BSWI01_L.avi,205919,57.2568,2.166,2.798,1845.783,18.548,NA,AD,Passing
BSWI03_1803,Portunidae,Portunus,armatus,1,123.673,28911005,BSWI03_L.avi,18009,5.0075,1.178,0.996,1323.711,17.911,measure,AD,Attracted
BSWI03_1803,Terapontidae,Pelates,octolineatus,1,151.327,37321020,BSWI03_L.avi,75094,20.8803,3.29,2.043,1703.037,3.697,NA,AD,Passing
BSWI03_1803,Terapontidae,Pelates,octolineatus,1,116.938,37321020,BSWI03_L.avi,75094,20.8803,2.205,1.264,1837.912,7.986,NA,AD,Passing
BSWI03_1803,Terapontidae,Pelates,octolineatus,1,174.729,37321020,BSWI03_L.avi,75094,20.8803,3.57,13.198,2219.295,7.004,NA,AD,Passing
BSWI03_1803,Terapontidae,Pelates,octolineatus,1,112.652,37321020,BSWI03_L.avi,75094,20.8803,3.491,3.268,1652.274,14.483,NA,AD,Passing
BSWI03_1803,Terapontidae,Pelates,octolineatus,1,123.197,37321020,BSWI03_L.avi,75094,20.8803,1.783,1.081,1643.646,3.347,NA,AD,Passing
BSWI03_1803,Terapontidae,Pelates,octolineatus,1,103.475,37321020,BSWI03_L.avi,75094,20.8803,1.338,0.404,1581.797,1.537,NA,AD,Passing
BSWI03_1803,Terapontidae,Pelates,octolineatus,1,112.186,37321020,BSWI03_L.avi,75094,20.8803,2.302,0.466,1579.668,5.517,NA,AD,Passing
BSWI03_1803,Odacidae,Neoodax,balteatus,1,101.124,37385005,BSWI03_L.avi,193834,53.8965,0.87,2.774,1098.272,16.876,measure,AD,Attracted
BSWI03_1803,Odacidae,Neoodax,balteatus,1,82.306,37385005,BSWI03_L.avi,193834,53.8965,0.924,1.76,998.091,15.252,measure,AD,Attracted
BSWI03_1803,Odacidae,Neoodax,balteatus,1,78.478,37385005,BSWI03_L.avi,193834,53.8965,0.934,3.486,1031.406,14.536,measure,AD,Attracted
BSWI03_1803,Heterodontidae,Heterodontus,portusjacksoni,1,403.184,37007001,BSWI03_L.avi,211940,58.931,1.052,1.261,1289.945,13.558,measure,AD,Attracted
BSWI04_1803,Sphyraenidae,Sphyraena,novaehollandiae,1,472.52,37382002,BSWI04_L.avi,22222,6.1789,2.238,15.339,1719.186,8.726,NA,AD,Passing
BSWI04_1803,Odacidae,Neoodax,balteatus,1,112.315,37385005,BSWI04_L.avi,106649,29.6543,0.682,7.946,908.627,20.838,NA,AD,Passing
BSWI04_1803,Odacidae,Neoodax,balteatus,1,103.353,37385005,BSWI04_L.avi,106649,29.6543,0.875,7.72,991.602,21.374,NA,AD,Passing
BSWI04_1803,Arripidae,Arripis,georgianus,1,188.905,37344001,BSWI04_L.avi,137572,38.2526,2.818,20.38,2725.218,7.011,NA,AD,Passing
BSWI04_1803,Terapontidae,Pelates,octolineatus,1,197.823,37321020,BSWI04_L.avi,154285,42.8997,2.575,10.464,1520.828,16.905,NA,AD,Passing
BSWI04_1803,Terapontidae,Pelates,octolineatus,1,171.525,37321020,BSWI04_L.avi,154285,42.8997,2.786,9.626,1500.419,9.23,NA,AD,Passing
BSWI04_1803,Terapontidae,Pelates,octolineatus,1,165.306,37321020,BSWI04_L.avi,154285,42.8997,1.124,11.346,1564.754,1.763,NA,AD,Passing
BSWI04_1803,Terapontidae,Pelates,octolineatus,1,184.394,37321020,BSWI04_L.avi,154285,42.8997,1.372,10.386,1415.716,20.097,NA,AD,Passing
BSWO01_1804,Carangidae,Pseudocaranx,sp,1,195.977,37337000,BSWO01_L.avi,51922,14.4372,1.846,1.509,1248.417,15.427,NA,AD,Attracted
BSWO01_1804,Carangidae,Pseudocaranx,sp,1,148.584,37337000,BSWO01_L.avi,51922,14.4372,0.799,4.83,1042.769,7.79,NA,AD,Attracted
BSWO01_1804,Carangidae,Pseudocaranx,sp,1,190.542,37337000,BSWO01_L.avi,51922,14.4372,1.308,0.89,1252.857,18.132,NA,AD,Attracted
BSWO01_1804,Carangidae,Pseudocaranx,sp,1,205.249,37337000,BSWO01_L.avi,51922,14.4372,2.282,0.771,1232.111,21.442,NA,AD,Attracted
BSWO01_1804,Myliobatidae,Myliobatis,tenuicaudatus,1,802.289,37039001,BSWO01_L.avi,60155,16.7264,5.86,19.759,3687.677,4.905,measure,AD,Passing
BSWO01_1804,Sillaginidae,Sillaginodes,punctatus,1,454.914,37330001,BSWO01_L.avi,95822,26.6438,16.918,4.86,3845.738,1.627,NA,AD,Passing
BSWO01_1804,Sillaginidae,Sillaginodes,punctatus,1,375.367,37330001,BSWO01_L.avi,96162,26.7383,2.492,10.878,1215.627,20.857,NA,AD,Passing
BSWO01_1804,Odacidae,Neoodax,balteatus,1,86.649,37385005,BSWO01_L.avi,99815,27.7541,1.856,0.629,1524.586,27.35,NA,AD,Passing
BSWO01_1804,Odacidae,Neoodax,balteatus,1,73.957,37385005,BSWO01_L.avi,99815,27.7541,1.352,0.981,1352.103,24.302,NA,AD,Passing
BSWO01_1804,Loliginidae,Sepioteuthis,australis,1,241.692,23617005,BSWO01_L.avi,110211,30.6447,4.634,2.151,2221.709,18.495,NA,AD,Passing
BSWO02_1803,Sillaginidae,Sillaginodes,punctatus,1,329.529,37330001,BSWO02_L.avi,72554,20.174,6.263,13.014,2230.864,5.51,NA,AD,Attracted
BSWO02_1803,Arripidae,Arripis,truttaceus,1,291.143,37344004,BSWO02_L.avi,207750,57.7659,3.63,5.94,1584.366,17.605,NA,AD,Passing
BSWO02_1803,Arripidae,Arripis,truttaceus,1,301.585,37344004,BSWO02_L.avi,207750,57.7659,3.788,5.761,1770.228,24.133,NA,AD,Passing
BSWO02_1803,Arripidae,Arripis,georgianus,1,176.31,37344001,BSWO02_L.avi,212916,59.2024,4.989,9.372,2148.773,6.528,NA,AD,Attracted
BSWO02_1803,Arripidae,Arripis,georgianus,1,157.629,37344001,BSWO02_L.avi,212921,59.2037,3.077,6.592,1911.783,6.742,NA,AD,Attracted
BSWO03_1803,Odacidae,Neoodax,balteatus,1,70.086,37385005,BSWO03_L.avi,15591,4.3352,4.94,5.258,1992.441,24.802,NA,AD,Passing
BSWO03_1803,Sillaginidae,Sillaginodes,punctatus,1,283.213,37330001,BSWO03_L.avi,225304,62.6469,6.918,7.739,2598.661,26.833,measure,AD,Attracted
BSWO04_1803,Odacidae,Neoodax,balteatus,1,59.168,37385005,BSWO04_L.avi,8711,2.4221,3.174,2.215,2242.656,23.033,NA,AD,Passing
BSWO04_1803,Sillaginidae,Sillaginodes,punctatus,1,292.159,37330001,BSWO04_L.avi,45865,12.753,4.339,1.481,1825.311,21.334,NA,AD,Passing
BSWO04_1803,Sillaginidae,Sillaginodes,punctatus,1,286.515,37330001,BSWO04_L.avi,45865,12.753,2.237,2.445,2709.899,7.693,NA,AD,Passing
