Sample,Family,Genus,Species,Count,Code,Filename,Frame,Time (mins),TapeReader,Depth,Comment,Habitat,Soak time,Bias,FOV,Vis,Has fed
BSCI01_1803,Arripidae,Arripis,georgianus,6,37344001,BSCI01_L.avi,153503,42.6823,YEglinton,3.3,NA,Posidonia;Dense,60,2,1,3,No
BSCI01_1803,Gerreidae,Parequula,melbournensis,9,37349001,BSCI01_L.avi,39798,11.066,YEglinton,3.3,NA,Posidonia;Dense,60,2,1,3,No
BSCI01_1803,Monacanthidae,unknown,sp,2,37465903,BSCI01_L.avi,64692,17.9879,YEglinton,3.3,NA,Posidonia;Dense,60,2,1,3,No
BSCI01_1803,Monacanthidae,Acanthaluteres,vittiger,3,37465002,BSCI01_L.avi,89599,24.9134,YEglinton,3.3,NA,Posidonia;Dense,60,2,1,3,No
BSCI01_1803,Mullidae,Upeneichthys,vlamingii,1,37355029,BSCI01_L.avi,22377,6.222,YEglinton,3.3,NA,Posidonia;Dense,60,2,1,3,No
BSCI01_1803,Odacidae,Haletta,semifasciata,1,37385009,BSCI01_L.avi,37642,10.4665,YEglinton,3.3,NA,Posidonia;Dense,60,2,1,3,No
BSCI01_1803,Odacidae,Neoodax,balteatus,7,37385005,BSCI01_L.avi,78724,21.8896,YEglinton,3.3,NA,Posidonia;Dense,60,2,1,3,No
BSCI01_1803,Portunidae,Nectocarcinus,integrifrons,1,28911010,BSCI01_L.avi,172340,47.92,YEglinton,3.3,NA,Posidonia;Dense,60,2,1,3,No
BSCI01_1803,Portunidae,Portunus,armatus,1,28911005,BSCI01_L.avi,124439,34.6009,YEglinton,3.3,NA,Posidonia;Dense,60,2,1,3,No
BSCI01_1803,Sillaginidae,Sillaginodes,punctatus,2,37330001,BSCI01_L.avi,45072,12.5325,YEglinton,3.3,NA,Posidonia;Dense,60,2,1,3,No
BSCI01_1803,Sphyraenidae,Sphyraena,novaehollandiae,1,37382002,BSCI01_L.avi,146217,40.6564,YEglinton,3.3,NA,Posidonia;Dense,60,2,1,3,No
BSCI01_1803,Terapontidae,Pelates,octolineatus,40,37321020,BSCI01_L.avi,166970,46.4268,YEglinton,3.3,NA,Posidonia;Dense,60,2,1,3,No
BSCI02_1803,Atherinidae,Kestratherina,esox,1,37246003,BSCI02_L.avi,211625,58.8434,YEglinton,2.8,NA,Posidonia (epiphytes); Dense,60,2,1,2,No
BSCI02_1803,Gerreidae,Parequula,melbournensis,7,37349001,BSCI02_L.avi,135437,37.6589,YEglinton,2.8,NA,Posidonia (epiphytes); Dense,60,2,1,2,No
BSCI02_1803,Monacanthidae,Acanthaluteres,vittiger,35,37465002,BSCI02_L.avi,127714,35.5115,YEglinton,2.8,NA,Posidonia (epiphytes); Dense,60,2,1,2,No
BSCI02_1803,Monacanthidae,Nelusetta,ayraud,1,37465006,BSCI02_L.avi,53198,14.792,YEglinton,2.8,NA,Posidonia (epiphytes); Dense,60,2,1,2,No
BSCI02_1803,Odacidae,Haletta,semifasciata,1,37385009,BSCI02_L.avi,114525,31.8442,YEglinton,2.8,NA,Posidonia (epiphytes); Dense,60,2,1,2,No
BSCI02_1803,Odacidae,Neoodax,balteatus,14,37385005,BSCI02_L.avi,203279,56.5227,YEglinton,2.8,NA,Posidonia (epiphytes); Dense,60,2,1,2,No
BSCI02_1803,Portunidae,Nectocarcinus,integrifrons,1,28911010,BSCI02_L.avi,56184,15.6222,YEglinton,2.8,NA,Posidonia (epiphytes); Dense,60,2,1,2,No
BSCI02_1803,Portunidae,Portunus,armatus,1,28911005,BSCI02_L.avi,92055,25.5964,YEglinton,2.8,NA,Posidonia (epiphytes); Dense,60,2,1,2,No
BSCI02_1803,Terapontidae,Pelates,octolineatus,8,37321020,BSCI02_L.avi,121544,33.7959,YEglinton,2.8,NA,Posidonia (epiphytes); Dense,60,2,1,2,No
BSCI02_1803,Tetraodontidae,unknown,sp,1,37467e3,BSCI02_L.avi,33686,9.3666,YEglinton,2.8,NA,Posidonia (epiphytes); Dense,60,2,1,2,No
BSCI03_1803,Arripidae,Arripis,georgianus,1,37344001,BSCI03_L.avi,32091,8.9231,YEglinton,2.8,NA,Posidonia;Epiphyte:Dense,60,2,1,2,No
BSCI03_1803,Arripidae,Arripis,truttaceus,3,37344004,BSCI03_L.avi,201338,55.983,YEglinton,2.8,NA,Posidonia;Epiphyte:Dense,60,2,1,2,No
BSCI03_1803,Gerreidae,Parequula,melbournensis,3,37349001,BSCI03_L.avi,32668,9.0835,YEglinton,2.8,NA,Posidonia;Epiphyte:Dense,60,2,1,2,No
BSCI03_1803,Monacanthidae,unknown,sp,20,37465903,BSCI03_L.avi,48490,13.4829,YEglinton,2.8,NA,Posidonia;Epiphyte:Dense,60,2,1,2,No
BSCI03_1803,Odacidae,Haletta,semifasciata,2,37385009,BSCI03_L.avi,149841,41.664,YEglinton,2.8,NA,Posidonia;Epiphyte:Dense,60,2,1,2,No
BSCI03_1803,Odacidae,Neoodax,balteatus,8,37385005,BSCI03_L.avi,188807,52.4987,YEglinton,2.8,NA,Posidonia;Epiphyte:Dense,60,2,1,2,No
BSCI03_1803,Portunidae,Portunus,armatus,1,28911005,BSCI03_L.avi,24384,6.7801,YEglinton,2.8,NA,Posidonia;Epiphyte:Dense,60,2,1,2,No
BSCI03_1803,Rhinobatidae,Trygonorrhina,dumerilii,1,37027011,BSCI03_L.avi,30301,8.4253,YEglinton,2.8,NA,Posidonia;Epiphyte:Dense,60,2,1,2,No
BSCI03_1803,Sphyraenidae,Sphyraena,novaehollandiae,1,37382002,BSCI03_L.avi,216969,60.3293,YEglinton,2.8,NA,Posidonia;Epiphyte:Dense,60,2,1,2,No
BSCI03_1803,Terapontidae,Pelates,octolineatus,60,37321020,BSCI03_L.avi,182794,50.8268,YEglinton,2.8,NA,Posidonia;Epiphyte:Dense,60,2,1,2,No
BSCI04_1803,Apogonidae,unknown,sp,1,37327003,BSCI04_L.avi,17772,4.9416,YEglinton,2.8,NA,Posidonia;Epiphyte;Dense,60,2,1,2,No
BSCI04_1803,Clupeidae,Hyperlophus,vittatus,50,37085005,BSCI04_L.avi,20110,5.5917,YEglinton,2.8,NA,Posidonia;Epiphyte;Dense,60,2,1,2,No
BSCI04_1803,Odacidae,Haletta,semifasciata,2,37385009,BSCI04_L.avi,172517,47.9692,YEglinton,2.8,NA,Posidonia;Epiphyte;Dense,60,2,1,2,No
BSCI04_1803,Odacidae,Neoodax,balteatus,7,37385005,BSCI04_L.avi,146954,40.8613,YEglinton,2.8,NA,Posidonia;Epiphyte;Dense,60,2,1,2,No
BSCI04_1803,Portunidae,Nectocarcinus,integrifrons,1,28911010,BSCI04_L.avi,171324,47.6375,YEglinton,2.8,NA,Posidonia;Epiphyte;Dense,60,2,1,2,No
BSCI04_1803,Portunidae,Portunus,armatus,2,28911005,BSCI04_L.avi,115068,31.9952,YEglinton,2.8,NA,Posidonia;Epiphyte;Dense,60,2,1,2,No
BSCI04_1803,Rhinobatidae,Trygonorrhina,dumerilii,1,37027011,BSCI04_L.avi,58353,16.2253,YEglinton,2.8,NA,Posidonia;Epiphyte;Dense,60,2,1,2,No
BSCI04_1803,Sillaginidae,Sillaginodes,punctatus,1,37330001,BSCI04_L.avi,38233,10.6309,YEglinton,2.8,NA,Posidonia;Epiphyte;Dense,60,2,1,2,No
BSCI04_1803,Sphyraenidae,Sphyraena,novaehollandiae,1,37382002,BSCI04_L.avi,11480,3.1921,YEglinton,2.8,NA,Posidonia;Epiphyte;Dense,60,2,1,2,No
BSCI04_1803,Terapontidae,Pelates,octolineatus,12,37321020,BSCI04_L.avi,153135,42.58,YEglinton,2.8,NA,Posidonia;Epiphyte;Dense,60,2,1,2,No
BSCI04_1803,Urolophidae,Trygonoptera,mucosa,1,37038015,BSCI04_L.avi,140807,39.1521,YEglinton,2.8,NA,Posidonia;Epiphyte;Dense,60,2,1,2,No
BSCO01_1803,Arripidae,Arripis,georgianus,7,37344001,BSCO01_L.avi,83103,23.1072,YEglinton,5.1,NA,Posidonia; sparse,60,2,1,2,No
BSCO01_1803,Monacanthidae,unknown,sp,4,37465903,BSCO01_L.avi,65967,18.3425,YEglinton,5.1,NA,Posidonia; sparse,60,2,1,2,No
BSCO01_1803,Odacidae,Haletta,semifasciata,3,37385009,BSCO01_L.avi,103972,28.9099,YEglinton,5.1,NA,Posidonia; sparse,60,2,1,2,No
BSCO01_1803,Odacidae,Neoodax,balteatus,9,37385005,BSCO01_L.avi,171255,47.6183,YEglinton,5.1,NA,Posidonia; sparse,60,2,1,2,No
BSCO01_1803,Portunidae,Nectocarcinus,integrifrons,1,28911010,BSCO01_L.avi,96011,26.6963,YEglinton,5.1,NA,Posidonia; sparse,60,2,1,2,No
BSCO01_1803,Portunidae,Portunus,armatus,1,28911005,BSCO01_L.avi,66606,18.5201,YEglinton,5.1,NA,Posidonia; sparse,60,2,1,2,No
BSCO01_1803,Sillaginidae,Sillaginodes,punctatus,3,37330001,BSCO01_L.avi,197327,54.8678,YEglinton,5.1,NA,Posidonia; sparse,60,2,1,2,No
BSCO02_1803,Arripidae,Arripis,georgianus,3,37344001,BSCO02_L.avi,41800,11.6227,YEglinton,5.1,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO02_1803,Atherinidae,unknown,sp,30,37246e3,BSCO02_L.avi,23889,6.6425,YEglinton,5.1,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO02_1803,Loliginidae,Sepioteuthis,australis,1,23617005,BSCO02_L.avi,174804,48.6051,YEglinton,5.1,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO02_1803,Monacanthidae,unknown,sp,3,37465903,BSCO02_L.avi,51550,14.3337,YEglinton,5.1,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO02_1803,Mullidae,Upeneichthys,vlamingii,1,37355029,BSCO02_L.avi,7011,1.9494,YEglinton,5.1,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO02_1803,Odacidae,Neoodax,balteatus,12,37385005,BSCO02_L.avi,77842,21.6444,YEglinton,5.1,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO02_1803,Pentacerotidae,Pentaceropsis,recurvirostris,1,37367003,BSCO02_L.avi,55224,15.3553,YEglinton,5.1,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO02_1803,Portunidae,Portunus,armatus,1,28911005,BSCO02_L.avi,184317,51.2503,YEglinton,5.1,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO02_1803,Rhinobatidae,Trygonorrhina,dumerilii,1,37027011,BSCO02_L.avi,158673,44.1198,YEglinton,5.1,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO02_1803,Sillaginidae,Sillaginodes,punctatus,3,37330001,BSCO02_L.avi,123765,34.4135,YEglinton,5.1,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO02_1803,Sphyraenidae,Sphyraena,novaehollandiae,1,37382002,BSCO02_L.avi,60294,16.765,YEglinton,5.1,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO02_1803,Terapontidae,Pelates,octolineatus,1,37321020,BSCO02_L.avi,63684,17.7077,YEglinton,5.1,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO03_1803,Arripidae,Arripis,georgianus,2,37344001,BSCO03_L.avi,142710,39.6812,YEglinton,5.2,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO03_1803,Atherinidae,unknown,sp,30,37246e3,BSCO03_L.avi,125694,34.9498,YEglinton,5.2,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO03_1803,Molpadiidae,unknown,sp,1,25436e3,BSCO03_L.avi,164181,45.6513,YEglinton,5.2,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO03_1803,Mullidae,Upeneichthys,vlamingii,2,37355029,BSCO03_L.avi,202338,56.2611,YEglinton,5.2,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO03_1803,Odacidae,Haletta,semifasciata,1,37385009,BSCO03_L.avi,209275,58.19,YEglinton,5.2,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO03_1803,Odacidae,Neoodax,balteatus,15,37385005,BSCO03_L.avi,208327,57.9264,YEglinton,5.2,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO03_1803,Portunidae,Nectocarcinus,integrifrons,1,28911010,BSCO03_L.avi,35295,9.814,YEglinton,5.2,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO03_1803,Portunidae,Portunus,armatus,1,28911005,BSCO03_L.avi,64574,17.9551,YEglinton,5.2,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO03_1803,Sillaginidae,Sillaginodes,punctatus,3,37330001,BSCO03_L.avi,79772,22.181,YEglinton,5.2,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO03_1803,Sphyraenidae,Sphyraena,novaehollandiae,1,37382002,BSCO03_L.avi,154886,43.0668,YEglinton,5.2,NA,Posidonia;Epiphytes;Dense,60,2,1,1,No
BSCO04_1803,Arripidae,Arripis,georgianus,4,37344001,BSCO04_L.avi,50567,14.0604,YEglinton,5.5,NA,Halophila;Sparse,60,2,1,1,No
BSCO04_1803,Dasyatidae,Dasyatis,brevicaudata,1,37035001,BSCO04_L.avi,212843,59.1821,YEglinton,5.5,NA,Halophila;Sparse,60,2,1,1,No
BSCO04_1803,Monacanthidae,unknown,sp,5,37465903,BSCO04_L.avi,136945,38.0782,YEglinton,5.5,NA,Halophila;Sparse,60,2,1,1,No
BSCO04_1803,Odacidae,Haletta,semifasciata,1,37385009,BSCO04_L.avi,154861,43.0599,YEglinton,5.5,NA,Halophila;Sparse,60,2,1,1,No
BSCO04_1803,Odacidae,Neoodax,balteatus,23,37385005,BSCO04_L.avi,80677,22.4326,YEglinton,5.5,NA,Halophila;Sparse,60,2,1,1,No
BSCO04_1803,Platycephalidae,Platycephalus,speculator,1,37296037,BSCO04_L.avi,17542,4.8776,YEglinton,5.5,NA,Halophila;Sparse,60,2,1,1,No
BSCO04_1803,Portunidae,Nectocarcinus,integrifrons,3,28911010,BSCO04_L.avi,107277,29.8289,YEglinton,5.5,NA,Halophila;Sparse,60,2,1,1,No
BSCO04_1803,Portunidae,Portunus,armatus,1,28911005,BSCO04_L.avi,80037,22.2547,YEglinton,5.5,NA,Halophila;Sparse,60,2,1,1,No
BSCO04_1803,Sillaginidae,Sillaginodes,punctatus,4,37330001,BSCO04_L.avi,154610,42.9901,YEglinton,5.5,NA,Halophila;Sparse,60,2,1,1,No
BSEI01_1803,Arripidae,Arripis,georgianus,7,37344001,BSEI01_L.avi,206748,57.4873,YEglinton,2.7,NA,Halophila;Sparse,60,2,1,2,No
BSEI01_1803,Carangidae,Pseudocaranx,georgianus,1,37337062,BSEI01_L.avi,97329,27.0628,YEglinton,2.7,NA,Halophila;Sparse,60,2,1,2,No
BSEI01_1803,Gerreidae,Parequula,melbournensis,20,37349001,BSEI01_L.avi,25106,6.9808,YEglinton,2.7,NA,Halophila;Sparse,60,2,1,2,No
BSEI01_1803,Odacidae,Neoodax,balteatus,1,37385005,BSEI01_L.avi,129803,36.0924,YEglinton,2.7,NA,Halophila;Sparse,60,2,1,2,No
BSEI01_1803,Portunidae,Nectocarcinus,integrifrons,3,28911010,BSEI01_L.avi,93323,25.9489,YEglinton,2.7,NA,Halophila;Sparse,60,2,1,2,No
