Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,SiteName,Waypoint,BruvType,Zone_ID,UTMzone,Easting,Northing,FieldLead,FieldTeam,MonType,Bottom Temp
BSWO02_1803,-35.63751,137.64408,20180329,12:02:00,Bay of Shoals,Fished,BSWO,1.5,DEaston,Yes,Yes,Bay of Shoals West Out,81,Stereo,153,53,739418,6053036,PJennings,KI NRM,MPA,18
BSWI03_1803,-35.63037,137.59242,20180329,12:33:00,Bay of Shoals,No-take,BSWI,2.4,DEaston,Yes,Yes,Bay of Shoals West In,82,Stereo,71,53,734760,6053952,PJennings,KI NRM,MPA,18.3
BSWI04_1803,-35.632508,137.592533,20180329,12:43:00,Bay of Shoals,No-take,BSWI,2.5,DEaston,Yes,Yes,Bay of Shoals West In,83,Stereo,71,53,734764,6053715,PJennings,KI NRM,MPA,18.3
BSWO03_1803,-35.63928,137.64453,20180329,13:09:00,Bay of Shoals,Fished,BSWO,1.9,DEaston,Yes,Yes,Bay of Shoals West Out,84,Stereo,153,53,739453,6052838,PJennings,KI NRM,MPA,18.4
BSWO04_1803,-35.64131,137.64519,20180329,13:20:00,Bay of Shoals,Fished,BSWO,2.5,DEaston,Yes,Yes,Bay of Shoals West Out,85,Stereo,153,53,739507,6052611,PJennings,KI NRM,MPA,18.5
BSEO01_1804,-35.6584,137.67299,20180330,10:53:00,Bay of Shoals,Fished,BSEO,5.4,YEglinton,Yes,Yes,Bay of Shoals East Out,86,Stereo,153,53,741973,6050647,PJennings,KI NRM,MPA,18.3
BSEO03_1804,-35.65444,137.67324,20180330,11:11:00,Bay of Shoals,Fished,BSEO,5.1,DEaston,Yes,Yes,Bay of Shoals East Out,88,Stereo,153,53,742008,6051086,PJennings,KI NRM,MPA,18.5
BSEO04_1804,-35.65239,137.67359,20180330,11:18:00,Bay of Shoals,Fished,BSEO,5.1,DEaston,Yes,Yes,Bay of Shoals East Out,89,Stereo,153,53,742046,6051312,PJennings,KI NRM,MPA,18.6
BSWO01_1804,-35.63535,137.64275,20180330,12:35:00,Bay of Shoals,Fished,BSWO,1.8,DEaston,Yes,Yes,Bay of Shoals West Out,90,Stereo,153,53,739304,6053279,PJennings,KI NRM,MPA,18.9
CASO04_1712,-35.41676517,138.3198704,20171212,9:55:00,Carrickalinga Cliffs,Fished,CASO,10.2,DEaston,Yes,Yes,Carrickalinga South Out,1256,Stereo,152,54,256651,6077438,JHicks,MEST/AMLR/Coast,MPA,18.437875
CASO01_1712,-35.41568105,138.3210356,20171212,10:00:00,Carrickalinga Cliffs,Fished,CASO,7,DEaston,Yes,Yes,Carrickalinga South Out,1257,Stereo,152,54,256753,6077561,JHicks,MEST/AMLR/Coast,MPA,18.437875
CASO02_1712,-35.41433877,138.3219594,20171212,10:03:00,Carrickalinga Cliffs,Fished,CASO,8.4,DEaston,Yes,Yes,Carrickalinga South Out,1258,Stereo,152,54,256833,6077712,JHicks,MEST/AMLR/Coast,MPA,18.437875
CASO03_1712,-35.41293103,138.3228619,20171212,10:06:00,Carrickalinga Cliffs,Fished,CASO,6.7,DEaston,Yes,Yes,Carrickalinga South Out,1259,Stereo,152,54,256911,6077871,JHicks,MEST/AMLR/Coast,MPA,18.437875
CASI01_1712,-35.40570851,138.3261245,20171212,11:24:00,Carrickalinga Cliffs,No-take,CASI,12.5,DEaston,Yes,No,Carrickalinga South In,1260,Stereo,67,54,257186,6078680,JHicks,MEST/AMLR/Coast,MPA,18.51420833
CASI02_1712,-35.40408737,138.3274915,20171212,11:30:00,Carrickalinga Cliffs,No-take,CASI,14.5,DEaston,Yes,No,Carrickalinga South In,1261,Stereo,67,54,257305,6078863,JHicks,MEST/AMLR/Coast,MPA,18.51420833
CASI03_1712,-35.4025974,138.3290682,20171212,11:31:00,Carrickalinga Cliffs,No-take,CASI,14.2,DEaston,Yes,No,Carrickalinga South In,1262,Stereo,67,54,257444,6079032,JHicks,MEST/AMLR/Coast,MPA,18.51420833
CASI04_1712,-35.40149149,138.3310303,20171212,11:35:00,Carrickalinga Cliffs,No-take,CASI,13,DEaston,Yes,No,Carrickalinga South In,1263,Stereo,67,54,257619,6079160,JHicks,MEST/AMLR/Coast,MPA,18.51420833
CACI01_1712,-35.39860091,138.3349035,20171212,12:55:00,Carrickalinga Cliffs,No-take,CACI,6.4,DEaston,Yes,Yes,Carrickalinga Central In,1264,Stereo,67,54,257962,6079490,JHicks,MEST/AMLR/Coast,MPA,19.40470833
CACI02_1712,-35.39731605,138.3366681,20171212,12:59:00,Carrickalinga Cliffs,No-take,CACI,6.9,DEaston,Yes,Yes,Carrickalinga Central In,1265,Stereo,67,54,258118,6079637,JHicks,MEST/AMLR/Coast,MPA,19.40470833
CACI03_1712,-35.39563405,138.3384087,20171212,13:04:00,Carrickalinga Cliffs,No-take,CACI,7,DEaston,Yes,Yes,Carrickalinga Central In,1266,Stereo,67,54,258271,6079828,JHicks,MEST/AMLR/Coast,MPA,19.40470833
CACI04_1712,-35.39441306,138.3401595,20171212,13:14:00,Carrickalinga Cliffs,No-take,CACI,6.9,DEaston,Yes,Yes,Carrickalinga Central In,1268,Stereo,67,54,258427,6079967,JHicks,MEST/AMLR/Coast,MPA,19.40470833
CANI01_1712,-35.390298,138.345914,20171212,9:29:00,Carrickalinga Cliffs,No-take,CANI,11,DEaston,Yes,Yes,Carrickalinga North In,NA,Stereo,67,54,258937,6080438,JHicks,MEST/AMLR/Coast,MPA,18.9
CANI02_1712,-35.388232,138.346714,20171212,9:35:00,Carrickalinga Cliffs,No-take,CANI,10.5,DEaston,Yes,Yes,Carrickalinga North In,NA,Stereo,67,54,259004,6080669,JHicks,MEST/AMLR/Coast,MPA,18.9
CANI03_1712,-35.387731,138.34992,20171212,9:41:00,Carrickalinga Cliffs,No-take,CANI,5,DEaston,Yes,No,Carrickalinga North In,NA,Stereo,67,54,259294,6080733,JHicks,MEST/AMLR/Coast,MPA,18.9
CANI04_1712,-35.386569,138.351297,20171212,9:45:00,Carrickalinga Cliffs,No-take,CANI,6.5,DEaston,Yes,Yes,Carrickalinga North In,NA,Stereo,67,54,259415,6080865,JHicks,MEST/AMLR/Coast,MPA,18.9
CANO01_1712,-35.372706,138.374994,20171212,11:01:00,Carrickalinga Cliffs,Fished,CANO,6.1,DEaston,Yes,Yes,Carrickalinga North Out,NA,Stereo,152,54,261527,6082460,JHicks,MEST/AMLR/Coast,MPA,18.4
CANO02_1712,-35.371424,138.378371,20171212,11:10:00,Carrickalinga Cliffs,Fished,CANO,7,DEaston,Yes,Yes,Carrickalinga North Out,NA,Stereo,152,54,261830,6082611,JHicks,MEST/AMLR/Coast,MPA,18.4
CANO03_1712,-35.373432,138.372788,20171212,11:17:00,Carrickalinga Cliffs,Fished,CANO,5.8,DEaston,Yes,No,Carrickalinga North Out,NA,Stereo,152,54,261329,6082374,JHicks,MEST/AMLR/Coast,MPA,18.4
CANO04_1712,-35.375339,138.370752,20171212,11:23:00,Carrickalinga Cliffs,Fished,CANO,6.2,DEaston,Yes,Yes,Carrickalinga North Out,NA,Stereo,152,54,261150,6082158,JHicks,MEST/AMLR/Coast,MPA,18.4
ARSO01_1712,-35.341884,138.425815,20171212,13:05:00,Aldinga Reef,Fished,ARSO,11,DEaston,Yes,Yes,Aldinga Reef South Out,NA,Stereo,152,54,266056,6086001,JHicks,MEST/AMLR/Coast,MPA,18.4
ARSO02_1712,-35.338259,138.427325,20171212,13:09:00,Aldinga Reef,Fished,ARSO,12,DEaston,Yes,Yes,Aldinga Reef South Out,NA,Stereo,152,54,266183,6086407,JHicks,MEST/AMLR/Coast,MPA,18.4
ARSO03_1712,-35.339365,138.425008,20171212,13:15:00,Aldinga Reef,Fished,ARSO,13,DEaston,Yes,No,Aldinga Reef South Out,NA,Stereo,152,54,265976,6086279,JHicks,MEST/AMLR/Coast,MPA,18.4
ARSO04_1712,-35.337233,138.423563,20171212,13:22:00,Aldinga Reef,Fished,ARSO,15,DEaston,Yes,Yes,Aldinga Reef South Out,NA,Stereo,152,54,265838,6086512,JHicks,MEST/AMLR/Coast,MPA,18.4
PIWI01_1806,-35.759643,138.297353,20180626,10:29:00,The Pages,No-take,PIWI,19,JHicks,Yes,Yes,Pages Islands West In,1327,Stereo,65,54,255650.8887,6039340.866,JHicks,MEST/AMLR,MPA,15.3
PIWI02_1806,-35.761248,138.298091,20180626,10:34:00,The Pages,No-take,PIWI,15,JHicks,Yes,Yes,Pages Islands West In,1329,Stereo,65,54,255722.5389,6039164.632,JHicks,MEST/AMLR,MPA,15.3
PIWO01_1806,-35.77451943,138.2917145,20180626,10:44:00,The Pages,Fished,PIWO,12,DEaston,Yes,Yes,Pages Islands West Out,1330,Stereo,65,54,255186.6229,6037676.247,JHicks,MEST/AMLR,MPA,15.3
PIWO02_1806,-35.774804,138.2898635,20180626,10:48:00,The Pages,Fished,PIWO,17,DEaston,Yes,Yes,Pages Islands West Out,1331,Stereo,65,54,255020.1345,6037640.044,JHicks,MEST/AMLR,MPA,15.3
PIWI03_1806,-35.758069,138.296884,20180626,11:48:00,The Pages,No-take,PIWI,17,JHicks,Yes,Yes,Pages Islands West In,1332,Stereo,65,54,255603.6576,6039514.33,JHicks,MEST/AMLR,MPA,14.95
PIWI04_1806,-35.757021,138.298161,20180626,11:53:00,The Pages,No-take,PIWI,19,JHicks,Yes,Yes,Pages Islands West In,1333,Stereo,65,54,255715.9356,6039633.791,JHicks,MEST/AMLR,MPA,14.95
PIWO03_1806,-35.77642283,138.2885324,20180626,12:14:00,The Pages,Fished,PIWO,17,DEaston,Yes,No,Pages Islands West Out,1334,Stereo,65,54,254904.7557,6037457.104,JHicks,MEST/AMLR,MPA,14.95
PIWO04_1806,-35.778659,138.288747,20180626,12:18:00,The Pages,Fished,PIWO,17,DEaston,Yes,Yes,Pages Islands West Out,1335,Stereo,65,54,254931.0272,6037209.537,JHicks,MEST/AMLR,MPA,14.95
PINI01_1806,-35.727605,138.312397,20180626,13:59:00,The Pages,No-take,PINI,27,JHicks,Yes,No,Pages Islands North In,1336,Stereo,65,54,256913.879,6042932.873,JHicks,MEST/AMLR,MPA,15
PINI02_1806,-35.730019,138.312365,20180626,14:03:00,The Pages,No-take,PINI,28,JHicks,Yes,Yes,Pages Islands North In,1337,Stereo,65,54,256918.3258,6042664.963,JHicks,MEST/AMLR,MPA,15
PINO01_1806,-35.709226,138.310727,20180626,14:12:00,The Pages,Fished,PINO,27,JHicks,Yes,Yes,Pages Islands North Out,1338,Stereo,65,54,256706.8797,6044967.855,JHicks,MEST/AMLR,MPA,15
PINO02_1806,-35.712068,138.313315,20180626,14:16:00,The Pages,Fished,PINO,27,JHicks,Yes,Yes,Pages Islands North Out,1339,Stereo,65,54,256949.7026,6044658.957,JHicks,MEST/AMLR,MPA,15
PINO04_1806,-35.714623,138.311346,20180627,9:39:00,The Pages,Fished,PINO,27,JHicks,Yes,No,Pages Islands North Out,1340,Stereo,65,54,256779.3062,6044370.601,JHicks,MEST/AMLR,MPA,15.5
PINO03_1806,-35.713415,138.307779,20180627,9:44:00,The Pages,Fished,PINO,28,JHicks,Yes,No,Pages Islands North Out,1341,Stereo,65,54,256452.8736,6044495.774,JHicks,MEST/AMLR,MPA,15.5
PINI03_1806,-35.732478,138.312964,20180627,9:52:00,The Pages,No-take,PINI,27,JHicks,Yes,Yes,Pages Islands North In,1342,Stereo,65,54,256979.9922,6042393.626,JHicks,MEST/AMLR,MPA,15.5
PINI04_1806,-35.735056,138.312754,20180627,9:58:00,The Pages,No-take,PINI,27,JHicks,Yes,Yes,Pages Islands North In,1343,Stereo,65,54,256968.8354,6042107.079,JHicks,MEST/AMLR,MPA,15.5
PIEI01_1806,-35.757532,138.304571,20180627,11:34:00,The Pages,No-take,PIEI,22,JHicks,Yes,Yes,Pages Islands East In,1344,Stereo,65,54,256297.1859,6039593.062,JHicks,MEST/AMLR,MPA,16.4
PIEI02_1806,-35.758877,138.306503,20180627,11:42:00,The Pages,No-take,PIEI,24,JHicks,Yes,Yes,Pages Islands East In,1345,Stereo,65,54,256476.0081,6039448.641,JHicks,MEST/AMLR,MPA,16.4
PIEO01_1806,-35.782359,138.29243,20180627,11:51:00,The Pages,Fished,PIEO,22,JHicks,Yes,Yes,Pages Islands East Out,1346,Stereo,65,54,255275.3619,6036808.235,JHicks,MEST/AMLR,MPA,16.4
PIEO02_1806,-35.780502,138.291925,20180627,11:55:00,The Pages,Fished,PIEO,16,JHicks,Yes,Yes,Pages Islands East Out,1347,Stereo,65,54,255224.0084,6037013.007,JHicks,MEST/AMLR,MPA,16.4
PIEI03_1806,-35.760694,138.305624,20180627,12:55:00,The Pages,No-take,PIEI,22,JHicks,Yes,Yes,Pages Islands East In,1348,Stereo,65,54,256402.0616,6039244.86,JHicks,MEST/AMLR,MPA,15.9
PIEI04_1806,-35.761572,138.3031,20180627,12:59:00,The Pages,No-take,PIEI,19,JHicks,Yes,Yes,Pages Islands East In,1349,Stereo,65,54,256176.4952,6039141.166,JHicks,MEST/AMLR,MPA,15.9
PIEO03_1806,-35.778992,138.293177,20180627,13:20:00,The Pages,Fished,PIEO,16,JHicks,Yes,No,Pages Islands East Out,1350,Stereo,65,54,255332.5692,6037183.671,JHicks,MEST/AMLR,MPA,15.9
PIEO04_1806,-35.777394,138.294812,20180627,13:28:00,The Pages,Fished,PIEO,16,DEaston,No,No,Pages Islands East Out,1351,Stereo,65,54,255475.4927,6037365.054,JHicks,MEST/AMLR,MPA,15.9
RHEI01_1712,-35.51855793,138.1710068,20171205,9:29:00,Rapid Head,No-take,RHEI,6.4,DEaston,Yes,Yes,Rapid Head East In,1230,Stereo,68,54,243455,6065767,JHicks,BST,MPA,18.4
RHEI02_1712,-35.51822978,138.1696816,20171205,9:34:00,Rapid Head,No-take,RHEI,8,DEaston,Yes,Yes,Rapid Head East In,1231,Stereo,68,54,243455,6065767,JHicks,BST,MPA,18.4
RHEI03_1712,-35.51816625,138.1680617,20171205,9:38:00,Rapid Head,No-take,RHEI,7,DEaston,Yes,Yes,Rapid Head East In,1233,Stereo,68,54,243186,6065803,JHicks,BST,MPA,18.4
RHEI04_1712,-35.5186208,138.1661643,20171205,9:45:00,Rapid Head,No-take,RHEI,8.6,DEaston,Yes,Yes,Rapid Head East In,1234,Stereo,68,54,243016,6065748,JHicks,BST,MPA,18.4
RHCI01_1712,-35.5305858,138.154418,20171205,11:07:00,Rapid Head,No-take,RHCI,4.9,DEaston,Yes,Yes,Rapid Head Central In,1235,Stereo,68,54,241989,6064389,JHicks,BST,MPA,18.8
RHCI02_1712,-35.53115635,138.1524578,20171205,11:10:00,Rapid Head,No-take,RHCI,7.5,DEaston,Yes,Yes,Rapid Head Central In,1236,Stereo,68,54,241812,6064321,JHicks,BST,MPA,18.8
RHCI03_1712,-35.53188206,138.1494331,20171205,11:15:00,Rapid Head,No-take,RHCI,8.1,DEaston,Yes,Yes,Rapid Head Central In,1237,Stereo,68,54,241540,6064233,JHicks,BST,MPA,18.8
RHCI04_1712,-35.53336289,138.1484006,20171205,11:20:00,Rapid Head,No-take,RHCI,7.5,Deaston,Yes,Yes,Rapid Head Central In,1238,Stereo,68,54,241452,6064065,JHicks,BST,MPA,18.8
RHSO01_1712,-35.59428139,138.0981341,20171205,13:02:00,Rapid Head,Fished,RHSO,13.6,DEaston,Yes,Yes,Rapid Head South Out,1239,Stereo,153,54,237092,6057173,JHicks,BST,MPA,18.4
RHSO02_1712,-35.59564705,138.0960079,20171205,13:06:00,Rapid Head,Fished,RHSO,13.5,DEaston,Yes,Yes,Rapid Head South Out,1240,Stereo,153,54,236904,6057016,JHicks,BST,MPA,18.4
RHSO03_1712,-35.59680493,138.0933891,20171205,13:11:00,Rapid Head,Fished,RHSO,13.5,DEaston,No,No,Rapid Head South Out,1241,Stereo,153,54,236670,6056881,JHicks,BST,MPA,18.4
RHSO04_1712,-35.59904348,138.0914897,20171205,13:16:00,Rapid Head,Fished,RHSO,12.7,DEaston,Yes,Yes,Rapid Head South Out,1242,Stereo,153,54,236506,6056627,JHicks,BST,MPA,18.4
RHNI01_1712,-35.520642,138.16294,20171205,9:29:00,Rapid Head,No-take,RHNI,10.2,DEaston,Yes,Yes,Rapid Head North In,NA,Stereo,68,54,242730,6065515,JHicks,BST,MPA,18.2
RHNI02_1712,-35.521861,138.161773,20171205,9:36:00,Rapid Head,No-take,RHNI,10.9,DEaston,Yes,No,Rapid Head North In,NA,Stereo,68,54,242628,6065377,JHicks,BST,MPA,18.2
RHNI03_1712,-35.523207,138.161892,20171205,9:40:00,Rapid Head,No-take,RHNI,6.6,DEaston,Yes,Yes,Rapid Head North In,NA,Stereo,68,54,242643,6065227,JHicks,BST,MPA,18.2
RHNI04_1712,-35.524909,138.1613,20171205,9:46:00,Rapid Head,No-take,RHNI,4,DEaston,Yes,Yes,Rapid Head North In,NA,Stereo,68,54,242595,6065037,JHicks,BST,MPA,18.2
RHNO01_1712,-35.553716,138.128008,20171205,11:08:00,Rapid Head,Fished,RHNO,3,DEaston,Yes,Yes,Rapid Head North Out,NA,Stereo,153,54,239668,6061753,JHicks,BST,MPA,18.5
RHNO02_1712,-35.555331,138.126502,20171205,11:12:00,Rapid Head,Fished,RHNO,5,DEaston,Yes,Yes,Rapid Head North Out,NA,Stereo,153,54,239537,6061570,JHicks,BST,MPA,18.5
RHNO03_1712,-35.558271,138.124383,20171205,11:17:00,Rapid Head,Fished,RHNO,5,DEaston,No,No,Rapid Head North Out,NA,Stereo,153,54,239354,6061238,JHicks,BST,MPA,18.5
RHNO04_1712,-35.560017,138.122779,20171205,11:23:00,Rapid Head,Fished,RHNO,5.5,DEaston,Yes,Yes,Rapid Head North Out,NA,Stereo,153,54,239214,6061040,JHicks,BST,MPA,18.5
RHCO01_1712,-35.56849,138.118327,20171205,12:41:00,Rapid Head,Fished,RHCO,5.2,DEaston,Yes,Yes,Rapid Head Central Out,NA,Stereo,153,54,238838,6060089,JHicks,BST,MPA,18.6
RHCO02_1712,-35.570484,138.117024,20171205,12:49:00,Rapid Head,Fished,RHCO,4.2,DEaston,Yes,No,Rapid Head Central Out,NA,Stereo,153,54,238727,6059864,JHicks,BST,MPA,18.6
RHCO03_1712,-35.572781,138.116584,20171205,13:50:00,Rapid Head,Fished,RHCO,5.5,DEaston,Yes,Yes,Rapid Head Central Out,NA,Stereo,153,54,238694,6059608,JHicks,BST,MPA,18.6
RHCO04_1712,-35.574428,138.115711,20171205,13:56:00,Rapid Head,Fished,RHCO,4.8,DEaston,Yes,Yes,Rapid Head Central Out,NA,Stereo,153,54,237484,6061839,JHicks,BST,MPA,18.6
SGCI01_1712,-35.74142301,138.036267,20171206,9:55:00,Sponge Gardens,No-take,SGCI,6,YEglinton,Yes,Yes,Sponge Gardens Central In,1247,Stereo,73,54,231978.2493,6040679.647,JHicks,BST/Coast,MPA,18.1
SGCI02_1712,-35.74075682,138.0400735,20171206,9:59:00,Sponge Gardens,No-take,SGCI,10,YEglinton,Yes,Yes,Sponge Gardens Central In,1248,Stereo,73,54,232320.3564,6040763.973,JHicks,BST/Coast,MPA,18.1
SGCI03_1712,-35.74126393,138.043007,20171206,10:05:00,Sponge Gardens,No-take,SGCI,13.6,YEglinton,Yes,Yes,Sponge Gardens Central In,1249,Stereo,73,54,232587.4192,6040715.716,JHicks,BST/Coast,MPA,18.1
SGCI04_1712,-35.74197605,138.044989,20171206,10:09:00,Sponge Gardens,No-take,SGCI,19,YEglinton,Yes,Yes,Sponge Gardens Central In,1250,Stereo,73,54,232769.0914,6040642.109,JHicks,BST/Coast,MPA,18.1
SGCO01_1712,-35.720932,137.960173,20171206,9:53:00,Sponge Gardens,Fished,SGCO,5.5,YEglinton,Yes,No,Sponge Gardens Central Out,NA,Stereo,153,53,767768.3722,6042963.003,JHicks,BST/Coast,MPA,18.3
SGCO02_1712,-35.720109,137.962369,20171206,9:59:00,Sponge Gardens,Fished,SGCO,8.8,YEglinton,Yes,Yes,Sponge Gardens Central Out,NA,Stereo,153,53,767969.8315,6043048.32,JHicks,BST/Coast,MPA,18.3
SGCO03_1712,-35.719337,137.965273,20171206,10:06:00,Sponge Gardens,Fished,SGCO,14.1,YEglinton,Yes,Yes,Sponge Gardens Central Out,NA,Stereo,153,53,768235.1871,6043126.036,JHicks,BST/Coast,MPA,18.3
SGCO04_1712,-35.719349,137.969211,20171206,10:13:00,Sponge Gardens,Fished,SGCO,11.6,YEglinton,Yes,No,Sponge Gardens Central Out,NA,Stereo,153,53,768591.4759,6043113.921,JHicks,BST/Coast,MPA,18.3
SGWI01_1801,-35.72910405,138.0122967,20180117,8:22:00,Sponge Gardens,No-take,SGWI,7.3,JHicks,Yes,Yes,Sponge Gardens West In,1270,Stereo,74,55,229768.2289,6041980.693,JHicks,BST/Coast,MPA,18
SGWI02_1801,-35.73084128,138.0159472,20180117,8:27:00,Sponge Gardens,No-take,SGWI,10.2,JHicks,Yes,Yes,Sponge Gardens West In,1271,Stereo,75,56,230104.3793,6041797.994,JHicks,BST/Coast,MPA,18
SGWO04_1801,-35.71566911,137.9340314,20180117,8:48:00,Sponge Gardens,Fished,SGWO,5.4,JHicks,Yes,Yes,Sponge Gardens West Out,1272,Stereo,76,57,765420.4879,6043618.048,JHicks,BST/Coast,MPA,20
SGWO03_1801,-35.71588587,137.9361404,20180117,8:52:00,Sponge Gardens,Fished,SGWO,3.8,JHicks,Yes,Yes,Sponge Gardens West Out,1273,Stereo,77,58,765610.6122,6043588.286,JHicks,BST/Coast,MPA,20
SGWI03_1801,-35.73295729,138.0200808,20180117,9:41:00,Sponge Gardens,No-take,SGWI,14.8,JHicks,Yes,Yes,Sponge Gardens West In,1274,Stereo,78,59,230485.4868,6041574.583,JHicks,BST/Coast,MPA,20
SGWI04_1801,-35.73509401,138.0217742,20180117,9:45:00,Sponge Gardens,No-take,SGWI,5.4,JHicks,Yes,Yes,Sponge Gardens West In,1275,Stereo,79,60,230645.8992,6041342.154,JHicks,BST/Coast,MPA,20
SGWO02_1801,-35.71608377,137.9380177,20180117,10:17:00,Sponge Gardens,Fished,SGWO,5.4,JHicks,Yes,Yes,Sponge Gardens West Out,1276,Stereo,80,61,765779.8269,6043561.24,JHicks,BST/Coast,MPA,20
SGWO01_1801,-35.71600908,137.9402958,20180117,10:20:00,Sponge Gardens,Fished,SGWO,6,JHicks,Yes,Yes,Sponge Gardens West Out,1277,Stereo,81,62,765986.2095,6043563.348,JHicks,BST/Coast,MPA,20
SGEI04_1801,-35.75852335,138.0664988,20180117,11:58:00,Sponge Gardens,No-take,SGEI,9.4,JHicks,Yes,Yes,Sponge Gardens East In,1278,Stereo,82,63,234769.8068,6038864.536,JHicks,BST/Coast,MPA,18
SGEI03_1801,-35.75654229,138.0651529,20180117,12:03:00,Sponge Gardens,No-take,SGEI,9.8,JHicks,Yes,Yes,Sponge Gardens East In,1279,Stereo,83,64,234641.4931,6039080.701,JHicks,BST/Coast,MPA,18
SGEO01_1801,-35.72615001,137.995579,20180117,12:21:00,Sponge Gardens,Fished,SGEO,4,JHicks,Yes,Yes,Sponge Gardens East Out,1280,Stereo,84,65,770954.3359,6042286.722,JHicks,BST/Coast,MPA,18.5
SGEO02_1801,-35.72575749,137.9982205,20180117,12:25:00,Sponge Gardens,Fished,SGEO,4,JHicks,Yes,Yes,Sponge Gardens East Out,1281,Stereo,85,66,771194.6627,6042322.969,JHicks,BST/Coast,MPA,18.5
SGEI02_1801,-35.75504352,138.06248,20180117,13:12:00,Sponge Gardens,No-take,SGEI,2.8,JHicks,Yes,Yes,Sponge Gardens East In,1282,Stereo,86,67,234394.7644,6039239.754,JHicks,BST/Coast,MPA,18
SGEI01_1801,-35.75289214,138.0600608,20180117,13:17:00,Sponge Gardens,No-take,SGEI,9.3,JHicks,Yes,Yes,Sponge Gardens East In,1283,Stereo,87,68,234168.8015,6039471.902,JHicks,BST/Coast,MPA,18
SGEO03_1801,-35.72571977,138.0021798,20180117,13:41:00,Sponge Gardens,Fished,SGEO,6.8,JHicks,Yes,Yes,Sponge Gardens East Out,1284,Stereo,88,69,228841.4275,6042328.262,JHicks,BST/Coast,MPA,18.5
