Dot Point Measurements

Generated: Tuesday 24 January 2023 14:53:08

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	BROAD	MORPHOLOGY	TYPE	RELIEF	CODE				Radius %
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		674	196													11	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		941	196													11	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		139	578													11	1													64.2
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		406	578													11	1													46.9
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		674	578													11	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		941	578													11	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		139	960													11	1													46.5
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		406	960													11	1													15.5
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		674	960													11	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		941	960													11	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		139	1342													11	1													64.2
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		406	1342													11	1													46.9
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		674	1342													11	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		941	1342													11	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		139	1724													11	1													100.0
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		406	1724													11	1													89.9
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		674	1724													11	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
11_1_01_Left_MAH01231.MP4_0068793.jpg	      0		941	1724													11	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		139	196													12	1													100.0
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		406	196													12	1													89.9
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		674	196													12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		941	196													12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		139	578													12	1													64.2
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		406	578													12	1													46.9
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		674	578													12	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		941	578													12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		139	960													12	1													46.5
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		406	960													12	1													15.5
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		674	960													12	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					15.5
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		941	960													12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		139	1342													12	1													64.2
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		406	1342													12	1													46.9
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		674	1342													12	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		941	1342													12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		139	1724													12	1													100.0
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		406	1724													12	1													89.9
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		674	1724													12	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					89.9
12_1_01_Left_MAH01218.MP4_0059569.jpg	      0		941	1724													12	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		139	196													13	1													100.0
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		406	196													13	1													89.9
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		674	196													13	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					89.9
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		941	196													13	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					100.0
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		139	578													13	1													64.2
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		406	578													13	1													46.9
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		674	578													13	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		941	578													13	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					64.2
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		139	960													13	1													46.5
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		406	960													13	1													15.5
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		674	960													13	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		941	960													13	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		139	1342													13	1													64.2
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		406	1342													13	1													46.9
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		674	1342													13	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		941	1342													13	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		139	1724													13	1													100.0
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		406	1724													13	1													89.9
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		674	1724													13	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
13_1_01_Left_MAH00240.MP4_0068872.jpg	      0		941	1724													13	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		139	196													14	1													100.0
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		406	196													14	1													89.9
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		674	196													14	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		941	196													14	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		139	578													14	1													64.2
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		406	578													14	1													46.9
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		674	578													14	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		941	578													14	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		139	960													14	1													46.5
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		406	960													14	1													15.5
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		674	960													14	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		941	960													14	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		139	1342													14	1													64.2
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		406	1342													14	1													46.9
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		674	1342													14	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		941	1342													14	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		139	1724													14	1													100.0
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		406	1724													14	1													89.9
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		674	1724													14	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
14_1_01_Left_MAH00242.MP4_0071408.jpg	      0		941	1724													14	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		139	196													15	1													100.0
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		406	196													15	1													89.9
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		674	196													15	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					89.9
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		941	196													15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		139	578													15	1													64.2
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		406	578													15	1													46.9
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		674	578													15	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		941	578													15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		139	960													15	1													46.5
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		406	960													15	1													15.5
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		674	960													15	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					15.5
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		941	960													15	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.5
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		139	1342													15	1													64.2
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		406	1342													15	1													46.9
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		674	1342													15	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		941	1342													15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		139	1724													15	1													100.0
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		406	1724													15	1													89.9
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		674	1724													15	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					89.9
15_1_01_Left_MAH00243.MP4_0023747.jpg	      0		941	1724													15	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		139	196													16	1													100.0
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		406	196													16	1													89.9
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		674	196													16	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		941	196													16	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		139	578													16	1													64.2
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		406	578													16	1													46.9
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		674	578													16	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		941	578													16	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		139	960													16	1													46.5
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		406	960													16	1													15.5
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		674	960													16	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		941	960													16	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		139	1342													16	1													64.2
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		406	1342													16	1													46.9
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		674	1342													16	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		941	1342													16	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		139	1724													16	1													100.0
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		406	1724													16	1													89.9
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		674	1724													16	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
16_1_01_Left_MAH00192.MP4_0075691.jpg	      0		941	1724													16	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
17__01_Left_MAH01244.MP4_0026664.jpg	      0		139	196													17														100.0
17__01_Left_MAH01244.MP4_0026664.jpg	      0		406	196													17														89.9
17__01_Left_MAH01244.MP4_0026664.jpg	      0		674	196													17									.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					89.9
17__01_Left_MAH01244.MP4_0026664.jpg	      0		941	196													17									.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					100.0
17__01_Left_MAH01244.MP4_0026664.jpg	      0		139	578													17														64.2
17__01_Left_MAH01244.MP4_0026664.jpg	      0		406	578													17														46.9
17__01_Left_MAH01244.MP4_0026664.jpg	      0		674	578													17									.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					46.9
17__01_Left_MAH01244.MP4_0026664.jpg	      0		941	578													17									.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					64.2
17__01_Left_MAH01244.MP4_0026664.jpg	      0		139	960													17														46.5
17__01_Left_MAH01244.MP4_0026664.jpg	      0		406	960													17														15.5
17__01_Left_MAH01244.MP4_0026664.jpg	      0		674	960													17									.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					15.5
17__01_Left_MAH01244.MP4_0026664.jpg	      0		941	960													17									.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.5
17__01_Left_MAH01244.MP4_0026664.jpg	      0		139	1342													17														64.2
17__01_Left_MAH01244.MP4_0026664.jpg	      0		406	1342													17														46.9
17__01_Left_MAH01244.MP4_0026664.jpg	      0		674	1342													17									.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
17__01_Left_MAH01244.MP4_0026664.jpg	      0		941	1342													17									.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					64.2
17__01_Left_MAH01244.MP4_0026664.jpg	      0		139	1724													17														100.0
17__01_Left_MAH01244.MP4_0026664.jpg	      0		406	1724													17														89.9
17__01_Left_MAH01244.MP4_0026664.jpg	      0		674	1724													17									.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					89.9
17__01_Left_MAH01244.MP4_0026664.jpg	      0		941	1724													17									".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
18__01_Left_MAH00236.MP4_0023340.jpg	      0		139	196													18	1													100.0
18__01_Left_MAH00236.MP4_0023340.jpg	      0		406	196													18	1													89.9
18__01_Left_MAH00236.MP4_0023340.jpg	      0		674	196													18	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
18__01_Left_MAH00236.MP4_0023340.jpg	      0		941	196													18	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
18__01_Left_MAH00236.MP4_0023340.jpg	      0		139	578													18	1													64.2
18__01_Left_MAH00236.MP4_0023340.jpg	      0		406	578													18	1													46.9
18__01_Left_MAH00236.MP4_0023340.jpg	      0		674	578													18	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
18__01_Left_MAH00236.MP4_0023340.jpg	      0		941	578													18	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
18__01_Left_MAH00236.MP4_0023340.jpg	      0		139	960													18	1													46.5
18__01_Left_MAH00236.MP4_0023340.jpg	      0		406	960													18	1													15.5
18__01_Left_MAH00236.MP4_0023340.jpg	      0		674	960													18	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
18__01_Left_MAH00236.MP4_0023340.jpg	      0		941	960													18	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
18__01_Left_MAH00236.MP4_0023340.jpg	      0		139	1342													18	1													64.2
18__01_Left_MAH00236.MP4_0023340.jpg	      0		406	1342													18	1													46.9
18__01_Left_MAH00236.MP4_0023340.jpg	      0		674	1342													18	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
18__01_Left_MAH00236.MP4_0023340.jpg	      0		941	1342													18	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
18__01_Left_MAH00236.MP4_0023340.jpg	      0		139	1724													18	1													100.0
18__01_Left_MAH00236.MP4_0023340.jpg	      0		406	1724													18	1													89.9
18__01_Left_MAH00236.MP4_0023340.jpg	      0		674	1724													18	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
18__01_Left_MAH00236.MP4_0023340.jpg	      0		941	1724													18	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		139	196													19	1													100.0
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		406	196													19	1													89.9
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		674	196													19	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					89.9
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		941	196													19	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					100.0
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		139	578													19	1													64.2
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		406	578													19	1													46.9
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		674	578													19	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					46.9
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		941	578													19	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					64.2
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		139	960													19	1													46.5
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		406	960													19	1													15.5
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		674	960													19	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					15.5
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		941	960													19	1								.3. Good relief structure with some overhangs. >45 substrate slope.					46.5
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		139	1342													19	1													64.2
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		406	1342													19	1								.3. Good relief structure with some overhangs. >45 substrate slope.					46.9
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		674	1342													19	1								.3. Good relief structure with some overhangs. >45 substrate slope.					46.9
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		941	1342													19	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					64.2
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		139	1724													19	1													100.0
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		406	1724													19	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					89.9
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		674	1724													19	1								.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.					89.9
19_1_01_Left_MAH00255.MP4_0005732.jpg	      0		941	1724													19	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					100.0
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		139	196													1	1													100.0
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		406	196													1	1													89.9
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		674	196													1	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		941	196													1	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		139	578													1	1													64.2
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		406	578													1	1													46.9
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		674	578													1	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		941	578													1	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		139	960													1	1													46.5
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		406	960													1	1													15.5
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		674	960													1	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		941	960													1	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.5
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		139	1342													1	1													64.2
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		406	1342													1	1													46.9
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		674	1342													1	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		941	1342													1	1								.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.					64.2
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		139	1724													1	1													100.0
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		406	1724													1	1													89.9
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		674	1724													1	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
1_1_01_Left_MAH00204.MP4_0007677.jpg	      0		941	1724													1	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
20_1_01_Left_MAH00217.MP4_0057366.jpg	      0		139	196													20	1													100.0
20_1_01_Left_MAH00217.MP4_0057366.jpg	      0		406	196													20	1													89.9
20_1_01_Left_MAH00217.MP4_0057366.jpg	      0		674	196													20	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					89.9
20_1_01_Left_MAH00217.MP4_0057366.jpg	      0		941	196													20	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					100.0
20_1_01_Left_MAH00217.MP4_0057366.jpg	      0		139	578													20	1													64.2
20_1_01_Left_MAH00217.MP4_0057366.jpg	      0		406	578													20	1													46.9
20_1_01_Left_MAH00217.MP4_0057366.jpg	      0		674	578													20	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					46.9
20_1_01_Left_MAH00217.MP4_0057366.jpg	      0		941	578													20	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					64.2
20_1_01_Left_MAH00217.MP4_0057366.jpg	      0		139	960													20	1													46.5
20_1_01_Left_MAH00217.MP4_0057366.jpg	      0		406	960													20	1													15.5
20_1_01_Left_MAH00217.MP4_0057366.jpg	      0		674	960													20	1								".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."					15.5
