Sample,Family,Genus,Species,Count
2019MUD4,Haemulidae,Diagramma,pictum,1
2019DIC4,Haemulidae,Plectorhinchus,flavomaculatus,1
2019MOO2,Haemulidae,Plectorhinchus,flavomaculatus,1
2019MOO5,Haemulidae,Plectorhinchus,flavomaculatus,1
2019MOOR4,Haemulidae,Plectorhinchus,flavomaculatus,2
2019MUD4,Haemulidae,Plectorhinchus,flavomaculatus,2
2019SHE1,Haemulidae,Plectorhinchus,flavomaculatus,1
2019SHE3,Haemulidae,Plectorhinchus,flavomaculatus,1
2019SHE4,Haemulidae,Plectorhinchus,flavomaculatus,1
2019SHE5,Haemulidae,Plectorhinchus,flavomaculatus,1
2020MOO3,Haemulidae,Plectorhinchus,flavomaculatus,1
2020SHE1,Haemulidae,Plectorhinchus,flavomaculatus,1
2020YAR1,Haemulidae,Plectorhinchus,flavomaculatus,1
2021SHE2,Haemulidae,Plectorhinchus,flavomaculatus,1
2021SHE3,Haemulidae,Plectorhinchus,flavomaculatus,1
2021SHE4,Haemulidae,Plectorhinchus,flavomaculatus,2
2021SHE5,Haemulidae,Plectorhinchus,flavomaculatus,1
2019BOK2,Hemiramphidae,Arrhamphus,sclerolepis,4
2019MOO5,Hemiramphidae,Arrhamphus,sclerolepis,3
2019MOOR2,Hemiramphidae,Arrhamphus,sclerolepis,3
2019WAR4,Hemiramphidae,Arrhamphus,sclerolepis,59
2019WAR5,Hemiramphidae,Arrhamphus,sclerolepis,8
2020SHE2,Hemiramphidae,Hyporhamphus,australis,10
2019DIC2,Hemiscylliidae,Chiloscyllium,punctatum,1
2019DIC3,Hemiscylliidae,Chiloscyllium,punctatum,1
2019MOO1,Hemiscylliidae,Chiloscyllium,punctatum,1
2019MOO5,Hemiscylliidae,Chiloscyllium,punctatum,1
2019SHE2,Hemiscylliidae,Chiloscyllium,punctatum,1
2019SHE3,Hemiscylliidae,Chiloscyllium,punctatum,1
2020MAR4,Hemiscylliidae,Chiloscyllium,punctatum,1
2020MUD3,Hemiscylliidae,Chiloscyllium,punctatum,1
2020SHE5,Hemiscylliidae,Chiloscyllium,punctatum,1
2021KIN2,Hemiscylliidae,Chiloscyllium,punctatum,1
2021KIN3,Hemiscylliidae,Chiloscyllium,punctatum,2
2021MOO2,Hemiscylliidae,Chiloscyllium,punctatum,1
2019DIC4,Microcanthidae,Atypichthys,strigatus,1
2019COO1,Kyphosidae,Girella,tricuspidata,36
2019DIC1,Kyphosidae,Kyphosus,sydneyanus,1
2019DIC2,Kyphosidae,Kyphosus,sydneyanus,2
2019MOOR3,Kyphosidae,Kyphosus,sydneyanus,4
2019MUD4,Kyphosidae,Kyphosus,sydneyanus,3
2021MOO1,Kyphosidae,Kyphosus,sydneyanus,1
2021SHE5,Kyphosidae,Kyphosus,sydneyanus,1
2021MUD3,Microcanthidae,Microcanthus,joyceae,1
2021SHE4,Labridae,Anampses,geographicus,2
2021SHE5,Labridae,Anampses,geographicus,2
2021SHE4,Labridae,Cheilio,inermis,1
2019MOO2,Labridae,Choerodon,graphicus,1
2019SHE2,Labridae,Choerodon,graphicus,1
2021MOO3,Labridae,Choerodon,graphicus,1
2021SHE2,Labridae,Coris,pictoides,36
2021SHE3,Labridae,Coris,pictoides,9
2021SHE4,Labridae,Coris,pictoides,20
2020SHE1,Labridae,Halichoeres,nebulosus,1
2020YAR1,Labridae,Halichoeres,nebulosus,1
2021SHE5,Labridae,Halichoeres,nebulosus,1
2021SHE4,Labridae,Labroides,dimidiatus,2
2021SHE5,Labridae,Labroides,dimidiatus,2
2019DIC1,Labridae,Pseudolabrus,guentheri,6
2019DIC2,Labridae,Pseudolabrus,guentheri,5
2019DIC3,Labridae,Pseudolabrus,guentheri,5
2019DIC4,Labridae,Pseudolabrus,guentheri,5
2019DIC5,Labridae,Pseudolabrus,guentheri,2
2019KIN2,Labridae,Pseudolabrus,guentheri,3
2019KIN3,Labridae,Pseudolabrus,guentheri,2
2019KIN4,Labridae,Pseudolabrus,guentheri,1
2019KIN5,Labridae,Pseudolabrus,guentheri,3
2019MOO2,Labridae,Pseudolabrus,guentheri,2
2019MOO1,Labridae,Pseudolabrus,guentheri,3
2019MOO2,Labridae,Pseudolabrus,guentheri,5
2019MOO3,Labridae,Pseudolabrus,guentheri,3
2019MOO5,Labridae,Pseudolabrus,guentheri,3
2019MOOR3,Labridae,Pseudolabrus,guentheri,4
2019MUD1,Labridae,Pseudolabrus,guentheri,2
2019MUD2,Labridae,Pseudolabrus,guentheri,1
2019MUD4,Labridae,Pseudolabrus,guentheri,2
2019MUD5,Labridae,Pseudolabrus,guentheri,2
2019SHE1,Labridae,Pseudolabrus,guentheri,4
2019SHE2,Labridae,Pseudolabrus,guentheri,4
2019SHE3,Labridae,Pseudolabrus,guentheri,4
2019SHE4,Labridae,Pseudolabrus,guentheri,4
2019SHE5,Labridae,Pseudolabrus,guentheri,3
2020ALE4,Labridae,Pseudolabrus,guentheri,1
2020ALE5,Labridae,Pseudolabrus,guentheri,2
2020DIC1,Labridae,Pseudolabrus,guentheri,1
2020DIC2,Labridae,Pseudolabrus,guentheri,1
2020KIN1,Labridae,Pseudolabrus,guentheri,2
2020KIN2,Labridae,Pseudolabrus,guentheri,2
2020KIN3,Labridae,Pseudolabrus,guentheri,1
2020MARC1,Labridae,Pseudolabrus,guentheri,3
2020MAR1,Labridae,Pseudolabrus,guentheri,3
2020MOO5,Labridae,Pseudolabrus,guentheri,1
2020MOOR1,Labridae,Pseudolabrus,guentheri,2
2020MOOR5,Labridae,Pseudolabrus,guentheri,3
2020MOO4,Labridae,Pseudolabrus,guentheri,4
2020MUD1,Labridae,Pseudolabrus,guentheri,1
2020MUD2,Labridae,Pseudolabrus,guentheri,1
2020MUD5,Labridae,Pseudolabrus,guentheri,3
2020SHE1,Labridae,Pseudolabrus,guentheri,7
2020SHE2,Labridae,Pseudolabrus,guentheri,4
2020SHE3,Labridae,Pseudolabrus,guentheri,7
2020SHE4,Labridae,Pseudolabrus,guentheri,4
2020SHE5,Labridae,Pseudolabrus,guentheri,7
2020WUR2,Labridae,Pseudolabrus,guentheri,1
2020YAR1,Labridae,Pseudolabrus,guentheri,3
2021ALE2,Labridae,Pseudolabrus,guentheri,1
2021BOK3,Labridae,Pseudolabrus,guentheri,2
2021KIN3,Labridae,Pseudolabrus,guentheri,2
2021KIN4,Labridae,Pseudolabrus,guentheri,2
2021KIN5,Labridae,Pseudolabrus,guentheri,1
2021MOO3,Labridae,Pseudolabrus,guentheri,3
2021MOO2,Labridae,Pseudolabrus,guentheri,2
2021MOO4,Labridae,Pseudolabrus,guentheri,2
2021MOO1,Labridae,Pseudolabrus,guentheri,6
2021MOO3,Labridae,Pseudolabrus,guentheri,3
2021MUD2,Labridae,Pseudolabrus,guentheri,2
2021MUD3,Labridae,Pseudolabrus,guentheri,4
2021SHE1,Labridae,Pseudolabrus,guentheri,4
2021SHE2,Labridae,Pseudolabrus,guentheri,7
2021SHE3,Labridae,Pseudolabrus,guentheri,3
2021SHE4,Labridae,Pseudolabrus,guentheri,5
2021SHE5,Labridae,Pseudolabrus,guentheri,6
2021TWI5,Labridae,Pseudolabrus,guentheri,2
2021YAR1,Labridae,Pseudolabrus,guentheri,1
2021YAR2,Labridae,Pseudolabrus,guentheri,1
2020SHE2,Labridae,Thalassoma,jansenii,1
2019DIC3,Labridae,Thalassoma,lunare,1
2019SHE1,Labridae,Thalassoma,lunare,6
2019SHE3,Labridae,Thalassoma,lunare,3
2020SHE5,Labridae,Thalassoma,lunare,1
2021MOO5,Labridae,Thalassoma,lunare,1
2021SHE5,Labridae,Thalassoma,lunare,2
2021MOO3,Labridae,Thalassoma,nigrofasciatum,1
2021SHE4,Labridae,Thalassoma,nigrofasciatum,1
2021YAR1,Labridae,Thalassoma,nigrofasciatum,1
2019KIN2,Terapontidae,Pelates,sexlineatus,1
2019KIN3,Terapontidae,Pelates,sexlineatus,6
2019KIN1,Lethrinidae,Lethrinus,genivittatus,2
2019KIN3,Lethrinidae,Lethrinus,genivittatus,2
2021BOK2,Lethrinidae,Lethrinus,genivittatus,4
2021BOK3,Lethrinidae,Lethrinus,genivittatus,1
2021BOK4,Lethrinidae,Lethrinus,genivittatus,3
2021BOK5,Lethrinidae,Lethrinus,genivittatus,1
2021CUR1,Lethrinidae,Lethrinus,genivittatus,2
2021CUR2,Lethrinidae,Lethrinus,genivittatus,1
2021CUR3,Lethrinidae,Lethrinus,genivittatus,2
2021CUR5,Lethrinidae,Lethrinus,genivittatus,1
2021KIN1,Lethrinidae,Lethrinus,genivittatus,1
2021KIN2,Lethrinidae,Lethrinus,genivittatus,4
2021KIN3,Lethrinidae,Lethrinus,genivittatus,1
2021KIN4,Lethrinidae,Lethrinus,genivittatus,1
2019KIN3,Lethrinidae,Lethrinus,laticaudis,1
2019KIN5,Lethrinidae,Lethrinus,laticaudis,3
2019MOO1,Lethrinidae,Lethrinus,laticaudis,1
2020KIN1,Lethrinidae,Lethrinus,laticaudis,1
2020KIN2,Lethrinidae,Lethrinus,laticaudis,2
2020KIN3,Lethrinidae,Lethrinus,laticaudis,3
2020KIN4,Lethrinidae,Lethrinus,laticaudis,2
2020WUR4,Lethrinidae,Lethrinus,laticaudis,2
2021ALE2,Lethrinidae,Lethrinus,laticaudis,1
2021KIN2,Lethrinidae,Lethrinus,laticaudis,2
2021MOO5,Lethrinidae,Lethrinus,laticaudis,1
2021SHE4,Lethrinidae,Lethrinus,laticaudis,1
2019KIN5,Lethrinidae,Lethrinus,nebulosus,1
2019MUD4,Lethrinidae,Lethrinus,nebulosus,1
2019SHE4,Lethrinidae,Lethrinus,nebulosus,1
2021ALE2,Lethrinidae,Lethrinus,nebulosus,1
2021ALE3,Lethrinidae,Lethrinus,nebulosus,1
2021MOO2,Lethrinidae,Lethrinus,nebulosus,1
2021MOO3,Lethrinidae,Lethrinus,nebulosus,1
2019MOO3,Lutjanidae,Lutjanus,fulviflamma,1
2019SHE3,Lutjanidae,Lutjanus,fulviflamma,1
2020MARC4,Lutjanidae,Lutjanus,russeli,1
2021ALE2,Lutjanidae,Lutjanus,russeli,1
2021ALE3,Lutjanidae,Lutjanus,russeli,1
2021ALE4,Lutjanidae,Lutjanus,russeli,2
2021MOO1,Lutjanidae,Lutjanus,russeli,1
2021TWI4,Lutjanidae,Lutjanus,russeli,1
2021MUD3,Lutjanidae,Lutjanus,vitta,1
2019MOO3,Monacanthidae,Monacanthus,chinensis,1
2021MOO4,Monacanthidae,Monacanthus,chinensis,1
2021MOO5,Monacanthidae,Monacanthus,chinensis,1
2019SHE2,Monodactylidae,Monodactylus,argenteus,9
2021SHE4,Monodactylidae,Monodactylus,argenteus,1
2021MOO3,Monodactylidae,Schuettea,scalaripinnis,9
2021MOO1,Monodactylidae,Schuettea,scalaripinnis,3
2021SHE5,Monodactylidae,Schuettea,scalaripinnis,10
2020MOO1,Mugilidae,Mugil,cephalus,1
2020KIN3,Mullidae,Parupeneus,spilurus,2
2021MOO3,Mullidae,Parupeneus,spilurus,5
2021MOO1,Mullidae,Parupeneus,spilurus,2
2021SHE3,Mullidae,Parupeneus,spilurus,2
2021SHE4,Mullidae,Parupeneus,spilurus,5
2021TWI5,Mullidae,Parupeneus,spilurus,1
2020KIN1,Mullidae,Upeneus,tragula,1
2020KIN3,Mullidae,Upeneus,tragula,1
2020KIN4,Mullidae,Upeneus,tragula,1
2020MOO3,Mullidae,Upeneus,tragula,4
2019DIC4,Muraenidae,Gymnothorax,cribroris,1
2019MOO2,Muraenidae,Gymnothorax,cribroris,1
2019MOO5,Muraenidae,Gymnothorax,cribroris,1
2019SHE2,Muraenidae,Gymnothorax,cribroris,1
2019SHE3,Muraenidae,Gymnothorax,cribroris,2
2019SHE4,Muraenidae,Gymnothorax,cribroris,2
2020MOO3,Muraenidae,Gymnothorax,cribroris,1
2020SHE4,Muraenidae,Gymnothorax,cribroris,1
2021MUD3,Muraenidae,Gymnothorax,cribroris,1
2021SHE2,Muraenidae,Gymnothorax,cribroris,1
2021SHE5,Muraenidae,Gymnothorax,cribroris,1
2019TWI1,Aetobatidae,Aetobatus,ocellatus,1
2019TWI2,Aetobatidae,Aetobatus,ocellatus,1
2021TWI1,Aetobatidae,Aetobatus,ocellatus,1
2021TWI4,Aetobatidae,Aetobatus,ocellatus,1
2021YAR4,Aetobatidae,Aetobatus,ocellatus,1
2019BOK4,Nemipteridae,Pentapodus,paradiseus,1
2019DIC1,Nemipteridae,Pentapodus,paradiseus,1
2019DIC2,Nemipteridae,Pentapodus,paradiseus,1
2019DIC4,Nemipteridae,Pentapodus,paradiseus,1
2019DIC5,Nemipteridae,Pentapodus,paradiseus,1
2019KIN5,Nemipteridae,Pentapodus,paradiseus,2
2020BOK5,Nemipteridae,Pentapodus,paradiseus,3
2020DIC2,Nemipteridae,Pentapodus,paradiseus,1
2020DIC3,Nemipteridae,Pentapodus,paradiseus,1
2020DIC5,Nemipteridae,Pentapodus,paradiseus,1
2020KIN3,Nemipteridae,Pentapodus,paradiseus,1
2020KIN4,Nemipteridae,Pentapodus,paradiseus,1
2020MOO1,Nemipteridae,Pentapodus,paradiseus,1
2020MOO3,Nemipteridae,Pentapodus,paradiseus,1
2020MOO4,Nemipteridae,Pentapodus,paradiseus,1
2020MOOR5,Nemipteridae,Pentapodus,paradiseus,2
2020PER1,Nemipteridae,Pentapodus,paradiseus,4
2020WUR1,Nemipteridae,Pentapodus,paradiseus,3
2020WUR2,Nemipteridae,Pentapodus,paradiseus,1
2020WUR3,Nemipteridae,Pentapodus,paradiseus,2
2020WUR4,Nemipteridae,Pentapodus,paradiseus,1
2021BOK1,Nemipteridae,Pentapodus,paradiseus,2
2021BOK2,Nemipteridae,Pentapodus,paradiseus,2
2021BOK3,Nemipteridae,Pentapodus,paradiseus,2
2021BOK4,Nemipteridae,Pentapodus,paradiseus,2
2021BOK5,Nemipteridae,Pentapodus,paradiseus,3
2021CUR2,Nemipteridae,Pentapodus,paradiseus,1
2021CUR3,Nemipteridae,Pentapodus,paradiseus,1
2021CUR5,Nemipteridae,Pentapodus,paradiseus,1
2021SHE5,Nemipteridae,Pentapodus,paradiseus,1
2019MUD2,Orectolobidae,Orectolobus,halei,1
2019MUD4,Orectolobidae,Orectolobus,halei,1
2019SHE1,Orectolobidae,Orectolobus,halei,1
2020MOO3,Orectolobidae,Orectolobus,halei,1
2020MOO4,Orectolobidae,Orectolobus,halei,1
2020MUD3,Orectolobidae,Orectolobus,halei,1
2020SHE1,Orectolobidae,Orectolobus,halei,1
2019MOOR3,Orectolobidae,Orectolobus,maculatus,2
2020KIN1,Orectolobidae,Orectolobus,maculatus,1
2020KIN3,Orectolobidae,Orectolobus,maculatus,1
2019DIC3,Orectolobidae,Orectolobus,ornatus,1
2021MOO5,Orectolobidae,Orectolobus,ornatus,1
