Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length
2019ALE2,-26.66316457,153.105965,20190701,9:00:00,Alex Heads,Fished,1,3,Chris,Yes,No
2019ALE3,-26.66494397,153.1065371,20190701,9:00:00,Alex Heads,Fished,1,3,Chris,Yes,No
2019ALE4,-26.66650794,153.107102,20190701,9:00:00,Alex Heads,Fished,1,3,Chris,Yes,No
2019ALE5,-26.66849789,153.1079187,20190701,9:00:00,Alex Heads,Fished,1,3,Chris,Yes,No
2019BOK1,-26.75078505,153.1363975,20190701,9:00:00,Bokarina,Fished,2,3,Chris,Yes,No
2019BOK2,-26.75237845,153.1365823,20190701,9:00:00,Bokarina,Fished,2,3,Chris,Yes,No
2019BOK3,-26.7541912,153.1367714,20190701,9:00:00,Bokarina,Fished,2,3,Chris,Yes,No
2019BOK4,-26.75592743,153.1369507,20190701,9:00:00,Bokarina,Fished,2,3,Chris,Yes,No
2019BOK5,-26.75795266,153.137218,20190701,9:00:00,Bokarina,Fished,2,3,Chris,Yes,No
2019BUD1,-26.6888116,153.1368282,20190701,9:00:00,Buddina,Fished,3,3,Chris,Yes,No
2019BUD2,-26.69029746,153.1367282,20190701,9:00:00,Buddina,Fished,3,3,Chris,Yes,No
2019BUD3,-26.69212681,153.1366577,20190701,9:00:00,Buddina,Fished,3,3,Chris,Yes,No
2019BUD4,-26.69392657,153.1365345,20190701,9:00:00,Buddina,Fished,3,3,Chris,Yes,No
2019BUD5,-26.69599062,153.1364442,20190701,9:00:00,Buddina,Fished,3,3,Chris,Yes,No
2019COO1,-26.52632422,153.093091,20190701,9:00:00,Coolum Beach,Fished,4,3,Chris,Yes,No
2019COO3,-26.52962744,153.0928992,20190701,9:00:00,Coolum Beach,Fished,4,3,Chris,Yes,No
2019COO4,-26.53160733,153.0927206,20190701,9:00:00,Coolum Beach,Fished,4,3,Chris,Yes,No
2019COO5,-26.53354305,153.0935923,20190701,9:00:00,Coolum Beach,Fished,4,3,Chris,Yes,No
2019CUR1,-26.76046958,153.137308,20190701,9:00:00,Currumundi Lake,Fished,5,3,Chris,Yes,No
2019CUR2,-26.76188026,153.13723,20190701,9:00:00,Currumundi Lake,Fished,5,3,Chris,Yes,No
2019CUR3,-26.7637604,153.1370855,20190701,9:00:00,Currumundi Lake,Fished,5,3,Chris,Yes,No
2019CUR4,-26.76548808,153.1370312,20190701,9:00:00,Currumundi Lake,Fished,5,3,Chris,Yes,No
