"Sample","Latitude","Longitude","Date","Time","Site","Location","Status","Depth","Successful.count","Successful.length","Observer","OpcodeCam","Timeonseabed","Endsamplingtime","Timebaitgone","Visibility","cruisenum","CampaignID"
12024,-19.401433,117.060752,20191008,08:09:34,NA,"KEFArea3","Fished",114,"Yes","No","Marcus Stowar","KEFArea3 26",18.91667,79.1,NA,2,"128","NWSS KEF4"
12020,-19.359968,117.089591,20191008,08:47:38,NA,"KEFArea3","Fished",119.4,"Yes","No","Marcus Stowar","KEFArea3 30",11.86667,72.13333,NA,2,"128","NWSS KEF4"
12034,-19.240255,117.066007,20191007,12:01:42,NA,"KEFArea3","Fished",131.7,"Yes","No","Marcus Stowar","KEFArea3 16",9.85,71.21667,NA,2,"128","NWSS KEF4"
12044,-19.266483,117.021863,20191007,08:40:20,NA,"KEFArea3","Fished",126.9,"Yes","No","Marcus Stowar","KEFArea3 6",18.6,79.45,NA,2,"128","NWSS KEF4"
12016,-19.314778,117.075023,20191008,11:35:08,NA,"KEFArea3","Fished",116.9,"Yes","No","Marcus Stowar","KEFArea3 34",16.21667,77,NA,2,"128","NWSS KEF4"
12023,-19.380455,117.068691,20191008,08:21:18,NA,"KEFArea3","Fished",117.1,"Yes","No","Marcus Stowar","KEFArea3 27",13.78333,74.13333,NA,3,"128","NWSS KEF4"
12030,-19.298625,117.072419,20191007,14:50:10,NA,"KEFArea3","Fished",117.5,"Yes","No","Marcus Stowar","KEFArea3 20",15.58333,76.01667,NA,3,"128","NWSS KEF4"
12017,-19.312187,117.107534,20191008,11:20:38,NA,"KEFArea3","Fished",117.4,"Yes","No","Marcus Stowar","KEFArea3 33",6.8,68.65,NA,3,"128","NWSS KEF4"
12007,-19.373948,117.037349,20191008,15:29:10,NA,"KEFArea3","Fished",118.4,"Yes","No","Marcus Stowar","KEFArea3 43",15.1,75.51667,NA,2,"128","NWSS KEF4"
12008,-19.364636,117.020631,20191008,15:20:12,NA,"KEFArea3","Fished",118,"Yes","No","Marcus Stowar","KEFArea3 42",11.05,72.03333,NA,2,"128","NWSS KEF4"
12013,-19.33166,117.009672,20191008,12:05:58,NA,"KEFArea3","Fished",116.8,"Yes","No","Marcus Stowar","KEFArea3 37",14.33333,75.01667,NA,2,"128","NWSS KEF4"
12022,-19.359495,117.0708,20191008,08:31:20,NA,"KEFArea3","Fished",119.1,"Yes","No","Marcus Stowar","KEFArea3 28",11.43333,72.08334,NA,2,"128","NWSS KEF4"
