OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
S10_44	20	S10_44_L1.MP4	50148	S10_44_R1.MP4	49810	27.88786	Timeseabed	26.63772	-1540.76274	167.68494	-6219.22399	13.68992	3.5831	55.80212	1.42523	6409.43173	13.95087	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S10_46	20	S10_46_L1.MP4	46216	S10_46_R1.MP4	46158	25.70123	Timeseabed	24.21641	706.75122	552.55346	-4779.72477	5.25136	4.88664	33.15767	11.29207	4863.18635	10.13754	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S10_46a	1	S10_46a_L1.MP4	2767	S10_46a_R1.MP4	2404	1.53876	Timeseabed	0.12068	2486.05802	-62.08969	-7883.65692	28.3481	3.88536	91.15696	11.14156	8266.58249	17.52911	NA	NA	NA	NA	0	NA	NA	vis	NA	NA
S10_55	31	S10_55_L1.MP4	50714	S10_55_R1.MP4	49477	28.20262	Timeseabed	26.52706	587.25838	-457.45554	-7528.68446	7.28316	5.92522	82.55024	3.36946	7565.39673	5.78142	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S11_167	35	S11_167_L1.MP4	54694	S11_167_R1.MP4	52202	30.41594	Timeseabed	27.92234	-2566.97922	-81.37461	-5388.05145	19.28072	2.60515	41.62268	10.95185	5968.84433	25.51424	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S11_48	52	S11_48_L1.MP4	59036	S11_48_R1.MP4	57136	32.83058	Timeseabed	30.25522	-532.45417	940.35048	-6559.77867	5.76683	9.88627	61.66906	1.96884	6648.19244	8.90028	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S11_50	1	S11_50_L1.MP4	22615	S11_50_R1.MP4	22658	12.57645	Timeseabed	0.20298	2909.81919	-606.58371	-12843.76828	53.03091	12.25451	236.40049	35.89546	13183.22325	13.0565	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S11_58	2	S11_58_L1.MP4	5139	S11_58_R1.MP4	4700	2.85786	Timeseabed	1.14448	-470.67554	305.03628	-6228.48904	5.03016	4.75425	55.6406	4.95424	6253.69158	4.71064	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S13_63	22	S13_63_L1.1.MP4	36438	S13_63_R1.1.MP4	35164	20.26358	Timeseabed	8.87831	398.83945	-785.66326	-5004.78444	3.67309	5.88406	36.39932	3.44352	5081.75235	10.39775	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S13_65	36	S13_65_L2.1.MP4	59076	S13_65_R2.1.MP4	58498	32.85282	Timeseabed	30.03222	1432.97007	1252.63668	-4454.68524	8.9848	8.25179	28.54867	2.17391	4844.24632	23.05235	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S13_66	1	S13_66_L3.1.MP4	4638	S13_66_R3.1.MP4	3883	2.57924	Timeseabed	0	-9.44233	-786.72607	-6375.83714	3.04775	7.70617	58.68121	0.2626	6424.19849	7.14987	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S13_67	14	S13_67_L4.1.MP4	45288	S13_67_R4.1.MP4	44826	25.18516	Timeseabed	22.83726	1143.09318	-325.42271	-3431.18098	5.70714	2.1598	17.41619	8.34638	3631.19331	19.36471	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S14_67	4	S14_67_L1.MP4	17542	S14_67_R1.MP4	17191	9.7553	Timeseabed	6.66833	1915.47979	419.49455	-6140.25577	16.72451	5.48986	54.44613	0.50102	6445.7567	17.537960000000002	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S14_68	38	S14_68_L1.MP4	60743	S14_68_R1.MP4	60667	33.77986	Timeseabed	29.70078	-2007.75614	1418.02673	-4902.08966	13.016	9.9108	32.75919	5.33285	5483.82782	26.35512	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S14_69	2	S14_69_L1.MP4	7891	S14_69_R1.MP4	7628	4.38827	Timeseabed	1.78512	2098.46718	1677.5631	-8285.45859	25.0118	21.6185	99.51386	8.19705	8710.14389	17.55963	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
S14_70	2	S14_70_L1.MP4	6184	S14_70_R1.MP4	5499	3.43899	Timeseabed	1.13836	-755.14688	-1305.99507	-10404.94664	12.03924	19.6142	154.52329	5.59594	10513.74265	8.35874	NA	NA	NA	NA	0	NA	NA	Vis	NA	NA
