OpCode	ExportVersion	DateTimeCreate	PictureDirectory	EMObs
FB_S1_R1	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 01\S1_R1\	FB_S1_R1.EMObs
FB_S1_R10	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 01\S1_R9\	FB_S1_R10.EMObs
FB_S1_R11	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 01\S1_R11\	FB_S1_R11.EMObs
FB_S1_R12	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 01\S1_R12\	FB_S1_R12.EMObs
FB_S1_R2	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 01\S1_R2\	FB_S1_R2.EMObs
FB_S1_R3	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 01\S1_R3\	FB_S1_R3.EMObs
FB_S1_R4	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 01\S1_R4\	FB_S1_R4.EMObs
FB_S1_R5	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 01\S1_R5\	FB_S1_R5.EMObs
FB_S1_R6	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 01\S1_R6\	FB_S1_R6.EMObs
FB_S1_R7	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 01\S1_R7\	FB_S1_R7.EMObs
FB_S1_R8	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 01\S1_R8\	FB_S1_R8.EMObs
FB_S1_R9	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 01\S1_R10\	FB_S1_R9.EMObs
FB_S2_R1	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 02\S2_R1\	FB_S2_R1.EMObs
FB_S2_R10	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 02\S2_R10\	FB_S2_R10.EMObs
FB_S2_R11	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 02\S2_R11\	FB_S2_R11.EMObs
FB_S2_12	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 02\S2_R12\	FB_S2_R12.EMObs
FB_S2_R2	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 02\S2_R2\	FB_S2_R2.EMObs
FB_S2_R3	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 02\S2_R3\	FB_S2_R3.EMObs
FB_S2_R4	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 02\S2_R4\	FB_S2_R4.EMObs
FB_S2_R5	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 02\S2_R5\	FB_S2_R5.EMObs
FB_S2_R6	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 02\S2_R6\	FB_S2_R6.EMObs
FB_S2_R7	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 02\S2_R7\	FB_S2_R7.EMObs
FB_S2_R8	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 02\S2_R8\	FB_S2_R8.EMObs
FB_S2_R9	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 02\S2_R9\	FB_S2_R9.EMObs
FB_S3_R1	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 03\S3_R1\	FB_S3_R1.EMObs
FB_S3_R10	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 03\S3_R10\	FB_S3_R10.EMObs
FB_S3_R11	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 03\S3_R11\	FB_S3_R11.EMObs
FB_S3_R12	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 03\S3_R12\	FB_S3_R12.EMObs
FB_S3_R2	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 03\S3_R2\	FB_S3_R2.EMObs
FB_S3_R3	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 03\S3_R3\	FB_S3_R3.EMObs
FB_S3_R4	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 03\S3_R4\	FB_S3_R4.EMObs
FB_S3_R5	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 03\S3_R5\	FB_S3_R5.EMObs
FB_S3_R6	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 03\S3_R6\	FB_S3_R6.EMObs
FB_S3_R7	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 03\S3_R7\	FB_S3_R7.EMObs
FB_S3_R8	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 03\S3_R8\	FB_S3_R8.EMObs
FB_S3_R9	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 03\S3_R9\	FB_S3_R9.EMObs
FB_S4_R1	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 04\S4_R1\	FB_S4_R1.EMObs
FB_S4_R10	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 04\S4_R10\	FB_S4_R10.EMObs
FB_S4_R11	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 04\S4_R11\	FB_S4_R11.EMObs
FB_S4_R12	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 04\S4_R12\	FB_S4_R12.EMObs
FB_S4_R2	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 04\S4_R2\	FB_S4_R2.EMObs
FB_S4_R3	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 04\S4_R3\	FB_S4_R3.EMObs
FB_S4_R4	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 04\S4_R4\	FB_S4_R4.EMObs
FB_S4_R5	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 04\S4_R5\	FB_S4_R5.EMObs
FB_S4_R6	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 04\S4_R6\	FB_S4_R6.EMObs
FB_S4_R7	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 04\S4_R7\	FB_S4_R7.EMObs
FB_S4_R8	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 04\S4_R8\	FB_S4_R8.EMObs
FB_S4_R9	1.09	2023 10 31 16:16:47	D:\2021 11 Fowlers Bay\Site 04\S4_R9\	FB_S4_R9.EMObs
