OpCode	PointIndex	Filename	Frame	Time	Period	PeriodTime	ImageCol	ImageRow	RectWidth	RectHeight	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute	Attribute
FB_S1_R1	0	GOPR8513.MP4	4941	1.37387		-1	600.37775	654.85075	0	0	Serranidae	Caesioperca	rasor	99378025	1	AD	Passing			
FB_S1_R1	1	GOPR8513.MP4	5045	1.40279		-1	981.15425	900.67164	0	0	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
FB_S1_R1	2	GOPR8513.MP4	5243	1.45785		-1	592.31899	485.59701	0	0	Serranidae	Caesioperca	rasor	99378025	2	AD	Passing			
FB_S1_R1	3	GP018513.MP4	11467	15.16487		-1	475.46695	352.61194	0	0	Serranidae	Caesioperca	rasor	99378025	3	AD	Passing			
FB_S1_R1	4	GP028513.MP4	14179	27.89537		-1	143.04302	959.10448	0	0	Labridae	Notolabrus	parilus	99379455	1	AD	Passing			
FB_S1_R1	5	GP028513.MP4	34767	33.61998		-1	1662.11962	221.64179	0	0	Serranidae	Caesioperca	rasor	99378025	1	AD	Passing			
FB_S1_R1	6	GP028513.MP4	34767	33.61998		-1	1104.05037	995.37313	0	0	Serranidae	Caesioperca	rasor	99378025	1	AD	Passing			
FB_S1_R1	7	GP028513.MP4	34767	33.61998		-1	868.33158	664.92537	0	0	Serranidae	Caesioperca	rasor	99378025	1	AD	Passing			
FB_S1_R1	8	GP028513.MP4	34767	33.61998		-1	415.02623	636.71642	0	0	Serranidae	Caesioperca	rasor	99378025	1	AD	Passing			
FB_S1_R1	9	GP028513.MP4	36001	33.9631		-1	350.55614	1065.89552	0	0	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
FB_S1_R1	10	GP028513.MP4	40904	35.3264		-1	229.67471	1047.76119	0	0	Myliobatidae	Myliobatis	tenuicaudatus	37039001	1	AD	Passing			
FB_S1_R1	11	GP038513.MP4	4685	37.23192		-1	229.67471	1067.91045	0	0	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
FB_S1_R1	12	GP038513.MP4	4685	37.23192		-1	304.21826	955.07463	0	0	Labridae	Ophthalmolepis	lineolatus	37384040	1	AD	Passing			
