"Sample","Latitude","Longitude","Date","Time","Site","Location","Status","Depth","Successful.count","Successful.length","Observer","OpcodeCam","Timeonseabed","Endsamplingtime","Timebaitgone","Visibility","cruisenum","CampaignID"
10673,-19.848593,117.556013,20180605,13:50:28,NA,"POINT SAMSON AREA3","No-take",59,"Yes","No","Brigit Vaughan","A3HIGH 22",7.0654,67.0654,NA,NA,109,"NWSS Seismic2"
10674,-19.843413,117.559153,20180605,13:55:20,NA,"POINT SAMSON AREA3","No-take",59.7,"Yes","No","Brigit Vaughan","A3HIGH 23",8.1181,68.1181,NA,NA,109,"NWSS Seismic2"
10675,-19.844991,117.563952,20180605,13:58:18,NA,"POINT SAMSON AREA3","No-take",59.9,"Yes","No","Katherine Cure","A3HIGH 24",8.1598,NA,NA,NA,109,"NWSS Seismic2"
10676,-19.872929,117.575918,20180606,07:33:02,NA,"POINT SAMSON AREA3","No-take",56.7,"Yes","No","Katherine Cure","A3HIGH 25",6.0683,NA,NA,NA,109,"NWSS Seismic2"
10677,-19.872844,117.57134,20180606,07:36:06,NA,"POINT SAMSON AREA3","No-take",57.3,"Yes","No","Katherine Cure","A3HIGH 26",3.5174,NA,NA,NA,109,"NWSS Seismic2"
10678,-19.86848,117.569347,20180606,07:39:52,NA,"POINT SAMSON AREA3","No-take",57,"Yes","No","Katherine Cure","A3HIGH 27",5.3954,NA,NA,NA,109,"NWSS Seismic2"
10679,-19.865085,117.567504,20180606,07:43:08,NA,"POINT SAMSON AREA3","No-take",56.8,"Yes","Yes","Katherine Cure","A3HIGH 28",3.8205,NA,NA,NA,109,"NWSS Seismic2"
10680,-19.869342,117.578747,20180606,07:50:32,NA,"POINT SAMSON AREA3","No-take",57.3,"Yes","No","Katherine Cure","A3HIGH 29",8.7821,NA,NA,NA,109,"NWSS Seismic2"
10681,-19.865738,117.575975,20180606,07:54:50,NA,"POINT SAMSON AREA3","No-take",57.2,"Yes","No","Katherine Cure","A3HIGH 30",7.1427,NA,NA,NA,109,"NWSS Seismic2"
10682,-19.862712,117.572456,20180606,07:58:04,NA,"POINT SAMSON AREA3","No-take",50.4,"Yes","No","Katherine Cure","A3HIGH 31",4.7225,NA,NA,NA,109,"NWSS Seismic2"
10683,-19.860253,117.569335,20180606,08:01:10,NA,"POINT SAMSON AREA3","No-take",56.9,"Yes","No","Katherine Cure","A3HIGH 32",5.3637,NA,NA,NA,109,"NWSS Seismic2"
10694,-19.799682,117.572045,20180611,10:30:36,NA,"POINT SAMSON AREA3","No-take",61.7,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 1",3.9667,63.9667,NA,NA,109,"NWSS Seismic2"
10695,-19.790778,117.568416,20180611,10:35:42,NA,"POINT SAMSON AREA3","No-take",62.4,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 2",6.4692,66.4692,NA,NA,109,"NWSS Seismic2"
10696,-19.789714,117.573095,20180611,10:39:00,NA,"POINT SAMSON AREA3","No-take",62.4,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 3",6.3297,66.3297,NA,NA,109,"NWSS Seismic2"
10697,-19.78415,117.569092,20180611,10:42:46,NA,"POINT SAMSON AREA3","No-take",62.6,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 4",7.2723,67.2723,NA,NA,109,"NWSS Seismic2"
10698,-19.778336,117.591017,20180611,10:52:24,NA,"POINT SAMSON AREA3","No-take",62.4,"Yes","No","Brigit Vaughan","A3MEDIUMA 5",13.6659,73.6659,NA,NA,109,"NWSS Seismic2"
10699,-19.787041,117.601243,20180611,10:58:22,NA,"POINT SAMSON AREA3","No-take",61.8,"Yes","No","Brigit Vaughan","A3MEDIUMA 6",16.1005,76.1005,NA,NA,109,"NWSS Seismic2"
10700,-19.782497,117.601919,20180611,11:01:16,NA,"POINT SAMSON AREA3","No-take",62.1,"Yes","No","Brigit Vaughan","A3MEDIUMA 7",9.3644,69.3644,NA,NA,109,"NWSS Seismic2"
10701,-19.780696,117.609215,20180611,11:05:30,NA,"POINT SAMSON AREA3","No-take",62,"Yes","No","Brigit Vaughan","A3MEDIUMA 8",5.773,65.773,NA,NA,109,"NWSS Seismic2"
10702,-19.739283,117.541033,20180611,13:05:00,NA,"POINT SAMSON AREA3","No-take",63,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 9",4.7942,64.7942,NA,NA,109,"NWSS Seismic2"
10703,-19.738542,117.546464,20180611,13:08:06,NA,"POINT SAMSON AREA3","No-take",63.4,"Yes","No","Brigit Vaughan","A3MEDIUMA 10",4.088,64.088,NA,NA,109,"NWSS Seismic2"
10704,-19.733534,117.560948,20180611,13:15:58,NA,"POINT SAMSON AREA3","No-take",64.4,"Yes","No","Brigit Vaughan","A3MEDIUMA 12",8.2466,68.2466,NA,NA,109,"NWSS Seismic2"
10705,-19.737779,117.558982,20180611,13:19:18,NA,"POINT SAMSON AREA3","No-take",63.5,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 13",6.0844,66.0844,NA,NA,109,"NWSS Seismic2"
10706,-19.744773,117.565814,20180611,13:24:50,NA,"POINT SAMSON AREA3","No-take",63.2,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 14",7.7511,67.7511,NA,NA,109,"NWSS Seismic2"
10707,-19.747454,117.571813,20180611,13:31:04,NA,"POINT SAMSON AREA3","No-take",63.4,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 16",4.5562,64.5562,NA,NA,109,"NWSS Seismic2"
10708,-19.747984,117.566729,20180611,15:34:34,NA,"POINT SAMSON AREA3","No-take",63.1,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 15",3.8444,63.8444,NA,NA,109,"NWSS Seismic2"
10709,-19.734461,117.555636,20180611,15:41:52,NA,"POINT SAMSON AREA3","No-take",63.5,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 11",9.341,69.341,NA,NA,109,"NWSS Seismic2"
10710,-19.890614,117.513219,20180612,07:35:26,NA,"POINT SAMSON AREA3","No-take",57.6,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 17",2.4391,62.4391,NA,NA,109,"NWSS Seismic2"
10711,-19.885159,117.513296,20180612,07:38:46,NA,"POINT SAMSON AREA3","No-take",58.3,"Yes","No","Brigit Vaughan","A3MEDIUMA 18",3.5369,63.5369,NA,NA,109,"NWSS Seismic2"
10712,-19.877807,117.516397,20180612,07:42:40,NA,"POINT SAMSON AREA3","No-take",59.1,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 19",5.9682,65.9682,NA,NA,109,"NWSS Seismic2"
10713,-19.87473,117.509845,20180612,07:47:02,NA,"POINT SAMSON AREA3","No-take",59.2,"Yes","No","Brigit Vaughan","A3MEDIUMA 20",8.4801,68.4801,NA,NA,109,"NWSS Seismic2"
10714,-19.87595,117.501661,20180612,07:51:26,NA,"POINT SAMSON AREA3","No-take",59.2,"Yes","No","Brigit Vaughan","A3MEDIUMA 21",8.5341,68.5341,NA,NA,109,"NWSS Seismic2"
10715,-19.881368,117.505406,20180612,07:55:16,NA,"POINT SAMSON AREA3","No-take",59.1,"Yes","No","Brigit Vaughan","A3MEDIUMA 22",8.5091,68.5091,NA,NA,109,"NWSS Seismic2"
10716,-19.888703,117.501911,20180612,07:59:58,NA,"POINT SAMSON AREA3","No-take",59,"Yes","No","Brigit Vaughan","A3MEDIUMA 23",7.3045,67.3045,NA,NA,109,"NWSS Seismic2"
10717,-19.883011,117.494847,20180612,08:04:38,NA,"POINT SAMSON AREA3","No-take",59.5,"Yes","No","Brigit Vaughan","A3MEDIUMA 24",9.2431,69.2431,NA,NA,109,"NWSS Seismic2"
10718,-19.863466,117.478497,20180612,09:38:34,NA,"POINT SAMSON AREA3","No-take",60.7,"Yes","No","Brigit Vaughan","A3MEDIUMA 25",5.7574,65.7574,NA,NA,109,"NWSS Seismic2"
10719,-19.858197,117.478546,20180612,09:41:36,NA,"POINT SAMSON AREA3","No-take",61.5,"Yes","No","Brigit Vaughan","A3MEDIUMA 26",7.0126,67.0126,NA,NA,109,"NWSS Seismic2"
10720,-19.850176,117.470969,20180612,09:46:34,NA,"POINT SAMSON AREA3","No-take",62.1,"Yes","No","Brigit Vaughan","A3MEDIUMA 27",7.8017,67.8017,NA,NA,109,"NWSS Seismic2"
10721,-19.847132,117.464422,20180612,09:50:14,NA,"POINT SAMSON AREA3","No-take",61.8,"Yes","No","Brigit Vaughan","A3MEDIUMA 28",8.5063,68.5063,NA,NA,109,"NWSS Seismic2"
10722,-19.848489,117.456452,20180612,09:54:44,NA,"POINT SAMSON AREA3","No-take",62.1,"Yes","No","Brigit Vaughan","A3MEDIUMA 29",8.4062,68.4062,NA,NA,109,"NWSS Seismic2"
10723,-19.853859,117.46008,20180612,09:58:50,NA,"POINT SAMSON AREA3","No-take",61.4,"Yes","No","Brigit Vaughan","A3MEDIUMA 30",8.434,68.434,NA,NA,109,"NWSS Seismic2"
10724,-19.856804,117.464037,20180612,10:01:26,NA,"POINT SAMSON AREA3","No-take",61.3,"Yes","No","Matthew Birt","A3MEDIUMA 31",7.3373,67.3373,NA,NA,109,"NWSS Seismic2"
10725,-19.855393,117.44953,20180612,10:08:26,NA,"POINT SAMSON AREA3","No-take",61.9,"Yes","No","Matthew Birt","A3MEDIUMA 32",9.4528,69.4428,NA,NA,109,"NWSS Seismic2"
10726,-19.833375,117.399553,20180612,11:57:26,NA,"POINT SAMSON AREA3","No-take",63.5,"Yes","No","Brigit Vaughan","A3MEDIUMA 33",13.4979,73.4979,NA,NA,109,"NWSS Seismic2"
10727,-19.829446,117.399196,20180612,11:59:58,NA,"POINT SAMSON AREA3","No-take",64.2,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 34",3.4918,63.4918,NA,NA,109,"NWSS Seismic2"
10728,-19.823228,117.400818,20180612,12:03:26,NA,"POINT SAMSON AREA3","No-take",64.9,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 35",6.0166,66.0166,NA,NA,109,"NWSS Seismic2"
10729,-19.827876,117.402822,20180612,12:07:00,NA,"POINT SAMSON AREA3","No-take",63.8,"Yes","Yes","Brigit Vaughan","A3MEDIUMA 36",6.3575,66.3575,NA,NA,109,"NWSS Seismic2"
10730,-19.831608,117.406152,20180612,12:09:56,NA,"POINT SAMSON AREA3","No-take",63.2,"Yes","No","Brigit Vaughan","A3MEDIUMA 37",6.378,66.378,NA,NA,109,"NWSS Seismic2"
10731,-19.835111,117.412577,20180612,12:14:02,NA,"POINT SAMSON AREA3","No-take",62.5,"Yes","No","Brigit Vaughan","A3MEDIUMA 38",6.3169,66.3169,NA,NA,109,"NWSS Seismic2"
10732,-19.833601,117.417167,20180612,12:17:12,NA,"POINT SAMSON AREA3","No-take",62.3,"Yes","No","Brigit Vaughan","A3MEDIUMA 39",7.6604,67.6604,NA,NA,109,"NWSS Seismic2"
10733,-19.832786,117.424923,20180612,12:21:16,NA,"POINT SAMSON AREA3","No-take",62.5,"Yes","No","Brigit Vaughan","A3MEDIUMA 40",6.1995,66.1995,NA,NA,109,"NWSS Seismic2"
10734,-19.817189,117.440694,20180612,14:18:34,NA,"POINT SAMSON AREA3","No-take",61.4,"Yes","No","Brigit Vaughan","A3MEDIUMA 41",4.5062,64.5062,NA,NA,109,"NWSS Seismic2"
10735,-19.8156,117.444024,20180612,14:21:04,NA,"POINT SAMSON AREA3","No-take",61,"Yes","No","Brigit Vaughan","A3MEDIUMA 42",4.2209,64.2209,NA,NA,109,"NWSS Seismic2"
10736,-19.81198,117.445435,20180612,14:23:56,NA,"POINT SAMSON AREA3","No-take",61.3,"Yes","No","Brigit Vaughan","A3MEDIUMA 43",5.5467,65.5467,NA,NA,109,"NWSS Seismic2"
10737,-19.813503,117.450428,20180612,14:27:24,NA,"POINT SAMSON AREA3","No-take",61,"Yes","No","Brigit Vaughan","A3MEDIUMA 44",6.7023,66.7023,NA,NA,109,"NWSS Seismic2"
10738,-19.817287,117.45283,20180612,14:30:34,NA,"POINT SAMSON AREA3","No-take",60.9,"Yes","No","Brigit Vaughan","A3MEDIUMA 45",7.7099,67.7099,NA,NA,109,"NWSS Seismic2"
10739,-19.81993,117.450121,20180612,14:33:54,NA,"POINT SAMSON AREA3","No-take",60.5,"Yes","No","Brigit Vaughan","A3MEDIUMA 46",9.2003,69.2003,NA,NA,109,"NWSS Seismic2"
10740,-19.819922,117.445441,20180612,14:36:30,NA,"POINT SAMSON AREA3","No-take",60.8,"Yes","No","Brigit Vaughan","A3MEDIUMA 47",6.9002,66.9002,NA,NA,109,"NWSS Seismic2"
10741,-19.816583,117.447671,20180612,14:40:36,NA,"POINT SAMSON AREA3","No-take",60.6,"Yes","No","Matthew Birt","A3MEDIUMA 48",9.083,69.083,NA,NA,109,"NWSS Seismic2"
