campaignid,opcode,level_1,caab_code,level_5,level_2,level_3,level_4,level_6,level_7,level_8,family,genus,species,count
2020-06_south-west_stereo-BRUVs,16,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,16,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,27
2020-06_south-west_stereo-BRUVs,17,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,17,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,12
2020-06_south-west_stereo-BRUVs,17,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,18,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,20
2020-06_south-west_stereo-BRUVs,19,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,19,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,19,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,20
2020-06_south-west_stereo-BRUVs,19,Physical,82003007,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,20,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,20,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,10
2020-06_south-west_stereo-BRUVs,20,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,12
2020-06_south-west_stereo-BRUVs,21,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,18
2020-06_south-west_stereo-BRUVs,21,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,22,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,22,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,22,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,23,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,10
2020-06_south-west_stereo-BRUVs,23,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,13
2020-06_south-west_stereo-BRUVs,24,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,24,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,12
2020-06_south-west_stereo-BRUVs,24,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,25,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,12
2020-06_south-west_stereo-BRUVs,25,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,10
2020-06_south-west_stereo-BRUVs,26,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,26,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,18
2020-06_south-west_stereo-BRUVs,26,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,27,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,27,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,17
2020-06_south-west_stereo-BRUVs,27,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,28,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,22
2020-06_south-west_stereo-BRUVs,28,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,29,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,29,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,11
2020-06_south-west_stereo-BRUVs,29,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,12
2020-06_south-west_stereo-BRUVs,30,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,14
2020-06_south-west_stereo-BRUVs,30,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,31,Physical,82003001,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,31,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,31,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,12
2020-06_south-west_stereo-BRUVs,31,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,32,Physical,82003001,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,32,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,32,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,32,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,13
2020-06_south-west_stereo-BRUVs,33,Physical,82003001,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,33,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,33,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,9
2020-06_south-west_stereo-BRUVs,33,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,34,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,9
2020-06_south-west_stereo-BRUVs,34,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,13
2020-06_south-west_stereo-BRUVs,34,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,35,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,35,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,11
2020-06_south-west_stereo-BRUVs,35,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,14
2020-06_south-west_stereo-BRUVs,36,Physical,82003001,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,36,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,15
2020-06_south-west_stereo-BRUVs,36,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,36,Physical,82003007,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,37,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,37,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,12
2020-06_south-west_stereo-BRUVs,37,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,38,Physical,82003001,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,38,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,38,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,38,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,39,Physical,82003003,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,39,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,10
2020-06_south-west_stereo-BRUVs,39,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,9
2020-06_south-west_stereo-BRUVs,40,Physical,82003004,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,15
2020-06_south-west_stereo-BRUVs,40,Physical,82003006,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,13
