campaignid,sample,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,family,genus,species,count
2020-06_south-west_stereo-BRUVs,07,Physical,Substrate,Consolidated (hard),Cobbles,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,07,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,07,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,12
2020-06_south-west_stereo-BRUVs,08,Biota,Macroalgae,Encrusting,Brown,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,08,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,08,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,08,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,4
2020-06_south-west_stereo-BRUVs,08,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,08,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,08,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,16
2020-06_south-west_stereo-BRUVs,09,Biota,Bryozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,09,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,09,Physical,Substrate,Consolidated (hard),Cobbles,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,09,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,16
2020-06_south-west_stereo-BRUVs,10,Biota,Bryozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,10,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,10,Biota,Macroalgae,Erect fine branching,Brown,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,10,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,13
2020-06_south-west_stereo-BRUVs,10,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,10,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,1
2020-06_south-west_stereo-BRUVs,10,Biota,Sponges,Crusts,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,10,Biota,Sponges,Cup-likes,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,10,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,10,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,10,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,11,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,11,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,4
2020-06_south-west_stereo-BRUVs,11,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,1
2020-06_south-west_stereo-BRUVs,11,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,11,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,11,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,11,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,12,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,12,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,4
2020-06_south-west_stereo-BRUVs,12,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,2
2020-06_south-west_stereo-BRUVs,12,Biota,Sponges,Crusts,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,12,Biota,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,12,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,13,Biota,Macroalgae,Encrusting,Red,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,13,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,13,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,13,Biota,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,13,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,13,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,13,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,13,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,14,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,14,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,14,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,25
2020-06_south-west_stereo-BRUVs,14,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,5
2020-06_south-west_stereo-BRUVs,14,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,15,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,15,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,15,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,13
2020-06_south-west_stereo-BRUVs,15,Biota,Sponges,Crusts,NA,NA,NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,15,Biota,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,15,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,15,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,15,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,16,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,16,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,16,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,21
2020-06_south-west_stereo-BRUVs,16,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,16,Biota,Sponges,Crusts,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,16,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,16,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,17,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,10
2020-06_south-west_stereo-BRUVs,17,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,17,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,3
2020-06_south-west_stereo-BRUVs,17,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,17,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,17,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,10
2020-06_south-west_stereo-BRUVs,18,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,18,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,21
2020-06_south-west_stereo-BRUVs,18,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,18,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,1
2020-06_south-west_stereo-BRUVs,18,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,19,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,19,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,19,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,19,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,19,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,18
2020-06_south-west_stereo-BRUVs,20,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,20,Biota,Sponges,Cup-likes,NA,NA,NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,20,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,20,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,16
2020-06_south-west_stereo-BRUVs,20,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,21,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,11
2020-06_south-west_stereo-BRUVs,21,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,1
2020-06_south-west_stereo-BRUVs,21,Biota,Sponges,Crusts,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,21,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,21,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,15
2020-06_south-west_stereo-BRUVs,21,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,22,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,9
2020-06_south-west_stereo-BRUVs,22,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,3
2020-06_south-west_stereo-BRUVs,22,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,22,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,22,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,22,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,22,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,23,Biota,Macroalgae,Encrusting,Red,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,23,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,23,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,23,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,1
2020-06_south-west_stereo-BRUVs,23,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,23,Biota,Seagrasses,Strap-like leaves,,NA,NA,NA,NA,Cymodoceaceae,Thalassodendron,spp,1
2020-06_south-west_stereo-BRUVs,23,Biota,Sessile invertebrates,,,NA,NA,NA,NA,,,,1
2020-06_south-west_stereo-BRUVs,23,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,23,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,23,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,7
2020-06_south-west_stereo-BRUVs,23,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,24,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,24,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,3
2020-06_south-west_stereo-BRUVs,24,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,24,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,24,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,24,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,8
2020-06_south-west_stereo-BRUVs,24,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,25,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,25,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,6
2020-06_south-west_stereo-BRUVs,25,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,25,Biota,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,25,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,25,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,25,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,25,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,26,Biota,Bryozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,26,Biota,Macroalgae,Articulated calcareous,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,26,Biota,Macroalgae,Encrusting,Red,NA,NA,NA,NA,NA,NA,NA,4
2020-06_south-west_stereo-BRUVs,26,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,26,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,26,Biota,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,26,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,26,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,11
2020-06_south-west_stereo-BRUVs,26,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,6
2020-06_south-west_stereo-BRUVs,27,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,27,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,27,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,1
2020-06_south-west_stereo-BRUVs,27,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,27,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,27,Biota,Sponges,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,27,Physical,Substrate,Consolidated (hard),Cobbles,NA,NA,NA,NA,NA,NA,NA,3
2020-06_south-west_stereo-BRUVs,27,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,12
2020-06_south-west_stereo-BRUVs,27,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,16
2020-06_south-west_stereo-BRUVs,28,Biota,Macroalgae,Encrusting,Red,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,28,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,28,Biota,Macroalgae,Erect coarse branching,Red,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,28,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,10
2020-06_south-west_stereo-BRUVs,28,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,4
2020-06_south-west_stereo-BRUVs,28,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
2020-06_south-west_stereo-BRUVs,28,Biota,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,28,Biota,Sponges,Massive forms,NA,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,28,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,28,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,29,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,29,Biota,Macroalgae,Erect fine branching,Red,NA,NA,NA,NA,NA,NA,NA,13
2020-06_south-west_stereo-BRUVs,29,Biota,Macroalgae,Large canopy-forming,Brown,NA,NA,NA,NA,Lessoniaceae,Ecklonia,radiata,2
2020-06_south-west_stereo-BRUVs,29,Biota,Macroalgae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,29,Biota,Sponges,Erect forms,NA,NA,NA,NA,NA,NA,NA,NA,1
2020-06_south-west_stereo-BRUVs,29,Physical,Substrate,Consolidated (hard),Rock,NA,NA,NA,NA,NA,NA,NA,2
2020-06_south-west_stereo-BRUVs,29,Physical,Substrate,Unconsolidated (soft),Sand / mud (<2mm),Coarse sand (with shell fragments),NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,30,Biota,Macroalgae,Erect coarse branching,Brown,NA,NA,NA,NA,NA,NA,NA,5
2020-06_south-west_stereo-BRUVs,30,Biota,Macroalgae,Erect fine branching,Green,NA,NA,NA,NA,NA,NA,NA,1
