campaignid,sample,level_1,level_5,level_2,level_3,level_4,level_6,level_7,level_8,family,genus,species,count
2020-10_south-west_stereo-BRUVs,FH10,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,11
2020-10_south-west_stereo-BRUVs,FH10,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,13
2020-10_south-west_stereo-BRUVs,FH102,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,22
2020-10_south-west_stereo-BRUVs,FH102,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,5
2020-10_south-west_stereo-BRUVs,FH106,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,2
2020-10_south-west_stereo-BRUVs,FH106,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,15
2020-10_south-west_stereo-BRUVs,FH106,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,6
2020-10_south-west_stereo-BRUVs,FH108,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH108,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,5
2020-10_south-west_stereo-BRUVs,FH108,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,17
2020-10_south-west_stereo-BRUVs,FH109,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH109,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,6
2020-10_south-west_stereo-BRUVs,FH109,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,13
2020-10_south-west_stereo-BRUVs,FH11,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,9
2020-10_south-west_stereo-BRUVs,FH11,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,4
2020-10_south-west_stereo-BRUVs,FH11,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,4
2020-10_south-west_stereo-BRUVs,FH11,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,11
2020-10_south-west_stereo-BRUVs,FH110,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH110,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,6
2020-10_south-west_stereo-BRUVs,FH110,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,7
2020-10_south-west_stereo-BRUVs,FH110,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,8
2020-10_south-west_stereo-BRUVs,FH111,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,1
2020-10_south-west_stereo-BRUVs,FH111,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,10
2020-10_south-west_stereo-BRUVs,FH111,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,9
2020-10_south-west_stereo-BRUVs,FH111,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,5
2020-10_south-west_stereo-BRUVs,FH113,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,8
2020-10_south-west_stereo-BRUVs,FH113,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,17
2020-10_south-west_stereo-BRUVs,FH12,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,17
2020-10_south-west_stereo-BRUVs,FH12,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,3
