campaignid,period,latitude_dd,longitude_dd,date_time,date_raw,day,month,year,time_raw,time_formatted,site,location,status,depth_m,observer_count,observer_length,successful_count,successful_length,panoramic_habitat_image_saved,downward_habitat_image_saved,successful_habitat_panoramic,successful_habitat_downward,observer_habitat_panoramic,observer_habitat_downward
2022-11_Salisbury_stereo-BOSS,SAL-DC-009,-34.5877,123.626,2022-11-21T10:54:00+08:00,21/11/2022,21,11,2022,1054,10:54:00,,Salisbury MBH,Fished,106,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-018,-34.559,123.6386,2022-11-21T11:46:00+08:00,21/11/2022,21,11,2022,1146,11:46:00,,Salisbury MBH,Fished,91,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-044,-34.5439,123.6141,2022-11-21T12:07:00+08:00,21/11/2022,21,11,2022,1207,12:07:00,,Salisbury MBH,Fished,90,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-098,-34.5526,123.584,2022-11-21T12:29:00+08:00,21/11/2022,21,11,2022,1229,12:29:00,,Salisbury MBH,Fished,88.5,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-101,-34.5575,123.5653,2022-11-21T12:50:00+08:00,21/11/2022,21,11,2022,1250,12:50:00,,Salisbury MBH,Fished,48,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-064,-34.5664,123.5502,2022-11-21T13:07:00+08:00,21/11/2022,21,11,2022,1307,13:07:00,,Salisbury MBH,Fished,89,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-023,-34.5615,123.5182,2022-11-21T13:30:00+08:00,21/11/2022,21,11,2022,1330,13:30:00,,Salisbury MBH,Fished,91,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-058,-34.5462,123.5295,2022-11-21T13:46:00+08:00,21/11/2022,21,11,2022,1346,13:46:00,,Salisbury MBH,Fished,88,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-102,-34.5495,123.5529,2022-11-21T14:12:00+08:00,21/11/2022,21,11,2022,1412,14:12:00,,Salisbury MBH,Fished,64,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-084,-34.5031,123.5274,2022-11-21T14:40:00+08:00,21/11/2022,21,11,2022,1440,14:40:00,,Salisbury MBH,Fished,86,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-050,-34.5202,123.5419,2022-11-21T14:57:00+08:00,21/11/2022,21,11,2022,1457,14:57:00,,Salisbury MBH,Fished,87,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-089,-34.5255,123.5803,2022-11-21T15:19:00+08:00,21/11/2022,21,11,2022,1519,15:19:00,,Salisbury MBH,Fished,86,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-038,-34.5159,123.5975,2022-11-21T15:34:00+08:00,21/11/2022,21,11,2022,1534,15:34:00,,Salisbury MBH,Fished,86,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-010,-34.525,123.6517,2022-11-21T16:02:00+08:00,21/11/2022,21,11,2022,1602,16:02:00,,Salisbury MBH,Fished,89,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-078,-34.3559,123.5746,2022-11-22T05:11:00+08:00,22/11/2022,22,11,2022,511,05:11:00,,Salisbury MBH,Fished,71,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-049,-34.3843,123.6366,2022-11-22T05:43:00+08:00,22/11/2022,22,11,2022,543,05:43:00,,Salisbury MBH,Fished,80,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-013,-34.405,123.6248,2022-11-22T06:01:00+08:00,22/11/2022,22,11,2022,601,06:01:00,,Salisbury MBH,Fished,82,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-068,-34.411,123.595,2022-11-22T06:20:00+08:00,22/11/2022,22,11,2022,620,06:20:00,,Salisbury MBH,Fished,86,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-083,-34.439,123.6116,2022-11-22T06:43:00+08:00,22/11/2022,22,11,2022,643,06:43:00,,Salisbury MBH,Fished,79,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-001,-34.467,123.6283,2022-11-22T07:04:00+08:00,22/11/2022,22,11,2022,704,07:04:00,,Salisbury MBH,Fished,43,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-080,-34.463,123.6482,2022-11-22T07:20:00+08:00,22/11/2022,22,11,2022,720,07:20:00,,Salisbury MBH,Fished,84,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-057,-34.4559,123.6618,2022-11-22T07:35:00+08:00,22/11/2022,22,11,2022,735,07:35:00,,Salisbury MBH,Fished,82,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-045,-34.5075,123.6697,2022-11-22T08:05:00+08:00,22/11/2022,22,11,2022,805,08:05:00,,Salisbury MBH,Fished,87,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-073,-34.5024,123.6345,2022-11-22T08:26:00+08:00,22/11/2022,22,11,2022,826,08:26:00,,Salisbury MBH,Fished,86,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-020,-34.4915,123.5934,2022-11-22T08:48:00+08:00,22/11/2022,22,11,2022,848,08:48:00,,Salisbury MBH,Fished,86,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-054,-34.4708,123.5663,2022-11-22T09:09:00+08:00,22/11/2022,22,11,2022,909,09:09:00,,Salisbury MBH,Fished,84,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-103,-34.4635,123.593,2022-11-22T09:28:00+08:00,22/11/2022,22,11,2022,928,09:28:00,,Salisbury MBH,Fished,67,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-104,-34.4554,123.5889,2022-11-22T09:42:00+08:00,22/11/2022,22,11,2022,942,09:42:00,,Salisbury MBH,Fished,61,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-097,-34.4511,123.5521,2022-11-22T10:02:00+08:00,22/11/2022,22,11,2022,1002,10:02:00,,Salisbury MBH,Fished,87,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-032,-34.4275,123.5609,2022-11-22T10:23:00+08:00,22/11/2022,22,11,2022,1023,10:23:00,,Salisbury MBH,Fished,86.5,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-027,-34.4126,123.5397,2022-11-22T10:41:00+08:00,22/11/2022,22,11,2022,1041,10:41:00,,Salisbury MBH,Fished,84,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-105,-34.379,123.542,2022-11-22T11:04:00+08:00,22/11/2022,22,11,2022,1104,11:04:00,,Salisbury MBH,Fished,53,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-091,-34.3604,123.5223,2022-11-22T11:25:00+08:00,22/11/2022,22,11,2022,1125,11:25:00,,Salisbury MBH,Fished,52,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-022,-34.3219,123.51,2022-11-22T11:52:00+08:00,22/11/2022,22,11,2022,1152,11:52:00,,Salisbury MBH,Fished,77.5,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-047,-34.3172,123.4813,2022-11-22T12:11:00+08:00,22/11/2022,22,11,2022,1211,12:11:00,,Salisbury MBH,Fished,79.5,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-056,-34.3019,123.4926,2022-11-22T12:29:00+08:00,22/11/2022,22,11,2022,1229,12:29:00,,Salisbury MBH,Fished,78,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-048,-34.2785,123.5047,2022-11-22T12:49:00+08:00,22/11/2022,22,11,2022,1249,12:49:00,,Salisbury MBH,Fished,77,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-031,-34.2543,123.5427,2022-11-22T13:16:00+08:00,22/11/2022,22,11,2022,1316,13:16:00,,Salisbury MBH,Fished,74.5,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-082,-34.2363,123.5154,2022-11-22T13:37:00+08:00,22/11/2022,22,11,2022,1337,13:37:00,,Salisbury MBH,Fished,77,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-012,-34.2263,123.5261,2022-11-22T13:54:00+08:00,22/11/2022,22,11,2022,1354,13:54:00,,Salisbury MBH,Fished,76,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-003,-34.2247,123.4648,2022-11-22T14:22:00+08:00,22/11/2022,22,11,2022,1422,14:22:00,,Salisbury MBH,Fished,78,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-040,-34.2094,123.4761,2022-11-22T14:39:00+08:00,22/11/2022,22,11,2022,1439,14:39:00,,Salisbury MBH,Fished,79,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-015,-34.1784,123.4953,2022-11-22T15:03:00+08:00,22/11/2022,22,11,2022,1503,15:03:00,,Salisbury MBH,Fished,79,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-094,-34.1742,123.5119,2022-11-22T15:21:00+08:00,22/11/2022,22,11,2022,1521,15:21:00,,Salisbury MBH,Fished,78,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-025,-34.1711,123.5058,2022-11-22T15:41:00+08:00,22/11/2022,22,11,2022,1541,15:41:00,,Salisbury MBH,Fished,78,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-051,-34.1551,123.4686,2022-11-22T16:04:00+08:00,22/11/2022,22,11,2022,1604,16:04:00,,Salisbury MBH,Fished,80,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-085,-34.1377,123.4898,2022-11-22T16:25:00+08:00,22/11/2022,22,11,2022,1625,16:25:00,,Salisbury MBH,Fished,78,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-106,-34.3927,123.5348,2022-12-02T06:31:00+08:00,02/12/2022,02,12,2022,631,06:31:00,,Salisbury MBH,Fished,43,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-107,-34.372,123.5477,2022-12-02T06:50:00+08:00,02/12/2022,02,12,2022,650,06:50:00,,Salisbury MBH,Fished,50,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-108,-34.3628,123.5607,2022-12-02T07:03:00+08:00,02/12/2022,02,12,2022,703,07:03:00,,Salisbury MBH,Fished,46,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-026,-34.3532,123.6526,2022-12-02T07:37:00+08:00,02/12/2022,02,12,2022,737,07:37:00,,Salisbury MBH,Fished,77,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-035,-34.3459,123.6631,2022-12-02T07:49:00+08:00,02/12/2022,02,12,2022,749,07:49:00,,Salisbury MBH,Fished,77,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-062,-34.3328,123.6287,2022-12-02T08:11:00+08:00,02/12/2022,02,12,2022,811,08:11:00,,Salisbury MBH,Fished,73,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-007,-34.3221,123.5909,2022-12-02T08:33:00+08:00,02/12/2022,02,12,2022,833,08:33:00,,Salisbury MBH,Fished,68,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-109,-34.3122,123.5804,2022-12-02T08:48:00+08:00,02/12/2022,02,12,2022,848,08:48:00,,Salisbury MBH,Fished,62,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-002,-34.2992,123.5706,2022-12-02T09:02:00+08:00,02/12/2022,02,12,2022,902,09:02:00,,Salisbury MBH,Fished,52,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-110,-34.3015,123.5718,2022-12-02T09:12:00+08:00,02/12/2022,02,12,2022,912,09:12:00,,Salisbury MBH,Fished,40,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-042,-34.301,123.5963,2022-12-02T09:26:00+08:00,02/12/2022,02,12,2022,926,09:26:00,,Salisbury MBH,Fished,63,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-096,-34.3152,123.6467,2022-12-02T09:49:00+08:00,02/12/2022,02,12,2022,949,09:49:00,,Salisbury MBH,Fished,66,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-087,-34.2945,123.6585,2022-12-02T10:12:00+08:00,02/12/2022,02,12,2022,1012,10:12:00,,Salisbury MBH,Fished,71.5,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-036,-34.2807,123.6145,2022-12-02T10:28:00+08:00,02/12/2022,02,12,2022,1028,10:28:00,,Salisbury MBH,Fished,66,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-111,-34.277,123.6146,2022-12-02T10:40:00+08:00,02/12/2022,02,12,2022,1040,10:40:00,,Salisbury MBH,Fished,63,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-017,-34.2531,123.6431,2022-12-02T11:17:00+08:00,02/12/2022,02,12,2022,1117,11:17:00,,Salisbury MBH,Fished,70,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-071,-34.2581,123.5973,2022-12-02T10:57:00+08:00,02/12/2022,02,12,2022,1057,10:57:00,,Salisbury MBH,Fished,71.5,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-052,-34.2336,123.6321,2022-12-02T11:33:00+08:00,02/12/2022,02,12,2022,1133,11:33:00,,Salisbury MBH,Fished,66,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-112,-34.227,123.6192,2022-12-02T11:48:00+08:00,02/12/2022,02,12,2022,1148,11:48:00,,Salisbury MBH,Fished,43,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-113,-34.2189,123.6225,2022-12-02T12:02:00+08:00,02/12/2022,02,12,2022,1202,12:02:00,,Salisbury MBH,Fished,22,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-067,-34.2138,123.5791,2022-12-02T12:25:00+08:00,02/12/2022,02,12,2022,1225,12:25:00,,Salisbury MBH,Fished,71.5,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-041,-34.2025,123.5706,2022-12-02T12:38:00+08:00,02/12/2022,02,12,2022,1238,12:38:00,,Salisbury MBH,Fished,72,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-081,-34.2009,123.6257,2022-12-02T13:01:00+08:00,02/12/2022,02,12,2022,1301,13:01:00,,Salisbury MBH,Fished,49.5,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-114,-34.2007,123.6314,2022-12-02T13:12:00+08:00,02/12/2022,02,12,2022,1312,13:12:00,,Salisbury MBH,Fished,44,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-030,-34.1911,123.6396,2022-12-02T13:23:00+08:00,02/12/2022,02,12,2022,1323,13:23:00,,Salisbury MBH,Fished,60,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-066,-34.1762,123.6573,2022-12-02T13:38:00+08:00,02/12/2022,02,12,2022,1338,13:38:00,,Salisbury MBH,Fished,63,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-011,-34.1624,123.6134,2022-12-02T14:01:00+08:00,02/12/2022,02,12,2022,1401,14:01:00,,Salisbury MBH,Fished,68,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-077,-34.1495,123.5435,2022-12-02T14:34:00+08:00,02/12/2022,02,12,2022,1434,14:34:00,,Salisbury MBH,Fished,77,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-006,-34.148,123.5598,2022-12-02T14:49:00+08:00,02/12/2022,02,12,2022,1449,14:49:00,,Salisbury MBH,Fished,75,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-046,-34.1451,123.5957,2022-12-02T15:07:00+08:00,02/12/2022,02,12,2022,1507,15:07:00,,Salisbury MBH,Fished,71,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-100,-34.1319,123.639,2022-12-02T15:29:00+08:00,02/12/2022,02,12,2022,1529,15:29:00,,Salisbury MBH,Fished,68,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-076,-34.1221,123.6529,2022-12-02T15:57:00+08:00,02/12/2022,02,12,2022,1557,15:57:00,,Salisbury MBH,Fished,68,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-005,-34.0863,123.6403,2022-12-02T16:19:00+08:00,02/12/2022,02,12,2022,1619,16:19:00,,Salisbury MBH,Fished,69,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-059,-34.0932,123.6235,2022-12-02T16:35:00+08:00,02/12/2022,02,12,2022,1635,16:35:00,,Salisbury MBH,Fished,75,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-024,-34.1082,123.6058,2022-12-02T16:56:00+08:00,02/12/2022,02,12,2022,1656,16:56:00,,Salisbury MBH,Fished,72,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-019,-34.0879,123.5852,2022-12-02T17:15:00+08:00,02/12/2022,02,12,2022,1715,17:15:00,,Salisbury MBH,Fished,73,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-088,-34.0979,123.5745,2022-12-02T17:32:00+08:00,02/12/2022,02,12,2022,1732,17:32:00,,Salisbury MBH,Fished,75,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-060,-34.1199,123.5433,2022-12-02T17:55:00+08:00,02/12/2022,02,12,2022,1755,17:55:00,,Salisbury MBH,Fished,77,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-037,-34.1111,123.5312,2022-12-02T18:10:00+08:00,02/12/2022,02,12,2022,1810,18:10:00,,Salisbury MBH,Fished,78,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-065,-34.1061,123.4994,2022-12-03T05:22:00+08:00,03/12/2022,03,12,2022,522,05:22:00,,Salisbury MBH,Fished,74,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-099,-34.0861,123.482,2022-12-03T05:39:00+08:00,03/12/2022,03,12,2022,539,05:39:00,,Salisbury MBH,Fished,73,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-072,-34.0668,123.5131,2022-12-03T06:01:00+08:00,03/12/2022,03,12,2022,601,06:01:00,,Salisbury MBH,Fished,73.5,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-115,-34.0659,123.513,2022-12-03T06:12:00+08:00,03/12/2022,03,12,2022,612,06:12:00,,Salisbury MBH,Fished,67,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-116,-34.0609,123.4984,2022-12-03T06:28:00+08:00,03/12/2022,03,12,2022,628,06:28:00,,Salisbury MBH,Fished,67,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-029,-34.0476,123.4698,2022-12-03T06:46:00+08:00,03/12/2022,03,12,2022,646,06:46:00,,Salisbury MBH,Fished,61,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-061,-34.0278,123.4944,2022-12-03T07:04:00+08:00,03/12/2022,03,12,2022,704,07:04:00,,Salisbury MBH,Fished,63,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-117,-34.027,123.5031,2022-12-03T07:15:00+08:00,03/12/2022,03,12,2022,715,07:15:00,,Salisbury MBH,Fished,39,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-053,-34.0416,123.5769,2022-12-03T07:44:00+08:00,03/12/2022,03,12,2022,744,07:44:00,,Salisbury MBH,Fished,62.5,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-093,-34.0485,123.5989,2022-12-03T07:59:00+08:00,03/12/2022,03,12,2022,759,07:59:00,,Salisbury MBH,Fished,64,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-021,-34.0327,123.6037,2022-12-03T08:12:00+08:00,03/12/2022,03,12,2022,812,08:12:00,,Salisbury MBH,Fished,61,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-086,-34.0243,123.598,2022-12-03T08:22:00+08:00,03/12/2022,03,12,2022,822,08:22:00,,Salisbury MBH,Fished,60,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-034,-34.01,123.5478,2022-12-03T08:47:00+08:00,03/12/2022,03,12,2022,847,08:47:00,,Salisbury MBH,Fished,43,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-070,-33.9929,123.5334,2022-12-03T09:04:00+08:00,03/12/2022,03,12,2022,904,09:04:00,,Salisbury MBH,Fished,36,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-095,-33.984,123.4826,2022-12-03T09:37:00+08:00,03/12/2022,03,12,2022,937,09:37:00,,Salisbury MBH,Fished,51,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-016,-33.986,123.5889,2022-12-03T10:14:00+08:00,03/12/2022,03,12,2022,1014,10:14:00,,Salisbury MBH,Fished,47,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-118,-33.982,123.6068,2022-12-03T10:26:00+08:00,03/12/2022,03,12,2022,1026,10:26:00,,Salisbury MBH,Fished,43,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-090,-33.9751,123.6255,2022-12-03T10:39:00+08:00,03/12/2022,03,12,2022,1039,10:39:00,,Salisbury MBH,Fished,52,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-055,-33.9922,123.64,2022-12-03T10:55:00+08:00,03/12/2022,03,12,2022,1055,10:55:00,,Salisbury MBH,Fished,55,,,,,,,,,Unknown,
2022-11_Salisbury_stereo-BOSS,SAL-DC-074,-34.0198,123.6502,2022-12-03T11:13:00+08:00,03/12/2022,03,12,2022,1113,11:13:00,,Salisbury MBH,Fished,60.5,,,,,,,,,Unknown,
