Sample,Family,Genus,Species,Count,Length,Code,Filename,Frame,Time (mins),Precision (mm),RMS (mm),Range (mm),Direction (deg),Comment,Stage,Activity
ARSO04_1812,Heterodontidae,Heterodontus,portusjacksoni,1,482.978,37007001,ARSO04_L.avi,46919,31.2793,0.848,1.887,1345.133,11.664,NA,AD,Feeding
ARSO04_1812,Arripidae,Arripis,georgianus,1,140.533,37344001,ARSO04_L.avi,62203,41.4687,2.862,3.747,2502.442,12.107,NA,AD,Attracted
ARSO04_1812,Arripidae,Arripis,georgianus,1,144.65,37344001,ARSO04_L.avi,62203,41.4687,6.75,2.873,2724.31,12.003,NA,AD,Attracted
ARSO04_1812,Arripidae,Arripis,georgianus,1,130.039,37344001,ARSO04_L.avi,62203,41.4687,1.468,2.199,2726.377,9.779,NA,AD,Attracted
ARSO04_1812,Arripidae,Arripis,georgianus,1,145.103,37344001,ARSO04_L.avi,62203,41.4687,3.629,5.279,2859.498,5.55,NA,AD,Attracted
ARSO04_1812,Arripidae,Arripis,georgianus,1,115.638,37344001,ARSO04_L.avi,62203,41.4687,1.973,4.04,2647.795,7.194,NA,AD,Attracted
ARSO04_1812,Arripidae,Arripis,georgianus,1,135.628,37344001,ARSO04_L.avi,62203,41.4687,2.256,4.76,2721.306,9.754,NA,AD,Attracted
ARSO04_1812,Labridae,Austrolabrus,maculatus,1,88.163,37384025,ARSO04_L.avi,76762,51.1747,7.76,5.944,3160.263,17.665,NA,AD,Attracted
ARSO04_1812,Carangidae,Pseudocaranx,sp,1,88.131,37337924,ARSO04_L.avi,87018,58.012,2.395,1.022,1797.723,8.814,NA,AD,Attracted
ARSO04_1812,Carangidae,Pseudocaranx,sp,1,91.009,37337924,ARSO04_L.avi,87018,58.012,2.339,0.817,1659.243,19.467,NA,AD,Attracted
ARSO04_1812,Carangidae,Pseudocaranx,sp,1,107.477,37337924,ARSO04_L.avi,87018,58.012,3.273,1.85,1863.204,10.334,NA,AD,Attracted
ARSO04_1812,Carangidae,Pseudocaranx,sp,1,125.77,37337924,ARSO04_L.avi,87018,58.012,3.245,4.598,1940.996,19.643,NA,AD,Attracted
ARSO04_1812,Carangidae,Pseudocaranx,sp,1,84.834,37337924,ARSO04_L.avi,87023,58.0153,1.426,2.89,1724.314,19.117,NA,AD,Attracted
CACI01_1812,Cheilodactylidae,Cheilodactylus,nigripes,1,212.592,37377001,CACI01_L.avi,10868,7.2453,3.252,15.46,2101.807,13.28,NA,AD,Attracted
CACI01_1812,Labridae,Notolabrus,parilus,1,308.607,37384022,CACI01_L.avi,17173,11.4487,3.086,11.038,1426.835,22.994,NA,M,Attracted
CACI01_1812,Sparidae,Pagrus,auratus,1,379.811,37353001,CACI01_L.avi,17744,11.8293,7.243,14.122,2575.866,18.248,NA,AD,Attracted
CACI01_1812,Arripidae,Arripis,georgianus,1,150.942,37344001,CACI01_L.avi,20240,13.4933,6.267,14.688,2901.214,11.631,NA,AD,Attracted
CACI01_1812,Scorpididae,Scorpis,aequipinnis,1,239.581,37361004,CACI01_L.avi,86878,57.9187,2.887,5.859,1780.619,25.397,NA,AD,Attracted
CACI01_1812,Scorpididae,Scorpis,aequipinnis,1,192.338,37361004,CACI01_L.avi,86878,57.9187,6.199,19.824,2141.954,25.457,NA,AD,Attracted
CACI01_1812,Scorpididae,Scorpis,aequipinnis,1,227.411,37361004,CACI01_L.avi,86878,57.9187,1.917,1.598,1499.537,15.672,NA,AD,Attracted
CACI01_1812,Scorpididae,Scorpis,aequipinnis,1,181.912,37361004,CACI01_L.avi,86908,57.9387,1.916,11.362,1761.825,11.071,NA,AD,Attracted
CACI02_1812,Labridae,Pictilabrus,laticlavius,1,179.496,37384020,CACI02_L.avi,8019,5.346,6.022,1.756,2031.873,27.039,NA,F,Attracted
CACI02_1812,Dinolestidae,Dinolestes,lewini,1,184.221,37327002,CACI02_L.avi,14592,9.728,4.789,1.844,2253.491,21.745,NA,AD,Passing
CACI02_1812,Dinolestidae,Dinolestes,lewini,1,185.256,37327002,CACI02_L.avi,14592,9.728,4.542,1.745,2242.801,1.73,NA,AD,Passing
CACI02_1812,Dinolestidae,Dinolestes,lewini,1,179.412,37327002,CACI02_L.avi,14592,9.728,3.076,1.646,2205.479,6.916,NA,AD,Passing
CACI02_1812,Dinolestidae,Dinolestes,lewini,1,181.2,37327002,CACI02_L.avi,14592,9.728,5.429,1.178,2168.51,17.986,NA,AD,Passing
CACI02_1812,Dinolestidae,Dinolestes,lewini,1,187.037,37327002,CACI02_L.avi,14634,9.756,4.352,1.256,1862.168,20.759,NA,AD,Passing
CACI02_1812,Labridae,Notolabrus,tetricus,1,484.405,37384003,CACI02_L.avi,26408,17.6053,11.124,3.353,3345.202,23.494,NA,AD,Passing
CACI02_1812,Cheilodactylidae,Cheilodactylus,nigripes,1,276.125,37377001,CACI02_L.avi,41248,27.4987,1.805,2.613,1559.671,30.5,NA,AD,Attracted
CACI02_1812,Kyphosidae,Girella,zebra,1,223.263,37361008,CACI02_L.avi,61538,41.0253,4.039,1.063,2596.228,15.926,NA,AD,Passing
CACI02_1812,Labridae,Notolabrus,parilus,1,333.528,37384022,CACI02_L.avi,64528,43.0187,9.013,7.2,3290.973,20.881,NA,M,Attracted
CACI02_1812,Labridae,Notolabrus,parilus,1,305.974,37384022,CACI02_L.avi,64528,43.0187,8.047,4.289,3519.969,11.787,NA,F,Attracted
CACI02_1812,Scorpididae,Scorpis,aequipinnis,1,221.061,37361004,CACI02_L.avi,75271,50.1807,1.065,2.021,1220.727,1.757,NA,AD,Attracted
CACI02_1812,Scorpididae,Scorpis,aequipinnis,1,226.51,37361004,CACI02_L.avi,75302,50.2013,5.22,6.677,1837.746,19.196,NA,AD,Attracted
CACI02_1812,Scorpididae,Scorpis,aequipinnis,1,210.348,37361004,CACI02_L.avi,75307,50.2047,0.813,2.047,927.174,10.81,NA,AD,Attracted
CACI02_1812,Scorpididae,Scorpis,aequipinnis,1,245.284,37361004,CACI02_L.avi,75345,50.23,1.261,2.403,1386.821,14.29,NA,AD,Feeding
CACI02_1812,Scorpididae,Scorpis,aequipinnis,1,202.438,37361004,CACI02_L.avi,75350,50.2333,0.976,1.098,1014.502,20.284,NA,AD,Feeding
CACI02_1812,Scorpididae,Scorpis,aequipinnis,1,209.901,37361004,CACI02_L.avi,75380,50.2533,2.099,2.394,1526.773,27.51,NA,AD,Feeding
CACI02_1812,Kyphosidae,Kyphosus,sydneyanus,1,420.026,37361001,CACI02_L.avi,77289,51.526,3.5,2.892,1673.172,24.915,NA,AD,Feeding
CACI02_1812,Kyphosidae,Kyphosus,sydneyanus,1,366.916,37361001,CACI02_L.avi,77315,51.5433,1.411,2.524,1453.546,14.168,NA,AD,Feeding
CACI02_1812,Kyphosidae,Kyphosus,sydneyanus,1,416.207,37361001,CACI02_L.avi,77321,51.5473,1.614,1.991,1501.838,8.288,NA,AD,Feeding
CACI02_1812,Kyphosidae,Kyphosus,sydneyanus,1,425.664,37361001,CACI02_L.avi,77338,51.5587,1.577,5.079,1212.083,20.067,NA,AD,Feeding
CACI02_1812,Kyphosidae,Kyphosus,sydneyanus,1,419.229,37361001,CACI02_L.avi,77387,51.5913,2.885,3.053,1403.156,17.773,NA,AD,Feeding
CACI02_1812,Monacanthidae,Meuschenia,hippocrepis,1,227.265,37465004,CACI02_L.avi,86778,57.852,1.223,0.309,1232.615,30.368,NA,AD,Attracted
CACI02_1812,Monacanthidae,Meuschenia,hippocrepis,1,134.482,37465004,CACI02_L.avi,86778,57.852,1.371,1.7,1188.746,10.881,NA,AD,Attracted
CACI02_1812,Monacanthidae,Meuschenia,hippocrepis,1,235.587,37465004,CACI02_L.avi,86778,57.852,5.771,2.797,2316.075,22.044,NA,AD,Attracted
CACI02_1812,Monacanthidae,Meuschenia,hippocrepis,1,205.543,37465004,CACI02_L.avi,86970,57.98,1.337,0.357,998.022,11.51,NA,AD,Attracted
CACI02_1812,Carangidae,Pseudocaranx,sp,1,212.047,37337924,CACI02_L.avi,88633,59.0887,6.098,2.349,2031.001,20.545,NA,AD,Passing
CACI02_1812,Carangidae,Pseudocaranx,sp,1,191.364,37337924,CACI02_L.avi,88633,59.0887,5.632,1.094,2047.588,23.296,NA,AD,Passing
CACI02_1812,Carangidae,Pseudocaranx,sp,1,180.432,37337924,CACI02_L.avi,88633,59.0887,5.22,1.947,2053.071,25.29,NA,AD,Passing
CACI02_1812,Carangidae,Pseudocaranx,sp,1,205.739,37337924,CACI02_L.avi,88643,59.0953,7.386,0.935,2152.115,23.34,NA,AD,Passing
CACI02_1812,Carangidae,Pseudocaranx,sp,1,184.4,37337924,CACI02_L.avi,88643,59.0953,7.127,2.993,2066.185,25.936,NA,AD,Passing
CACI02_1812,Rhinobatidae,Trygonorrhina,dumerilii,1,463.519,37027011,CACI02_L.avi,89211,59.474,2.096,0.403,1457.658,15.697,NA,AD,Attracted
CACI02_1812,Rhinobatidae,Trygonorrhina,dumerilii,1,764.138,37027011,CACI02_L.avi,89220,59.48,2.267,1.778,1480.63,15.858,NA,AD,Attracted
CACI03_1812,Arripidae,Arripis,truttaceus,1,135.829,37344004,CACI03_L.avi,26049,17.366,1.262,0.602,1337.152,15.691,NA,AD,Feeding
CACI03_1812,Arripidae,Arripis,truttaceus,1,115.492,37344004,CACI03_L.avi,26049,17.366,2.209,0.4,1374.287,24.109,NA,AD,Attracted
CACI03_1812,Arripidae,Arripis,truttaceus,1,117.951,37344004,CACI03_L.avi,26049,17.366,1.698,0.252,1537.519,16.284,NA,AD,Attracted
CACI03_1812,Arripidae,Arripis,truttaceus,1,105.695,37344004,CACI03_L.avi,26049,17.366,2.758,1.173,1532.572,13.473,NA,AD,Attracted
CACI03_1812,Arripidae,Arripis,truttaceus,1,114.311,37344004,CACI03_L.avi,26049,17.366,1.169,2.683,1529.168,10.966,NA,AD,Attracted
CACI03_1812,Arripidae,Arripis,truttaceus,1,118.258,37344004,CACI03_L.avi,26049,17.366,3.844,0.25,1712.189,12.856,NA,AD,Attracted
CACI03_1812,Monacanthidae,Meuschenia,hippocrepis,1,321.267,37465004,CACI03_L.avi,29808,19.872,1.833,0.714,1380.195,21.711,NA,AD,Attracted
CACI03_1812,Monacanthidae,Meuschenia,hippocrepis,1,315.672,37465004,CACI03_L.avi,29837,19.8913,1.65,0.882,1342.431,14.048,NA,AD,Feeding
CACI03_1812,Neosebastidae,Neosebastes,scorpaenoides,1,283.517,37287005,CACI03_L.avi,40466,26.9773,2.654,2.777,1826.205,26.487,NA,AD,Attracted
CACI03_1812,Kyphosidae,Kyphosus,sydneyanus,1,378.183,37361001,CACI03_L.avi,77512,51.6747,5.943,5.074,2555.218,16.796,NA,AD,Attracted
CACI03_1812,Mullidae,Upeneichthys,vlamingii,1,113.623,37355029,CACI03_L.avi,81495,54.33,3.458,1.733,2139.951,14.369,NA,AD,Attracted
CANI01_1812,Arripidae,Arripis,georgianus,1,187.729,37344001,CANI01_L.avi,26231,17.4873,2.264,3.473,2147.727,18.615,NA,AD,Attracted
CANI01_1812,Sillaginidae,Sillaginodes,punctatus,1,376.935,37330001,CANI01_L.avi,34714,23.1427,8.47,8.653,3256.148,13.662,NA,AD,Passing
CANI01_1812,Sillaginidae,Sillaginodes,punctatus,1,392.349,37330001,CANI01_L.avi,34748,23.1653,8.904,5.727,3240.647,15.888,NA,AD,Passing
CANI01_1812,Sillaginidae,Sillaginodes,punctatus,1,276.25,37330001,CANI01_L.avi,34748,23.1653,1.559,0.719,2054.044,5.467,NA,AD,Passing
CANI01_1812,Sillaginidae,Sillaginodes,punctatus,1,300.902,37330001,CANI01_L.avi,34788,23.192,6.116,8.759,3399.129,19.357,NA,AD,Passing
CANI01_1812,Labridae,Notolabrus,parilus,1,496.054,37384022,CANI01_L.avi,63783,42.522,4.906,7.289,3510.268,6.127,NA,M,Attracted
CANI01_1812,Cheilodactylidae,Dactylophora,nigricans,1,609.649,37377005,CANI01_L.avi,64141,42.7607,6.816,5.683,3546.787,16.434,NA,AD,Attracted
CANI01_1812,Cheilodactylidae,Dactylophora,nigricans,1,548.607,37377005,CANI01_L.avi,64141,42.7607,4.018,9.022,2077.576,5.831,NA,AD,Attracted
CANI01_1812,Scorpididae,Scorpis,aequipinnis,1,268.951,37361004,CANI01_L.avi,79180,52.7867,3.239,2.498,2584.565,14.804,NA,AD,Attracted
CANI01_1812,Scorpididae,Scorpis,aequipinnis,1,304.476,37361004,CANI01_L.avi,79303,52.8687,3.105,7.429,1913.205,14.802,NA,AD,Attracted
CANI01_1812,Carangidae,Pseudocaranx,sp,1,161.84,37337924,CANI01_L.avi,88305,58.87,1.542,3.185,1587.708,7.406,NA,AD,Attracted
CANI01_1812,Carangidae,Pseudocaranx,sp,1,132.733,37337924,CANI01_L.avi,88305,58.87,1.073,3.537,1492.096,11.174,NA,AD,Attracted
CANI01_1812,Carangidae,Pseudocaranx,sp,1,151.868,37337924,CANI01_L.avi,88305,58.87,1.601,10.392,1459.959,12.043,NA,AD,Attracted
CANI01_1812,Carangidae,Pseudocaranx,sp,1,149.515,37337924,CANI01_L.avi,88305,58.87,1.979,5.264,1697.483,8.641,NA,AD,Attracted
CANI01_1812,Carangidae,Pseudocaranx,sp,1,113.925,37337924,CANI01_L.avi,88305,58.87,1.172,7.022,1359.071,19.362,NA,AD,Attracted
CANI01_1812,Carangidae,Pseudocaranx,sp,1,166.502,37337924,CANI01_L.avi,88310,58.8733,1.467,6.528,1527.1,19.149,NA,AD,Attracted
CANI02_1812,Labridae,Austrolabrus,maculatus,1,164.124,37384025,CANI02_L.avi,5496,3.664,1.27,7.343,1607.614,19.928,NA,AD,Attracted
CANI02_1812,Scorpididae,Scorpis,aequipinnis,1,301.086,37361004,CANI02_L.avi,8005,5.3367,0.769,15.509,1386.517,11.542,NA,AD,Attracted
CANI02_1812,Monacanthidae,Eubalichthys,mosaicus,1,256.962,37465003,CANI02_L.avi,44908,29.9387,2.645,16.529,1828.02,19.322,NA,AD,Attracted
CANI03_1812,Labridae,Austrolabrus,maculatus,1,115.301,37384025,CANI03_L.avi,6603,4.402,1.867,4.452,2214.942,14.273,NA,AD,Attracted
CANI03_1812,Cheilodactylidae,Cheilodactylus,nigripes,1,167.87,37377001,CANI03_L.avi,7678,5.1187,4.854,2.461,2014.416,14.615,NA,AD,Attracted
CANI03_1812,Mullidae,Upeneichthys,vlamingii,1,101.347,37355029,CANI03_L.avi,7943,5.2953,2.209,0.629,2094.052,20.914,NA,AD,Attracted
CANI03_1812,Mullidae,Upeneichthys,vlamingii,1,133.256,37355029,CANI03_L.avi,7963,5.3087,2.013,0.47,1846.765,13.622,NA,AD,Attracted
CANI03_1812,Mullidae,Upeneichthys,vlamingii,1,119.299,37355029,CANI03_L.avi,7963,5.3087,1.733,1.403,1916.618,17.18,NA,AD,Attracted
CANI03_1812,Mullidae,Upeneichthys,vlamingii,1,103.911,37355029,CANI03_L.avi,7978,5.3187,2.271,1.602,2054.694,19.273,NA,AD,Attracted
CANI03_1812,Mullidae,Upeneichthys,vlamingii,1,121.933,37355029,CANI03_L.avi,7978,5.3187,2.189,0.498,1998.841,15.314,NA,AD,Attracted
CANI03_1812,Mullidae,Upeneichthys,vlamingii,1,107.444,37355029,CANI03_L.avi,7978,5.3187,3.342,1.063,1933.354,9.346,NA,AD,Attracted
CANI03_1812,Labridae,Dotalabrus,aurantiacus,1,79.566,37384018,CANI03_L.avi,10365,6.91,5.131,6.701,2553.445,15.17,NA,AD,Passing
CANI03_1812,Labridae,Notolabrus,parilus,1,240.891,37384022,CANI03_L.avi,14190,9.46,5.714,4.513,2455.594,19.148,NA,F,Attracted
CANI03_1812,Labridae,Notolabrus,parilus,1,330.366,37384022,CANI03_L.avi,14239,9.4927,6.849,6.586,2453.393,11.421,NA,M,Attracted
CANI03_1812,Labridae,Pictilabrus,laticlavius,1,196.204,37384020,CANI03_L.avi,16378,10.9187,9.305,0.912,3151.379,16.813,NA,M,Attracted
CANI03_1812,Pomacentridae,Parma,victoriae,1,149.244,37372006,CANI03_L.avi,16804,11.2027,1.277,1.363,1639.641,15.285,NA,AD,Attracted
CANI03_1812,Serranidae,Caesioperca,sp,1,148.772,37311919,CANI03_L.avi,20741,13.8273,4.639,6.571,3400.704,12.945,NA,AD,Passing
CANI03_1812,Kyphosidae,Kyphosus,sydneyanus,1,396.332,37361001,CANI03_L.avi,31132,20.7547,2.771,6.217,3190.77,12.26,NA,AD,Attracted
CANI03_1812,Labridae,Notolabrus,tetricus,1,286.858,37384003,CANI03_L.avi,41445,27.63,2.42,5.842,2621.569,8.934,NA,AD,Attracted
CANI03_1812,Labridae,Notolabrus,tetricus,1,398.096,37384003,CANI03_L.avi,41502,27.668,2.869,2.128,1662.922,16.307,NA,M,Attracted
CANI03_1812,Scorpididae,Scorpis,aequipinnis,1,184.529,37361004,CANI03_L.avi,73610,49.0733,5.464,5.849,2346.996,5.386,NA,AD,Attracted
CANI03_1812,Scorpididae,Scorpis,aequipinnis,1,240.923,37361004,CANI03_L.avi,73618,49.0787,2.984,7.129,1899.184,13.247,NA,AD,Attracted
CANI03_1812,Monacanthidae,Meuschenia,hippocrepis,1,322.33,37465004,CANI03_L.avi,86399,57.5993,3.818,0.321,2062.408,9.157,NA,AD,Attracted
CANI03_1812,Monacanthidae,Meuschenia,hippocrepis,1,329.293,37465004,CANI03_L.avi,86399,57.5993,1.098,2.674,1629.549,16.37,NA,AD,Attracted
CANI03_1812,Monacanthidae,Meuschenia,hippocrepis,1,312.99,37465004,CANI03_L.avi,86399,57.5993,2.019,1.574,1486.476,10.311,NA,AD,Attracted
CANO02_1812,Labridae,Notolabrus,parilus,1,357.332,37384022,CANO02_L.avi,10897,7.2647,5.177,1.159,2557.479,11.548,NA,M,Attracted
CANO02_1812,Labridae,Pictilabrus,laticlavius,1,185.969,37384020,CANO02_L.avi,20162,13.4413,7.253,8.65,3498.183,17.423,NA,M,Attracted
CANO02_1812,Carangidae,Pseudocaranx,sp,1,279.807,37337924,CANO02_L.avi,25299,16.866,3.636,1.215,2582.355,6.561,NA,AD,Attracted
CANO02_1812,Carangidae,Pseudocaranx,sp,1,288.808,37337924,CANO02_L.avi,25299,16.866,2.1,4.861,2160.497,13.3,NA,AD,Attracted
CANO02_1812,Arripidae,Arripis,georgianus,1,155.058,37344001,CANO02_L.avi,58318,38.8787,4.028,2.376,2152.784,2.59,NA,AD,Attracted
CANO02_1812,Loliginidae,Sepioteuthis,australis,1,389.532,23617005,CANO02_L.avi,88234,58.8227,7.256,2.898,3428.475,16.041,NA,AD,Attracted
CANO03_1812,Labridae,Pictilabrus,laticlavius,1,246.339,37384020,CANO03_L.avi,3871,2.5807,2.912,8.694,3454.628,6.853,Tilted,M,Attracted
CANO03_1812,Sphyraenidae,Sphyraena,novaehollandiae,1,713.603,37382002,CANO03_L.avi,23409,15.606,4.393,12.166,2766.901,2.797,Tilted,AD,Attracted
CANO03_1812,Arripidae,Arripis,georgianus,1,138.623,37344001,CANO03_L.avi,37591,25.0607,9.345,10.268,3225.793,9.815,Tilted,AD,Attracted
CANO03_1812,Cheilodactylidae,Cheilodactylus,nigripes,1,126.499,37377001,CANO03_L.avi,40776,27.184,4.954,11.853,2368.868,20.741,Tilted,AD,Attracted
CANO03_1812,Cheilodactylidae,Cheilodactylus,nigripes,1,209.772,37377001,CANO03_L.avi,40868,27.2453,1.999,10.345,2123.047,22.959,Tilted,AD,Attracted
CANO03_1812,Cheilodactylidae,Dactylophora,nigricans,1,420.594,37377005,CANO03_L.avi,72964,48.6427,8.789,14.144,3139.23,11.809,Tilted,AD,Attracted
CASI01_1812,Pentacerotidae,Pentaceropsis,recurvirostris,1,346.482,37367003,CASI01_L.avi,22788,15.192,3.489,5.1,1763.156,25.498,NA,AD,Attracted
CASI01_1812,Monacanthidae,Eubalichthys,mosaicus,1,135.562,37465003,CASI01_L.avi,25091,16.7273,2.786,6.696,1684.777,26.471,NA,AD,Attracted
CASI01_1812,Sparidae,Pagrus,auratus,1,201.002,37353001,CASI01_L.avi,32979,21.986,3.175,10.046,2126.371,0.885,NA,AD,Attracted
CASI01_1812,Sparidae,Pagrus,auratus,1,205.309,37353001,CASI01_L.avi,32988,21.992,4.223,8.227,2518.872,6.2,NA,AD,Attracted
CASI01_1812,Sparidae,Pagrus,auratus,1,201.511,37353001,CASI01_L.avi,32988,21.992,7.264,10.808,2344.734,5.452,NA,AD,Attracted
CASI01_1812,Sparidae,Pagrus,auratus,1,205.127,37353001,CASI01_L.avi,33003,22.002,4.161,13.682,1794.961,6.061,NA,AD,Attracted
CASI01_1812,Labridae,Pictilabrus,laticlavius,1,212.582,37384020,CASI01_L.avi,47940,31.96,2.852,4.752,1529.089,28.42,NA,M,Attracted
CASI01_1812,Neosebastidae,Neosebastes,scorpaenoides,1,265.537,37287005,CASI01_L.avi,48097,32.0647,1.021,6.207,1087.722,19.308,NA,AD,Attracted
CASI01_1812,Carangidae,Pseudocaranx,sp,1,122.831,37337924,CASI01_L.avi,67578,45.052,2.464,5.919,2519.543,26.27,NA,AD,Attracted
CASI01_1812,Arripidae,Arripis,georgianus,1,190.288,37344001,CASI01_L.avi,80318,53.5453,7.888,3.754,2866.587,16.844,NA,AD,Attracted
CASI01_1812,Labridae,Notolabrus,parilus,1,300.568,37384022,CASI01_L.avi,85732,57.1547,3.087,10.061,1885.651,18.891,NA,F,Attracted
CASI01_1812,Labridae,Notolabrus,parilus,1,383.374,37384022,CASI01_L.avi,86176,57.4507,3.767,7.45,1386.859,13.388,NA,M,Attracted
CASI02_1812,Labridae,Pictilabrus,laticlavius,1,202.82,37384020,CASI02_L.avi,10800,7.2,4.4,2.884,1710.612,30.802,NA,M,Attracted
CASI02_1812,Gerreidae,Parequula,melbournensis,1,117.762,37349001,CASI02_L.avi,14553,9.702,2.554,3.085,1982.369,13.074,NA,AD,Attracted
CASI02_1812,Gerreidae,Parequula,melbournensis,1,135.947,37349001,CASI02_L.avi,14553,9.702,1.408,0.653,1740.779,15.644,NA,AD,Attracted
CASI02_1812,Labridae,Notolabrus,parilus,1,296.715,37384022,CASI02_L.avi,16904,11.2693,10.601,6.138,2797.826,10.597,NA,F,Attracted
CASI02_1812,Labridae,Notolabrus,parilus,1,312.001,37384022,CASI02_L.avi,16913,11.2753,7.904,1.503,2300.895,25.264,NA,AD,Attracted
CASI02_1812,Labridae,Notolabrus,parilus,1,410.611,37384022,CASI02_L.avi,16913,11.2753,2.92,2.19,2266.018,14.147,NA,M,Attracted
CASI02_1812,Neosebastidae,Neosebastes,scorpaenoides,1,350.245,37287005,CASI02_L.avi,17121,11.414,1.841,1.747,1541.347,24.118,NA,AD,Attracted
CASI02_1812,Neosebastidae,Neosebastes,scorpaenoides,1,288.054,37287005,CASI02_L.avi,17147,11.4313,4.818,5.538,2328.768,22.652,NA,AD,Attracted
CASI02_1812,Monacanthidae,Meuschenia,galii,1,244.317,37465040,CASI02_L.avi,23861,15.9073,10.595,2.495,2931.432,21.166,NA,AD,Attracted
CASI02_1812,Mullidae,Upeneichthys,vlamingii,1,168.316,37355029,CASI02_L.avi,30760,20.5067,2.149,2.114,1851.556,22.92,NA,AD,Attracted
CASI02_1812,Cheilodactylidae,Cheilodactylus,nigripes,1,322.724,37377001,CASI02_L.avi,33409,22.2727,8.743,1.472,2874.411,8.348,NA,AD,Attracted
