OpCode	CameraIndex	Descriptor	CameraModel	ImageRows	ImageCols	XPixelSize	YPixelSize	XPPOffset	YPPOffset	FocalLength	RadialK3	RadialK5	RadialK7	DecentringP1	DecentringP2	Orthogonality	Affinity	CameraX	CameraY	CameraZ	Omega	Phi	Kappa	UnitName
DR_Butlers_01	0	Canon HFG25 in water	Derived from CAL	1080	1920	0.0026000000	0.0026000000	-0.0193103581	0.0520452872	5.5410639756	0.0011421078	0.0006935555	0.0000000000	-0.0002844640	0.0003404123	0.0000000000	-0.0001518945	-324.5020335717	0.0000000000	0.0000000000	-0.0778578954	-7.3596690953	-0.3505014347	mm
DR_Butlers_01	1	Canon HFG25 in water	Derived from CAL	1080	1920	0.0026000000	0.0026000000	-0.0043719810	0.0449724177	5.5227420430	0.0008999021	0.0007798715	0.0000000000	-0.0006317199	0.0003405982	0.0000000000	0.0003764694	324.5020335717	0.0000000000	0.0000000000	0.0778578954	8.1117340174	-0.1729867609	mm
DR_Butlers_02	0	Canon HFG25 in water	Derived from CAL	1080	1920	0.0026000000	0.0026000000	-0.0043719810	0.0449724177	5.5227420430	0.0008999021	0.0007798715	0.0000000000	-0.0006317199	0.0003405982	0.0000000000	0.0003764694	324.5020335717	0.0000000000	0.0000000000	0.0778578954	8.1117340174	-0.1729867609	mm
DR_Butlers_02	1	Canon HFG25 in water	Derived from CAL	1080	1920	0.0026000000	0.0026000000	-0.0193103581	0.0520452872	5.5410639756	0.0011421078	0.0006935555	0.0000000000	-0.0002844640	0.0003404123	0.0000000000	-0.0001518945	-324.5020335717	0.0000000000	0.0000000000	-0.0778578954	-7.3596690953	-0.3505014347	mm
DR_Butlers_03	0	Canon HFM52 Raynox HD6600Pro in water	Derived from CAL	1080	1920	0.0030000000	0.0030000000	-0.1327946341	0.0009337260	6.0254135567	0.0010695740	0.0004001714	0.0000000000	0.0002681968	-0.0000668255	0.0000000000	-0.0001847559	-335.4213457464	0.0000000000	0.0000000000	-0.6968147583	-7.5547729882	0.1850980071	mm
DR_Butlers_03	1	Canon HFM52 Raynox HD6600Pro in water	Derived from CAL	1080	1920	0.0030000000	0.0030000000	-0.1643430093	-0.0016566140	6.0536898162	0.0010754337	0.0003743181	0.0000000000	0.0004093628	0.0003906944	0.0000000000	0.0000253140	335.4213457464	0.0000000000	0.0000000000	0.6968147583	7.7489806446	0.0864367789	mm
DR_Butlers_04	0	Canon HFM52 Raynox HD6600Pro in water	Derived from CAL	1080	1920	0.0030000000	0.0030000000	-0.1039852826	0.1388196682	6.0246990260	-0.0005443661	0.0009967311	0.0000000000	0.0008140772	0.0009381784	0.0000000000	0.0008208681	325.9063551810	0.0000000000	0.0000000000	0.1284703366	7.0307270052	-0.2422991457	mm
DR_Butlers_04	1	Canon HFM52 Raynox HD6600Pro in water	Derived from CAL	1080	1920	0.0030000000	0.0030000000	-0.1382075938	0.0385995349	6.0299886410	0.0005381377	0.0005887818	0.0000000000	0.0003056645	0.0008883787	0.0000000000	0.0004711869	-325.9063551810	0.0000000000	0.0000000000	-0.1284703366	-7.9459764978	-1.9207765179	mm
DR_Butlers_05	0	Canon HFM52 Raynox HD6600Pro in water	Derived from CAL	1080	1920	0.0030000000	0.0030000000	-0.1382075938	0.0385995349	6.0299886410	0.0005381377	0.0005887818	0.0000000000	0.0003056645	0.0008883787	0.0000000000	0.0004711869	-325.9063551810	0.0000000000	0.0000000000	-0.1284703366	-7.9459764978	-1.9207765179	mm
DR_Butlers_05	1	Canon HFM52 Raynox HD6600Pro in water	Derived from CAL	1080	1920	0.0030000000	0.0030000000	-0.1039852826	0.1388196682	6.0246990260	-0.0005443661	0.0009967311	0.0000000000	0.0008140772	0.0009381784	0.0000000000	0.0008208681	325.9063551810	0.0000000000	0.0000000000	0.1284703366	7.0307270052	-0.2422991457	mm
