OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
S101_D1	17	S101_D1_L1.1.MP4	3652	S101_D1_R1.1.MP4	4255	2.03092	Timeseabed	0.90368	1622.2599	-1236.80605	-4128.76105	9.40713	7.17446	24.78274	0.69225	4605.22358	26.85384				NA	0			Vis		NA
S101_D2	1	S101_D2_L2.1.MP4	4139	S101_D2_R2.1.MP4	1598	2.30174	Timeseabed	0	-114.27316	-462.74231	-4523.25622	2.29152	3.69138	29.76914	11.78708	4548.3003	6.08658				NA	0			Vis		NA
S101_D3	2	S101_D3_L3.1.MP4	7969	S101_D3_R3.1.MP4	5307	4.43165	Timeseabed	1.74174	-380.64898	56.23197	-2934.94284	2.12744	1.49081	12.83463	0.35566	2960.0583	7.39619				NA	0			Vis		NA
S101_D4	1	S101_D4_L4.1.MP4	5266	S101_D4_R4.1.MP4	3597	2.92848	Timeseabed	0	1072.32551	0.64678	-3517.67041	5.61628	1.72808	18.44483	10.06997	3677.48386	16.96124				NA	0			Vis		NA
S102_D1	1	S102_D1_L1.1.MP4	4239	S102_D1_R1.1.MP4	3112	2.35736	Timeseabed	0	233.47883	-65.65878	-2466.46987	1.45269	1.21437	9.04679	1.99621	2478.36581	5.7845				NA	0			Vis		NA
S102_D4	2	S102_D4_L4.1.MP4	4710	S102_D4_R4.1.MP4	3266	2.61928	Timeseabedd	0.40596	-130.13254	-309.94222	-2717.62633	1.41286	1.69389	10.87751	0.1344	2738.33737	7.87178				NA	0			Vis		NA
S103_D1	9	S103_D1_L1.1.MP4	22618	S103_D1_R1.1.MP4	21661	12.57812	Timeseabed	5.55388	-1074.02413	-919.06643	-4720.46033	7.30522	6.16068	32.04819	2.48209	4927.57107	17.19392				NA	0			Vis		NA
S103_D2	49	S103_D2_L2.1.MP4	58295	S103_D2_R2.1.MP4	58449	32.4185	Timeseabed	22.11598	297.79586	-207.83769	-3975.57899	2.53133	2.24632	23.12691	0.69333	3992.13066	5.26151				NA	0			Vis		NA
S103_D3	11	S103_D3_L3.1.MP4	41956	S103_D3_R3.1.MP4	42254	23.3322	Timeseabed	21.94915	933.78581	-551.3574	-4821.55853	6.80387	4.20358	34.34561	0.55576	4942.00137	13.03621				NA	0			Vis		NA
S103_D4	43	S103_D4_L4.1.MP4	42330	S103_D4_R4.1.MP4	41085	23.54018	Timeseabed	21.48146	-1809.91287	-1160.97012	-4952.42235	12.22258	7.99024	34.39999	10.45339	5399.08542	23.76379				NA	0			Vis		NA
S104_D1	16	S104_D1_L1.1.MP4	28819	S104_D1_R1.1.MP4	26538	16.02657	Timeseabed	13.71426	-196.44139	63.54085	-2878.94732	1.60002	1.47633	12.13917	1.07221	2886.341	3.92118				NA	0			Vis		NA
S104_D2	9	S104_D2_L2.1.MP4	17845	S104_D2_R2.1.MP4	15693	9.9238	Timeseabed	7.56923	-45.71955	739.35131	-3216.28653	1.56786	3.77092	15.12824	0.79854	3300.48931	12.89684				NA	0			Vis		NA
S104_D3	1	S104_D3_L3.1.MP4	2794	S104_D3_R3.1.MP4	2890	1.55377	Timeseabed	0	1838.32538	192.42001	-4499.3536	11.7976	2.74269	29.67034	7.44856	4864.22126	22.26645				NA	0			Vis		NA
S104_D4	1	S104_D4_L4.1.MP4	5440	S104_D4_R4.1.MP4	4612	3.02524	Timeseabed	0	593.74991	496.93148	-5039.36639	4.89301	4.67462	37.07732	0.53317	5098.49914	8.40006				NA	0			Vis		NA
S10_D1	38	S10_D1_L1.1.MP4	52276	S10_D1_R1.1.MP4	51811	29.07126	Timeseabed	27.06593	-1102.49044	147.8554	-3211.29593	5.07335	1.74721	15.07637	1.85262	3398.49495	19.04826				NA	0			Vis		NA
S10_D2	55	S10_D2_L2.2.MP4	4368	S10_D2_R2.2.MP4	3853	37.58199	Timeseabed	30.25801	976.88719	918.75696	-2743.88136	3.90572	3.98711	11.03297	0.74639	3054.06415	25.60466				NA	0			Vis		NA
S10_D3	21	S10_D3_L3.1.MP4	32347	S10_D3_R3.1.MP4	31957	17.98853	Timeseabed	14.57345	1042.52915	-27.14056	-2144.567	3.19507	1.04587	6.84402	1.72702	2384.69522	25.97009				NA	0			Vis		NA
S10_D4	15	S10_D4_L4.1.MP4	5575	S10_D4_R4.1.MP4	5676	3.10032	Timeseabed	0.69625	1053.16044	838.84764	-4463.97067	7.00598	6.1319	29.30142	5.38058	4662.60082	16.45474				NA	0			Vis		NA
S11_D1	10	S11_D1_L1.1.MP4	9364	S11_D1_R1.1.MP4	9362	5.20742	Timeseabed	2.6026	-1412.76667	342.55902	-4931.24227	9.79137	3.78146	34.69773	0.88508	5141.05112	16.23944				NA	0			Vis		NA
S11_D2	2	S11_D2_L2.1.MP4	7583	S11_D2_R2.1.MP4	7535	4.21699	Timeseabed	2.51863	-18.87596	-567.69365	-4396.77117	2.13468	3.93035	28.65805	0.08843	4433.30905	8.11844				NA	0			Vis		NA
S11_D3	12	S11_D3_L3.1.MP4	3964	S11_D3_R3.1.MP4	3665	2.20442	Timeseabed	0.05283	-401.06759	725.84741	-4898.90767	3.59058	5.90961	34.60691	2.6868	4968.60202	9.14142				NA	0			Vis		NA
S11_D4	3	S11_D4_L4.1.MP4	15025	S11_D4_R4.1.MP4	14461	8.35557	Timeseabed	3.85774	228.56254	-584.80872	-3487.80828	2.03798	3.3635	17.9654	7.04152	3543.87481	10.40582				NA	0			Vis		NA
S12_D1	1	S12_D1_L1.1.MP4	2528	S12_D1_R1.1.MP4	2900	1.40585	Timeseabed	0	274.17067	1500.86601	-7874.80427	4.84061	18.48106	88.62255	10.62366	8021.24121	10.1897				NA	0			Vis		NA
S12_D2	5	S12_D2_L2.1.MP4	19710	S12_D2_R2.1.MP4	19754	10.96095	Timeseabed	8.1854	-4481.67488	1918.95441	-10849.79536	66.03952	29.41093	163.23746	11.12418	11894.78268	24.1511				NA	0			Vis		NA
S12_D3	1	S12_D3_L3.1.MP4	3818	S12_D3_R3.1.MP4	3843	2.12323	Timeseabed	0	2474.57692	-365.03808	-6041.18756	21.25007	3.86985	53.24703	1.93494	6538.55725	22.61438				NA	0			Vis		NA
S12_D4	1	S12_D4_L4.1.MP4	1895	S12_D4_R4.1.MP4	2037	1.05383	Timeseabed	0	-1657.27754	-269.3331	-6689.8537	15.62667	3.7861	63.7064	12.73274	6897.33656	14.18496				NA	0			Vis		NA
S13_D1	0	S13_D1_L1.1.MP4	2947	S13_D1_R1.1.MP4	3527	1.63886	Timeseabed	0	-3.36129	-102.78481	-632.80074	0.33827	0.33563	0.64528	0.97409	641.10279	9.76759				NA	0			Diode		NA
S13_D1	2	S13_D1_L1.1.MP4	4249	S13_D1_R1.1.MP4	4829	2.36292	Timeseabed	0.72406	1293.67044	1700.03641	-6065.04762	11.50137	15.702	53.52365	0.62261	6430.28069	18.97896				NA	0			Vis		NA
S13_D2	8	S13_D2_L2.1.MP4	11546	S13_D2_R2.1.MP4	11863	6.42086	Timeseabed	4.48448	-10.19276	1087.64533	-3178.59195	1.54051	5.46606	14.89553	0.95788	3359.54209	18.13295				NA	0			Vis		NA
S13_D3	1	S13_D3_L3.1.MP4	4880	S13_D3_R3.1.MP4	6930	2.71382	Timeseabed	0.28918	485.67237	-676.14734	-8814.32816	7.34678	9.32291	111.79072	15.3687	8853.55486	5.48937				NA	0			Vis		NA
S13_D4	2	S13_D4_L4.1.MP4	4453	S13_D4_R4.1.MP4	4399	2.47636	Timeseabed	0.12791	-1069.03665	872.92979	-3117.0331	4.62353	4.26381	13.71089	0.83204	3408.92081	23.31748				NA	0			Vis		NA
S18_D1	1	S18_D1_L1.1.MP4	4368	S18_D1_R1.1.MP4	4441	2.42909	Timeseabed	0	2274.32758	-1412.09535	-8368.07433	27.10275	16.10622	101.26365	6.61398	8785.85495	18.16826				NA	0			Vis		NA
S18_D2	1	S18_D2_L2.1.MP4	3450	S18_D2_R2.1.MP4	3444	1.91858	Timeseabed	0	3833.23432	1333.20915	-8243.01617	43.44956	15.97856	96.06878	24.35102	9187.95121	26.18943				NA	0			Vis		NA
S18_D3	1	S18_D3_L3.1.MP4	2381	S18_D3_R3.1.MP4	2193	1.3241	Timeseabed	0	-1788.11593	-1222.59792	-7837.88996	20.38632	13.34271	89.99844	4.03002	8131.70482	15.88866				NA	0			Vis		NA
S18_D4	1	S18_D4_L4.1.MP4	4792	S18_D4_R4.1.MP4	4805	2.66488	Timeseabed	0.45657	-749.77025	606.49411	-7917.6011	9.10066	8.6112	89.82484	8.56223	7976.1142	6.61971				NA	0			Vis		NA
