Campaign.ID,Sample,Latitude,Longitude,Date,Time,Site,Location,Status,Depth,Successful.count,Successful.length,Max.distance,Observer.count,Observer.length,Zone,Observer
2022_JBMP_StereoBRUVs,S11_D1,-35.0873,150.8162,20220526,13:29:00,11,Point.Perpendicular.South,No-take,35,Yes,Yes,,Josh Moloney,Josh Moloney,SZ,Josh Moloney
2022_JBMP_StereoBRUVs,S11_D2,-35.0882,150.8141,20220526,13:22:00,11,Point.Perpendicular.South,No-take,30.4,Yes,Yes,,Josh Moloney,Josh Moloney,SZ,Josh Moloney
2022_JBMP_StereoBRUVs,S11_D3,-35.0899,150.8123,20220526,13:16:00,11,Point.Perpendicular.South,No-take,30,Yes,Yes,,Josh Moloney,Josh Moloney,SZ,Josh Moloney
2022_JBMP_StereoBRUVs,S11_D4,-35.0911,150.8125,20220526,13:10:00,11,Point.Perpendicular.South,No-take,42,Yes,Yes,,Josh Moloney,Josh Moloney,SZ,Josh Moloney
2022_JBMP_StereoBRUVs,S12_D1,-35.12834,150.76566,20220629,13:08:00,12,Governor.Head,Fished,22.1,Yes,Yes,8021.241,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S12_D2,-35.12639,150.76653,20220629,13:04:00,12,Governor.Head,Fished,20.6,Yes,Yes,11894.783,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S12_D3,-35.13149,150.76468,20220629,12:59:00,12,Governor.Head,Fished,23.3,Yes,Yes,6538.557,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S12_D4,-35.13409,150.76578,20220629,12:54:00,12,Governor.Head,Fished,24.4,Yes,Yes,6897.337,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S13_D1,-35.14438,150.76408,20220629,12:07:00,13,Ruined.Lighthouse,Fished,25.8,Yes,Yes,6430.281,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S13_D2,-35.14674,150.76464,20220629,12:03:00,13,Ruined.Lighthouse,Fished,23.3,Yes,Yes,3359.542,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S13_D3,-35.15108,150.76432,20220629,11:56:00,13,Ruined.Lighthouse,Fished,23.6,Yes,Yes,8853.555,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S13_D4,-35.1537,150.76338,20220629,11:49:00,13,Ruined.Lighthouse,Fished,21.2,Yes,Yes,3408.921,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S18_D1,-35.18316,150.7141,20220629,10:33:00,18,Godzilla.Cove,No-take,15.5,Yes,Yes,8785.855,Jason Delamont,Jason Delamont,SZ,Jason Delamont
2022_JBMP_StereoBRUVs,S18_D2,-35.18468,150.71273,20220629,10:27:00,18,Godzilla.Cove,No-take,17.5,Yes,Yes,9187.951,Jason Delamont,Jason Delamont,SZ,Jason Delamont
2022_JBMP_StereoBRUVs,S18_D3,-35.18675,150.71151,20220629,10:23:00,18,Godzilla.Cove,No-take,21.9,Yes,Yes,8131.705,Jason Delamont,Jason Delamont,SZ,Jason Delamont
2022_JBMP_StereoBRUVs,S18_D4,-35.18915,150.71207,20220629,10:19:00,18,Godzilla.Cove,No-take,27.5,Yes,Yes,7976.114,Jason Delamont,Jason Delamont,SZ,Jason Delamont
2022_JBMP_StereoBRUVs,S19_D1,-35.19353,150.70683,20220629,9:33:00,19,St.Georges.Head,No-take,28.5,Yes,Yes,11655.116,Jason Delamont,Jason Delamont,SZ,Jason Delamont
2022_JBMP_StereoBRUVs,S19_D2,-35.19408,150.7046,20220629,9:27:00,19,St.Georges.Head,No-take,26.6,Yes,Yes,6295.279,Jason Delamont,Jason Delamont,SZ,Jason Delamont
2022_JBMP_StereoBRUVs,S19_D3,-35.19566,150.70365,20220629,9:21:00,19,St.Georges.Head,No-take,29.3,Yes,Yes,6741.117,Jason Delamont,Jason Delamont,SZ,Jason Delamont
2022_JBMP_StereoBRUVs,S19_D4,-35.19657,150.70176,20220629,9:16:00,19,St.Georges.Head,No-take,22.3,Yes,Yes,9865.495,Jason Delamont,Jason Delamont,SZ,Jason Delamont
2022_JBMP_StereoBRUVs,S201_D1,-35.3018,150.4992,20220621,13:09:00,201,Ulladulla.North.Bannisters,Fished,24,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S201_D2,-35.3038,150.4984,20220621,13:14:00,201,Ulladulla.North.Bannisters,Fished,23.1,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S201_D3,-35.3066,150.4979,20220621,13:19:00,201,Ulladulla.North.Bannisters,Fished,20.7,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S201_D4,-35.3106,150.4968,20220621,13:24:00,201,Ulladulla.North.Bannisters,Fished,27.5,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S201_D5,-35.3086,150.495,20220621,13:28:00,201,Ulladulla.North.Bannisters,Fished,19,Yes,No,,Josh Moloney,,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S202_D1,-35.3544,150.4956,20220621,9:10:00,202,Ulladulla.Harbour,Fished,27.9,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S202_D2,-35.3533,150.496,20220621,9:29:00,202,Ulladulla.Harbour,Fished,29,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S202_D3,-35.3545,150.493,20220621,9:34:00,202,Ulladulla.Harbour,Fished,20,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S202_D4,-35.352,150.4933,20220621,9:41:00,202,Ulladulla.Harbour,Fished,25,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S203_D1,-35.3711,150.4958,20220621,11:41:00,203,Ulladulla.Light.House,Fished,29.6,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S203_D2,-35.3722,150.4947,20220621,11:44:00,203,Ulladulla.Light.House,Fished,30,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S203_D3,-35.3722,150.4918,20220621,11:50:00,203,Ulladulla.Light.House,Fished,20.2,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S203_D4,-35.3665,150.4942,20220621,12:02:00,203,Ulladulla.Light.House,Fished,17.5,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S203_D5,-35.3718,150.4944,20220621,11:55:00,203,Ulladulla.Light.House,Fished,27.7,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S204_D1,-35.3942,150.4752,20220621,10:35:00,204,Ulladulla.South..Racecourse.Beach.,Fished,20.8,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S204_D2,-35.3953,150.4752,20220621,10:40:00,204,Ulladulla.South..Racecourse.Beach.,Fished,29.1,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S204_D3,-35.3947,150.4729,20220621,10:46:00,204,Ulladulla.South..Racecourse.Beach.,Fished,23.1,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S204_D4,-35.3946,150.4768,20220621,10:50:00,204,Ulladulla.South..Racecourse.Beach.,Fished,28.1,Yes,Yes,,Josh Moloney,Josh Moloney,OUTSIDE,Josh Moloney
2022_JBMP_StereoBRUVs,S6_D1,-35.0107,150.8514,20220818,11:32:00,6,Beecroft.Head,Fished,26.9,Yes,Yes,,Josh Moloney,Josh Moloney,HPZ,Josh Moloney
2022_JBMP_StereoBRUVs,S6_D2,-35.0171,150.8502,20220818,10:59:00,6,Beecroft.Head,Fished,34.3,Yes,Yes,,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S6_D3,-35.015,150.8513,20220818,11:19:00,6,Beecroft.Head,Fished,31.5,Yes,Yes,,Josh Moloney,Josh Moloney,HPZ,Josh Moloney
2022_JBMP_StereoBRUVs,S6_D4,-35.0123,150.8526,20220818,11:27:00,6,Beecroft.Head,Fished,31.6,Yes,Yes,,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S6_D5,-35.0198,150.8455,20220818,13:53:00,6,Beecroft.Head,Fished,21.6,Yes,Yes,,Adrian Ferguson,Adrian Ferguson,HPZ,Adrian Ferguson
2022_JBMP_StereoBRUVs,S6_D6,-35.018,150.8467,20220818,13:56:00,6,Beecroft.Head,Fished,17.4,Yes,Yes,,Adrian Ferguson,Adrian Ferguson,HPZ,Adrian Ferguson
2022_JBMP_StereoBRUVs,S7_D1,-35.029,150.8409,20220818,12:43:00,7,Snake.Inlet,Fished,22.4,Yes,Yes,,Josh Moloney,Josh Moloney,HPZ,Josh Moloney
2022_JBMP_StereoBRUVs,S7_D2,-35.0278,150.8429,20220818,12:48:00,7,Snake.Inlet,Fished,30.7,Yes,Yes,,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S7_D3,-35.026,150.8438,20220818,12:52:00,7,Snake.Inlet,Fished,29.8,Yes,Yes,,Josh Moloney,Josh Moloney,HPZ,Josh Moloney
2022_JBMP_StereoBRUVs,S7_D4,-35.0241,150.8444,20220818,12:56:00,7,Snake.Inlet,Fished,32.2,Yes,Yes,,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S7_D5,-35.033,150.838,20220818,13:43:00,7,Snake.Inlet,Fished,22.1,Yes,Yes,,Jason Delamont,Jason Delamont,HPZ,Jason Delamont
2022_JBMP_StereoBRUVs,S7_D6,-35.0314,150.8395,20220818,13:47:00,7,Snake.Inlet,Fished,23.4,Yes,Yes,,Josh Moloney ,Josh Moloney,HPZ,Josh Moloney 
2022_JBMP_StereoBRUVs,S8_D1,-35.0623,150.8402,20220526,10:22:00,8,Lamond.Head,Fished,20,Yes,Yes,,Josh Moloney,Josh Moloney,HPZ,Josh Moloney
2022_JBMP_StereoBRUVs,S8_D2,-35.06,150.8421,20220526,10:14:00,8,Lamond.Head,Fished,30,Yes,Yes,,Josh Moloney,Josh Moloney,HPZ,Josh Moloney
2022_JBMP_StereoBRUVs,S8_D3,-35.0573,150.8426,20220526,10:06:00,8,Lamond.Head,Fished,27,Yes,Yes,,Josh Moloney,Josh Moloney,HPZ,Josh Moloney
2022_JBMP_StereoBRUVs,S8_D4,-35.055,150.8429,20220526,9:56:00,8,Lamond.Head,Fished,25.9,Yes,Yes,,Josh Moloney,Josh Moloney,HPZ,Josh Moloney
2022_JBMP_StereoBRUVs,S9_D1,-35.072,150.8342,20220526,14:29:00,9,Smugglers.Cove,Fished,28,Yes,Yes,,Josh Moloney,Josh Moloney,HPZ,Josh Moloney
2022_JBMP_StereoBRUVs,S9_D2,-35.0711,150.835,20220526,14:35:00,9,Smugglers.Cove,Fished,29,Yes,No,,Josh Moloney,,HPZ,Josh Moloney
2022_JBMP_StereoBRUVs,S9_D3,-35.07,150.8366,20220526,14:42:00,9,Smugglers.Cove,Fished,32,Yes,Yes,,Josh Moloney,Josh Moloney,HPZ,Josh Moloney
2022_JBMP_StereoBRUVs,S9_D4,-35.0686,150.8368,20220526,14:49:00,9,Smugglers.Cove,Fished,32,Yes,Yes,,Josh Moloney,Josh Moloney,HPZ,Josh Moloney
