"Campaign.ID","Sample","Latitude","Longitude","Date","Time","Status","Depth","Successful.count","Successful.length","max.distance","Observer.count","Observer.length","Zone","Observer","Site","Location"
"2022_GSR_StereoBRUVs","S43_D3",-33.4498,151.46625,20221212,"16:12:00","Fished",37,"Yes","Yes",NA,"Josh Moloney","Josh Moloney","OUTSIDE","Josh Moloney","S43","Terrigal"
"2022_GSR_StereoBRUVs","S45_D1",-33.35674,151.52363,20221213,"9:03:00","Fished",22,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S45","The Entrance"
"2022_GSR_StereoBRUVs","S45_D2",-33.35527,151.51902,20221213,"9:11:00","Fished",17.2,"Yes","Yes",NA,"Josh Moloney","Josh Moloney","OUTSIDE","Josh Moloney","S45","The Entrance"
"2022_GSR_StereoBRUVs","S45_D3",-33.3583,151.51871,20221213,"9:15:00","Fished",18.9,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S45","The Entrance"
"2022_GSR_StereoBRUVs","S44_D1",-33.36023,151.54368,20221213,"9:25:00","Fished",19.2,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S44","The Entrance"
"2022_GSR_StereoBRUVs","S44_D2",-33.35753,151.5426,20221213,"9:35:00","Fished",17.8,"Yes","Yes",NA,"Josh Moloney","Josh Moloney","OUTSIDE","Josh Moloney","S44","The Entrance"
"2022_GSR_StereoBRUVs","S44_D3",-33.35497,151.54152,20221213,"9:41:00","Fished",23.8,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S44","The Entrance"
"2022_GSR_StereoBRUVs","S46_D1",-33.31906,151.57557,20221213,"10:37:00","Fished",24.8,"Yes","Yes",NA,"Josh Moloney","Josh Moloney","OUTSIDE","Josh Moloney","S46","Norah Hd"
"2022_GSR_StereoBRUVs","S46_D2",-33.31432,151.5799,20221213,"10:43:00","Fished",23.6,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S46","Norah Hd"
"2022_GSR_StereoBRUVs","S46_D3",-33.31074,151.57902,20221213,"10:48:00","Fished",23.7,"Yes","Yes",NA,"Josh Moloney","Josh Moloney","OUTSIDE","Josh Moloney","S46","Norah Hd"
"2022_GSR_StereoBRUVs","S47_D1",-33.2892,151.59784,20221213,"10:58:00","Fished",32.5,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S47","Norah Hd"
"2022_GSR_StereoBRUVs","S47_D2",-33.28407,151.59797,20221213,"11:04:00","Fished",31.7,"Yes","Yes",NA,"Josh Moloney","Josh Moloney","OUTSIDE","Josh Moloney","S47","Norah Hd"
"2022_GSR_StereoBRUVs","S47_D3",-33.27901,151.59957,20221213,"11:10:00","Fished",37.3,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S47","Norah Hd"
"2022_GSR_StereoBRUVs","S48_D1",-33.23535,151.60777,20221213,"12:19:00","Fished",27.1,"Yes","Yes",NA,"Josh Moloney","Josh Moloney","OUTSIDE","Josh Moloney","S48","Bird Island"
"2022_GSR_StereoBRUVs","S48_D2",-33.23322,151.60517,20221213,"12:24:00","Fished",22.5,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S48","Bird Island"
"2022_GSR_StereoBRUVs","S48_D3",-33.23203,151.60992,20221213,"12:30:00","Fished",24.8,"Yes","Yes",NA,"Josh Moloney","Josh Moloney","OUTSIDE","Josh Moloney","S48","Bird Island"
"2022_GSR_StereoBRUVs","S49_D1",-33.21996,151.61481,20221213,"12:36:00","Fished",28.7,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S49","Bird Island"
"2022_GSR_StereoBRUVs","S49_D2",-33.21531,151.61394,20221213,"12:41:00","Fished",21.1,"Yes","Yes",NA,"Josh Moloney","Josh Moloney","OUTSIDE","Josh Moloney","S49","Bird Island"
"2022_GSR_StereoBRUVs","S49_D3",-33.21383,151.61755,20221213,"12:46:00","Fished",25.9,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S49","Bird Island"
"2022_GSR_StereoBRUVs","S50_D1",-33.13316,151.66206,20221213,"13:58:00","Fished",27.1,"Yes","Yes",NA,"Josh Moloney","Josh Moloney","OUTSIDE","Josh Moloney","S50","Swansea"
"2022_GSR_StereoBRUVs","S50_D2",-33.13241,151.65761,20221213,"14:03:00","Fished",25.9,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S50","Swansea"
"2022_GSR_StereoBRUVs","S50_D3",-33.13233,151.65395,20221213,"14:07:00","Fished",21.7,"Yes","Yes",NA,"Josh Moloney","Josh Moloney","OUTSIDE","Josh Moloney","S50","Swansea"
"2022_GSR_StereoBRUVs","S51_D1",-33.0958,151.67458,20221213,"14:28:00","Fished",26.7,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S51","Swansea"
"2022_GSR_StereoBRUVs","S51_D2",-33.09276,151.67464,20221213,"14:33:00","Fished",24.5,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S51","Swansea"
"2022_GSR_StereoBRUVs","S51_D3",-33.08937,151.67682,20221213,"14:40:00","Fished",22.5,"Yes","Yes",NA,"Georgia Hall","Georgia Hall","OUTSIDE","Georgia Hall","S51","Swansea"
