OpCode	Camera	MovieSeqIndex	StartTimeOffset	Format	Filename	Frames	Rate
S10_D2	0	0	0.00000	0	S10_D2_L1.1.MP4	63212	29.97003
S10_D2	0	0	0.00000	0	S10_D2_L1.2.MP4	17342	29.97003
S10_D2	1	0	0.00000	0	S10_D2_R1.1.MP4	63212	29.97003
S10_D2	1	0	0.00000	0	S10_D2_R1.2.MP4	18167	29.97003
S10_D3	0	0	0.00000	0	S10_D3_L1.1.MP4	63212	29.97003
S10_D3	0	0	0.00000	0	S10_D3_L1.2.MP4	13202	29.97003
S10_D3	1	0	0.00000	0	S10_D3_R1.1.MP4	63212	29.97003
S10_D3	1	0	0.00000	0	S10_D3_R1.2.MP4	13667	29.97003
S10_D4	0	0	0.00000	0	S10_D4_L1.1.MP4	63212	29.97003
S10_D4	0	0	0.00000	0	S10_D4_L1.2.MP4	22382	29.97003
S10_D4	1	0	0.00000	0	S10_D4_R1.1.MP4	63212	29.97003
S10_D4	1	0	0.00000	0	S10_D4_R1.2.MP4	23072	29.97003
S10_D5	0	0	0.00000	0	S10_D5_L1.1.MP4	63212	29.97003
S10_D5	0	0	0.00000	0	S10_D5_L1.2.MP4	27437	29.97003
S10_D5	1	0	0.00000	0	S10_D5_R.1.MP4	63212	29.97003
S10_D5	1	0	0.00000	0	S10_D5_R.2.MP4	27167	29.97003
S11_D1	0	0	0.00000	0	S11_D1_L1.1.MP4	63212	29.97003
S11_D1	0	0	0.00000	0	S11_D1_L1.2.MP4	48257	29.97003
S11_D1	1	0	0.00000	0	S11_D1_R1.1.MP4	63212	29.97003
S11_D1	1	0	0.00000	0	S11_D1_R1.2.MP4	50057	29.97003
S11_D2	0	0	0.00000	0	S11_D2_L2.1.MP4	63212	29.97003
S11_D2	0	0	0.00000	0	S11_D2_L2.2.MP4	43202	29.97003
S11_D2	1	0	0.00000	0	S11_D2_R2.1.MP4	63212	29.97003
S11_D2	1	0	0.00000	0	S11_D2_R2.2.MP4	44042	29.97003
S11_D3	0	0	0.00000	0	S11_D3_L3.1.MP4	63212	29.97003
S11_D3	0	0	0.00000	0	S11_D3_L3.2.MP4	42047	29.97003
S11_D3	1	0	0.00000	0	S11_D3_R3.1.MP4	63212	29.97003
S11_D3	1	0	0.00000	0	S11_D3_R3.2.MP4	41912	29.97003
S12_D1	0	0	0.00000	0	S12_D1_L1.1.MP4	63212	29.97003
S12_D1	0	0	0.00000	0	S12_D1_L1.2.MP4	36242	29.97003
S12_D1	1	0	0.00000	0	S12_D1_R1.1.MP4	63212	29.97003
S12_D1	1	0	0.00000	0	S12_D1_R1.2.MP4	36737	29.97003
S12_D2	0	0	0.00000	0	S12_D2_L2.1.MP4	63212	29.97003
S12_D2	0	0	0.00000	0	S12_D2_L2.2.MP4	42212	29.97003
S12_D2	1	0	0.00000	0	S12_D2_R2.1.MP4	63212	29.97003
S12_D2	1	0	0.00000	0	S12_D2_R2.2.MP4	42632	29.97003
S12_D3	0	0	0.00000	0	S12_D3_L3.1.MP4	63212	29.97003
S12_D3	1	0	0.00000	0	S12_D3_R3.1.MP4	63212	29.97003
S12_D3	1	0	0.00000	0	S12_D3_R3.2.MP4	45767	29.97003
S13_D1	0	0	0.00000	0	S13_D1_L1.1.MP4	63212	29.97003
S13_D1	0	0	0.00000	0	S13_D1_L1.2.MP4	22937	29.97003
S13_D1	1	0	0.00000	0	S13_D1_R1.1.MP4	63212	29.97003
S13_D1	1	0	0.00000	0	S13_D1_R1.2.MP4	23132	29.97003
S13_D2	0	0	0.00000	0	S13_D2_L2.1.MP4	63212	29.97003
S13_D2	0	0	0.00000	0	S13_D2_L2.2.MP4	54107	29.97003
S13_D2	1	0	0.00000	0	S13_D2_R2.1.MP4	63212	29.97003
S13_D2	1	0	0.00000	0	S13_D2_R2.2.MP4	54407	29.97003
S13_D3	0	0	0.00000	0	S13_D3_L3.1.MP4	63212	29.97003
S13_D3	0	0	0.00000	0	S13_D3_L3.2.MP4	63212	29.97003
S13_D3	0	0	0.00000	0	S13_D3_L3.3.MP4	13022	29.97003
S13_D3	1	0	0.00000	0	S13_D3_R3.1.MP4	63212	29.97003
S13_D3	1	0	0.00000	0	S13_D3_R3.2.MP4	63212	29.97003
S13_D3	1	0	0.00000	0	S13_D3_R3.3.MP4	13187	29.97003
S14_D1	0	0	0.00000	0	S14_D1_L1.1.MP4	63212	29.97003
S14_D1	0	0	0.00000	0	S14_D1_L1.2.MP4	63212	29.97003
S14_D1	0	0	0.00000	0	S14_D1_L1.3.MP4	61457	29.97003
S14_D1	1	0	0.00000	0	S14_D1_R1.1.MP4	63212	29.97003
S14_D1	1	0	0.00000	0	S14_D1_R1.2.MP4	63212	29.97003
S14_D1	1	0	0.00000	0	S14_D1_R1.3.MP4	60932	29.97003
S14_D2	0	0	0.00000	0	S14_D2_L2.1.MP4	63212	29.97003
S14_D2	0	0	0.00000	0	S14_D2_L2.2.MP4	63212	29.97003
S14_D2	1	0	0.00000	0	S14_D2_R2.1.MP4	63212	29.97003
S14_D2	1	0	0.00000	0	S14_D2_R2.2.MP4	63212	29.97003
S14_D3	0	0	0.00000	0	S14_D3_L3.1.MP4	63212	29.97003
S14_D3	0	0	0.00000	0	S14_D3_L3.2.MP4	63212	29.97003
S14_D3	0	0	0.00000	0	S14_D3_L3.3.MP4	63212	29.97003
S14_D3	1	0	0.00000	0	S14_D3_R3.1.MP4	63212	29.97003
S14_D3	1	0	0.00000	0	S14_D3_R3.2.MP4	63212	29.97003
S14_D3	1	0	0.00000	0	S14_D3_R3.3.MP4	63212	29.97003
S15_D1	0	0	0.00000	0	S15_D1_L1.MP4	63212	29.97003
S15_D1	0	0	0.00000	0	S15_D1_L2.MP4	40292	29.97003
S15_D1	1	0	0.00000	0	S15_D1_R1.MP4	63212	29.97003
S15_D1	1	0	0.00000	0	S15_D1_R2.MP4	41027	29.97003
S15_D2_Repeat	0	0	0.00000	0	S15_D2_Repeat_L2.1.MP4	63212	29.97003
S15_D2_Repeat	0	0	0.00000	0	S15_D2_Repeat_L2.2.MP4	35447	29.97003
S15_D2_Repeat	1	0	0.00000	0	S15_D2_Repeat_R2.1.MP4	63212	29.97003
S15_D2_Repeat	1	0	0.00000	0	S15_D2_Repeat_R2.2.MP4	34562	29.97003
S15_D3	0	0	0.00000	0	S15_D3_L1.MP4	63212	29.97003
S15_D3	0	0	0.00000	0	S15_D3_L2.MP4	33347	29.97003
S15_D3	1	0	0.00000	0	S15_D3_R1.MP4	63212	29.97003
S15_D3	1	0	0.00000	0	S15_D3_R2.MP4	32267	29.97003
S16_D1	0	0	0.00000	0	S16_D1_L1.MP4	63212	29.97003
S16_D1	0	0	0.00000	0	S16_D1_L2.MP4	50207	29.97003
S16_D1	1	0	0.00000	0	S16_D1_R1.MP4	63212	29.97003
S16_D1	1	0	0.00000	0	S16_D1_R2.MP4	50282	29.97003
S16_D2	0	0	0.00000	0	S16_D2_L1.MP4	63212	29.97003
S16_D2	0	0	0.00000	0	S16_D2_L2.MP4	32492	29.97003
S16_D2	1	0	0.00000	0	S16_D2_R1.MP4	63212	29.97003
S16_D2	1	0	0.00000	0	S16_D3_L2.MP4	33572	29.97003
S16_D3	0	0	0.00000	0	S16_D3_L1.MP4	63212	29.97003
S16_D3	0	0	0.00000	0	S16_D3_L2.MP4	33572	29.97003
S16_D3	1	0	0.00000	0	S16_D3_R1.MP4	63212	29.97003
S16_D3	1	0	0.00000	0	S16_D3_R2.MP4	32912	29.97003
S17_D1	0	0	0.00000	0	S17_D1_L1.1.MP4	63212	29.97003
S17_D1	0	0	0.00000	0	S17_D1_L1.2.MP4	58832	29.97003
S17_D1	1	0	0.00000	0	S17_D1_R1.1.MP4	63212	29.97003
S17_D1	1	0	0.00000	0	S17_D1_R1.2.MP4	57797	29.97003
S17_D2	0	0	0.00000	0	S17_D2_L2.1.MP4	63212	29.97003
S17_D2	0	0	0.00000	0	S17_D2_L2.2.MP4	34187	29.97003
S17_D2	1	0	0.00000	0	S17_D2_R2.1.MP4	63212	29.97003
S17_D2	1	0	0.00000	0	S17_D2_R2.2.MP4	34247	29.97003
S17_D3	0	0	0.00000	0	S17_D3_L3.1.MP4	63212	29.97003
S17_D3	1	0	0.00000	0	S17_D3_R3.1.MP4	63212	29.97003
S17_D3	1	0	0.00000	0	S17_D3_R3.2.MP4	13862	29.97003
S18_D1	0	0	0.00000	0	S18_D1_L1.1.MP4	63212	29.97003
S18_D1	0	0	0.00000	0	S18_D1_L1.2.MP4	41807	29.97003
S18_D1	1	0	0.00000	0	S18_D1_R1.1.MP4	63212	29.97003
S18_D1	1	0	0.00000	0	S18_D1_R1.2.MP4	40502	29.97003
S18_D2	0	0	0.00000	0	S18_D2_L1.1.MP4	63212	29.97003
S18_D2	0	0	0.00000	0	S18_D2_L1.2.MP4	6632	29.97003
S18_D2	1	0	0.00000	0	S18_D2_R2.1.MP4	63212	29.97003
S18_D2	1	0	0.00000	0	S18_D2_R2.2.MP4	7127	29.97003
S18_D3	0	0	0.00000	0	S18_D3_L1.1.MP4	63212	29.97003
S18_D3	0	0	0.00000	0	S18_D3_L1.2.MP4	22277	29.97003
S18_D3	1	0	0.00000	0	S18_D3_R3.1.MP4	63212	29.97003
S18_D3	1	0	0.00000	0	S18_D3_R3.2.MP4	22127	29.97003
S19_D1_Repeat	0	0	0.00000	0	S19_D1_Repeat_L1.1.MP4	63212	29.97003
S19_D1_Repeat	0	0	0.00000	0	S19_D1_Repeat_L1.2.MP4	19967	29.97003
S19_D1_Repeat	1	0	0.00000	0	S19_D1_Repeat_R1.1.MP4	63212	29.97003
S19_D1_Repeat	1	0	0.00000	0	S19_D1_Repeat_R1.2.MP4	20867	29.97003
S19_D2	0	0	0.00000	0	S19_D2_L2.1.MP4	63212	29.97003
S19_D2	0	0	0.00000	0	S19_D2_L2.2.MP4	15722	29.97003
S19_D2	1	0	0.00000	0	S19_D2_R2.1.MP4	63212	29.97003
S19_D2	1	0	0.00000	0	S19_D2_R2.2.MP4	16337	29.97003
S19_D3_Repeat	0	0	0.00000	0	S19_D3_Repeat_L3.1.MP4	63212	29.97003
S19_D3_Repeat	0	0	0.00000	0	S19_D3_Repeat_L3.2.MP4	27707	29.97003
S19_D3_Repeat	1	0	0.00000	0	S19_D3_Repeat_R3.1.MP4	63212	29.97003
S19_D3_Repeat	1	0	0.00000	0	S19_D3_Repeat_R3.2.MP4	28217	29.97003
S1_D1	0	0	0.00000	0	S1_D1_L1.1.MP4	63212	29.97003
S1_D1	0	0	0.00000	0	S1_D1_L1.2.MP4	63212	29.97003
S1_D1	1	0	0.00000	0	S1_D1_R1.1.MP4	63212	29.97003
S1_D1	1	0	0.00000	0	S1_D1_R1.2.MP4	63212	29.97003
S1_D2	0	0	0.00000	0	S1_D2_L2.1.MP4	63212	29.97003
S1_D2	0	0	0.00000	0	S1_D2_L2.2.MP4	63212	29.97003
S1_D2	1	0	0.00000	0	S1_D2_R2.1.MP4	63212	29.97003
S1_D2	1	0	0.00000	0	S1_D2_R2.2.MP4	63212	29.97003
S1_D3	0	0	0.00000	0	S1_D3_L3.1.MP4	63212	29.97003
S1_D3	0	0	0.00000	0	S1_D3_L3.2.MP4	63212	29.97003
S1_D3	1	0	0.00000	0	S1_D3_R3.1.MP4	63212	29.97003
S1_D3	1	0	0.00000	0	S1_D3_R3.2.MP4	63212	29.97003
S20_D1	0	0	0.00000	0	S20_D1_L1.1.MP4	63212	29.97003
S20_D1	0	0	0.00000	0	S20_D1_L1.2.MP4	9677	29.97003
S20_D1	1	0	0.00000	0	S20_D1_R1.1.MP4	63212	29.97003
S20_D1	1	0	0.00000	0	S20_D1_R1.2.MP4	10472	29.97003
S20_D2	0	0	0.00000	0	S20_D2_L2.1.MP4	63212	29.97003
S20_D2	0	0	0.00000	0	S20_D2_L2.2.MP4	9707	29.97003
S20_D2	1	0	0.00000	0	S20_D2_R2.1.MP4	63212	29.97003
S20_D2	1	0	0.00000	0	S20_D2_R2.2.MP4	10502	29.97003
S20_D3_Repeat	0	0	0.00000	0	S20_D3_Repeat_L3.1.MP4	63212	29.97003
S20_D3_Repeat	0	0	0.00000	0	S20_D3_Repeat_L3.2.MP4	34787	29.97003
S20_D3_Repeat	1	0	0.00000	0	S20_D3_Repeat_R3.1.MP4	63212	29.97003
S20_D3_Repeat	1	0	0.00000	0	S20_D3_Repeat_R3.2.MP4	37547	29.97003
S21_D1	0	0	0.00000	0	S21_D1_L1.1.MP4	63212	29.97003
S21_D1	0	0	0.00000	0	S21_D1_L1.2.MP4	10487	29.97003
S21_D1	1	0	0.00000	0	S21_D1_R1.1.MP4	63212	29.97003
S21_D1	1	0	0.00000	0	S21_D1_R1.2.MP4	10022	29.97003
S21_D2	0	0	0.00000	0	S21_D2_L2.1.MP4	63212	29.97003
S21_D2	0	0	0.00000	0	S21_D2_L2.2.MP4	13862	29.97003
S21_D2	1	0	0.00000	0	S21_D2_R2.1.MP4	63212	29.97003
S21_D2	1	0	0.00000	0	S21_D2_R2.2.MP4	13697	29.97003
S21_D3	0	0	0.00000	0	S21_D3_L3.1.MP4	63212	29.97003
S21_D3	0	0	0.00000	0	S21_D3_L3.2.MP4	17717	29.97003
S21_D3	1	0	0.00000	0	S21_D3_R3.1.MP4	63212	29.97003
S21_D3	1	0	0.00000	0	S21_D3_R3.2.MP4	18182	29.97003
S22_D1	0	0	0.00000	0	S22_D1_L1.1.MP4	63212	29.97003
S22_D1	0	0	0.00000	0	S22_D1_L1.2.MP4	19142	29.97003
S22_D1	1	0	0.00000	0	S22_D1_R1.1.MP4	63212	29.97003
S22_D1	1	0	0.00000	0	S22_D1_R1.2.MP4	19502	29.97003
S22_D2	0	0	0.00000	0	S22_D2_L2.1.MP4	63212	29.97003
S22_D2	0	0	0.00000	0	S22_D2_L2.2.MP4	20792	29.97003
S22_D2	1	0	0.00000	0	S22_D2_R2.1.MP4	63212	29.97003
S22_D2	1	0	0.00000	0	S22_D2_R2.2.MP4	20837	29.97003
S22_D3	0	0	0.00000	0	S22_D3_L3.1.MP4	63212	29.97003
S22_D3	0	0	0.00000	0	S22_D3_L3.2.MP4	21977	29.97003
S22_D3	1	0	0.00000	0	S22_D3_R3.1.MP4	63212	29.97003
S22_D3	1	0	0.00000	0	S22_D3_R3.2.MP4	21767	29.97003
S23_D1	0	0	0.00000	0	S23_D1_L1.1.MP4	63212	29.97003
S23_D1	0	0	0.00000	0	S23_D1_L1.2.MP4	36647	29.97003
S23_D1	1	0	0.00000	0	S23_D1_R1.1.MP4	63212	29.97003
S23_D1	1	0	0.00000	0	S23_D1_R1.2.MP4	37052	29.97003
S23_D2	0	0	0.00000	0	S23_D2_L2.1.MP4	63212	29.97003
S23_D2	0	0	0.00000	0	S23_D2_L2.2.MP4	22847	29.97003
S23_D2	1	0	0.00000	0	S23_D2_R2.1.MP4	63212	29.97003
S23_D2	1	0	0.00000	0	S23_D2_R2.2.MP4	23642	29.97003
S23_D3	0	0	0.00000	0	S23_D3_L3.1.MP4	63212	29.97003
S23_D3	0	0	0.00000	0	S23_D3_L3.2.MP4	24572	29.97003
S23_D3	1	0	0.00000	0	S23_D3_R3.1.MP4	63212	29.97003
S23_D3	1	0	0.00000	0	S23_D3_R3.2.MP4	25067	29.97003
S24_D1	0	0	0.00000	0	S24_D1_L1.1.MP4	63212	29.97003
S24_D1	0	0	0.00000	0	S24_D1_L1.2.MP4	22982	29.97003
S24_D1	1	0	0.00000	0	S24_D1_R1.1.MP4	63212	29.97003
S24_D1	1	0	0.00000	0	S24_D1_R1.2.MP4	23432	29.97003
S24_D2	0	0	0.00000	0	S24_D2_L1.1.MP4	63212	29.97003
S24_D2	0	0	0.00000	0	S24_D2_L1.2.MP4	26027	29.97003
S24_D2	1	0	0.00000	0	S24_D2_R2.1.MP4	63212	29.97003
S24_D2	1	0	0.00000	0	S24_D2_R2.2.MP4	26942	29.97003
S24_D3	0	0	0.00000	0	S24_D3_L3.1.MP4	63212	29.97003
S24_D3	0	0	0.00000	0	S24_D3_L3.2.MP4	24827	29.97003
S24_D3	1	0	0.00000	0	S24_D3_R3.1.MP4	63212	29.97003
S24_D3	1	0	0.00000	0	S24_D3_R3.2.MP4	25412	29.97003
S25_D1	0	0	0.00000	0	S25_D1_L1.1.MP4	63212	29.97003
S25_D1	0	0	0.00000	0	S25_D1_L1.2.MP4	61877	29.97003
S25_D1	1	0	0.00000	0	S25_D1_R1.1.MP4	63212	29.97003
S25_D1	1	0	0.00000	0	S25_D1_R1.2.MP4	63077	29.97003
S25_D2	0	0	0.00000	0	S25_D2_L2.1.MP4	63212	29.97003
S25_D2	0	0	0.00000	0	S25_D2_L2.2.MP4	42902	29.97003
