OpCode	Camera	MovieSeqIndex	StartTimeOffset	Format	Filename	Frames	Rate
131	0	0	0	0	TasFracture_20150430_282_283_282_131.avi	124581	25
142	0	0	0	0	TasFracture_20150430_282_283_282_142.avi	100440	25
145	0	0	0	0	TasFracture_20150430_282_283_282_145.avi	110927	25
74	0	0	0	0	TasFracture_20150430_282_283_282_74.avi	101016	25
83	0	0	0	0	TasFracture_20150430_282_283_282_83.avi	107448	25
94	0	0	0	0	TasFracture_20150430_282_283_282_94.avi	102084	25
95	0	0	0	0	TasFracture_20150430_282_283_282_95.avi	109548	25
130	0	0	0	0	TasFracture_20150430_284_285_284_130.avi	137160	25
144	0	0	0	0	TasFracture_20150430_284_285_284_144.avi	123887	25
146	0	0	0	0	TasFracture_20150430_284_285_284_146.avi	117372	25
75	0	0	0	0	TasFracture_20150430_284_285_284_75.avi	109125	25
89	0	0	0	0	TasFracture_20150430_284_285_284_89.avi	103848	25
96	0	0	0	0	TasFracture_20150430_284_285_284_96.avi	121032	25
129	0	0	0	0	TasFracture_20150430_286_287_286_129.avi	102936	25
137	0	0	0	0	TasFracture_20150430_286_287_286_137.avi	133402	25
143	0	0	0	0	TasFracture_20150430_286_287_286_143.avi	95123	25
81	0	0	0	0	TasFracture_20150430_286_287_286_81.avi	108132	25
85	0	0	0	0	TasFracture_20150430_286_287_286_85.avi	106847	25
98	0	0	0	0	TasFracture_20150430_286_287_286_98.avi	91656	25
93	0	0	0	0	TasFracture_20150430_286_287_287_93.avi	51000	25
138	0	0	0	0	TasFracture_20150430_404_405_404_138.avi	98484	25
149	0	0	0	0	TasFracture_20150430_404_405_404_149.avi	118200	25
80	0	0	0	0	TasFracture_20150430_404_405_404_80.avi	123804	25
101	0	0	0	0	TasFracture_20150430_404_405_405_101.avi	108732	25
136	0	0	0	0	TasFracture_20150430_404_405_405_136.avi	102888	25
148	0	0	0	0	TasFracture_20150430_404_405_405_148.avi	114168	25
99	0	0	0	0	TasFracture_20150430_404_405_405_99.avi	104904	25
132	0	0	0	0	TasFracture_20150430_4046_407_406_132.avi	105780	25
135	0	0	0	0	TasFracture_20150430_4046_407_406_135.avi	105516	25
147	0	0	0	0	TasFracture_20150430_4046_407_406_147.avi	111924	25
77	0	0	0	0	TasFracture_20150430_4046_407_406_77.avi	105264	25
86	0	0	0	0	TasFracture_20150430_4046_407_406_86.avi	104326	25
91	0	0	0	0	TasFracture_20150430_4046_407_406_91.avi	105540	25
