Sample,date_time,Date,Time,Time.out,Depth,Location,Site,Status,Latitude,Longitude,Inc_prob,Observer,observer.count,observer.length,Successful.count,Successful.length,Habitat.image.forward,highlight.videos,fish.images,representative.videos,Analysis.notes,Area
21_6,2021-09-04 10:35:00,20210904,10:35:00,,103,Freycinet AMP,21,IV,-42.13630243,148.5209435,0.0128306,DS,DS,DS,Yes,Yes,Yes,No ,Yes,Yes ,BRUVs rocks at 26:53 and scares fish. BRUV getts dragged for the last minute or so,IUCN IV Shelf
22_5,2021-09-08 07:52:00,20210908,7:52:00,,126,Freycinet AMP,22,VI,-41.91818345,148.6121597,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,just macropterus - more in Extra,IUCN VI Canyon
22_6,2021-09-08 07:45:00,20210908,7:45:00,,146,Freycinet AMP,22,VI,-41.91996469,148.6140866,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,"some macropterus (more in extra), percoides, puchella, striped trumpeters",IUCN VI Canyon
23_1,2021-09-08 13:59:00,20210908,13:59:00,,126,Freycinet North,23,Fished,-41.71300063,148.561166,0.00160957,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes,"flathead, 2 megalops- cool vid @ 52mins",North Reference
23_2,2021-09-08 13:51:00,20210908,13:51:00,,129,Freycinet North,23,Fished,-41.70985756,148.5670998,0.00160957,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes,"1 handfish (YIPPPEEE) ,flathead, sawtail shark",North Reference
23_3,2021-09-08 13:55:00,20210908,13:55:00,,128,Freycinet North,23,Fished,-41.71207084,148.5633071,0.00160957,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,"ID two flatheads, huge sponge on hermit crab",North Reference
23_4,2021-09-08 14:08:00,20210908,14:08:00,,130,Freycinet North,23,Fished,-41.70904876,148.5603492,0.00160957,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,"just a grubfish, flathead and hermits ",North Reference
23_5,2021-09-08 13:47:00,20210908,13:47:00,,125,Freycinet North,23,Fished,-41.71400911,148.5664794,0.00160957,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,"grubfish, hermits, flathead, a macropterus",North Reference
23_6,2021-09-08 14:04:00,20210908,14:04:00,,128,Freycinet North,23,Fished,-41.71105243,148.5587148,0.00160957,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,"megalops, flathead, gummy shark ",North Reference
24_2,2021-09-05 13:23:00,20210905,13:23:00,,158,Freycinet AMP,24,IV,-42.17142864,148.5743708,0.000885952,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes,school of crested bellowfish,IUCN IV Canyon
24_3,2021-09-05 13:08:00,20210905,13:08:00,,156,Freycinet AMP,24,IV,-42.17395116,148.5753521,0.349444985,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not much,IUCN IV Canyon
24_4,2021-09-05 12:56:00,20210905,12:56:00,,127,Freycinet AMP,24,IV,-42.17581161,148.5739565,0.000885952,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes,White-spotted Skate,IUCN IV Canyon
24_5,2021-09-05 13:19:00,20210905,13:19:00,,169,Freycinet AMP,24,IV,-42.17268121,148.5751704,0.349444985,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not much,IUCN IV Canyon
24_6,2021-09-05 13:13:00,20210905,13:13:00,,124,Freycinet AMP,24,IV,-42.17352796,148.5728441,0.000885952,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes,catshark (pregnant?),IUCN IV Canyon
25_1,2021-08-24 14:16:00,20210824,14:16:00,,64,Freycinet AMP,25,VI,-41.89979921,148.4511825,0.345633,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,CAM facing down - many fish species - hard to measure,Joes reef
26_1,2021-09-04 12:06:00,20210904,12:06:00,,106,Freycinet AMP,26,IV,-42.13508683,148.5175265,0.0128306,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,sevengill shark attacked the CAM BT 43mins at MaxN,IUCN IV Shelf
26_2,2021-09-04 11:54:00,20210904,11:54:00,,102,Freycinet AMP,26,IV,-42.13212562,148.5235054,0.0128306,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not much,IUCN IV Shelf
26_3,2021-09-04 12:17:00,20210904,12:17:00,,108,Freycinet AMP,26,IV,-42.13727001,148.5158846,0.0128306,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not much,IUCN IV Shelf
26_4,2021-09-04 12:02:00,20210904,12:02:00,,101,Freycinet AMP,26,IV,-42.13412881,148.5218595,0.0128306,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not much,IUCN IV Shelf
26_5,2021-09-04 12:12:00,20210904,12:12:00,,112,Freycinet AMP,26,IV,-42.13583907,148.5151244,0.0128306,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not much,IUCN IV Shelf
26_6,2021-09-04 11:58:00,20210904,11:58:00,,102,Freycinet AMP,26,IV,-42.13269792,148.5210993,0.0128306,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,Many diff species,IUCN IV Shelf
27_4,2021-08-28 09:42:00,20210828,9:42:00,,68,Freycinet North,27,Fished,-41.68114576,148.4200668,0.00160957,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes,School of mackerels,North Reference
27_6,2021-08-28 09:31:00,20210828,9:31:00,,65,Freycinet North,27,Fished,-41.68032824,148.4133208,0.00160957,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not mcuch,North Reference
28_1,2021-08-19 13:59:00,20210819,13:59:00,,112,Freycinet AMP,28,VI,-41.86047508,148.5452686,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,No,"squalus acanthias?, gummy shark",IUCN VI Shelf
28_2,2021-08-19 13:48:00,20210819,13:48:00,,114,Freycinet AMP,28,VI,-41.86780516,148.543686,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,No,"squalus megalops, Sevengill shark",IUCN VI Shelf
28_3,2021-08-19 14:05:00,20210819,14:05:00,,115,Freycinet AMP,28,VI,-41.86192387,148.55129,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes,"Squalus megalops, orange spotted catshark, ID flatheads",IUCN VI Shelf
28_4,2021-08-19 13:43:00,20210819,13:43:00,,116,Freycinet AMP,28,VI,-41.86952915,148.548341,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,No,"Calamari, Draughtboard shark, aurimaculatus",IUCN VI Shelf
28_5,2021-08-19 14:09:00,20210819,14:09:00,,113,Freycinet AMP,28,VI,-41.86656664,148.5542941,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,"hermit partay, sevengill shark - some not measured, bad angel",IUCN VI Shelf
28_6,2021-08-19 13:54:00,20210819,13:54:00,,116,Freycinet AMP,28,VI,-41.86360626,148.5467522,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,No,just a megalops,IUCN VI Shelf
29_1,2021-08-19 12:14:00,20210819,12:14:00,,101,Freycinet AMP,29,VI,-41.89458862,148.5197747,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not much,IUCN VI Shelf
29_2,2021-08-19 11:59:00,20210819,11:59:00,,99,Freycinet AMP,29,VI,-41.89180609,148.5122353,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes ,"ID octopus, unknown fish ID (Gurnard sp maybe)",IUCN VI Shelf
29_3,2021-08-19 12:02:00,20210819,12:02:00,,103,Freycinet AMP,29,VI,-41.89658856,148.5183755,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes ,"ID octopus, Dory, Butterfly Gurnard, Gummy Shark",IUCN VI Shelf
29_4,2021-08-19 12:04:00,20210819,12:04:00,,98,Freycinet AMP,29,VI,-41.89374878,148.5151741,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not much,IUCN VI Shelf
29_5,2021-08-19 11:54:00,20210819,11:54:00,,94,Freycinet AMP,29,VI,-41.8957931,148.5104006,0.000691922,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,catshark calamari megalops,IUCN VI Shelf
29_6,2021-08-19 12:09:00,20210819,12:09:00,,99,Freycinet AMP,29,VI,-41.89174456,148.5174324,0.000691922,NFH,NFH,NFH,Yes,No,Yes,No ,Yes,No,No left CAM - n.a boringgg,IUCN VI Shelf
31_2,2021-09-14 07:54:00,20210914,7:54:00,,147,Freycinet AMP,31,VI,-41.83800167,148.5946817,0,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,many macropterus,IUCN VI Canyon
31_3,2021-09-14 08:00:00,20210914,8:00:00,,150,Freycinet AMP,31,VI,-41.84038167,148.5960333,0,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,"many macropterus, catshark, flathead",IUCN VI Canyon
31_4,2021-09-14 08:12:00,20210914,8:12:00,,145,Freycinet AMP,31,VI,-41.83520167,148.5914033,0,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not much,IUCN VI Canyon
31_5,2021-09-14 08:19:00,20210914,8:19:00,,147,Freycinet AMP,31,VI,-41.833415,148.5910617,0,NFH,NFH,NFH,Yes,No,Yes,No ,No,No,Miss-labelled video clapper,IUCN VI Canyon
31_6,2021-09-14 08:25:00,20210914,8:25:00,,142,Freycinet AMP,31,VI,-41.832135,148.590885,0,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes,Note: Video Board SIte is wrong???? School of Pilchards approx 2000 - no measurements (30_6),IUCN VI Canyon
32_1,2021-09-14 09:55:00,20210914,9:55:00,,137,Freycinet AMP,32,VI,-41.801785,148.5772367,0,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes,latchet polyommata??,IUCN VI Canyon
32_2,2021-09-14 10:01:00,20210914,10:01:00,,146,Freycinet AMP,32,VI,-41.80201667,148.57986,0,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,No,Only Sawtail shark,IUCN VI Canyon
32_3,2021-09-14 10:08:00,20210914,10:08:00,,145,Freycinet AMP,32,VI,-41.80231667,148.5834117,0,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,Only Sawtail shark,IUCN VI Canyon
32_4,2021-09-14 10:16:00,20210914,10:16:00,,151,Freycinet AMP,32,VI,-41.80148333,148.5862117,0,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not much,IUCN VI Canyon
32_5,2021-09-14 10:23:00,20210914,10:23:00,,137,Freycinet AMP,32,VI,-41.80533333,148.5861433,0,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes,"caesioperca juvenile polyommatas, gummy shark",IUCN VI Canyon
32_6,2021-09-14 10:28:00,20210914,10:28:00,,137,Freycinet AMP,32,VI,-41.80736833,148.5863633,0,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not much,IUCN VI Canyon
33_1,2021-09-14 12:01:00,20210914,12:01:00,,149,Freycinet AMP,33,VI,-41.88156833,148.60285,0,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,Blue warehou,IUCN VI Canyon
33_2,2021-09-14 12:06:00,20210914,12:06:00,,149,Freycinet AMP,33,VI,-41.88284833,148.6022367,0,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,not much,IUCN VI Canyon
33_3,2021-09-14 12:11:00,20210914,12:11:00,,135,Freycinet AMP,33,VI,-41.8843,148.6014983,0,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,No,polyomaata ,IUCN VI Canyon
33_6,2021-09-14 12:27:00,20210914,12:27:00,,153,Freycinet AMP,33,VI,-41.88918333,148.60363,0,NFH,NFH,NFH,Yes,No,Yes,No ,Yes,Yes,"No left CAM - no measurements, n.a",IUCN VI Canyon
34_1,2021-09-14 13:48:00,20210914,13:48:00,,151,Freycinet AMP,34,VI,-41.91724833,148.6133967,0,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,"allportis,cucumber fish, many macropterus, some trumpeters, DIfferent allporti sp. - Red banded grubfish (must ID)",IUCN VI Canyon
34_3,2021-09-14 13:59:00,20210914,13:59:00,,157,Freycinet AMP,34,VI,-41.919465,148.6143533,0,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes,"many macropterus, some bachus and percoides, melbourne skate @35mins, 37 mins, 41mins and 52 mins",IUCN VI Canyon
34_4,2021-09-14 14:05:00,20210914,14:05:00,,161,Freycinet AMP,34,VI,-41.92070167,148.61494,0,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,"so many macropterus, melbourne skate ",IUCN VI Canyon
34_6,2021-09-14 14:14:00,20210914,14:14:00,,150,Freycinet AMP,34,VI,-41.92353333,148.6150217,0,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,"many macropterus, allporti and Gurnard sp in Extra ",IUCN VI Canyon
35_1,2021-09-14 15:39:00,20210914,15:39:00,,146,Freycinet AMP,35,VI,-41.94450167,148.618915,0,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,No,"Sawtail shark, maybe Lepidotrigla ",IUCN VI Canyon
35_2,2021-09-14 15:46:00,20210914,15:46:00,,161,Freycinet AMP,35,VI,-41.94585,148.61983,0,NFH,NFH,NFH,Yes,No,Yes,Yes,Yes,No,"No left CAM - sawtail shark, melbourne skate",IUCN VI Canyon
35_3,2021-09-14 15:51:00,20210914,15:51:00,,158,Freycinet AMP,35,VI,-41.94726833,148.6195167,0,NFH,NFH,NFH,Yes,Yes,Yes,No ,Yes,Yes,"sawtail shark, flatheads",IUCN VI Canyon
35_4,2021-09-14 15:55:00,20210914,15:55:00,,162,Freycinet AMP,35,VI,-41.949265,148.61942,0,NFH,NFH,NFH,Yes,Yes,No,No ,Yes,Yes,flathead,IUCN VI Canyon
35_5,2021-09-14 15:59:00,20210914,15:59:00,,162,Freycinet AMP,35,VI,-41.95078167,148.61856,0,NFH,NFH,NFH,Yes,No,Yes,Yes,Yes,No,"No right CAM - CUCUMBER FISH CLOSE UP, sawtail shark ",IUCN VI Canyon
35_6,2021-09-14 16:06:00,20210914,16:06:00,,158,Freycinet AMP,35,VI,-41.95291667,148.6172217,0,NFH,NFH,NFH,Yes,Yes,Yes,Yes,Yes,Yes ,"Common Stingaree, ID flatheads ",IUCN VI Canyon
38_1,2021-09-15 11:48:00,20210915,11:48:00,,76,Freycinet AMP,38,VI,-41.83628333,148.4529833,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,Yes,Yes,Yes,sick big octupus,IUCN VI Patch reef
38_2,2021-09-15 11:52:00,20210915,11:52:00,,77,Freycinet AMP,38,VI,-41.83806667,148.452505,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,n.a,IUCN VI Patch reef
38_3,2021-09-15 13:36:00,20210915,13:36:00,,77,Freycinet AMP,38,VI,-41.83771833,148.4547867,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na,IUCN VI Patch reef
38_4,2021-09-15 12:01:00,20210915,12:01:00,,74,Freycinet AMP,38,VI,-41.83488333,148.4547317,0,Ashlee,Ashlee,Ashlee,Yes,No,Yes,No,Yes,Yes,"BT stereo stops at 43min, measurements for maxn up until this point",IUCN VI Patch reef
38_5,2021-09-15 12:12:00,20210915,12:12:00,,76,Freycinet AMP,38,VI,-41.83515,148.45637,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,Yes,Yes,Yes,BT only 59min,IUCN VI Patch reef
38_6,2021-09-15 12:17:00,20210915,12:17:00,,76,Freycinet AMP,38,VI,-41.83698333,148.4566717,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na,IUCN VI Patch reef
39_1,2021-09-15 13:36:00,20210915,13:36:00,,77,Freycinet AMP,39,VI,-41.83771833,148.4547867,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na,IUCN VI Patch reef
39_2,2021-09-15 13:41:00,20210915,13:41:00,,77,Freycinet AMP,39,VI,-41.83771833,148.45637,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na,IUCN VI Patch reef
39_3,2021-09-15 13:46:00,20210915,13:46:00,,77,Freycinet AMP,39,VI,-41.83884833,148.4563017,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na,IUCN VI Patch reef
39_4,2021-09-15 13:51:00,20210915,13:51:00,,77,Freycinet AMP,39,VI,-41.841035,148.459035,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na,IUCN VI Patch reef
39_5,2021-09-15 13:55:00,20210915,13:55:00,,78,Freycinet AMP,39,VI,-41.842615,148.4588833,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na,IUCN VI Patch reef
39_6,2021-09-15 13:59:00,20210915,13:59:00,,79,Freycinet AMP,39,VI,-41.84295,148.4570533,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na,IUCN VI Patch reef
40_1,2021-09-15 15:12:00,20210915,15:12:00,,74,Freycinet AMP,40,VI,-41.834415,148.4522033,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,Na,IUCN VI Patch reef
40_2,2021-09-15 15:17:00,20210915,15:17:00,,74,Freycinet AMP,40,VI,-41.83398167,148.4540217,0,Ashlee,Ashlee,Ashlee,Yes,No,Yes,No,Yes,Yes,LEFT CAM ONLY,IUCN VI Patch reef
40_3,2021-09-15 15:21:00,20210915,15:21:00,,72,Freycinet AMP,40,VI,-41.82916667,148.44928,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,nadda,IUCN VI Patch reef
40_5,2021-09-15 15:03:00,20210915,15:03:00,,75,Freycinet AMP,40,VI,-41.83118167,148.4577333,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na,IUCN VI Patch reef
41_1,2021-09-16 07:02:00,20210916,7:02:00,,69,Freycinet Inshore,41,Fished,-41.89911833,148.4169467,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na ,Trawl Reference
41_2,2021-09-16 07:04:00,20210916,7:04:00,,69,Freycinet Inshore,41,Fished,-41.9014,148.4169333,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na excessively boring,Trawl Reference
41_3,2021-09-16 07:08:00,20210916,7:08:00,,69,Freycinet Inshore,41,Fished,-41.90366667,148.4169883,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na ,Trawl Reference
41_4,2021-09-16 07:12:00,20210916,7:12:00,,69,Freycinet Inshore,41,Fished,-41.90591833,148.41707,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na,Trawl Reference
41_5,2021-09-16 07:14:00,20210916,7:14:00,,70,Freycinet Inshore,41,Fished,-41.90816833,148.4170833,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,na,Trawl Reference
41_6,2021-09-16 07:18:00,20210916,7:18:00,,70,Freycinet Inshore,41,Fished,-41.91040167,148.4170833,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,nadda,Trawl Reference
42_1,2021-09-16 08:45:00,20210916,8:45:00,,73,Freycinet Inshore,42,Fished,-41.95515,148.41692,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,nadda,Trawl Reference
42_2,2021-09-16 08:48:00,20210916,8:48:00,,73,Freycinet Inshore,42,Fished,-41.95741667,148.4167967,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,Yes,Yes,Yes,nadda,Trawl Reference
42_3,2021-09-16 08:51:00,20210916,8:51:00,,73,Freycinet Inshore,42,Fished,-41.95976667,148.41681,0,Ashlee,Ashlee,Ashlee,Yes,No,Yes,No,Yes,Yes,nadda,Trawl Reference
42_4,2021-09-16 08:53:00,20210916,8:53:00,,73,Freycinet Inshore,42,Fished,-41.96205167,148.416755,0,Ashlee,Ashlee,Ashlee,Yes,No,Yes,No,Yes,Yes,LEFT CAM ONLY,Trawl Reference
42_5,2021-09-16 08:56:00,20210916,8:56:00,,73,Freycinet Inshore,42,Fished,-41.96433333,148.4167683,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,nadda,Trawl Reference
42_6,2021-09-16 08:59:00,20210916,8:59:00,,72,Freycinet Inshore,42,Fished,-41.96658333,148.4167833,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,degeni,Trawl Reference
43_1,2021-09-16 10:24:00,20210916,10:24:00,,74,Freycinet AMP,43,VI,-41.95516,148.4411383,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,antarcticus with parasite. ,Trawl AMP
43_2,2021-09-16 10:26:00,20210916,10:26:00,,73,Freycinet AMP,43,VI,-41.95748167,148.4411667,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,Yes,Yes,Yes,"megalops with parasite, elephant fish",Trawl AMP
43_3,2021-09-16 10:28:00,20210916,10:28:00,,73,Freycinet AMP,43,VI,-41.95965,148.44118,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No,Yes,Yes,noooooooooooooooooooothiiiiiiiiiiiiiiiiiiiiiiiiing,Trawl AMP
43_4,2021-09-16 10:30:00,20210916,10:30:00,,74,Freycinet AMP,43,VI,-41.96188333,148.4411933,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,Trawl AMP
43_5,2021-09-16 10:33:00,20210916,10:33:00,,75,Freycinet AMP,43,VI,-41.96411833,148.4411667,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,Trawl AMP
43_6,2021-09-16 10:36:00,20210916,10:36:00,,75,Freycinet AMP,43,VI,-41.96636833,148.4411667,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,Yes,Yes,Yes,nadda,Trawl AMP
44_1,2021-09-16 12:07:00,20210916,12:07:00,,76,Freycinet AMP,44,VI,-41.91040167,148.44088,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,Yes,Yes,Yes,nautilus video in highlight to be confirmed,Trawl AMP
44_2,2021-09-16 12:10:00,20210916,12:10:00,,76,Freycinet AMP,44,VI,-41.90813333,148.44092,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,Trawl AMP
44_3,2021-09-16 12:12:00,20210916,12:12:00,,77,Freycinet AMP,44,VI,-41.905815,148.440935,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,Trawl AMP
44_4,2021-09-16 12:15:00,20210916,12:15:00,,77,Freycinet AMP,44,VI,-41.9035,148.4408933,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,Trawl AMP
44_5,2021-09-16 12:18:00,20210916,12:18:00,,77,Freycinet AMP,44,VI,-41.90120167,148.4408933,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,Trawl AMP
44_6,2021-09-16 12:21:00,20210916,12:21:00,,77,Freycinet AMP,44,VI,-41.89891667,148.440935,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,Trawl AMP
75_1,2021-10-12 07:42:00,20211012,7:42:00,,141,Freycinet AMP,75,VI,-41.859,148.5969861,0,Ashlee,Ashlee,Ashlee,Yes,No,Yes,No ,Yes,Yes,"measurements are way off, not sure why",IUCN VI Canyon
75_2,2021-10-12 09:30:00,20211012,9:30:00,,142,Freycinet AMP,75,VI,-41.85948611,148.5972278,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,IUCN VI Canyon
76_1,2021-10-12 09:34:00,20211012,9:34:00,,148,Freycinet AMP,76,VI,-41.86032778,148.5975722,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,IUCN VI Canyon
77_1,2021-10-12 08:00:00,20211012,8:00:00,,154,Freycinet AMP,77,VI,-41.86327778,148.59965,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,very hard to measure other fish because never in front of both cameras,IUCN VI Canyon
77_3,2021-10-12 09:53:00,20211012,9:53:00,,160,Freycinet AMP,77,VI,-41.86557778,148.6025694,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,IUCN VI Canyon
79_1,2021-10-12 11:27:00,20211012,11:27:00,,204,Freycinet AMP,79,VI,-41.86466389,148.6036167,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,IUCN VI Canyon
79_2,2021-10-12 09:45:00,20211012,9:45:00,,192,Freycinet AMP,79,VI,-41.86393889,148.6022083,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,Yes,Yes,Yes,nadda,IUCN VI Canyon
79_3,2021-10-12 11:33:00,20211012,11:33:00,,189,Freycinet AMP,79,VI,-41.86309444,148.6012833,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,IUCN VI Canyon
80_1,2021-10-12 11:38:00,20211012,11:38:00,,159,Freycinet AMP,80,VI,-41.86221833,148.5993133,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,.,IUCN VI Canyon
80_4,2021-10-12 11:53:00,20211012,11:53:00,,149,Freycinet AMP,80,VI,-41.85853333,148.5975633,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,spottail perch,IUCN VI Canyon
81_1,2021-10-12 13:54:00,20211012,13:54:00,,146,Freycinet AMP,81,VI,-41.862485,148.59893,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,nadda,IUCN VI Canyon
81_2,2021-10-12 14:00:00,20211012,14:00:00,,156,Freycinet AMP,81,VI,-41.86366667,148.5999817,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,Yes,Yes,Yes,",,",IUCN VI Canyon
81_3,2021-10-12 14:05:00,20211012,14:05:00,,164,Freycinet AMP,81,VI,-41.86448167,148.60102,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,..,IUCN VI Canyon
81_4,2021-10-12 14:13:00,20211012,14:13:00,,159,Freycinet AMP,81,VI,-41.866015,148.603465,0,Ashlee,Ashlee,Ashlee,Yes,Yes,Yes,No ,Yes,Yes,couldnt measure most species.,IUCN VI Canyon
Exp_1,2021-09-05 14:58:00,20210905,14:58:00,,105,Freycinet AMP,Exp,IV,-42.13395,148.5294,0,Ashlee,Ashlee,Ashlee,Yes,No,Yes,No ,Yes,Yes,"left third video didnt load, Left cam only. BT 19min 19 sec",IUCN IV Shelf
Exp_2,2021-09-05 15:03:00,20210905,15:03:00,,113,Freycinet AMP,Exp,IV,-42.13065,148.5291667,0,Ashlee,Ashlee,Ashlee,Yes,No,Yes,No ,Yes,Yes,"left second video didnt couldnt load, RIGHT SIDE SCORED ONLY. BT 23min",IUCN IV Shelf
