Sample,Family,Genus,Species,Count,Length,Code,Filename,Frame,Time (mins),Precision (mm),RMS (mm),Range (mm),Direction (deg),Comment,Stage,Activity,Length_Comment
PEWO02_1811,Labridae,Notolabrus,parilus,1,379.157,37384022,FIWO02_L.avi,4667,3.1113,1.351,2.297,1791.443,2.692,,AD,Passing,
PEWO02_1811,Scorpididae,Tilodon,sexfasciatus,1,230.473,37361003,FIWO02_L.avi,4934,3.2893,3.974,1.771,1853.509,21.566,,AD,Passing,
PEWO02_1811,Kyphosidae,Girella,zebra,1,340.133,37361008,FIWO02_L.avi,4950,3.3,2.618,1.279,2268.214,19.743,,AD,Passing,
PEWO02_1811,Kyphosidae,Girella,zebra,1,348.975,37361008,FIWO02_L.avi,4950,3.3,4.145,6.603,2480.588,13.36,,AD,Passing,
PEWO02_1811,Kyphosidae,Girella,zebra,1,278.556,37361008,FIWO02_L.avi,4950,3.3,6.462,13.946,2589.207,4.481,,AD,Passing,
PEWO02_1811,Monacanthidae,Meuschenia,hippocrepis,1,318.323,37465004,FIWO02_L.avi,5190,3.46,6.27,6.653,2205.002,13.056,,AD,Passing,
PEWO02_1811,Monacanthidae,Meuschenia,hippocrepis,1,352.523,37465004,FIWO02_L.avi,5190,3.46,3.37,4.351,2182.231,17.542,,AD,Passing,
PEWO02_1811,Berycidae,Centroberyx,lineatus,1,197.23,37258005,FIWO02_L.avi,6274,4.1827,5.173,10.192,3595.493,9.711,,AD,Passing,
PEWO02_1811,Berycidae,Centroberyx,lineatus,1,191.565,37258005,FIWO02_L.avi,6274,4.1827,12.385,9.206,2988.149,12.639,,AD,Passing,
PEWO02_1811,Berycidae,Centroberyx,lineatus,1,215.674,37258005,FIWO02_L.avi,6274,4.1827,14.728,7.597,2971.688,13.77,,AD,Passing,
PEWO02_1811,Berycidae,Centroberyx,lineatus,1,156.072,37258005,FIWO02_L.avi,6274,4.1827,12.585,5.456,2706.112,15.815,,AD,Passing,
PEWO02_1811,Monacanthidae,Meuschenia,flavolineata,1,285.546,37465035,FIWO02_L.avi,6640,4.4267,9.747,7.598,2690.742,6.737,,AD,Passing,
PEWO02_1811,Kyphosidae,Kyphosus,sydneyanus,1,562.404,37361001,FIWO02_L.avi,15939,10.626,8.917,9.65,2375.255,2.596,,AD,Passing,
PEWO02_1811,Berycidae,Centroberyx,gerrardi,1,259.843,37258004,FIWO02_L.avi,28516,19.0107,0.649,2.576,806.565,16.99,,AD,Passing,
PEWO02_1811,Berycidae,Centroberyx,gerrardi,1,232.623,37258004,FIWO02_L.avi,28516,19.0107,3.189,1.113,1543.714,24.069,,AD,Passing,
PEWO02_1811,Berycidae,Centroberyx,gerrardi,1,231.774,37258004,FIWO02_L.avi,28516,19.0107,3.233,8.276,1497.915,20.218,,AD,Passing,
PEWO02_1811,Cheilodactylidae,Dactylophora,nigricans,1,616.462,37377005,FIWO02_L.avi,30345,20.23,11.268,10.048,2606.074,21.968,,AD,Passing,
PEWO02_1811,Enoplosidae,Enoplosus,armatus,1,235.186,37366001,FIWO02_L.avi,44507,29.6713,5.419,11.036,2676.414,29.626,,AD,Passing,
PEWO02_1811,Sillaginidae,Sillaginodes,punctatus,1,398.175,37330001,FIWO02_L.avi,53606,35.7373,8.11,11.97,2700.677,20.31,,AD,Passing,
PEWO02_1811,Sillaginidae,Sillaginodes,punctatus,1,425.782,37330001,FIWO02_L.avi,53606,35.7373,9.59,16.158,3265.902,15.619,,AD,Passing,
PEWO02_1811,Triakidae,Mustelus,antarcticus,1,995.033,37017001,FIWO02_L.avi,62410,41.6067,7.334,9.881,1956.247,11.904,,AD,Feeding,
PEWO02_1811,Labridae,Bodianus,frenchii,1,378.096,37384057,FIWO02_L.avi,63404,42.2693,6.05,1.903,2692.306,9.53,,AD,Attracted,
PEWO02_1811,Serranidae,Othos,dentex,1,515.776,37311005,FIWO02_L.avi,74320,49.5467,13.031,5.045,3329.807,14.791,,AD,Passing,
PEWO02_1811,Serranidae,Caesioperca,rasor,1,159.981,37311003,FIWO02_L.avi,77896,51.9307,1.843,4.311,1429.243,4.756,,AD,Passing,
PEWO02_1811,Carangidae,Pseudocaranx,sp,1,276.001,37337924,FIWO02_L.avi,78531,52.354,6.388,13.296,3088.434,14.382,,AD,Passing,
PEWO02_1811,Carangidae,Pseudocaranx,sp,1,421.437,37337924,FIWO02_L.avi,78531,52.354,11.584,7.051,2518.339,24.905,,AD,Passing,
PEWO02_1811,Chaetodontidae,Chelmonops,curiosus,1,198.591,37365066,FIWO02_L.avi,80769,53.846,8.61,2.736,2111.343,19.383,,AD,Passing,
PEWO02_1811,Sphaeromatidae,Cilicaea,tenuicaudata,1,572.951,28226040,FIWO02_L.avi,91827,61.218,12.557,8.648,3038.602,12.6,,AD,Passing,
PEWO02_1811,Labridae,Notolabrus,tetricus,1,228.719,37384003,FIWO02_L.avi,92180,61.4533,3.838,0.684,1541.114,17.057,,AD,Passing,
PEWO02_1811,Labridae,Olisthops,cyanomelas,1,244.39,37385001,FIWO02_L.avi,96886,64.5907,5.07,6.711,3131.011,5.327,,AD,Passing,
PEWO03_1811,Mullidae,Upeneichthys,vlamingii,1,112.609,37355029,FIWO03_L.avi,3969,2.646,2.48,38.374,1591.296,26.678,,AD,Passing,
PEWO03_1811,Labridae,Siphonognathus,beddomei,1,90.708,37385006,FIWO03_L.avi,14675,9.7833,2.563,60.23,2258.69,8.461,,AD,Passing,
PEWO03_1811,Labridae,Notolabrus,parilus,1,245.803,37384022,FIWO03_L.avi,20410,13.6067,6.357,71.046,2761.597,11.917,,AD,Passing,
PEWO03_1811,Labridae,Notolabrus,parilus,1,175.019,37384022,FIWO03_L.avi,20410,13.6067,6.649,77.882,2916.816,1.414,,AD,Passing,
PEWO03_1811,Labridae,Pictilabrus,laticlavius,1,156.722,37384020,FIWO03_L.avi,28594,19.0627,3.116,52.907,2024,26.273,,AD,Passing,
PEWO03_1811,Labridae,Achoerodus,gouldii,1,674.109,37384002,FIWO03_L.avi,29380,19.5867,7.124,62.584,2132.284,22.382,,AD,Passing,
PEWO03_1811,Monacanthidae,Acanthaluteres,brownii,1,283.499,37465001,FIWO03_L.avi,36667,24.4447,9.978,79.984,2820.864,23.415,,AD,Passing,
PEWO03_1811,Monacanthidae,Meuschenia,flavolineata,1,190.343,37465035,FIWO03_L.avi,41834,27.8893,3.929,40.921,2345.494,30.556,,AD,Passing,
PEWO03_1811,Myliobatidae,Myliobatis,tenuicaudatus,1,490.822,37039001,FIWO03_L.avi,41963,27.9753,2.375,71.411,2616.612,4.464,,AD,Passing,
PEWO03_1811,Labridae,Notolabrus,tetricus,1,170.913,37384003,FIWO03_L.avi,44194,29.4627,2.455,24.233,1199.979,22.962,,AD,Passing,
PEWO03_1811,Loliginidae,Sepioteuthis,australis,1,262.332,23617005,FIWO03_L.avi,47209,31.4727,7.566,67.628,3128.92,23.997,,AD,Passing,
PEWO03_1811,Triakidae,Mustelus,antarcticus,1,916.677,37017001,FIWO03_L.avi,61083,40.722,2.347,32.483,1457.244,5.709,,AD,Passing,
PEWO03_1811,Sillaginidae,Sillaginodes,punctatus,1,368.207,37330001,FIWO03_L.avi,73108,48.7387,4.165,41.657,1600.19,22.89,,AD,Passing,
PEWO03_1811,Serranidae,Caesioperca,rasor,1,136.932,37311003,FIWO03_L.avi,74064,49.376,0.984,20.675,935.451,19.608,,AD,Passing,
PEWO03_1811,Serranidae,Caesioperca,rasor,1,83.983,37311003,FIWO03_L.avi,74064,49.376,2.456,29.163,1429.709,21.319,,AD,Passing,
PEWO03_1811,Serranidae,Caesioperca,rasor,1,164.832,37311003,FIWO03_L.avi,74064,49.376,2.974,35.231,1393.151,20.999,,AD,Passing,
PEWO03_1811,Monacanthidae,Meuschenia,hippocrepis,1,250.795,37465004,FIWO03_L.avi,75154,50.1027,4.424,60.157,2181.419,12.882,,AD,Passing,
