OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
NMP_20190803_MF-10_BRUV	0	MF-10_L528_MAH00158.MP4	19228	MF-10_R527_MAH00097.MP4	20786	5.34644	Time Seabed	1.10416	651.13481	18.35245	5.88427	3436.40851	20.75811	36.71587	9.04415	-1217.31411	-39.15539	-3213.33420	Labridae	Choerodon	schoenleinii	37384010	1	AD	Passing			
NMP_20190803_MF-10_BRUV	1	MF-10_L528_MAH00158.MP4	19312	MF-10_R527_MAH00097.MP4	20870	5.36980	Time Seabed	1.12751	364.52022	2.39551	5.06820	1666.57502	10.65817	15.18989	8.86027	-176.29850	252.83516	-1637.82341	Carangidae	Carangoides	fulvoguttatus		1	AD	Passing			
NMP_20190803_MF-10_BRUV	2	MF-10_L528_MAH00158.MP4	28303	MF-10_R527_MAH00097.MP4	29861	7.86979	Time Seabed	3.62751	94.93797	6.60828	4.00473	2209.75070	3.78478	32.35608	23.74808	-24.49960	-143.79073	-2204.93132	Labridae	Coris	caudimacula	37384092	1	AD	Passing			
NMP_20190803_MF-10_BRUV	3	MF-10_L528_MAH00158.MP4	29701	MF-10_R527_MAH00097.MP4	31259	8.25851	Time Seabed	4.01623	93.54780	9.67615	5.96677	2646.81107	27.42422	29.44364	9.44447	-1199.37852	-218.14444	-2349.36438	Labridae	Coris	caudimacula	37384092	1	AD	Passing			
NMP_20190803_MF-10_BRUV	4	MF-10_L528_MAH00158.MP4	32215	MF-10_R527_MAH00097.MP4	33773	8.95754	Time Seabed	4.71526	88.82240	4.89500	4.60491	2339.03360	7.43970	17.82823	12.60516	-299.68787	-43.74923	-2319.34287	Cirrhitidae	Cyprinocirrhites	polyactis	37374006	1	AD	Passing			
NMP_20190803_MF-10_BRUV	5	MF-10_L528_MAH00158.MP4	32596	MF-10_R527_MAH00097.MP4	34154	9.06348	Time Seabed	4.82120	100.59850	3.00230	4.18895	1948.95910	9.69966	13.68115	16.71230	-322.71175	-60.68266	-1921.09769	Cirrhitidae	Cyprinocirrhites	polyactis	37374006	1	AD	Passing			
NMP_20190803_MF-10_BRUV	6	MF-10_L528_MAH00158.MP4	32625	MF-10_R527_MAH00097.MP4	34183	9.07154	Time Seabed	4.82926	94.24507	4.31501	3.00106	2118.42495	22.26067	7.80692	0.82339	-781.35222	-183.03361	-1960.53862	Cirrhitidae	Cyprinocirrhites	polyactis	37374006	1	AD	Passing			
NMP_20190803_MF-10_BRUV	8	MF-10_L528_MAH00158.MP4	41929	MF-10_R527_MAH00097.MP4	43487	11.65857	Time Seabed	7.41628	920.02083	22.32267	4.91948	3248.23179	20.16599	56.61305	1.58039	-1116.95833	-79.70710	-3049.10817	Rhinidae	Rhynchobatus	australiae	37026005	1	AD	Passing			
NMP_20190803_MF-10_BRUV	9	MF-10_L528_MAH00158.MP4	49231	MF-10_R527_MAH00097.MP4	50789	13.68893	Time Seabed	9.44664	619.48393	32.11445	6.68647	5606.11290	10.75619	21.72794	3.89421	-819.16176	650.88762	-5507.61484	Scaridae	Scarus	ghobban		1	AD	Passing			
NMP_20190803_MF-10_BRUV	11	MF-10_L528_MAH00158.MP4	65849	MF-10_R527_MAH00097.MP4	67407	18.30964	Time Seabed	14.06736	89.35328	2.21380	2.63633	1466.37297	12.98319	20.00102	20.39468	-264.45079	-196.46471	-1428.88666	Labridae	Coris	caudimacula	37384092	1	AD	Passing			
NMP_20190803_MF-10_BRUV	13	MF-10_L528_MAH00159.MP4	2296	MF-10_R527_MAH00098.MP4	3854	23.19424	Time Seabed	18.95195	726.73098	19.88723	11.40614	3023.23105	15.85176	56.75314	1.55229	-805.27462	-182.94339	-2908.26246	Epinephelidae	Epinephelus	coioides		1	AD	Passing			
NMP_20190803_MF-10_BRUV	14	MF-10_L528_MAH00159.MP4	5039	MF-10_R527_MAH00098.MP4	6597	23.95694	Time Seabed	19.71466	146.18309	6.29432	4.99317	1688.32516	27.64725	81.72611	13.54641	-777.69404	-94.61231	-1495.55419	Nemipteridae	Pentapodus	nagasakiensis	37347012	1	AD	Passing			
