OpCode	CameraIndex	Descriptor	CameraModel	ImageRows	ImageCols	XPixelSize	YPixelSize	XPPOffset	YPPOffset	FocalLength	RadialK3	RadialK5	RadialK7	DecentringP1	DecentringP2	Orthogonality	Affinity	CameraX	CameraY	CameraZ	Omega	Phi	Kappa	UnitName
69 GRTS_10_10	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0084438959	0.0158501338	2.7078445076	-0.0102579458	0.0033221702	0.0000000000	0.0006577051	0.0001052484	0.0000000000	-0.0006929558	-326.9159431097	0.0000000000	0.0000000000	-0.4629809073	-6.9486985619	1.1230390701	mm
69 GRTS_10_10	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0109577938	0.0384198166	2.7011173314	-0.0115493392	0.0046410125	0.0000000000	0.0002226483	0.0002881794	0.0000000000	0.0001614842	326.9159431097	0.0000000000	0.0000000000	0.4629809073	7.4486432172	0.8709206256	mm
73 GRTS_10_1014	0			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
73 GRTS_10_1014	1			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
71 GRTS_10_477	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0072227458	0.0513025131	2.7015235487	-0.0135496023	0.0049874803	0.0000000000	-0.0003821488	0.0010082347	0.0000000000	-0.0005755678	-325.6108890952	0.0000000000	0.0000000000	-0.0647541549	-6.7392629975	1.6114563901	mm
71 GRTS_10_477	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0050477740	0.0301693866	2.7112191002	-0.0106543621	0.0033491051	0.0000000000	-0.0000266302	0.0010775616	0.0000000000	0.0000216210	325.4632854035	0.0000000000	0.0000000000	0.2126023700	8.0872484344	2.2898480612	mm
72 GRTS_10_586	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0194326286	0.0094177691	2.7067543671	-0.0108326023	0.0041725524	0.0000000000	-0.0004876685	0.0004977095	0.0000000000	-0.0002364051	-335.8822406156	0.0000000000	0.0000000000	-0.1530749531	-7.2192815933	1.3353307102	mm
72 GRTS_10_586	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0162686386	0.0414993679	2.7066250564	-0.0113588071	0.0041409689	0.0000000000	-0.0007396848	0.0017806339	0.0000000000	-0.0005728318	335.8822406156	0.0000000000	0.0000000000	0.1530749531	8.1210731155	1.3620835119	mm
70 GRTS_10_reef	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0242569119	0.0361810299	2.7016930802	-0.0097343178	0.0022057921	0.0000000000	-0.0005131259	0.0006387643	0.0000000000	-0.0001150504	-336.2848474099	0.0000000000	0.0000000000	-0.0537699034	-7.4124198829	0.4060466727	mm
70 GRTS_10_reef	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0195638078	0.0422595906	2.7045281081	-0.0097495125	0.0023433495	0.0000000000	0.0000362872	0.0015265092	0.0000000000	0.0007226997	336.2848474099	0.0000000000	0.0000000000	0.0537699034	7.5821664783	0.6362723291	mm
