OpCode	CameraIndex	Descriptor	CameraModel	ImageRows	ImageCols	XPixelSize	YPixelSize	XPPOffset	YPPOffset	FocalLength	RadialK3	RadialK5	RadialK7	DecentringP1	DecentringP2	Orthogonality	Affinity	CameraX	CameraY	CameraZ	Omega	Phi	Kappa	UnitName
44 GRTS_15_15	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0194326286	0.0094177691	2.7067543671	-0.0108326023	0.0041725524	0.0000000000	-0.0004876685	0.0004977095	0.0000000000	-0.0002364051	-335.8822406156	0.0000000000	0.0000000000	-0.1530749531	-7.2192815933	1.3353307102	mm
44 GRTS_15_15	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0162686386	0.0414993679	2.7066250564	-0.0113588071	0.0041409689	0.0000000000	-0.0007396848	0.0017806339	0.0000000000	-0.0005728318	335.8822406156	0.0000000000	0.0000000000	0.1530749531	8.1210731155	1.3620835119	mm
46 GRTS_15_207	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0053375673	0.0452019683	2.7024154109	-0.0107387813	0.0038357787	0.0000000000	0.0001680328	0.0005910585	0.0000000000	-0.0001636715	-325.4632854035	0.0000000000	0.0000000000	-0.2126023700	-6.9373318757	1.8298140911	mm
46 GRTS_15_207	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0050477740	0.0301693866	2.7112191002	-0.0106543621	0.0033491051	0.0000000000	-0.0000266302	0.0010775616	0.0000000000	0.0000216210	325.4632854035	0.0000000000	0.0000000000	0.2126023700	8.0872484344	2.2898480612	mm
47 GRTS_15_911	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0242569119	0.0361810299	2.7016930802	-0.0097343178	0.0022057921	0.0000000000	-0.0005131259	0.0006387643	0.0000000000	-0.0001150504	-336.2848474099	0.0000000000	0.0000000000	-0.0537699034	-7.4124198829	0.4060466727	mm
47 GRTS_15_911	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0195638078	0.0422595906	2.7045281081	-0.0097495125	0.0023433495	0.0000000000	0.0000362872	0.0015265092	0.0000000000	0.0007226997	336.2848474099	0.0000000000	0.0000000000	0.0537699034	7.5821664783	0.6362723291	mm
45 GRTS_15_reef	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0084438959	0.0158501338	2.7078445076	-0.0102579458	0.0033221702	0.0000000000	0.0006577051	0.0001052484	0.0000000000	-0.0006929558	-326.9159431097	0.0000000000	0.0000000000	-0.4629809073	-6.9486985619	1.1230390701	mm
45 GRTS_15_reef	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0109577938	0.0384198166	2.7011173314	-0.0115493392	0.0046410125	0.0000000000	0.0002226483	0.0002881794	0.0000000000	0.0001614842	326.9159431097	0.0000000000	0.0000000000	0.4629809073	7.4486432172	0.8709206256	mm
51 GRTS_16_16	0			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
51 GRTS_16_16	1			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
54 GRTS_16_236	0			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
54 GRTS_16_236	1			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
53 GRTS_16_492	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0242569119	0.0361810299	2.7016930802	-0.0097343178	0.0022057921	0.0000000000	-0.0005131259	0.0006387643	0.0000000000	-0.0001150504	-336.2848474099	0.0000000000	0.0000000000	-0.0537699034	-7.4124198829	0.4060466727	mm
53 GRTS_16_492	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0195638078	0.0422595906	2.7045281081	-0.0097495125	0.0023433495	0.0000000000	0.0000362872	0.0015265092	0.0000000000	0.0007226997	336.2848474099	0.0000000000	0.0000000000	0.0537699034	7.5821664783	0.6362723291	mm
55 GRTS_16_592	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0245407275	0.0324120438	2.7076307447	-0.0114430927	0.0032964234	0.0000000000	-0.0003503177	0.0010271748	0.0000000000	-0.0007465285	-335.9984967097	0.0000000000	0.0000000000	-0.1201926615	-7.3619775501	1.3387807966	mm
55 GRTS_16_592	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0214489088	0.0541097185	2.7007096370	-0.0125654608	0.0027120723	0.0000000000	-0.0004885450	0.0016750264	0.0000000000	-0.0004492485	335.9984967097	0.0000000000	0.0000000000	0.1201926615	8.0646546158	1.1603623056	mm
52 GRTS_16_reef	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0084438959	0.0158501338	2.7078445076	-0.0102579458	0.0033221702	0.0000000000	0.0006577051	0.0001052484	0.0000000000	-0.0006929558	-326.9159431097	0.0000000000	0.0000000000	-0.4629809073	-6.9486985619	1.1230390701	mm
52 GRTS_16_reef	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0109577938	0.0384198166	2.7011173314	-0.0115493392	0.0046410125	0.0000000000	0.0002226483	0.0002881794	0.0000000000	0.0001614842	326.9159431097	0.0000000000	0.0000000000	0.4629809073	7.4486432172	0.8709206256	mm
78 GRTS_1_1	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0245407275	0.0324120438	2.7076307447	-0.0114430927	0.0032964234	0.0000000000	-0.0003503177	0.0010271748	0.0000000000	-0.0007465285	-335.9984967097	0.0000000000	0.0000000000	-0.1201926615	-7.3619775501	1.3387807966	mm
78 GRTS_1_1	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0214489088	0.0541097185	2.7007096370	-0.0125654608	0.0027120723	0.0000000000	-0.0004885450	0.0016750264	0.0000000000	-0.0004492485	335.9984967097	0.0000000000	0.0000000000	0.1201926615	8.0646546158	1.1603623056	mm
79 GRTS_1_1153	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0227679586	0.0261473692	2.7044069739	-0.0087895623	0.0017429888	0.0000000000	-0.0003204035	0.0003809033	0.0000000000	0.0000535767	-336.1263609183	0.0000000000	0.0000000000	-0.1510688811	-7.3590846771	0.3499793513	mm
79 GRTS_1_1153	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0355627939	0.0326087718	2.7028899435	-0.0106859430	0.0029537409	0.0000000000	-0.0001693776	0.0012696964	0.0000000000	0.0006416728	336.1263609183	0.0000000000	0.0000000000	0.1510688811	7.6235501841	0.6681695356	mm
82 GRTS_1_2049	0			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
82 GRTS_1_2049	1			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
80 GRTS_1_2177	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0053375673	0.0452019683	2.7024154109	-0.0107387813	0.0038357787	0.0000000000	0.0001680328	0.0005910585	0.0000000000	-0.0001636715	-325.4632854035	0.0000000000	0.0000000000	-0.2126023700	-6.9373318757	1.8298140911	mm
80 GRTS_1_2177	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0050477740	0.0301693866	2.7112191002	-0.0106543621	0.0033491051	0.0000000000	-0.0000266302	0.0010775616	0.0000000000	0.0000216210	325.4632854035	0.0000000000	0.0000000000	0.2126023700	8.0872484344	2.2898480612	mm
81 GRTS_1_577	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0084438959	0.0158501338	2.7078445076	-0.0102579458	0.0033221702	0.0000000000	0.0006577051	0.0001052484	0.0000000000	-0.0006929558	-326.9159431097	0.0000000000	0.0000000000	-0.4629809073	-6.9486985619	1.1230390701	mm
81 GRTS_1_577	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0109577938	0.0384198166	2.7011173314	-0.0115493392	0.0046410125	0.0000000000	0.0002226483	0.0002881794	0.0000000000	0.0001614842	326.9159431097	0.0000000000	0.0000000000	0.4629809073	7.4486432172	0.8709206256	mm
13 GRTS_23_1047	0			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
13 GRTS_23_1047	1			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
15 GRTS_23_1111	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0072227458	0.0513025131	2.7015235487	-0.0135496023	0.0049874803	0.0000000000	-0.0003821488	0.0010082347	0.0000000000	-0.0005755678	-325.6108890952	0.0000000000	0.0000000000	-0.0647541549	-6.7392629975	1.6114563901	mm
15 GRTS_23_1111	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0003158362	0.0347812774	2.7080370233	-0.0123330746	0.0031009592	0.0000000000	0.0006325237	0.0007973750	0.0000000000	0.0003606664	325.6108890952	0.0000000000	0.0000000000	0.0647541549	7.9069486755	2.0471938347	mm
12 GRTS_23_23	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0245407275	0.0324120438	2.7076307447	-0.0114430927	0.0032964234	0.0000000000	-0.0003503177	0.0010271748	0.0000000000	-0.0007465285	-335.9984967097	0.0000000000	0.0000000000	-0.1201926615	-7.3619775501	1.3387807966	mm
12 GRTS_23_23	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0214489088	0.0541097185	2.7007096370	-0.0125654608	0.0027120723	0.0000000000	-0.0004885450	0.0016750264	0.0000000000	-0.0004492485	335.9984967097	0.0000000000	0.0000000000	0.1201926615	8.0646546158	1.1603623056	mm
16 GRTS_23_855	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0122144708	0.0407042110	2.7063238402	-0.0130515469	0.0082866468	0.0000000000	0.0001590958	0.0008587016	0.0000000000	0.0012090026	-337.7325993496	0.0000000000	0.0000000000	-0.2873520597	-7.7184687606	1.5509277702	mm
16 GRTS_23_855	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0127025198	0.0351459867	2.7072792281	-0.0164901864	0.0209858382	0.0000000000	0.0000271944	0.0014389659	0.0000000000	0.0016220101	337.7325993496	0.0000000000	0.0000000000	0.2873520597	6.4899287436	0.4467153547	mm
14 GRTS_23_967	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0242569119	0.0361810299	2.7016930802	-0.0097343178	0.0022057921	0.0000000000	-0.0005131259	0.0006387643	0.0000000000	-0.0001150504	-336.2848474099	0.0000000000	0.0000000000	-0.0537699034	-7.4124198829	0.4060466727	mm
14 GRTS_23_967	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0195638078	0.0422595906	2.7045281081	-0.0097495125	0.0023433495	0.0000000000	0.0000362872	0.0015265092	0.0000000000	0.0007226997	336.2848474099	0.0000000000	0.0000000000	0.0537699034	7.5821664783	0.6362723291	mm
100 GRTS_28_1052	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0072227458	0.0513025131	2.7015235487	-0.0135496023	0.0049874803	0.0000000000	-0.0003821488	0.0010082347	0.0000000000	-0.0005755678	-325.6108890952	0.0000000000	0.0000000000	-0.0647541549	-6.7392629975	1.6114563901	mm
100 GRTS_28_1052	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0003158362	0.0347812774	2.7080370233	-0.0123330746	0.0031009592	0.0000000000	0.0006325237	0.0007973750	0.0000000000	0.0003606664	325.6108890952	0.0000000000	0.0000000000	0.0647541549	7.9069486755	2.0471938347	mm
98 GRTS_28_28	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0084438959	0.0158501338	2.7078445076	-0.0102579458	0.0033221702	0.0000000000	0.0006577051	0.0001052484	0.0000000000	-0.0006929558	-326.9159431097	0.0000000000	0.0000000000	-0.4629809073	-6.9486985619	1.1230390701	mm
98 GRTS_28_28	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0109577938	0.0384198166	2.7011173314	-0.0115493392	0.0046410125	0.0000000000	0.0002226483	0.0002881794	0.0000000000	0.0001614842	326.9159431097	0.0000000000	0.0000000000	0.4629809073	7.4486432172	0.8709206256	mm
101 GRTS_28_284	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0242569119	0.0361810299	2.7016930802	-0.0097343178	0.0022057921	0.0000000000	-0.0005131259	0.0006387643	0.0000000000	-0.0001150504	-336.2848474099	0.0000000000	0.0000000000	-0.0537699034	-7.4124198829	0.4060466727	mm
101 GRTS_28_284	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0195638078	0.0422595906	2.7045281081	-0.0097495125	0.0023433495	0.0000000000	0.0000362872	0.0015265092	0.0000000000	0.0007226997	336.2848474099	0.0000000000	0.0000000000	0.0537699034	7.5821664783	0.6362723291	mm
99 GRTS_28_348	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0245407275	0.0324120438	2.7076307447	-0.0114430927	0.0032964234	0.0000000000	-0.0003503177	0.0010271748	0.0000000000	-0.0007465285	-335.9984967097	0.0000000000	0.0000000000	-0.1201926615	-7.3619775501	1.3387807966	mm
99 GRTS_28_348	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0214489088	0.0541097185	2.7007096370	-0.0125654608	0.0027120723	0.0000000000	-0.0004885450	0.0016750264	0.0000000000	-0.0004492485	335.9984967097	0.0000000000	0.0000000000	0.1201926615	8.0646546158	1.1603623056	mm
102 GRTS_28_972	0			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
102 GRTS_28_972	1			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
33 GRTS_2_1597	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0072227458	0.0513025131	2.7015235487	-0.0135496023	0.0049874803	0.0000000000	-0.0003821488	0.0010082347	0.0000000000	-0.0005755678	-325.6108890952	0.0000000000	0.0000000000	-0.0647541549	-6.7392629975	1.6114563901	mm
33 GRTS_2_1597	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0003158362	0.0347812774	2.7080370233	-0.0123330746	0.0031009592	0.0000000000	0.0006325237	0.0007973750	0.0000000000	0.0003606664	325.6108890952	0.0000000000	0.0000000000	0.0647541549	7.9069486755	2.0471938347	mm
30 GRTS_2_2	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0122144708	0.0407042110	2.7063238402	-0.0130515469	0.0082866468	0.0000000000	0.0001590958	0.0008587016	0.0000000000	0.0012090026	-337.7325993496	0.0000000000	0.0000000000	-0.2873520597	-7.7184687606	1.5509277702	mm
30 GRTS_2_2	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0127025198	0.0351459867	2.7072792281	-0.0164901864	0.0209858382	0.0000000000	0.0000271944	0.0014389659	0.0000000000	0.0016220101	337.7325993496	0.0000000000	0.0000000000	0.2873520597	6.4899287436	0.4467153547	mm
34 GRTS_2_2045	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0242569119	0.0361810299	2.7016930802	-0.0097343178	0.0022057921	0.0000000000	-0.0005131259	0.0006387643	0.0000000000	-0.0001150504	-336.2848474099	0.0000000000	0.0000000000	-0.0537699034	-7.4124198829	0.4060466727	mm
34 GRTS_2_2045	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0195638078	0.0422595906	2.7045281081	-0.0097495125	0.0023433495	0.0000000000	0.0000362872	0.0015265092	0.0000000000	0.0007226997	336.2848474099	0.0000000000	0.0000000000	0.0537699034	7.5821664783	0.6362723291	mm
32 GRTS_2_2109	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0084438959	0.0158501338	2.7078445076	-0.0102579458	0.0033221702	0.0000000000	0.0006577051	0.0001052484	0.0000000000	-0.0006929558	-326.9159431097	0.0000000000	0.0000000000	-0.4629809073	-6.9486985619	1.1230390701	mm
32 GRTS_2_2109	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0109577938	0.0384198166	2.7011173314	-0.0115493392	0.0046410125	0.0000000000	0.0002226483	0.0002881794	0.0000000000	0.0001614842	326.9159431097	0.0000000000	0.0000000000	0.4629809073	7.4486432172	0.8709206256	mm
31 GRTS_2_reef	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0245407275	0.0324120438	2.7076307447	-0.0114430927	0.0032964234	0.0000000000	-0.0003503177	0.0010271748	0.0000000000	-0.0007465285	-335.9984967097	0.0000000000	0.0000000000	-0.1201926615	-7.3619775501	1.3387807966	mm
31 GRTS_2_reef	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0214489088	0.0541097185	2.7007096370	-0.0125654608	0.0027120723	0.0000000000	-0.0004885450	0.0016750264	0.0000000000	-0.0004492485	335.9984967097	0.0000000000	0.0000000000	0.1201926615	8.0646546158	1.1603623056	mm
105 GRTS_31_287	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0072227458	0.0513025131	2.7015235487	-0.0135496023	0.0049874803	0.0000000000	-0.0003821488	0.0010082347	0.0000000000	-0.0005755678	-325.6108890952	0.0000000000	0.0000000000	-0.0647541549	-6.7392629975	1.6114563901	mm
105 GRTS_31_287	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0003158362	0.0347812774	2.7080370233	-0.0123330746	0.0031009592	0.0000000000	0.0006325237	0.0007973750	0.0000000000	0.0003606664	325.6108890952	0.0000000000	0.0000000000	0.0647541549	7.9069486755	2.0471938347	mm
104 GRTS_31_31	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0242569119	0.0361810299	2.7016930802	-0.0097343178	0.0022057921	0.0000000000	-0.0005131259	0.0006387643	0.0000000000	-0.0001150504	-336.2848474099	0.0000000000	0.0000000000	-0.0537699034	-7.4124198829	0.4060466727	mm
104 GRTS_31_31	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0195638078	0.0422595906	2.7045281081	-0.0097495125	0.0023433495	0.0000000000	0.0000362872	0.0015265092	0.0000000000	0.0007226997	336.2848474099	0.0000000000	0.0000000000	0.0537699034	7.5821664783	0.6362723291	mm
106 GRTS_31_399	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0245407275	0.0324120438	2.7076307447	-0.0114430927	0.0032964234	0.0000000000	-0.0003503177	0.0010271748	0.0000000000	-0.0007465285	-335.9984967097	0.0000000000	0.0000000000	-0.1201926615	-7.3619775501	1.3387807966	mm
106 GRTS_31_399	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0214489088	0.0541097185	2.7007096370	-0.0125654608	0.0027120723	0.0000000000	-0.0004885450	0.0016750264	0.0000000000	-0.0004492485	335.9984967097	0.0000000000	0.0000000000	0.1201926615	8.0646546158	1.1603623056	mm
107 GRTS_31_95	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0084438959	0.0158501338	2.7078445076	-0.0102579458	0.0033221702	0.0000000000	0.0006577051	0.0001052484	0.0000000000	-0.0006929558	-326.9159431097	0.0000000000	0.0000000000	-0.4629809073	-6.9486985619	1.1230390701	mm
107 GRTS_31_95	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	0.0109577938	0.0384198166	2.7011173314	-0.0115493392	0.0046410125	0.0000000000	0.0002226483	0.0002881794	0.0000000000	0.0001614842	326.9159431097	0.0000000000	0.0000000000	0.4629809073	7.4486432172	0.8709206256	mm
67 GRTS_3_1027	0	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0245407275	0.0324120438	2.7076307447	-0.0114430927	0.0032964234	0.0000000000	-0.0003503177	0.0010271748	0.0000000000	-0.0007465285	-335.9984967097	0.0000000000	0.0000000000	-0.1201926615	-7.3619775501	1.3387807966	mm
67 GRTS_3_1027	1	HFM300 In Water Raynox 5050Pro	Derived from CAL	1080	1920	0.0016700000	0.0016700000	-0.0214489088	0.0541097185	2.7007096370	-0.0125654608	0.0027120723	0.0000000000	-0.0004885450	0.0016750264	0.0000000000	-0.0004492485	335.9984967097	0.0000000000	0.0000000000	0.1201926615	8.0646546158	1.1603623056	mm
