Camera Details

Generated: Thursday 02 November 2023 13:59:30

OpCode	TapeReader	Depth	Comment	Latitude	Longitude	Date	Time	MPAStatus	Site	Year	Spare	Camera	Index	Descriptor	Image rows	Image columns	Focal length (mm)	x pixel size (mm)	y pixel size (mm)	X mm	Y mm	Z mm	Omega (degrees)	Phi (degrees)	Kappa (degrees)
DB_055	Scott Gray	26	No lights	-38.3822112	141.3545926	13/03/2023	9:47	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93470	0.002850	0.002850	301.032	0.000	0.000	-0.022	4.328	0.625
DB_056	Scott Gray	61	Lights	-38.3608238	141.3063585	11/03/2023	14:02	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94101	0.002850	0.002850	-301.726	0.000	0.000	0.191	-5.518	1.334
DB_056	Scott Gray	61	Lights	-38.3608238	141.3063585	11/03/2023	14:02	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94017	0.002850	0.002850	301.726	0.000	0.000	-0.191	4.166	1.310
DB_057	Scott Gray	56	Lights	-38.3515497	141.3207818	11/03/2023	14:17	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93818	0.002850	0.002850	-301.032	0.000	0.000	0.022	-5.604	0.516
DB_057	Scott Gray	56	Lights	-38.3515497	141.3207818	11/03/2023	14:17	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93470	0.002850	0.002850	301.032	0.000	0.000	-0.022	4.328	0.625
DB_058	Scott Gray	56	Lights	-38.3648881	141.3344395	12/03/2023	9:51	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93900	0.002850	0.002850	-301.452	0.000	0.000	0.206	-5.049	2.153
DB_058	Scott Gray	56	Lights	-38.3648881	141.3344395	12/03/2023	9:51	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94802	0.002850	0.002850	301.452	0.000	0.000	-0.206	4.972	0.005
DB_059	Scott Gray	35	No lights	-38.3412805	141.3468575	12/03/2023	11:53	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95194	0.002850	0.002850	-301.809	0.000	0.000	-0.265	-5.459	-0.618
DB_059	Scott Gray	35	No lights	-38.3412805	141.3468575	12/03/2023	11:53	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92723	0.002850	0.002850	301.809	0.000	0.000	0.265	3.653	1.159
DB_060	Scott Gray	54	Lights	-38.3388866	141.3218501	11/03/2023	14:27	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93724	0.002850	0.002850	-301.315	0.000	0.000	-0.350	-5.688	0.030
DB_060	Scott Gray	54	Lights	-38.3388866	141.3218501	11/03/2023	14:27	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94413	0.002850	0.002850	301.315	0.000	0.000	0.350	4.632	1.002
DB_061	Scott Gray	58	No lights	-38.3841193	141.3458603	12/03/2023	14:07	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93724	0.002850	0.002850	-301.315	0.000	0.000	-0.350	-5.688	0.030
DB_061	Scott Gray	58	No lights	-38.3841193	141.3458603	12/03/2023	14:07	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94413	0.002850	0.002850	301.315	0.000	0.000	0.350	4.632	1.002
DB_062	Scott Gray	55	No lights	-38.3983362	141.3651727	12/03/2023	14:31	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93492	0.002850	0.002850	-300.711	0.000	0.000	0.238	-5.123	0.866
DB_062	Scott Gray	55	No lights	-38.3983362	141.3651727	12/03/2023	14:31	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93797	0.002850	0.002850	300.711	0.000	0.000	-0.238	5.260	0.601
DB_063	Scott Gray	47	No lights	-38.3524901	141.3480082	12/03/2023	12:00	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93818	0.002850	0.002850	-301.032	0.000	0.000	0.022	-5.604	0.516
DB_063	Scott Gray	47	No lights	-38.3524901	141.3480082	12/03/2023	12:00	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93470	0.002850	0.002850	301.032	0.000	0.000	-0.022	4.328	0.625
DB_064	Scott Gray	49	No lights	-38.3914325	141.3594918	12/03/2023	14:25	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95194	0.002850	0.002850	-301.809	0.000	0.000	-0.265	-5.459	-0.618
DB_064	Scott Gray	49	No lights	-38.3914325	141.3594918	12/03/2023	14:25	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92723	0.002850	0.002850	301.809	0.000	0.000	0.265	3.653	1.159
DB_065	Scott Gray	55	Lights	-38.3609846	141.3325467	12/03/2023	9:48	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94203	0.002850	0.002850	-301.099	0.000	0.000	-0.443	-5.031	-0.006
DB_065	Scott Gray	55	Lights	-38.3609846	141.3325467	12/03/2023	9:48	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94233	0.002850	0.002850	301.099	0.000	0.000	0.443	5.494	1.039
DB_067	Scott Gray	42	No lights	-38.3488643	141.3528214	12/03/2023	12:04	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93900	0.002850	0.002850	-301.452	0.000	0.000	0.206	-5.049	2.153
DB_067	Scott Gray	42	No lights	-38.3488643	141.3528214	12/03/2023	12:04	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94802	0.002850	0.002850	301.452	0.000	0.000	-0.206	4.972	0.005
DB_068	Scott Gray	57	Lights	-38.3578496	141.321332	11/03/2023	14:13	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93492	0.002850	0.002850	-300.711	0.000	0.000	0.238	-5.123	0.866
DB_068	Scott Gray	57	Lights	-38.3578496	141.321332	11/03/2023	14:13	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93797	0.002850	0.002850	300.711	0.000	0.000	-0.238	5.260	0.601
DB_069	Scott Gray	50	No lights	-38.3460112	141.3421842	12/03/2023	11:56	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94101	0.002850	0.002850	-301.726	0.000	0.000	0.191	-5.518	1.334
DB_069	Scott Gray	50	No lights	-38.3460112	141.3421842	12/03/2023	11:56	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94017	0.002850	0.002850	301.726	0.000	0.000	-0.191	4.166	1.310
DB_070	Scott Gray	52	Lights	-38.3452469	141.3219159	11/03/2023	14:24	Inside MPA	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94203	0.002850	0.002850	-301.099	0.000	0.000	-0.443	-5.031	-0.006
DB_070	Scott Gray	52	Lights	-38.3452469	141.3219159	11/03/2023	14:24	Inside MPA	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94233	0.002850	0.002850	301.099	0.000	0.000	0.443	5.494	1.039
DB_071	Scott Gray	57	No lights	-38.3813893	141.3442892	12/03/2023	14:03	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94094	0.002850	0.002850	-301.465	0.000	0.000	-0.224	-6.112	-0.468
DB_071	Scott Gray	57	No lights	-38.3813893	141.3442892	12/03/2023	14:03	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93341	0.002850	0.002850	301.465	0.000	0.000	0.224	3.830	-0.498
DB_072	Scott Gray		Lights	-38.3401741	141.3298734	12/03/2023	9:38	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94094	0.002850	0.002850	-301.465	0.000	0.000	-0.224	-6.112	-0.468
DB_072	Scott Gray		Lights	-38.3401741	141.3298734	12/03/2023	9:38	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93341	0.002850	0.002850	301.465	0.000	0.000	0.224	3.830	-0.498
DB_073	Scott Gray	52	Lights	-38.3346536	141.3200347	11/03/2023	14:30	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94094	0.002850	0.002850	-301.465	0.000	0.000	-0.224	-6.112	-0.468
DB_073	Scott Gray	52	Lights	-38.3346536	141.3200347	11/03/2023	14:30	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93341	0.002850	0.002850	301.465	0.000	0.000	0.224	3.830	-0.498
DB_074	Scott Gray	27	No lights	-38.38732	141.357773	13/03/2023	9:43	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94101	0.002850	0.002850	-301.726	0.000	0.000	0.191	-5.518	1.334
DB_074	Scott Gray	27	No lights	-38.38732	141.357773	13/03/2023	9:43	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94017	0.002850	0.002850	301.726	0.000	0.000	-0.191	4.166	1.310
DB_075	Scott Gray	54	Lights	-38.349512	141.3300381	12/03/2023	9:43	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93724	0.002850	0.002850	-301.315	0.000	0.000	-0.350	-5.688	0.030
DB_075	Scott Gray	54	Lights	-38.349512	141.3300381	12/03/2023	9:43	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94413	0.002850	0.002850	301.315	0.000	0.000	0.350	4.632	1.002
DB_076	Scott Gray	54	Lights	-38.346169	141.3146394	11/03/2023	14:20	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93900	0.002850	0.002850	-301.452	0.000	0.000	0.206	-5.049	2.153
DB_076	Scott Gray	54	Lights	-38.346169	141.3146394	11/03/2023	14:20	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94802	0.002850	0.002850	301.452	0.000	0.000	-0.206	4.972	0.005
DB_077	Scott Gray	47	No lights	-38.3872541	141.3517127	12/03/2023	14:17	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93818	0.002850	0.002850	-301.032	0.000	0.000	0.022	-5.604	0.516
DB_077	Scott Gray	47	No lights	-38.3872541	141.3517127	12/03/2023	14:17	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93470	0.002850	0.002850	301.032	0.000	0.000	-0.022	4.328	0.625
DB_078	Scott Gray		Lights	-38.3346009	141.332296	12/03/2023	9:34	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92366	0.002850	0.002850	-301.547	0.000	0.000	-0.323	-4.828	0.928
DB_078	Scott Gray		Lights	-38.3346009	141.332296	12/03/2023	9:34	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94154	0.002850	0.002850	301.547	0.000	0.000	0.323	4.507	0.998
DB_079	Scott Gray	54	No lights	-38.3649189	141.3414439	12/03/2023	13:57	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92366	0.002850	0.002850	-301.547	0.000	0.000	-0.323	-4.828	0.928
DB_079	Scott Gray	54	No lights	-38.3649189	141.3414439	12/03/2023	13:57	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94154	0.002850	0.002850	301.547	0.000	0.000	0.323	4.507	0.998
DB_080	Scott Gray	53	Lights	-38.3350815	141.3255308	11/03/2023	14:33	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92366	0.002850	0.002850	-301.547	0.000	0.000	-0.323	-4.828	0.928
DB_080	Scott Gray	53	Lights	-38.3350815	141.3255308	11/03/2023	14:33	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94154	0.002850	0.002850	301.547	0.000	0.000	0.323	4.507	0.998
DB_081	Scott Gray	38	No lights	-38.3969245	141.3730382	13/03/2023	9:34	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93492	0.002850	0.002850	-300.711	0.000	0.000	0.238	-5.123	0.866
DB_081	Scott Gray	38	No lights	-38.3969245	141.3730382	13/03/2023	9:34	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93797	0.002850	0.002850	300.711	0.000	0.000	-0.238	5.260	0.601
DB_082	Scott Gray	51	No lights	-38.3839172	141.3505541	12/03/2023	14:14	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93900	0.002850	0.002850	-301.452	0.000	0.000	0.206	-5.049	2.153
DB_082	Scott Gray	51	No lights	-38.3839172	141.3505541	12/03/2023	14:14	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94802	0.002850	0.002850	301.452	0.000	0.000	-0.206	4.972	0.005
DB_083	Scott Gray	38	No lights	-38.3961704	141.3630447	12/03/2023	14:29	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93784	0.002850	0.002850	-301.314	0.000	0.000	0.152	-5.233	-1.079
DB_083	Scott Gray	38	No lights	-38.3961704	141.3630447	12/03/2023	14:29	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94075	0.002850	0.002850	301.314	0.000	0.000	-0.152	4.875	0.075
DB_084	Scott Gray	68	Lights	-38.3894908	141.3117513	11/03/2023	12:00	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94203	0.002850	0.002850	-301.099	0.000	0.000	-0.443	-5.031	-0.006
DB_084	Scott Gray	68	Lights	-38.3894908	141.3117513	11/03/2023	12:00	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94233	0.002850	0.002850	301.099	0.000	0.000	0.443	5.494	1.039
DB_085	Scott Gray	71	Lights	-38.4001925	141.3096361	11/03/2023	11:49	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92366	0.002850	0.002850	-301.547	0.000	0.000	-0.323	-4.828	0.928
DB_085	Scott Gray	71	Lights	-38.4001925	141.3096361	11/03/2023	11:49	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94154	0.002850	0.002850	301.547	0.000	0.000	0.323	4.507	0.998
DB_086	Scott Gray	60	Lights	-38.3739502	141.3323373	12/03/2023	10:02	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95194	0.002850	0.002850	-301.809	0.000	0.000	-0.265	-5.459	-0.618
DB_086	Scott Gray	60	Lights	-38.3739502	141.3323373	12/03/2023	10:02	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92723	0.002850	0.002850	301.809	0.000	0.000	0.265	3.653	1.159
DB_087	Scott Gray	64	No lights	-38.3945922	141.351995	12/03/2023	14:21	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94101	0.002850	0.002850	-301.726	0.000	0.000	0.191	-5.518	1.334
DB_087	Scott Gray	64	No lights	-38.3945922	141.351995	12/03/2023	14:21	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94017	0.002850	0.002850	301.726	0.000	0.000	-0.191	4.166	1.310
DB_088	Scott Gray	70	Lights	-38.3867081	141.3380094	11/03/2023	9:29	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94101	0.002850	0.002850	-301.726	0.000	0.000	0.191	-5.518	1.334
DB_088	Scott Gray	70	Lights	-38.3867081	141.3380094	11/03/2023	9:29	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94017	0.002850	0.002850	301.726	0.000	0.000	-0.191	4.166	1.310
DB_089	Scott Gray	59	Lights	-38.3639303	141.3218242	11/03/2023	14:10	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93784	0.002850	0.002850	-301.314	0.000	0.000	0.152	-5.233	-1.079
DB_089	Scott Gray	59	Lights	-38.3639303	141.3218242	11/03/2023	14:10	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94075	0.002850	0.002850	301.314	0.000	0.000	-0.152	4.875	0.075
DB_090	Scott Gray	60	Lights	-38.363596	141.3124676	11/03/2023	12:25	No take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94101	0.002850	0.002850	-301.726	0.000	0.000	0.191	-5.518	1.334
DB_090	Scott Gray	60	Lights	-38.363596	141.3124676	11/03/2023	12:25	No take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94017	0.002850	0.002850	301.726	0.000	0.000	-0.191	4.166	1.310
DB_091	Scott Gray	68	Lights	-38.3817956	141.3060277	11/03/2023	12:12	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93492	0.002850	0.002850	-300.711	0.000	0.000	0.238	-5.123	0.866
DB_091	Scott Gray	68	Lights	-38.3817956	141.3060277	11/03/2023	12:12	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93797	0.002850	0.002850	300.711	0.000	0.000	-0.238	5.260	0.601
DB_092	Scott Gray	66	Lights	-38.3741154	141.3160564	11/03/2023	12:16	No take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93784	0.002850	0.002850	-301.314	0.000	0.000	0.152	-5.233	-1.079
DB_092	Scott Gray	66	Lights	-38.3741154	141.3160564	11/03/2023	12:16	No take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94075	0.002850	0.002850	301.314	0.000	0.000	-0.152	4.875	0.075
DB_093	Scott Gray	62	Lights	-38.3920742	141.3286702	11/03/2023	9:51	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93818	0.002850	0.002850	-301.032	0.000	0.000	0.022	-5.604	0.516
DB_093	Scott Gray	62	Lights	-38.3920742	141.3286702	11/03/2023	9:51	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93470	0.002850	0.002850	301.032	0.000	0.000	-0.022	4.328	0.625
DB_094	Scott Gray	71	Lights	-38.398849	141.3236037	11/03/2023	10:02	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94203	0.002850	0.002850	-301.099	0.000	0.000	-0.443	-5.031	-0.006
DB_094	Scott Gray	71	Lights	-38.398849	141.3236037	11/03/2023	10:02	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94233	0.002850	0.002850	301.099	0.000	0.000	0.443	5.494	1.039
DB_095	Scott Gray	67	Lights	-38.3715619	141.3116251	11/03/2023	12:21	No take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95194	0.002850	0.002850	-301.809	0.000	0.000	-0.265	-5.459	-0.618
DB_095	Scott Gray	67	Lights	-38.3715619	141.3116251	11/03/2023	12:21	No take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92723	0.002850	0.002850	301.809	0.000	0.000	0.265	3.653	1.159
DB_096	Scott Gray	68	Lights	-38.3878364	141.3235123	11/03/2023	10:19	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92366	0.002850	0.002850	-301.547	0.000	0.000	-0.323	-4.828	0.928
DB_096	Scott Gray	68	Lights	-38.3878364	141.3235123	11/03/2023	10:19	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94154	0.002850	0.002850	301.547	0.000	0.000	0.323	4.507	0.998
DB_097	Scott Gray	60	Lights	-38.3769912	141.3382257	12/03/2023	10:06	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93784	0.002850	0.002850	-301.314	0.000	0.000	0.152	-5.233	-1.079
DB_097	Scott Gray	60	Lights	-38.3769912	141.3382257	12/03/2023	10:06	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94075	0.002850	0.002850	301.314	0.000	0.000	-0.152	4.875	0.075
DB_098	Scott Gray	65	Lights	-38.3933754	141.3301052	11/03/2023	9:44	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93492	0.002850	0.002850	-300.711	0.000	0.000	0.238	-5.123	0.866
DB_098	Scott Gray	65	Lights	-38.3933754	141.3301052	11/03/2023	9:44	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93797	0.002850	0.002850	300.711	0.000	0.000	-0.238	5.260	0.601
DB_099	Scott Gray	74	Lights	-38.3963005	141.3131923	11/03/2023	11:53	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94094	0.002850	0.002850	-301.465	0.000	0.000	-0.224	-6.112	-0.468
DB_099	Scott Gray	74	Lights	-38.3963005	141.3131923	11/03/2023	11:53	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93341	0.002850	0.002850	301.465	0.000	0.000	0.224	3.830	-0.498
DB_100	Scott Gray	70	Lights	-38.381651	141.3156371	11/03/2023	12:07	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93818	0.002850	0.002850	-301.032	0.000	0.000	0.022	-5.604	0.516
DB_100	Scott Gray	70	Lights	-38.381651	141.3156371	11/03/2023	12:07	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93470	0.002850	0.002850	301.032	0.000	0.000	-0.022	4.328	0.625
DB_101	Scott Gray	61	No lights	-38.3721349	141.3268316	12/03/2023	9:59	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94101	0.002850	0.002850	-301.726	0.000	0.000	0.191	-5.518	1.334
DB_101	Scott Gray	61	No lights	-38.3721349	141.3268316	12/03/2023	9:59	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94017	0.002850	0.002850	301.726	0.000	0.000	-0.191	4.166	1.310
DB_102	Scott Gray	72	Lights	-38.3985779	141.3198081	11/03/2023	10:07	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93724	0.002850	0.002850	-301.315	0.000	0.000	-0.350	-5.688	0.030
DB_102	Scott Gray	72	Lights	-38.3985779	141.3198081	11/03/2023	10:07	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94413	0.002850	0.002850	301.315	0.000	0.000	0.350	4.632	1.002
DB_103	Scott Gray	70	Lights	-38.3886499	141.3152264	11/03/2023	12:03	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93900	0.002850	0.002850	-301.452	0.000	0.000	0.206	-5.049	2.153
DB_103	Scott Gray	70	Lights	-38.3886499	141.3152264	11/03/2023	12:03	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94802	0.002850	0.002850	301.452	0.000	0.000	-0.206	4.972	0.005
DB_104	Scott Gray	68	Lights	-38.3976312	141.327122	11/03/2023	9:56	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93900	0.002850	0.002850	-301.452	0.000	0.000	0.206	-5.049	2.153
DB_104	Scott Gray	68	Lights	-38.3976312	141.327122	11/03/2023	9:56	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94802	0.002850	0.002850	301.452	0.000	0.000	-0.206	4.972	0.005
DB_105	Scott Gray	57	Lights	-38.3708825	141.3385401	12/03/2023	10:09	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93492	0.002850	0.002850	-300.711	0.000	0.000	0.238	-5.123	0.866
DB_105	Scott Gray	57	Lights	-38.3708825	141.3385401	12/03/2023	10:09	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93797	0.002850	0.002850	300.711	0.000	0.000	-0.238	5.260	0.601
DB_106	Scott Gray	73	Lights	-38.3934298	141.3089565	11/03/2023	11:57	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93724	0.002850	0.002850	-301.315	0.000	0.000	-0.350	-5.688	0.030
DB_106	Scott Gray	73	Lights	-38.3934298	141.3089565	11/03/2023	11:57	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94413	0.002850	0.002850	301.315	0.000	0.000	0.350	4.632	1.002
DB_107	Scott Gray	65	Lights	-38.394568	141.3231094	11/03/2023	10:13	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94094	0.002850	0.002850	-301.465	0.000	0.000	-0.224	-6.112	-0.468
DB_107	Scott Gray	65	Lights	-38.394568	141.3231094	11/03/2023	10:13	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93341	0.002850	0.002850	301.465	0.000	0.000	0.224	3.830	-0.498
DB_108	Scott Gray	62	Lights	-38.3699355	141.3296716	12/03/2023	9:55	No Take	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93818	0.002850	0.002850	-301.032	0.000	0.000	0.022	-5.604	0.516
DB_108	Scott Gray	62	Lights	-38.3699355	141.3296716	12/03/2023	9:55	No Take	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93470	0.002850	0.002850	301.032	0.000	0.000	-0.022	4.328	0.625
DB_109	Scott Gray	68	Lights	-38.3896764	141.3329435	11/03/2023	9:38	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93784	0.002850	0.002850	-301.314	0.000	0.000	0.152	-5.233	-1.079
DB_109	Scott Gray	68	Lights	-38.3896764	141.3329435	11/03/2023	9:38	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94075	0.002850	0.002850	301.314	0.000	0.000	-0.152	4.875	0.075
DB_110	Scott Gray	68	Lights	-38.385098	141.3359215	11/03/2023	9:32	Fished	Discovery Bay	2023		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95194	0.002850	0.002850	-301.809	0.000	0.000	-0.265	-5.459	-0.618
DB_110	Scott Gray	68	Lights	-38.385098	141.3359215	11/03/2023	9:32	Fished	Discovery Bay	2023		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92723	0.002850	0.002850	301.809	0.000	0.000	0.265	3.653	1.159
