Sample,Family,Genus,Species,Count
COOME62,Sparidae,Acanthopagrus,australis,4
COOME71,Sparidae,Acanthopagrus,australis,2
COOME72,Sparidae,Acanthopagrus,australis,17
COOME81,Sparidae,Acanthopagrus,australis,9
COOME82,Sparidae,Acanthopagrus,australis,8
COOME91,Sparidae,Acanthopagrus,australis,2
COOME92,Sparidae,Acanthopagrus,australis,20
CURRU101,Sparidae,Acanthopagrus,australis,2
CURRU102,Sparidae,Acanthopagrus,australis,16
CURRU11,Sparidae,Acanthopagrus,australis,9
CURRU12,Sparidae,Acanthopagrus,australis,51
CURRU21,Sparidae,Acanthopagrus,australis,21
CURRU22,Sparidae,Acanthopagrus,australis,6
CURRU31,Sparidae,Acanthopagrus,australis,32
CURRU32,Sparidae,Acanthopagrus,australis,39
CURRU41,Sparidae,Acanthopagrus,australis,8
CURRU42,Sparidae,Acanthopagrus,australis,31
CURRU51,Sparidae,Acanthopagrus,australis,16
CURRU52,Sparidae,Acanthopagrus,australis,16
CURRU61,Sparidae,Acanthopagrus,australis,28
CURRU62,Sparidae,Acanthopagrus,australis,32
CURRU72,Sparidae,Acanthopagrus,australis,3
CURRU81,Sparidae,Acanthopagrus,australis,29
CURRU82,Sparidae,Acanthopagrus,australis,16
CURRU91,Sparidae,Acanthopagrus,australis,3
CURRU92,Sparidae,Acanthopagrus,australis,6
LOGAN12,Sparidae,Acanthopagrus,australis,2
LOGAN21,Sparidae,Acanthopagrus,australis,11
LOGAN22,Sparidae,Acanthopagrus,australis,2
LOGAN31,Sparidae,Acanthopagrus,australis,1
LOGAN32,Sparidae,Acanthopagrus,australis,1
LOGAN41,Sparidae,Acanthopagrus,australis,2
LOGAN51,Sparidae,Acanthopagrus,australis,13
LOGAN52,Sparidae,Acanthopagrus,australis,3
LOGAN61,Sparidae,Acanthopagrus,australis,1
LOGAN62,Sparidae,Acanthopagrus,australis,2
LOGAN72,Sparidae,Acanthopagrus,australis,3
LOGAN81,Sparidae,Acanthopagrus,australis,1
LOGAN82,Sparidae,Acanthopagrus,australis,1
LOGAN91,Sparidae,Acanthopagrus,australis,1
MAROO101,Sparidae,Acanthopagrus,australis,4
MAROO102,Sparidae,Acanthopagrus,australis,5
MAROO11,Sparidae,Acanthopagrus,australis,48
MAROO12,Sparidae,Acanthopagrus,australis,15
MAROO21,Sparidae,Acanthopagrus,australis,41
MAROO22,Sparidae,Acanthopagrus,australis,25
MAROO31,Sparidae,Acanthopagrus,australis,34
MAROO32,Sparidae,Acanthopagrus,australis,17
MAROO41,Sparidae,Acanthopagrus,australis,32
MAROO42,Sparidae,Acanthopagrus,australis,8
MAROO51,Sparidae,Acanthopagrus,australis,32
MAROO52,Sparidae,Acanthopagrus,australis,10
MAROO61,Sparidae,Acanthopagrus,australis,32
MAROO62,Sparidae,Acanthopagrus,australis,13
MAROO72,Sparidae,Acanthopagrus,australis,11
MAROO81,Sparidae,Acanthopagrus,australis,27
MAROO82,Sparidae,Acanthopagrus,australis,5
MAROO91,Sparidae,Acanthopagrus,australis,12
MAROO92,Sparidae,Acanthopagrus,australis,8
MCCOY101,Sparidae,Acanthopagrus,australis,1
MCCOY11,Sparidae,Acanthopagrus,australis,6
MCCOY12,Sparidae,Acanthopagrus,australis,9
MCCOY21,Sparidae,Acanthopagrus,australis,11
MCCOY22,Sparidae,Acanthopagrus,australis,3
MCCOY31,Sparidae,Acanthopagrus,australis,16
MCCOY32,Sparidae,Acanthopagrus,australis,29
MCCOY41,Sparidae,Acanthopagrus,australis,5
MCCOY42,Sparidae,Acanthopagrus,australis,6
MCCOY51,Sparidae,Acanthopagrus,australis,47
MCCOY52,Sparidae,Acanthopagrus,australis,23
MCCOY61,Sparidae,Acanthopagrus,australis,9
MCCOY62,Sparidae,Acanthopagrus,australis,3
MCCOY71,Sparidae,Acanthopagrus,australis,2
MCCOY72,Sparidae,Acanthopagrus,australis,2
MCCOY81,Sparidae,Acanthopagrus,australis,11
MCCOY82,Sparidae,Acanthopagrus,australis,1
MCCOY91,Sparidae,Acanthopagrus,australis,4
MCCOY92,Sparidae,Acanthopagrus,australis,2
MOOLO101,Sparidae,Acanthopagrus,australis,2
MOOLO102,Sparidae,Acanthopagrus,australis,13
MOOLO11,Sparidae,Acanthopagrus,australis,2
MOOLO12,Sparidae,Acanthopagrus,australis,12
MOOLO21,Sparidae,Acanthopagrus,australis,8
MOOLO22,Sparidae,Acanthopagrus,australis,16
MOOLO31,Sparidae,Acanthopagrus,australis,8
MOOLO32,Sparidae,Acanthopagrus,australis,9
MOOLO41,Sparidae,Acanthopagrus,australis,8
MOOLO42,Sparidae,Acanthopagrus,australis,21
MOOLO51,Sparidae,Acanthopagrus,australis,7
MOOLO52,Sparidae,Acanthopagrus,australis,17
MOOLO61,Sparidae,Acanthopagrus,australis,7
MOOLO62,Sparidae,Acanthopagrus,australis,7
MOOLO71,Sparidae,Acanthopagrus,australis,7
MOOLO72,Sparidae,Acanthopagrus,australis,15
MOOLO81,Sparidae,Acanthopagrus,australis,6
MOOLO82,Sparidae,Acanthopagrus,australis,36
MOOLO91,Sparidae,Acanthopagrus,australis,3
MOOLO92,Sparidae,Acanthopagrus,australis,12
NERAN101,Sparidae,Acanthopagrus,australis,11
NERAN102,Sparidae,Acanthopagrus,australis,19
NERAN11,Sparidae,Acanthopagrus,australis,8
NERAN12,Sparidae,Acanthopagrus,australis,16
NERAN21,Sparidae,Acanthopagrus,australis,15
NERAN22,Sparidae,Acanthopagrus,australis,7
NERAN31,Sparidae,Acanthopagrus,australis,11
NERAN32,Sparidae,Acanthopagrus,australis,9
NERAN41,Sparidae,Acanthopagrus,australis,35
NERAN42,Sparidae,Acanthopagrus,australis,17
NERAN51,Sparidae,Acanthopagrus,australis,18
NERAN52,Sparidae,Acanthopagrus,australis,45
NERAN61,Sparidae,Acanthopagrus,australis,29
NERAN62,Sparidae,Acanthopagrus,australis,4
NERAN71,Sparidae,Acanthopagrus,australis,13
NERAN72,Sparidae,Acanthopagrus,australis,22
NERAN81,Sparidae,Acanthopagrus,australis,23
NERAN82,Sparidae,Acanthopagrus,australis,31
NERAN91,Sparidae,Acanthopagrus,australis,5
NERAN92,Sparidae,Acanthopagrus,australis,3
NOOSA101,Sparidae,Acanthopagrus,australis,7
NOOSA102,Sparidae,Acanthopagrus,australis,3
NOOSA11,Sparidae,Acanthopagrus,australis,16
NOOSA12,Sparidae,Acanthopagrus,australis,3
NOOSA21,Sparidae,Acanthopagrus,australis,14
NOOSA22,Sparidae,Acanthopagrus,australis,6
NOOSA31,Sparidae,Acanthopagrus,australis,18
NOOSA32,Sparidae,Acanthopagrus,australis,22
NOOSA41,Sparidae,Acanthopagrus,australis,20
NOOSA42,Sparidae,Acanthopagrus,australis,28
NOOSA51,Sparidae,Acanthopagrus,australis,33
NOOSA52,Sparidae,Acanthopagrus,australis,34
NOOSA61,Sparidae,Acanthopagrus,australis,42
NOOSA62,Sparidae,Acanthopagrus,australis,29
NOOSA71,Sparidae,Acanthopagrus,australis,28
NOOSA72,Sparidae,Acanthopagrus,australis,22
NOOSA81,Sparidae,Acanthopagrus,australis,14
NOOSA82,Sparidae,Acanthopagrus,australis,8
NOOSA91,Sparidae,Acanthopagrus,australis,29
NOOSA92,Sparidae,Acanthopagrus,australis,4
NUNDA101,Sparidae,Acanthopagrus,australis,9
NUNDA102,Sparidae,Acanthopagrus,australis,4
NUNDA11,Sparidae,Acanthopagrus,australis,4
NUNDA12,Sparidae,Acanthopagrus,australis,6
NUNDA21,Sparidae,Acanthopagrus,australis,9
NUNDA22,Sparidae,Acanthopagrus,australis,10
NUNDA31,Sparidae,Acanthopagrus,australis,4
NUNDA32,Sparidae,Acanthopagrus,australis,1
NUNDA41,Sparidae,Acanthopagrus,australis,2
NUNDA42,Sparidae,Acanthopagrus,australis,2
NUNDA51,Sparidae,Acanthopagrus,australis,1
NUNDA62,Sparidae,Acanthopagrus,australis,2
NUNDA71,Sparidae,Acanthopagrus,australis,2
NUNDA72,Sparidae,Acanthopagrus,australis,3
NUNDA81,Sparidae,Acanthopagrus,australis,1
NUNDA82,Sparidae,Acanthopagrus,australis,5
NUNDA91,Sparidae,Acanthopagrus,australis,3
NUNDA92,Sparidae,Acanthopagrus,australis,15
PIMPA101,Sparidae,Acanthopagrus,australis,3
PIMPA102,Sparidae,Acanthopagrus,australis,2
PIMPA11,Sparidae,Acanthopagrus,australis,44
PIMPA12,Sparidae,Acanthopagrus,australis,27
PIMPA21,Sparidae,Acanthopagrus,australis,9
PIMPA22,Sparidae,Acanthopagrus,australis,29
PIMPA31,Sparidae,Acanthopagrus,australis,4
PIMPA32,Sparidae,Acanthopagrus,australis,1
PIMPA41,Sparidae,Acanthopagrus,australis,22
PIMPA42,Sparidae,Acanthopagrus,australis,25
PIMPA51,Sparidae,Acanthopagrus,australis,14
PIMPA52,Sparidae,Acanthopagrus,australis,16
PIMPA61,Sparidae,Acanthopagrus,australis,15
PIMPA62,Sparidae,Acanthopagrus,australis,5
PIMPA71,Sparidae,Acanthopagrus,australis,1
PIMPA72,Sparidae,Acanthopagrus,australis,1
PIMPA81,Sparidae,Acanthopagrus,australis,2
PIMPA82,Sparidae,Acanthopagrus,australis,1
PIMPA91,Sparidae,Acanthopagrus,australis,1
PINE101,Sparidae,Acanthopagrus,australis,36
PINE11,Sparidae,Acanthopagrus,australis,25
PINE12,Sparidae,Acanthopagrus,australis,45
PINE21,Sparidae,Acanthopagrus,australis,5
PINE22,Sparidae,Acanthopagrus,australis,8
PINE32,Sparidae,Acanthopagrus,australis,2
PINE41,Sparidae,Acanthopagrus,australis,3
PINE51,Sparidae,Acanthopagrus,australis,8
PINE52,Sparidae,Acanthopagrus,australis,14
PINE61,Sparidae,Acanthopagrus,australis,5
PINE62,Sparidae,Acanthopagrus,australis,8
PINE72,Sparidae,Acanthopagrus,australis,1
PINE81,Sparidae,Acanthopagrus,australis,3
PINE82,Sparidae,Acanthopagrus,australis,2
PINE91,Sparidae,Acanthopagrus,australis,6
PINE92,Sparidae,Acanthopagrus,australis,2
SALTW102,Sparidae,Acanthopagrus,australis,1
SALTW11,Sparidae,Acanthopagrus,australis,2
SALTW12,Sparidae,Acanthopagrus,australis,5
SALTW21,Sparidae,Acanthopagrus,australis,3
SALTW22,Sparidae,Acanthopagrus,australis,2
SALTW31,Sparidae,Acanthopagrus,australis,1
SALTW32,Sparidae,Acanthopagrus,australis,4
SALTW41,Sparidae,Acanthopagrus,australis,8
SALTW51,Sparidae,Acanthopagrus,australis,3
SALTW61,Sparidae,Acanthopagrus,australis,2
SALTW71,Sparidae,Acanthopagrus,australis,1
SALTW91,Sparidae,Acanthopagrus,australis,1
SALTW92,Sparidae,Acanthopagrus,australis,2
TALLE101,Sparidae,Acanthopagrus,australis,4
TALLE102,Sparidae,Acanthopagrus,australis,6
TALLE11,Sparidae,Acanthopagrus,australis,10
TALLE12,Sparidae,Acanthopagrus,australis,12
TALLE21,Sparidae,Acanthopagrus,australis,38
TALLE22,Sparidae,Acanthopagrus,australis,24
TALLE31,Sparidae,Acanthopagrus,australis,5
TALLE32,Sparidae,Acanthopagrus,australis,23
TALLE41,Sparidae,Acanthopagrus,australis,63
TALLE42,Sparidae,Acanthopagrus,australis,57
TALLE51,Sparidae,Acanthopagrus,australis,16
TALLE52,Sparidae,Acanthopagrus,australis,29
TALLE61,Sparidae,Acanthopagrus,australis,8
TALLE62,Sparidae,Acanthopagrus,australis,21
TALLE71,Sparidae,Acanthopagrus,australis,12
TALLE72,Sparidae,Acanthopagrus,australis,46
TALLE81,Sparidae,Acanthopagrus,australis,6
TALLE82,Sparidae,Acanthopagrus,australis,10
TALLE91,Sparidae,Acanthopagrus,australis,18
TALLE92,Sparidae,Acanthopagrus,australis,46
TINGA101,Sparidae,Acanthopagrus,australis,7
TINGA102,Sparidae,Acanthopagrus,australis,14
TINGA11,Sparidae,Acanthopagrus,australis,19
TINGA21,Sparidae,Acanthopagrus,australis,8
TINGA22,Sparidae,Acanthopagrus,australis,10
TINGA31,Sparidae,Acanthopagrus,australis,10
TINGA32,Sparidae,Acanthopagrus,australis,37
TINGA41,Sparidae,Acanthopagrus,australis,12
TINGA42,Sparidae,Acanthopagrus,australis,10
TINGA51,Sparidae,Acanthopagrus,australis,32
TINGA52,Sparidae,Acanthopagrus,australis,23
TINGA61,Sparidae,Acanthopagrus,australis,3
TINGA62,Sparidae,Acanthopagrus,australis,18
TINGA71,Sparidae,Acanthopagrus,australis,11
TINGA72,Sparidae,Acanthopagrus,australis,27
TINGA81,Sparidae,Acanthopagrus,australis,16
TINGA82,Sparidae,Acanthopagrus,australis,8
TINGA91,Sparidae,Acanthopagrus,australis,12
TINGA92,Sparidae,Acanthopagrus,australis,2
TRIPC102,Sparidae,Acanthopagrus,australis,2
TRIPC11,Sparidae,Acanthopagrus,australis,1
TRIPC12,Sparidae,Acanthopagrus,australis,10
TRIPC32,Sparidae,Acanthopagrus,australis,7
TRIPC42,Sparidae,Acanthopagrus,australis,3
TRIPC51,Sparidae,Acanthopagrus,australis,2
TRIPC52,Sparidae,Acanthopagrus,australis,1
TRIPC62,Sparidae,Acanthopagrus,australis,3
TRIPC71,Sparidae,Acanthopagrus,australis,1
TRIPC72,Sparidae,Acanthopagrus,australis,2
TRIPC81,Sparidae,Acanthopagrus,australis,4
TRIPC91,Sparidae,Acanthopagrus,australis,5
TRIPC92,Sparidae,Acanthopagrus,australis,7
WESTA102,Sparidae,Acanthopagrus,australis,1
WESTA11,Sparidae,Acanthopagrus,australis,2
WESTA22,Sparidae,Acanthopagrus,australis,1
WESTA42,Sparidae,Acanthopagrus,australis,5
WESTA52,Sparidae,Acanthopagrus,australis,1
WESTA61,Sparidae,Acanthopagrus,australis,1
WESTA62,Sparidae,Acanthopagrus,australis,2
WESTA71,Sparidae,Acanthopagrus,australis,1
WESTA81,Sparidae,Acanthopagrus,australis,1
WESTA82,Sparidae,Acanthopagrus,australis,1
WESTA92,Sparidae,Acanthopagrus,australis,1
BELLS52,Sparidae,Rhabdosargus,sarba,3
BELLS62,Sparidae,Rhabdosargus,sarba,2
CABBAT21,Sparidae,Rhabdosargus,sarba,1
CABOO11,Sparidae,Rhabdosargus,sarba,2
CABOO31,Sparidae,Rhabdosargus,sarba,1
CABOO51,Sparidae,Rhabdosargus,sarba,1
CABOO52,Sparidae,Rhabdosargus,sarba,2
COOMB51,Sparidae,Rhabdosargus,sarba,1
COOMB52,Sparidae,Rhabdosargus,sarba,1
COOMB62,Sparidae,Rhabdosargus,sarba,1
COOMB71,Sparidae,Rhabdosargus,sarba,1
CURRU12,Sparidae,Rhabdosargus,sarba,5
CURRU21,Sparidae,Rhabdosargus,sarba,4
CURRU31,Sparidae,Rhabdosargus,sarba,8
CURRU32,Sparidae,Rhabdosargus,sarba,7
CURRU42,Sparidae,Rhabdosargus,sarba,3
MAROO11,Sparidae,Rhabdosargus,sarba,3
MAROO12,Sparidae,Rhabdosargus,sarba,1
MAROO31,Sparidae,Rhabdosargus,sarba,2
MAROO32,Sparidae,Rhabdosargus,sarba,2
MCCOY51,Sparidae,Rhabdosargus,sarba,1
MOOLO11,Sparidae,Rhabdosargus,sarba,1
MOOLO12,Sparidae,Rhabdosargus,sarba,1
MOOLO42,Sparidae,Rhabdosargus,sarba,2
NERAN31,Sparidae,Rhabdosargus,sarba,2
NERAN32,Sparidae,Rhabdosargus,sarba,1
NERAN42,Sparidae,Rhabdosargus,sarba,1
NERAN72,Sparidae,Rhabdosargus,sarba,1
NOOSA11,Sparidae,Rhabdosargus,sarba,3
NOOSA21,Sparidae,Rhabdosargus,sarba,1
NOOSA41,Sparidae,Rhabdosargus,sarba,1
NUNDA21,Sparidae,Rhabdosargus,sarba,1
NUNDA92,Sparidae,Rhabdosargus,sarba,2
PIMPA12,Sparidae,Rhabdosargus,sarba,1
PIMPA32,Sparidae,Rhabdosargus,sarba,2
PINE12,Sparidae,Rhabdosargus,sarba,2
TALLE21,Sparidae,Rhabdosargus,sarba,2
TINGA11,Sparidae,Rhabdosargus,sarba,1
TINGA32,Sparidae,Rhabdosargus,sarba,3
TINGA72,Sparidae,Rhabdosargus,sarba,2
TRIPC12,Sparidae,Rhabdosargus,sarba,1
TRIPC52,Sparidae,Rhabdosargus,sarba,1
TRIPC62,Sparidae,Rhabdosargus,sarba,1
TALLE41,Sphyraenidae,Sphyraena,baracuda,1
TALLE72,Sphyraenidae,Sphyraena,baracuda,1
TINGA102,Sphyraenidae,Sphyraena,baracuda,2
NERAN11,Sphyraenidae,Sphyraena,obtusata,3
NERAN21,Sphyraenidae,Sphyraena,obtusata,5
NERAN22,Sphyraenidae,Sphyraena,obtusata,3
NERAN32,Sphyraenidae,Sphyraena,obtusata,3
NOOSA51,Sphyraenidae,Sphyraena,obtusata,1
NUNDA32,Sphyraenidae,Sphyraena,obtusata,1
TINGA32,Sphyraenidae,Sphyraena,obtusata,2
TINGA51,Sphyraenidae,Sphyraena,obtusata,2
BELLS32,Terapontidae,Pelates,quadrilineatus,1
BELLS101,Terapontidae,Pelates,sexlineatus,8
BELLS102,Terapontidae,Pelates,sexlineatus,1
BELLS51,Terapontidae,Pelates,sexlineatus,6
BELLS52,Terapontidae,Pelates,sexlineatus,1
BELLS71,Terapontidae,Pelates,sexlineatus,5
BELLS72,Terapontidae,Pelates,sexlineatus,3
BELLS81,Terapontidae,Pelates,sexlineatus,2
BELLS82,Terapontidae,Pelates,sexlineatus,3
BELLS92,Terapontidae,Pelates,sexlineatus,18
CABBAT102,Terapontidae,Pelates,sexlineatus,2
COOCH92,Terapontidae,Pelates,sexlineatus,4
COOME21,Terapontidae,Pelates,sexlineatus,1
MCCOY12,Terapontidae,Pelates,sexlineatus,1
MCCOY51,Terapontidae,Pelates,sexlineatus,1
MCCOY72,Terapontidae,Pelates,sexlineatus,1
MOOLO32,Terapontidae,Pelates,sexlineatus,4
MOOLO42,Terapontidae,Pelates,sexlineatus,5
NOOSA101,Terapontidae,Pelates,sexlineatus,1
NUNDA62,Terapontidae,Pelates,sexlineatus,3
TINGA82,Terapontidae,Pelates,sexlineatus,3
TRIPC72,Terapontidae,Pelates,sexlineatus,10
WESTA21,Terapontidae,Pelates,sexlineatus,1
WESTA62,Terapontidae,Pelates,sexlineatus,1
WESTA81,Terapontidae,Pelates,sexlineatus,1
CABBAT22,Terapontidae,Tarapon,Jarbua,1
CABBAT42,Terapontidae,Tarapon,Jarbua,2
CABBAT82,Terapontidae,Tarapon,Jarbua,3
CABOO101,Terapontidae,Tarapon,Jarbua,2
CABOO31,Terapontidae,Tarapon,Jarbua,2
CABOO41,Terapontidae,Tarapon,Jarbua,5
CABOO42,Terapontidae,Tarapon,Jarbua,1
CABOO81,Terapontidae,Tarapon,Jarbua,2
CABOO82,Terapontidae,Tarapon,Jarbua,3
CABOO91,Terapontidae,Tarapon,Jarbua,1
CABOO92,Terapontidae,Tarapon,Jarbua,6
COOME101,Terapontidae,Tarapon,Jarbua,23
COOME102,Terapontidae,Tarapon,Jarbua,6
COOME21,Terapontidae,Tarapon,Jarbua,1
COOME92,Terapontidae,Tarapon,Jarbua,21
MCCOY22,Terapontidae,Tarapon,Jarbua,1
NUNDA72,Terapontidae,Tarapon,Jarbua,3
NUNDA81,Terapontidae,Tarapon,Jarbua,2
NUNDA82,Terapontidae,Tarapon,Jarbua,1
PINE51,Terapontidae,Tarapon,Jarbua,2
PINE52,Terapontidae,Tarapon,Jarbua,1
TINGA32,Terapontidae,Tarapon,Jarbua,4
BRISB11,Tetraodontidae,Arothron,manilensis,1
CABBAT11,Tetraodontidae,Arothron,manilensis,1
MAROO52,Tetraodontidae,Arothron,manilensis,1
NOOSA22,Tetraodontidae,Arothron,manilensis,1
NUNDA32,Tetraodontidae,Arothron,manilensis,1
TALLE22,Tetraodontidae,Arothron,manilensis,1
CABOO71,Tetraodontidae,Lagocephalus,lunaris,1
CABOO31,Tetraodontidae,Tetractenos,glaber,1
CABOO41,Tetraodontidae,Tetractenos,glaber,1
CABOO82,Tetraodontidae,Tetractenos,glaber,1
MAROO102,Tetraodontidae,Tetractenos,glaber,2
MAROO92,Tetraodontidae,Tetractenos,glaber,2
MOOLO52,Tetraodontidae,Tetractenos,glaber,1
NERAN41,Tetraodontidae,Tetractenos,glaber,1
NERAN52,Tetraodontidae,Tetractenos,glaber,1
NERAN61,Tetraodontidae,Tetractenos,glaber,1
NUNDA51,Tetraodontidae,Tetractenos,glaber,1
BELLS21,Tetraodontidae,Tetractenos,hamiltoni,1
BELLS41,Tetraodontidae,Tetractenos,hamiltoni,1
BELLS71,Tetraodontidae,Tetractenos,hamiltoni,1
BRISB101,Tetraodontidae,Tetractenos,hamiltoni,1
BRISB102,Tetraodontidae,Tetractenos,hamiltoni,2
BRISB12,Tetraodontidae,Tetractenos,hamiltoni,1
BRISB21,Tetraodontidae,Tetractenos,hamiltoni,1
BRISB31,Tetraodontidae,Tetractenos,hamiltoni,1
BRISB32,Tetraodontidae,Tetractenos,hamiltoni,1
BRISB42,Tetraodontidae,Tetractenos,hamiltoni,2
BRISB52,Tetraodontidae,Tetractenos,hamiltoni,1
BRISB61,Tetraodontidae,Tetractenos,hamiltoni,4
BRISB91,Tetraodontidae,Tetractenos,hamiltoni,2
BRISB92,Tetraodontidae,Tetractenos,hamiltoni,1
CABBAT101,Tetraodontidae,Tetractenos,hamiltoni,2
CABBAT102,Tetraodontidae,Tetractenos,hamiltoni,3
CABBAT21,Tetraodontidae,Tetractenos,hamiltoni,1
CABBAT22,Tetraodontidae,Tetractenos,hamiltoni,3
CABBAT31,Tetraodontidae,Tetractenos,hamiltoni,1
CABBAT32,Tetraodontidae,Tetractenos,hamiltoni,1
CABBAT41,Tetraodontidae,Tetractenos,hamiltoni,1
CABBAT42,Tetraodontidae,Tetractenos,hamiltoni,2
CABBAT52,Tetraodontidae,Tetractenos,hamiltoni,1
CABBAT61,Tetraodontidae,Tetractenos,hamiltoni,2
CABBAT62,Tetraodontidae,Tetractenos,hamiltoni,2
CABBAT91,Tetraodontidae,Tetractenos,hamiltoni,2
CABBAT92,Tetraodontidae,Tetractenos,hamiltoni,1
CABOO101,Tetraodontidae,Tetractenos,hamiltoni,1
CABOO11,Tetraodontidae,Tetractenos,hamiltoni,7
CABOO12,Tetraodontidae,Tetractenos,hamiltoni,7
CABOO21,Tetraodontidae,Tetractenos,hamiltoni,2
CABOO22,Tetraodontidae,Tetractenos,hamiltoni,1
CABOO31,Tetraodontidae,Tetractenos,hamiltoni,4
CABOO32,Tetraodontidae,Tetractenos,hamiltoni,7
CABOO41,Tetraodontidae,Tetractenos,hamiltoni,4
CABOO42,Tetraodontidae,Tetractenos,hamiltoni,1
CABOO51,Tetraodontidae,Tetractenos,hamiltoni,2
CABOO52,Tetraodontidae,Tetractenos,hamiltoni,8
CABOO61,Tetraodontidae,Tetractenos,hamiltoni,6
CABOO62,Tetraodontidae,Tetractenos,hamiltoni,6
CABOO71,Tetraodontidae,Tetractenos,hamiltoni,1
CABOO72,Tetraodontidae,Tetractenos,hamiltoni,2
CABOO81,Tetraodontidae,Tetractenos,hamiltoni,2
CABOO82,Tetraodontidae,Tetractenos,hamiltoni,2
CABOO91,Tetraodontidae,Tetractenos,hamiltoni,2
COOME71,Tetraodontidae,Tetractenos,hamiltoni,1
CURRU32,Tetraodontidae,Tetractenos,hamiltoni,2
CURRU42,Tetraodontidae,Tetractenos,hamiltoni,3
LOGAN101,Tetraodontidae,Tetractenos,hamiltoni,1
LOGAN22,Tetraodontidae,Tetractenos,hamiltoni,1
LOGAN32,Tetraodontidae,Tetractenos,hamiltoni,1
LOGAN52,Tetraodontidae,Tetractenos,hamiltoni,1
LOGAN61,Tetraodontidae,Tetractenos,hamiltoni,1
LOGAN72,Tetraodontidae,Tetractenos,hamiltoni,1
LOGAN91,Tetraodontidae,Tetractenos,hamiltoni,1
MAROO41,Tetraodontidae,Tetractenos,hamiltoni,1
MAROO51,Tetraodontidae,Tetractenos,hamiltoni,1
MAROO91,Tetraodontidae,Tetractenos,hamiltoni,1
MCCOY101,Tetraodontidae,Tetractenos,hamiltoni,1
MCCOY71,Tetraodontidae,Tetractenos,hamiltoni,1
MCCOY91,Tetraodontidae,Tetractenos,hamiltoni,1
MOOLO12,Tetraodontidae,Tetractenos,hamiltoni,1
MOOLO22,Tetraodontidae,Tetractenos,hamiltoni,2
MOOLO31,Tetraodontidae,Tetractenos,hamiltoni,1
MOOLO41,Tetraodontidae,Tetractenos,hamiltoni,2
MOOLO42,Tetraodontidae,Tetractenos,hamiltoni,2
MOOLO52,Tetraodontidae,Tetractenos,hamiltoni,1
MOOLO91,Tetraodontidae,Tetractenos,hamiltoni,1
NERAN72,Tetraodontidae,Tetractenos,hamiltoni,2
NOOSA91,Tetraodontidae,Tetractenos,hamiltoni,2
NUNDA102,Tetraodontidae,Tetractenos,hamiltoni,1
NUNDA11,Tetraodontidae,Tetractenos,hamiltoni,1
NUNDA12,Tetraodontidae,Tetractenos,hamiltoni,1
NUNDA21,Tetraodontidae,Tetractenos,hamiltoni,1
NUNDA22,Tetraodontidae,Tetractenos,hamiltoni,2
NUNDA31,Tetraodontidae,Tetractenos,hamiltoni,1
NUNDA41,Tetraodontidae,Tetractenos,hamiltoni,1
NUNDA42,Tetraodontidae,Tetractenos,hamiltoni,1
NUNDA51,Tetraodontidae,Tetractenos,hamiltoni,1
NUNDA61,Tetraodontidae,Tetractenos,hamiltoni,1
NUNDA62,Tetraodontidae,Tetractenos,hamiltoni,1
NUNDA71,Tetraodontidae,Tetractenos,hamiltoni,1
NUNDA72,Tetraodontidae,Tetractenos,hamiltoni,2
NUNDA91,Tetraodontidae,Tetractenos,hamiltoni,1
PINE101,Tetraodontidae,Tetractenos,hamiltoni,3
PINE11,Tetraodontidae,Tetractenos,hamiltoni,3
PINE12,Tetraodontidae,Tetractenos,hamiltoni,5
PINE21,Tetraodontidae,Tetractenos,hamiltoni,5
PINE22,Tetraodontidae,Tetractenos,hamiltoni,4
PINE31,Tetraodontidae,Tetractenos,hamiltoni,4
PINE32,Tetraodontidae,Tetractenos,hamiltoni,8
PINE41,Tetraodontidae,Tetractenos,hamiltoni,3
PINE51,Tetraodontidae,Tetractenos,hamiltoni,1
PINE52,Tetraodontidae,Tetractenos,hamiltoni,1
PINE61,Tetraodontidae,Tetractenos,hamiltoni,1
PINE62,Tetraodontidae,Tetractenos,hamiltoni,5
PINE72,Tetraodontidae,Tetractenos,hamiltoni,2
PINE82,Tetraodontidae,Tetractenos,hamiltoni,2
PINE91,Tetraodontidae,Tetractenos,hamiltoni,1
PINE92,Tetraodontidae,Tetractenos,hamiltoni,1
SALTW102,Tetraodontidae,Tetractenos,hamiltoni,1
SALTW21,Tetraodontidae,Tetractenos,hamiltoni,1
SALTW22,Tetraodontidae,Tetractenos,hamiltoni,1
SALTW42,Tetraodontidae,Tetractenos,hamiltoni,1
SALTW61,Tetraodontidae,Tetractenos,hamiltoni,1
SALTW62,Tetraodontidae,Tetractenos,hamiltoni,1
SALTW71,Tetraodontidae,Tetractenos,hamiltoni,1
SALTW81,Tetraodontidae,Tetractenos,hamiltoni,1
SALTW82,Tetraodontidae,Tetractenos,hamiltoni,1
SALTW91,Tetraodontidae,Tetractenos,hamiltoni,1
TALLE102,Tetraodontidae,Tetractenos,hamiltoni,1
TALLE32,Tetraodontidae,Tetractenos,hamiltoni,1
TALLE41,Tetraodontidae,Tetractenos,hamiltoni,2
TALLE42,Tetraodontidae,Tetractenos,hamiltoni,1
TALLE61,Tetraodontidae,Tetractenos,hamiltoni,1
TALLE62,Tetraodontidae,Tetractenos,hamiltoni,2
TALLE72,Tetraodontidae,Tetractenos,hamiltoni,2
TINGA61,Tetraodontidae,Tetractenos,hamiltoni,1
