OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
BAYULOC3_CAM38_RIG26	0	BAYULOC3_CAM38_RIG26_L_1.MP4	1176	BAYULOC3_CAM38_RIG26_R_1.MP4	1166	0.65399		-1	-66.15135	-194.25319	-557.37644	0.365	0.33175	0.58069	2.02905	593.95185	21.09342					0			Sync Point		
BAYULOC3_CAM3_RIG26	0	BAYULOC3_CAM3_RIG26_L_1.MP4	3795	BAYULOC3_CAM3_RIG26_R_1.MP4	4104	2.11044		-1	-112.3354	-133.83229	-633.45094	0.38156	0.34494	0.68617	6.95378	657.10761	16.1431					0			Sync Point		
BAYULOC3_CAM40_RIG24	0	BAYULOC3_CAM40_RIG24_L_1.MP4	4322	BAYULOC3_CAM40_RIG24_R_1.MP4	4557	2.40351		-1	-29.23595	-214.54819	-879.95518	0.46002	0.49784	1.08256	8.25072	906.2046	14.30898					0			Sync Point		
BAYULOC3_CAM40_RIG24	4	BAYULOC3_CAM40_RIG24_L_3.MP4	25461	BAYULOC3_CAM40_RIG24_R_3.MP4	25697	49.59515		-1	-352.08714	231.22654	-1056.29574	0.69093	0.61547	1.47601	53.02142	1137.18589	21.47613	Carcharhinidae	Carcharhinus	sp	37018904	1	AD	Passing			
BAYULOC3_CAM41_RIG24	33	BAYULOC3_CAM41_RIG24_R_3.MP4	30868	BAYULOC3_CAM41_RIG24_L_4.MP4	30769	52.60205		-1	305.98279	140.09858	-1298.00668	0.80215	0.66799	2.27441	5.18585	1340.92297	14.33801					0			Sync correct		
BAYULOC3_CAM42_RIG30	0	BAYULOC3_CAM42_RIG30_L_1.MP4	4706	BAYULOC3_CAM42_RIG30_R_1.MP4	4524	2.61706		-1	97.80918	-101.96249	-604.96825	0.35336	0.31757	0.58323	0.5861	621.24839	13.99424					0			Sync Point		
BAYULOC3_CAM44_RIG29	0	BAYULOC3_CAM44_RIG29_L_1.MP4	7010	BAYULOC3_CAM44_RIG29_R_1.MP4	7075	3.89834		-1	41.25127	-101.12928	-636.69056	0.3471	0.32938	0.58801	4.77685	645.99046	10.48014					0			Sync Point		
BAYULOC3_CAM45_RIG22	0	BAYULOC3_CAM45_RIG22_L_1.MP4	10464	BAYULOC3_CAM45_RIG22_R_1.MP4	10280	5.81915		-1	-113.96417	-134.3725	-582.25146	0.33539	0.32011	0.53544	4.76022	608.32603	16.48563					0			Time Seabed		
BAYULOC3_CAM5_RIG22	0	BAYULOC3_CAM5_RIG22_L_1.MP4	2164	BAYULOC3_CAM5_RIG22_R_1.MP4	3593	1.20343		-1	30.12251	-44.33474	-650.18693	0.35018	0.32852	0.60249	1.19135	652.3925	4.33747					0			Sync Point		
BAYULOC3_CAM7_RIG23	0	BAYULOC3_CAM7_RIG23_L_1.MP4	2076	BAYULOC3_CAM7_RIG23_R_1.MP4	1972	1.15449		-1	31.59747	-92.36191	-631.30335	0.32921	0.32368	0.55112	1.89734	638.80595	9.21133					0			Sync Point		
BAYULOC3_CAM8_RIG20	0	BAYULOC3_CAM8_RIG20_L_1.MP4	1454	BAYULOC3_CAM8_RIG20_R_1.MP4	1798	0.80859		-1	13.03162	-78.07028	-565.08289	0.2943	0.28802	0.44305	2.3348	570.59922	9.1636					0			Sync Point		
BAYULOC3_CAM9_RIG27	0	BAYULOC3_CAM9_RIG27_L_1.MP4	2421	BAYULOC3_CAM9_RIG27_R_1.MP4	2158	1.34635		-1	47.31886	-97.60767	-581.80464	0.42982	0.31885	0.6869	4.76579	591.83018	11.83012					0			Sync Point		
BAYULOC4_CAM14_RIG23	0	BAYULOC4_CAM14_RIG23_L_1.MP4	3590	BAYULOC4_CAM14_RIG23_R_1.MP4	3587	1.99644		-1	51.72283	-94.0482	-650.38363	0.34083	0.3329	0.58232	2.10107	659.18069	9.7626					0			Sync Point		
BAYULOC4_CAM16_RIG22	0	BAYULOC4_CAM16_RIG22_L_1.MP4	13682	BAYULOC4_CAM16_RIG22_R_1.MP4	13197	7.60872		-1	47.26888	-63.91352	-636.49074	0.34178	0.32391	0.57043	6.31597	641.43569	6.75236					0			Sync Point		
BAYULOC4_CAM16_RIG22	2	BAYULOC4_CAM16_RIG22_L_5.MP4	2235	BAYULOC4_CAM16_RIG22_R_5.MP4	1751	72.11434		-1	-86.77518	-153.03465	-1568.72265	0.79092	0.82467	3.24853	1.55433	1578.55639	6.00027	Lethrinidae	Lethrinus	laticaudis	37351006	1	AD	Passing			
BAYULOC4_CAM16_RIG22	7	BAYULOC4_CAM16_RIG22_L_5.MP4	2673	BAYULOC4_CAM16_RIG22_R_5.MP4	2189	72.35791		-1	-751.72443	27.72213	-1767.16457	1.89641	0.86129	4.39317	2.98898	1920.60635	23.07963	Lethrinidae	Lethrinus	laticaudis	37351006	1	AD	Passing			
BAYULOC4_CAM17_RIG29	0	BAYULOC4_CAM17_RIG29_L_1.MP4	4577	BAYULOC4_CAM17_RIG29_R_1.MP4	4650	2.54532		-1	93.86756	-148.61949	-726.58337	0.39304	0.38599	0.75061	9.14753	747.54416	14.28388					0			Sync Point		
BAYULOC4_CAM18_RIG26	0	BAYULOC4_CAM18_RIG26_L_1.MP4	4389	BAYULOC4_CAM18_RIG26_R_1.MP4	4399	2.44077		-1	-117.82572	-131.81487	-644.14563	0.38533	0.34931	0.70394	5.2171	667.9683	16.05229					0			Sync Point		
BAYULOC4_CAM19_RIG30	0	BAYULOC4_CAM19_RIG30_L_1.MP4	3854	BAYULOC4_CAM19_RIG30_R_1.MP4	3510	2.14325		-1	94.59292	-116.34546	-625.13941	0.36114	0.33008	0.61332	4.91269	642.87119	14.39453					0			End Sampling		
BAYULOC4_CAM20_RIG24	0	BAYULOC4_CAM20_RIG24_L_1.MP4	18119	BAYULOC4_CAM20_RIG24_R_1.MP4	18132	10.07619		-1	-438.88695	-849.56331	-4615.88898	3.38586	5.27213	27.46821	42.58238	4713.89549	12.14054					0			Sync Point		
BAYULOC4_CAM23_RIG26	0	BAYULOC4_CAM23_RIG26_L_1.MP4	4370	BAYULOC4_CAM23_RIG26_R_1.MP4	4260	2.43021		-1	36.8315	-110.04876	-617.74352	0.35811	0.32684	0.59212	11.09286	628.5494	11.52412					0			Sync Point		
BAYULOC4_CAM23_RIG26	2	BAYULOC4_CAM23_RIG26_L_3.MP4	13936	BAYULOC4_CAM23_RIG26_R_3.MP4	13827	43.18596		-1	-437.64319	-83.77488	-1410.90192	1.01895	0.69621	2.79607	1.81099	1479.59251	17.72449	Carcharhinidae	Carcharhinus	obscurus	37018003	1	AD	Passing			
BAYULOC4_CAM26_RIG25	0	BAYULOC4_CAM26_RIG25_L_1.MP4	6170	BAYULOC4_CAM26_RIG25_R_1.MP4	6104	3.43121		-1	63.79017	-90.72293	-641.00552	0.35061	0.33212	0.59467	8.03217	650.52895	9.75778					0			Sync Point		
BAYULOC4_CAM27_RIG23	0	BAYULOC4_CAM27_RIG23_L_1.MP4	7469	BAYULOC4_CAM27_RIG23_R_1.MP4	6153	4.1536		-1	28.33989	-107.8436	-590.44844	0.30378	0.30619	0.47557	1.82822	600.88497	11.12444					0			Sync Point		
BAYULOC4_CAM28_RIG20	0	BAYULOC4_CAM28_RIG20_L_1.MP4	2785	BAYULOC4_CAM28_RIG20_R_1.MP4	2998	1.54877		-1	-4.87031	-159.20709	-912.84571	0.47212	0.4789	1.15217	0.32775	926.63796	11.10177					0			Sync Point		
BAYULOC4_CAM29_RIG27	0	BAYULOC4_CAM29_RIG27_L_1.MP4	8922	BAYULOC4_CAM29_RIG27_R_1.MP4	9168	4.96163		-1	35.45454	-88.86433	-509.46291	0.53031	0.29468	0.7556	6.08765	518.36893	11.94113					0			Sync Point		
BAYULOC4_CAM36_RIG22	0	BAYULOC4_CAM36_RIG22_L_1.MP4	9667	BAYULOC4_CAM36_RIG22_R_1.MP4	9501	5.37593		-1	5.16549	-82.15803	-542.57482	0.29793	0.28309	0.42976	1.28976	548.78417	8.16515					0			Sync Point		
BAYULOC4_CAM51_RIG28	0	BAYULOC4_CAM51_RIG28_L_1.MP4	2389	BAYULOC4_CAM51_RIG28_R_1.MP4	1687	1.32855		-1	5.51088	-39.24918	-560.20469	0.30219	0.28519	0.4537	1.3415	561.60499	4.74412					0			Sync Point		
BAYULOC4_CAM53_RIG20	0	BAYULOC4_CAM53_RIG20_L_1.MP4	6751	BAYULOC4_CAM53_RIG20_R_1.MP4	1354	3.75431		-1	1.66914	-94.39074	-532.88323	0.27331	0.27452	0.38922	2.10251	541.18105	11.25054					0			Sync Point		
BAYULOC4_CAM53_RIG20	3	BAYULOC4_CAM53_RIG20_L_3.MP4	20311	BAYULOC4_CAM53_RIG20_R_3.MP4	14915	46.73118		-1	-1496.151	989.88054	-3400.45171	6.45668	4.84621	14.74042	0.43111	3844.65904	27.16722	Scombridae	Scomberomorus	queenslandicus	37441014	1	AD	Passing			
BAYULOC4_CAM53_RIG20	7	BAYULOC4_CAM53_RIG20_L_4.MP4	27378	BAYULOC4_CAM53_RIG20_R_4.MP4	21982	68.37893		-1	485.137	936.73312	-3504.18809	2.67406	4.80632	15.63346	8.90357	3659.53017	15.69396	Carcharhinidae	Carcharhinus	sp	37018904	1	AD	Passing			
BAYULOC4_CAM54_RIG23	0	BAYULOC4_CAM54_RIG23_L_1.MP4	8929	BAYULOC4_CAM54_RIG23_R_1.MP4	8895	4.96552		-1	23.03888	-108.68243	-543.63697	0.27268	0.28205	0.39346	1.8912	554.87279	11.98482					0			Sync Point		
BAYULOC4_CAM54_RIG23	7	BAYULOC4_CAM54_RIG23_L_4.MP4	17844	BAYULOC4_CAM54_RIG23_R_4.MP4	17811	63.07697		-1	-750.72868	541.68459	-3236.17918	3.42048	2.83648	13.6885	7.7333	3365.98743	15.70798	Scombridae	Scomberomorus	queenslandicus	37441014	1	AD	Passing			
