Campaign.ID,Sample,Latitude,Longitude,Date,Time,Site,Location,Status,Depth,Successful.count,Successful.length,Max.distance,Observer.count,Observer.length,Zone,Observer
2021_JBMP_StereoBRUVs,S12_D1,-35.128697,150.7669,20210713,9:48:00,,,Fished,30.7,No,No,NA,,,HPZ,
2021_JBMP_StereoBRUVs,S12_D2,-35.126554,150.7664,20210713,9:51:00,,,Fished,22.8,No,No,NA,,,HPZ,
2021_JBMP_StereoBRUVs,S12_D3,-35.131391,150.765,20210713,10:06:00,,,Fished,24.7,Yes,Yes,7031.32132,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S12_D4,-35.134118,150.7659,20210713,10:13:00,,,Fished,25.1,Yes,Yes,NA,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S13_D1,-35.144293,150.7642,20210713,10:23:00,,,Fished,26.1,Yes,Yes,8187.08943,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S13_D2,-35.147453,150.7642,20210713,10:35:00,,,Fished,22.9,Yes,Yes,8790.59576,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S13_D3,-35.150874,150.7644,20210713,10:42:00,,,Fished,26.8,Yes,Yes,6009.30809,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S13_D4,-35.153582,150.7634,20210713,10:59:00,,,Fished,22.6,Yes,Yes,6306.29118,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S18_D1,-35.184012,150.7145,20210713,12:33:00,,,No-take,21.4,No,No,NA,,,SZ,
2021_JBMP_StereoBRUVs,S18_D2,-35.185592,150.7134,20210713,12:36:00,,,No-take,23.5,No,No,NA,,,SZ,
2021_JBMP_StereoBRUVs,S18_D3,-35.187245,150.7123,20210713,12:41:00,,,No-take,24.6,No,No,NA,,,SZ,
2021_JBMP_StereoBRUVs,S18_D4,-35.189183,150.7121,20210713,12:46:00,,,No-take,28.2,Yes,Yes,9356.66512,JasonDelamont,JasonDelamont,SZ,JasonDelamont
2021_JBMP_StereoBRUVs,S19_D1,-35.193544,150.7069,20210713,12:51:00,,,No-take,26.2,Yes,Yes,10133.31493,JasonDelamont,JasonDelamont,SZ,JasonDelamont
2021_JBMP_StereoBRUVs,S19_D2,-35.194308,150.7048,20210713,12:53:00,,,No-take,29.1,Yes,Yes,NA,JasonDelamont,JasonDelamont,SZ,JasonDelamont
2021_JBMP_StereoBRUVs,S19_D3,-35.19582,150.7033,20210713,13:00:00,,,No-take,29.4,No,No,NA,,,SZ,
2021_JBMP_StereoBRUVs,S19_D4,-35.197462,150.702,20210713,13:09:00,,,No-take,30.1,No,No,NA,,,SZ,
2021_JBMP_StereoBRUVs,S11_D4,-35.091352,150.8111,20210715,9:42:00,,,No-take,38.1,Yes,Yes,13829.12092,JasonDelamont,JasonDelamont,SZ,JasonDelamont
2021_JBMP_StereoBRUVs,S11_D2,-35.088275,150.8142,20210715,9:55:00,,,No-take,30.9,Yes,Yes,15088.38882,JasonDelamont,JasonDelamont,SZ,JasonDelamont
2021_JBMP_StereoBRUVs,S11_D1,-35.087008,150.8164,20210715,10:00:00,,,No-take,27.5,Yes,Yes,8109.24573,JasonDelamont,JasonDelamont,SZ,JasonDelamont
2021_JBMP_StereoBRUVs,S11_D3,-35.089846,150.8125,20210715,10:07:00,,,No-take,36.4,No,No,NA,,,SZ,
2021_JBMP_StereoBRUVs,S10_D1,-35.082694,150.8209,20210715,10:26:00,,,No-take,26.2,Yes,Yes,8042.69395,JasonDelamont,JasonDelamont,SZ,JasonDelamont
2021_JBMP_StereoBRUVs,S10_D2,-35.080006,150.8237,20210715,10:33:00,,,No-take,22,Yes,Yes,NA,JasonDelamont,JasonDelamont,SZ,JasonDelamont
2021_JBMP_StereoBRUVs,S10_D3,-35.078892,150.826,20210715,10:40:00,,,No-take,24.8,Yes,Yes,14506.33098,JasonDelamont,JasonDelamont,SZ,JasonDelamont
2021_JBMP_StereoBRUVs,S10_D4,-35.081444,150.8224,20210715,10:50:00,,,No-take,21.2,No,No,NA,,,SZ,
2021_JBMP_StereoBRUVs,S9_D1,-35.071819,150.8344,20210715,11:49:00,,,Fished,27.8,No,No,NA,,,HPZ,
2021_JBMP_StereoBRUVs,S9_D2,-35.070361,150.8351,20210715,11:53:00,,,Fished,28.4,No,No,NA,,,HPZ,
2021_JBMP_StereoBRUVs,S9_D3,-35.069199,150.8357,20210715,11:57:00,,,Fished,29.5,Yes,Yes,5856.04468,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S9_D4,-35.068193,150.8369,20210715,12:02:00,,,Fished,32.6,No,No,NA,,,HPZ,
2021_JBMP_StereoBRUVs,S8_D1,-35.062066,150.8404,20210715,12:08:00,,,Fished,27.6,No,No,NA,,,HPZ,
2021_JBMP_StereoBRUVs,S8_D2,-35.059856,150.842,20210715,12:11:00,,,Fished,31.5,No,No,NA,,,HPZ,
2021_JBMP_StereoBRUVs,S8_D3,-35.057532,150.8423,20210715,12:16:00,,,Fished,28.3,Yes,Yes,15467.76285,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S8_D4,-35.054937,150.8429,20210715,12:21:00,,,Fished,26.1,No,No,NA,,,HPZ,
2021_JBMP_StereoBRUVs,S7_D1,-35.02903,150.8409,20210715,13:50:00,,,Fished,28.2,Yes,Yes,7017.08824,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S7_D2,-35.027698,150.8429,20210715,13:54:00,,,Fished,29.6,Yes,Yes,7921.56954,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S7_D3,-35.02542,150.8416,20210715,13:58:00,,,Fished,22,Yes,Yes,7209.34487,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S7_D4,-35.024164,150.8444,20210715,14:02:00,,,Fished,30.8,Yes,Yes,9371.42152,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S6_D1,-35.018699,150.848,20210720,9:46:00,,,Fished,27.3,Yes,Yes,6906.87586,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S6_D2,-35.017076,150.8502,20210720,9:53:00,,,Fished,34.9,No,No,NA,,,HPZ,
2021_JBMP_StereoBRUVs,S6_D3,-35.015066,150.8513,20210720,10:00:00,,,Fished,29.1,Yes,Yes,5263.72515,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S6_D4,-35.012284,150.8526,20210720,10:07:00,,,Fished,29.5,Yes,Yes,6221.12204,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S8_D4_R,-35.053088,150.8444,20210720,11:06:00,,,Fished,27.1,Yes,Yes,5925.37894,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
2021_JBMP_StereoBRUVs,S8_D2_R,-35.059381,150.8423,20210720,11:15:00,,,Fished,31.1,Yes,Yes,5900.90688,JasonDelamont,JasonDelamont,HPZ,JasonDelamont
