OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
S101_D1	10	S101_D1_L_MAH00268.MP4	35221	S101_D1_R_MAH00250.MP4	35137	19.58679	Timeseabed	6.51039	-516.66437	1528.87236	-5230.09277	4.4622	12.05635	39.06779	9.28016	5473.41421	16.5336	NA	NA	NA	NA	0			Vis	NA	NA
S101_D2	1	S101_D2_L_MAH00039.MP4	4462	S101_D2_R_MAH00039.MP4	4616	2.48137	Timeseabed	0.04783	-1825.00756	-272.70714	-11286.72363	29.12842	6.22231	180.21608	0.59287	11436.57082	9.38602	NA	NA	NA	NA	0			Vis	NA	NA
S101_D3	1	S101_D3_L_MAH00235.MP4	23881	S101_D3_R_MAH00242.MP4	25045	13.28049	Timeseabed	0	-1045.2745	73.42341	-9229.50778	14.3472	5.1013	122.93981	18.98374	9288.79991	6.46239	NA	NA	NA	NA	0			Vis	NA	NA
S101_D4	1	S101_D4_L_MAH00045.MP4	5049	S101_D4_R_MAH00046.MP4	5627	2.80781	Timeseabed	0	-1747.67649	-672.1625	-10234.38302	25.34887	9.20769	148.82343	1.91782	10404.26698	10.71047	NA	NA	NA	NA	0			Vis	NA	NA
S102_D1	1	S102_D1_L_MAH00032.MP4	8464	S102_D1_R_MAH00281.MP4	7279	4.70692	Timeseabed	0.18852	-961.48289	482.43021	-5347.69937	7.46034	5.01051	40.57991	1.86172	5454.82143	10.9996	NA	NA	NA	NA	0			Vis	NA	NA
S102_D2	1	S102_D2_L_MAH00044.MP4	6151	S102_D2_R_MAH00044.MP4	5856	3.42064	Timeseabed	0	2525.12329	-215.96667	-5926.73534	20.5323	3.16916	49.8461	9.29699	6445.85767	23.19439	NA	NA	NA	NA	0			Vis	NA	NA
S102_D3	1	S102_D3_L_MAH00238.MP4	9552	S102_D3_R_MAH00329.MP4	9550	5.31197	Timeseabed	0.68624	3048.98762	-67.5014	-8349.22481	36.14742	4.18615	100.82694	1.11604	8888.78152	20.09264	NA	NA	NA	NA	0			Vis	NA	NA
S102_D4	1	S102_D4_L_MAH00270.MP4	5180	S102_D4_R_MAH00330.MP4	5180	2.88066	Timeseabed	0	1189.01038	404.11034	-7675.47599	13.46251	6.45889	85.4117	9.46792	7777.5306200000005	9.13583	NA	NA	NA	NA	0			Vis	NA	NA
S103_D1	1	S103_D1_L_MAH00267.MP4	7995	S103_D1_R_MAH00327.MP4	7932	4.44611	Timeseabed	0.01557	2306.81821	-680.58498	-9376.65537	31.1725	9.29638	127.93235	18.87857	9680.2	14.54411	NA	NA	NA	NA	0			Vis	NA	NA
S103_D2	1	103_D2_L_MAH00235.MP4	3366	103_D2_R_MAH00326.MP4	3899	1.87187	Timeseabed	0	-240.99895	242.05005	-8466.58125	4.98756	5.99339	104.25704	0.64116	8473.46841	1.88336	NA	NA	NA	NA	0			Vis	NA	NA
