"Sample","Latitude","Longitude","Date","Time","Site","Location","Status","Depth","Successful.count","Successful.length","Observer","OpcodeCam","Timeonseabed","Endsamplingtime","Timebaitgone","Visibility","cruisenum","CampaignID"
10967,-19.803136,117.63463,20180903,08:04:12,NA,"POINT SAMSON AREA3","No-take",58.5,"Yes","Yes","Brigit Vaughan","A3MEDIUMB 41",NA,67.7694,NA,NA,111,"NWSS Seismic3"
10968,-19.796385,117.636737,20180903,07:59:56,NA,"POINT SAMSON AREA3","No-take",58.9,"Yes","No","Brigit Vaughan","A3MEDIUMB 42",NA,68.345,NA,NA,111,"NWSS Seismic3"
10969,-19.794944,117.641937,20180903,07:56:14,NA,"POINT SAMSON AREA3","No-take",59,"Yes","Yes","Brigit Vaughan","A3MEDIUMB 43",NA,68.1164,NA,NA,111,"NWSS Seismic3"
10970,-19.801462,117.644334,20180903,07:51:58,NA,"POINT SAMSON AREA3","No-take",58.5,"Yes","Yes","Brigit Vaughan","A3MEDIUMB 48",NA,67.1049,NA,NA,111,"NWSS Seismic3"
10971,-19.799862,117.649148,20180903,07:48:40,NA,"POINT SAMSON AREA3","No-take",58.6,"Yes","No","Brigit Vaughan","A3MEDIUMB 44",NA,69.405,NA,NA,111,"NWSS Seismic3"
10972,-19.803175,117.651736,20180903,07:45:52,NA,"POINT SAMSON AREA3","No-take",58,"Yes","Yes","Brigit Vaughan","A3MEDIUMB 45",NA,69.9355,NA,NA,111,"NWSS Seismic3"
10973,-19.795877,117.66372,20180903,07:39:42,NA,"POINT SAMSON AREA3","No-take",58.6,"Yes","No","Brigit Vaughan","A3MEDIUMB 46",NA,65.8825,NA,NA,111,"NWSS Seismic3"
10974,-19.789609,117.66222,20180903,07:35:46,NA,"POINT SAMSON AREA3","No-take",59.1,"Yes","No","Brigit Vaughan","A3MEDIUMB 47",NA,64.2087,NA,NA,111,"NWSS Seismic3"
10975,-19.799586,117.572139,20180902,08:15:56,NA,"POINT SAMSON AREA3","No-take",59.8,"Yes","Yes","Brigit Vaughan","A3MEDIUMB 1",10.1173,70.1173,NA,NA,111,"NWSS Seismic3"
10976,-19.790748,117.568457,20180902,08:10:14,NA,"POINT SAMSON AREA3","No-take",60.1,"Yes","No","Brigit Vaughan","A3MEDIUMB 2",10.6351,70.6351,NA,NA,111,"NWSS Seismic3"
10977,-19.789623,117.573003,20180902,08:05:18,NA,"POINT SAMSON AREA3","No-take",60,"Yes","Yes","Brigit Vaughan","A3MEDIUMB 3",14.1364,74.1364,NA,NA,111,"NWSS Seismic3"
10978,-19.784053,117.569132,20180902,08:01:06,NA,"POINT SAMSON AREA3","No-take",60.7,"Yes","Yes","Brigit Vaughan","A3MEDIUMB 4",16.5543,76.5543,NA,NA,111,"NWSS Seismic3"
10979,-19.778378,117.591099,20180902,07:52:12,NA,"POINT SAMSON AREA3","No-take",60.1,"Yes","No","Mike Taylor","A3MEDIUMB 5",10.401,70.401,NA,NA,111,"NWSS Seismic3"
10980,-19.78701,117.601228,20180902,07:45:58,NA,"POINT SAMSON AREA3","No-take",60.1,"Yes","No","Mike Taylor","A3MEDIUMB 6",6.7551,66.7551,NA,NA,111,"NWSS Seismic3"
10981,-19.782478,117.601925,20180902,07:43:02,NA,"POINT SAMSON AREA3","No-take",60,"Yes","No","Mike Taylor","A3MEDIUMB 7",5.228,65.228,NA,NA,111,"NWSS Seismic3"
