OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
SBMP_20200320_H1-1_BRUV	2	H1-1_L22_02.MP4	59857	H1-1_R21_03.MP4	56099	16.64357	Soak time	5.45545	-284.60217	-128.6175	-1385.1666	1.00137	0.73417	3.77935	0.4714	1419.93921	13.00361	Nemipteridae	Pentapodus	vitta	37347022	1	AD	Passing			
SBMP_20200320_H1-1_BRUV	14	H1-1_L22_02.MP4	63594	H1-1_R21_03.MP4	59836	17.68267	Soak time	6.49454	-635.16121	-216.61223	-2611.76969	3.34993	1.56211	13.21788	2.46285	2696.60742	14.64586	Labridae	Choerodon	schoenleinii	37384010	1	AD	Passing			
SBMP_20200320_H1-1_BRUV	18	H1-1_L22_02.MP4	71485	H1-1_R21_03.MP4	67728	19.8768	Soak time	8.68868	-199.49914	13.42767	-627.40182	0.39013	0.30539	0.74806	1.02667	658.49317	17.64365	Labridae	Leptojulis	cyanopleura	37384027	1	AD	Passing			
SBMP_20200320_H1-1_BRUV	28	H1-1_L22_03.MP4	45673	H1-1_R21_04.MP4	41915	35.25605	Soak time	24.06793	-48.81996	-7.34258	-445.27553	0.22644	0.22002	0.3939	1.97454	448.00402	6.46442	Hydrophyiidae		spp		1	AD	Passing			
SBMP_20200320_H1-1_BRUV	29	H1-1_L22_03.MP4	60672	H1-1_R21_04.MP4	56914	39.42661	Soak time	28.23849	-297.61746	-139.18265	-1199.65284	0.88709	0.6478	2.82606	1.64039	1243.83074	15.61919	Lethrinidae	Lethrinus	nebulosus	37351008	2	AD	Passing			
SBMP_20200320_H1-1_BRUV	32	H1-1_L22_03.MP4	77930	H1-1_R21_04.MP4	74172	44.22529	Soak time	33.03717	255.22952	69.22432	-2166.41917	1.49045	1.13011	9.28527	10.12987	2182.49997	6.81199	Carangidae	Seriola	hippos	37337007	6	AD	Passing			
SBMP_20200320_H1-1_BRUV	36	H1-1_L22_04.MP4	45366	H1-1_R21_05.MP4	41608	57.70987	Soak time	46.52175	-277.02744	-123.66588	-1392.79663	0.99287	0.733	3.82316	2.57478	1425.45428	12.58337	Gerreidae	Gerres	subfasciatus	37349005	23	AD	Passing			
SBMP_20200320_H1-1_BRUV	39	H1-1_L22_04.MP4	57487	H1-1_R21_05.MP4	53730	61.08019	Soak time	49.89206	-285.50943	66.96871	-1451.68176	1.0505	0.74335	4.1443	10.6971	1481.00654	11.28356	Carangidae	Gnathanodon	speciosus	37337012	12	AD	Passing			
SBMP_20200320_H1-1_BRUV	40	H1-1_L22_04.MP4	57487	H1-1_R21_05.MP4	53729	61.08019	Soak time	49.89206	-291.17298	333.65385	-2591.07681	1.89754	2.22274	13.09152	4.3342	2628.64711	9.19241	Rhinidae	Rhynchobatus	spp	37026900	1	AD	Passing			
SBMP_20200320_H1-2_BRUV	0	H1-2_L18_04.MP4	14611	H1-2_R17_03.MP4	13688	4.06267	Soak time	0.32699	-1289.89432	-351.26994	-2078.87657	4.62856	1.58469	7.70553	3.7207	2471.62815	32.78508	Pomacentridae	Pomacentrus	vaiuli	37372126	1	AD	Passing			
SBMP_20200320_H1-2_BRUV	3	H1-2_L18_04.MP4	19253	H1-2_R17_03.MP4	18330	5.3534	Soak time	1.61773	479.41575	79.99991	-1513.92954	1.56627	0.7795	4.59455	3.30099	1590.03839	17.77422	Sphyraenidae	Sphyraena	obtusata	37382007	1	AD	Passing			
SBMP_20200320_H1-2_BRUV	6	H1-2_L18_04.MP4	22385	H1-2_R17_03.MP4	21462	6.22427	Soak time	2.4886	-336.68297	-305.87265	-853.46599	0.6757	0.64751	1.42101	6.31234	967.11824	28.16124	Nemipteridae	Pentapodus	vitta	37347022	1	AD	Passing			
SBMP_20200320_H1-2_BRUV	11	H1-2_L18_04.MP4	26341	H1-2_R17_03.MP4	25418	7.32426	Soak time	3.58859	237.2748	-256.47931	-1273.65245	0.8512	0.89505	3.2787	1.71413	1320.70872	15.45492	Pomacentridae	Neopomacentrus	aktites	37372090	22	AD	Passing			
SBMP_20200320_H1-2_BRUV	14	H1-2_L18_04.MP4	32293	H1-2_R17_03.MP4	31370	8.97925	Soak time	5.24357	-409.29764	-161.14545	-1853.41127	1.70423	1.06373	6.81516	17.86696	1904.89521	13.40889	Lethrinidae	Lethrinus	nebulosus	37351008	4	AD	Passing			
SBMP_20200320_H1-2_BRUV	15	H1-2_L18_04.MP4	51190	H1-2_R17_03.MP4	50267	14.23366	Soak time	10.49799	-883.12144	-269.11287	-2767.88751	4.83176	1.93884	14.99949	1.29645	2917.7948	18.49171	Sparidae	Chrysophrys	auratus	37353001	2	AD	Passing			
SBMP_20200320_H1-2_BRUV	19	H1-2_L18_04.MP4	59667	H1-2_R17_03.MP4	58744	16.59074	Soak time	12.85506	-618.36308	111.22943	-1965.07561	2.49119	1.04887	7.59811	9.9666	2063.07223	17.70361	Carangidae	Seriola	hippos	37337007	8	AD	Passing			
SBMP_20200320_H1-2_BRUV	22	H1-2_L18_05.MP4	758	H1-2_R17_03.MP4	80955	22.76719	Soak time	19.03151	912.8351	539.193	-2019.66525	3.5705	2.32473	7.89285	2.63002	2281.01836	27.61773	Carcharhinidae	Galeocerdo	cuvier	37018022	1	AD	Passing			
SBMP_20200320_H1-2_BRUV	23	H1-2_L18_05.MP4	861	H1-2_R17_03.MP4	81060	22.79583	Soak time	19.06015	1425.37742	577.8206	-2570.01156	6.77947	3.05789	12.39644	3.34812	2995.08545	30.84069	Echeneidae	Echeneis	naucrates	37336001	2	AD	Passing			
SBMP_20200320_H1-2_BRUV	24	H1-2_L18_05.MP4	18683	H1-2_R17_04.MP4	17760	27.75133	Soak time	24.01566	-592.0554	-70.71453	-1298.33382	1.55184	0.64864	3.27225	7.96037	1428.70601	24.68596	Sparidae	Rhabdosargus	sarba	37353013	8	AD	Passing			
SBMP_20200320_H1-2_BRUV	26	H1-2_L18_05.MP4	61622	H1-2_R17_04.MP4	60699	39.69076	Soak time	35.95509	508.24393	-235.79042	-1486.09909	1.61016	0.99576	4.41604	8.62289	1588.20639	20.72283	Lethrinidae	Lethrinus	laticaudis	37351006	3	AD	Passing			
SBMP_20200320_H1-2_BRUV	28	H1-2_L18_06.MP4	23361	H1-2_R17_05.MP4	22438	51.59126	Soak time	47.85559	-458.25204	-303.08644	-966.7097	0.92903	0.71825	1.7876	0.31433	1111.92804	29.69701	Gobiidae	Amblygobius	phalaena	37428048	2	AD	Passing			
SBMP_20200320_H1-3_BRUV	4	H1-3_L16_05.MP4	44097	H1-3_R15_04.MP4	43116	34.81721	Soak time	30.14061	37.2005	-12.22582	-1254.99759	0.62651	0.61312	3.16667	14.10835	1255.60834	2.01881	Nemipteridae	Pentapodus	vitta	37347022	1	AD	Passing			
SBMP_20200320_H1-3_BRUV	15	H1-3_L16_05.MP4	71271	H1-3_R15_04.MP4	70290	42.37308	Soak time	37.69647	-1443.73342	-641.30714	-2309.43141	5.65403	2.66871	9.3605	2.1719	2798.05548	34.5939	Pomacentridae	Neopomacentrus	aktites	37372090	1	AD	Passing			
SBMP_20200320_H1-3_BRUV	33	H1-3_L16_06.MP4	28872	H1-3_R15_05.MP4	27891	53.12324	Soak time	48.44663	19.54547	-3.08615	-1436.90444	0.70935	0.70135	4.13331	3.2451	1437.04068	1.01954	Sparidae	Chrysophrys	auratus	37353001	5	AD	Passing			
SBMP_20200320_H1-4_BRUV	0	H1-4_L12_03.MP4	22636	H1-4_R11_03.MP4	21678	6.29407	Soak time	1.61828	-353.50089	-314.19096	-938.41508	0.75994	0.72256	1.70274	0.36088	1050.8576	26.80941	Pomacentridae	Pomacentrus	vaiuli	37372126	1	AD	Passing			
SBMP_20200320_H1-4_BRUV	4	H1-4_L12_03.MP4	34862	H1-4_R11_03.MP4	33904	9.69357	Soak time	5.01779	-730.65072	-256.83257	-1398.84416	1.92783	0.93604	3.64925	5.4401	1598.9304	29.00233	Lethrinidae	Lethrinus	spp	37351902	1	AD	Passing			
SBMP_20200320_H1-4_BRUV	7	H1-4_L12_03.MP4	40095	H1-4_R11_03.MP4	39137	11.14864	Soak time	6.47286	-802.93513	-204.15481	-1394.03846	2.04325	0.83266	3.5364	0.33509	1621.64337	30.74628	Labridae	Choerodon	cauteroma	37384005	1	AD	Passing			
SBMP_20200320_H1-4_BRUV	8	H1-4_L12_03.MP4	53286	H1-4_R11_03.MP4	52328	14.81647	Soak time	10.14069	-594.91768	-86.16451	-1433.53099	1.71448	0.72752	3.99221	5.18393	1554.46533	22.76339	Pomacentridae	Abudefduf	bengalensis	37372003	11	AD	Passing			
SBMP_20200320_H1-4_BRUV	11	H1-4_L12_03.MP4	56107	H1-4_R11_03.MP4	55149	15.60086	Soak time	10.92508	-321.86072	-228.82281	-929.29119	0.71505	0.61005	1.6951	2.87577	1009.72091	23.07761	Nemipteridae	Pentapodus	vitta	37347022	8	AD	Passing			
SBMP_20200320_H1-4_BRUV	19	H1-4_L12_03.MP4	59249	H1-4_R11_03.MP4	58291	16.47451	Soak time	11.79873	492.04005	-95.38773	-1540.82217	1.62141	0.80003	4.73525	4.30858	1620.28861	18.03671	Sparidae	Rhabdosargus	sarba	37353013	3	AD	Passing			
SBMP_20200320_H1-4_BRUV	23	H1-4_L12_03.MP4	79311	H1-4_R11_03.MP4	78353	22.05286	Soak time	17.37708	858.77343	-121.54395	-1874.35937	3.14142	1.00188	6.85908	2.19351	2065.30574	24.84486	Sparidae	Rhabdosargus	sarba	37353013	1	AD	Passing			
SBMP_20200320_H1-4_BRUV	32	H1-4_L12_04.MP4	45703	H1-4_R11_04.MP4	44745	35.2644	Soak time	30.58861	461.30168	-8.30141	-3343.34022	3.37406	1.61071	21.97759	0.04462	3375.02474	7.85934	Carangidae	Seriola	hippos	37337007	1	AD	Passing			
SBMP_20200320_H1-5_BRUV	2	H1-5_L20_03.MP4	57954	H1-5_R19_04.MP4	58578	16.11443	Soak time	1.70309	-336.27922	-310.90832	-1605.71988	1.29298	1.26668	5.14524	1.24335	1669.75568	15.81963	Labridae	Choerodon	cephalotes	37384004	1	AD	Passing			
SBMP_20200320_H1-5_BRUV	5	H1-5_L20_03.MP4	73035	H1-5_R19_04.MP4	73659	20.30779	Soak time	5.89645	-975.51963	-339.18938	-1769.57656	3.1994	1.40142	5.86034	0.03558	2048.92391	30.22175	Lethrinidae	Lethrinus	nebulosus	37351008	1	AD	Passing			
SBMP_20200320_H1-5_BRUV	10	H1-5_L20_04.MP4	5979	H1-5_R19_05.MP4	6603	24.21892	Soak time	9.80758	-54.63483	-204.29888	-1280.31486	0.64614	0.81712	3.29645	0.19684	1297.66296	9.23716	Terapontidae	Pelates	octolineatus	37321020	12	AD	Passing			
SBMP_20200320_H1-5_BRUV	25	H1-5_L20_04.MP4	64091	H1-5_R19_05.MP4	64715	40.37728	Soak time	25.96594	-992.87692	-268.09155	-1802.43806	3.32707	1.25024	6.10051	1.60087	2075.20134	29.67015	Lethrinidae	Lethrinus	laticaudis	37351006	2	AD	Passing			
SBMP_20200320_H1-5_BRUV	29	H1-5_L20_05.MP4	19255	H1-5_R19_06.MP4	19879	50.44957	Soak time	36.03822	-105.40325	-153.85922	-1047.00686	0.56025	0.60729	2.21816	0.66943	1063.4876	9.97896	Sparidae	Rhabdosargus	sarba	37353013	1	AD	Passing			
SBMP_20200320_H1-5_BRUV	40	H1-5_L20_05.MP4	73343	H1-5_R19_06.MP4	73967	65.48903	Soak time	51.07769	-334.66984	-240.58667	-1311.69157	1.0511	0.89838	3.4423	2.72384	1374.92568	17.35876	Nemipteridae	Pentapodus	vitta	37347022	5	AD	Passing			
SBMP_20200320_H1-5_BRUV	43	H1-5_L20_05.MP4	73493	H1-5_R19_06.MP4	74117	65.53074	Soak time	51.1194	-579.91734	-242.48479	-1115.8837	1.28877	0.7425	2.36246	1.88191	1280.74175	29.33588	Nemipteridae	Pentapodus	vitta	37347022	4	AD	Passing			
