Sample,Family,Genus,Species,Count,,
20_RB146,Scaridae,Scarus,ghobban,1,,
20_RB146,Scombridae,Scomberomorus,spp,2,,
20_RB146,Serranidae,Epinephelus,bilobatus,1,,
20_RB146,Siganidae,Siganus,canaliculatus,19,,
20_RB146,Sphyraenidae,Sphyraena,jello,1,,
20_RB148,Carcharhinidae,Carcharhinus,coatesi,1,,
20_RB148,Carcharhinidae,Loxodon,macrorhinus,1,,
20_RB148,Chaetodontidae,Chelmon,marginalis,2,,
20_RB148,Labridae,Choerodon,cauteroma,3,,
20_RB148,Labridae,Choerodon,cephalotes,3,,
20_RB148,Labridae,Choerodon,cyanodus,1,,
20_RB148,Labridae,Anampses,lennardi,10,,
20_RB148,Lethrinidae,Lethrinus,punctulatus,9,,
20_RB148,Mullidae,Parupeneus,indicus,3,,
20_RB148,Nemipteridae,Scolopsis,monogramma,3,,
20_RB148,Nemipteridae,Pentapodus,porosus,13,,
20_RB148,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
20_RB148,Scombridae,Scomberomorus,spp,3,,
20_RB148,Serranidae,Epinephelus,bilobatus,5,,
20_RB148,Siganidae,Siganus,canaliculatus,5,,
20_RB149,Carangidae,Scomberoides,commersonnianus,1,,
20_RB149,Carangidae,Turrum,fulvoguttatum,1,,
20_RB149,Carangidae,Atule,mate,3,,
20_RB149,Carangidae,Gnathanodon,speciosus,1,,
20_RB149,Echeneidae,Echeneis,naucrates,2,,
20_RB149,Ginglymostomatidae,Nebrius,ferrugineus,1,,
20_RB149,Hemiscylliidae,Chiloscyllium,punctatum,1,,
20_RB149,Labridae,Choerodon,cauteroma,5,,
20_RB149,Labridae,Choerodon,cephalotes,1,,
20_RB149,Labridae,Anampses,lennardi,1,,
20_RB149,Labridae,Choerodon,schoenleinii,1,,
20_RB149,Lethrinidae,Lethrinus,genivittatus,4,,
20_RB149,Lethrinidae,Lethrinus,punctulatus,18,,
20_RB149,Lutjanidae,Lutjanus,carponotatus,2,,
20_RB149,Mullidae,Upeneus,tragula,1,,
20_RB149,Nemipteridae,Scolopsis,monogramma,3,,
20_RB149,Nemipteridae,Pentapodus,porosus,2,,
20_RB149,Pomacanthidae,Chaetodontoplus,duboulayi,3,,
20_RB149,Scombridae,Scomberomorus,spp,2,,
20_RB149,Serranidae,Epinephelus,bilobatus,3,,
20_RB149,Serranidae,Plectropomus,spp,1,,
20_RB149,Siganidae,Siganus,canaliculatus,5,,
20_RB149,Sphyraenidae,Sphyraena,jello,1,,
20_RB151,Carangidae,Atule,mate,2,,
20_RB151,Carangidae,Gnathanodon,speciosus,110,,
20_RB151,Carcharhinidae,Negaprion,acutidens,1,,
20_RB151,Carcharhinidae,Galeocerdo,cuvier,1,,
20_RB151,Echeneidae,Echeneis,naucrates,2,,
20_RB151,Labridae,Choerodon,cauteroma,5,,
20_RB151,Labridae,Choerodon,cephalotes,2,,
20_RB151,Labridae,Anampses,lennardi,3,,
20_RB151,Labridae,Choerodon,schoenleinii,1,,
20_RB151,Lethrinidae,Lethrinus,punctulatus,12,,
20_RB151,Monacanthidae,Monacanthus,chinensis,1,,
20_RB151,Monacanthidae,Pseudomonacanthus,peroni,1,,
20_RB151,Nemipteridae,Scolopsis,monogramma,3,,
20_RB151,Nemipteridae,Pentapodus,porosus,3,,
20_RB151,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
20_RB151,Scombridae,Scomberomorus,spp,1,,
20_RB151,Serranidae,Epinephelus,bilobatus,3,,
20_RB151,Serranidae,Epinephelus,lanceolatus,1,,
20_RB151,Serranidae,Epinephelus,quoyanus,1,,
20_RB151,Siganidae,Siganus,canaliculatus,6,,
20_RB154,Carangidae,Selaroides,leptolepis,11,,
20_RB154,Carcharhinidae,Carcharhinus,coatesi,3,,
20_RB154,Echeneidae,Echeneis,naucrates,2,,
20_RB154,Labridae,Choerodon,cauteroma,2,,
20_RB154,Labridae,Choerodon,cephalotes,2,,
20_RB154,Labridae,Anampses,lennardi,2,,
20_RB154,Labridae,Choerodon,vitta,3,,
20_RB154,Lethrinidae,Lethrinus,laticaudis,1,,
20_RB154,Lethrinidae,Lethrinus,punctulatus,7,,
20_RB154,Monacanthidae,Monacanthus,chinensis,1,,
20_RB154,Mullidae,Upeneus,tragula,1,,
20_RB154,Nemipteridae,Scolopsis,monogramma,2,,
20_RB154,Nemipteridae,Pentapodus,porosus,11,,
20_RB154,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
20_RB154,Scombridae,Scomberomorus,spp,1,,
20_RB154,Serranidae,Epinephelus,bilobatus,1,,
20_RB154,Serranidae,Plectropomus,spp,1,,
20_RB165,Carangidae,Turrum,fulvoguttatum,8,,
20_RB165,Carangidae,Turrum,gymnostethus,1,,
20_RB165,Carangidae,Atule,mate,27,,
20_RB165,Carangidae,Gnathanodon,speciosus,1,,
20_RB165,Carcharhinidae,Galeocerdo,cuvier,1,,
20_RB165,Chaetodontidae,Chelmon,marginalis,2,,
20_RB165,Echeneidae,Echeneis,naucrates,1,,
20_RB165,Elopidae,Elops,hawaiensis,1,,
20_RB165,Labridae,Choerodon,cauteroma,2,,
20_RB165,Labridae,Choerodon,cephalotes,2,,
20_RB165,Labridae,Choerodon,schoenleinii,1,,
20_RB165,Lethrinidae,Lethrinus,genivittatus,3,,
20_RB165,Lethrinidae,Lethrinus,laticaudis,1,,
20_RB165,Lethrinidae,Lethrinus,punctulatus,8,,
20_RB165,Mullidae,Upeneus,tragula,1,,
20_RB165,Nemipteridae,Scolopsis,monogramma,1,,
20_RB165,Nemipteridae,Pentapodus,porosus,8,,
20_RB165,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
20_RB165,Scombridae,Scomberomorus,spp,1,,
20_RB165,Serranidae,Epinephelus,bilobatus,6,,
20_RB165,Sphyraenidae,Sphyraena,jello,1,,
20_RB169,Acanthuridae,Acanthurus,grammoptilus,9,,
20_RB169,Carangidae,Turrum,gymnostethus,4,,
20_RB169,Carangidae,Atropus,hedlandensis,2,,
20_RB169,Carangidae,Gnathanodon,speciosus,9,,
20_RB169,Chaetodontidae,Chelmon,marginalis,2,,
20_RB169,Hemigaleidae,Hemigaleus,australiensis,1,,
20_RB169,Labridae,Choerodon,cauteroma,2,,
20_RB169,Labridae,Choerodon,cyanodus,1,,
20_RB169,Labridae,Choerodon,schoenleinii,3,,
20_RB169,Labridae,Choerodon,vitta,1,,
20_RB169,Lethrinidae,Lethrinus,genivittatus,5,,
20_RB169,Lethrinidae,Lethrinus,laticaudis,1,,
20_RB169,Lethrinidae,Lethrinus,lentjan,1,,
20_RB169,Lutjanidae,Lutjanus,carponotatus,1,,
20_RB169,Lutjanidae,Lutjanus,lemniscatus,1,,
20_RB169,Nemipteridae,Scolopsis,monogramma,3,,
20_RB169,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
20_RB169,Scaridae,Scarus,ghobban,4,,
20_RB169,Scombridae,Scomberomorus,spp,3,,
20_RB169,Serranidae,Epinephelus,bilobatus,1,,
20_RB169,Serranidae,Plectropomus,spp,6,,
20_RB169,Sphyraenidae,Sphyraena,jello,1,,
20_RB172,Carangidae,Atule,mate,1,,
20_RB172,Carcharhinidae,Galeocerdo,cuvier,1,,
20_RB172,Chaetodontidae,Chelmon,marginalis,2,,
20_RB172,Echeneidae,Echeneis,naucrates,3,,
20_RB172,Labridae,Choerodon,cauteroma,2,,
20_RB172,Labridae,Choerodon,cephalotes,1,,
20_RB172,Labridae,Choerodon,cyanodus,2,,
20_RB172,Lethrinidae,Lethrinus,genivittatus,2,,
20_RB172,Lethrinidae,Lethrinus,punctulatus,5,,
20_RB172,Mullidae,Parupeneus,indicus,2,,
20_RB172,Muraenidae,Gymnothorax,flavimarginatus,1,,
20_RB172,Nemipteridae,Scolopsis,monogramma,1,,
20_RB172,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
20_RB172,Rachycentridae,Rachycentron,canadum,1,,
20_RB172,Scombridae,Scomberomorus,spp,1,,
20_RB172,Serranidae,Epinephelus,bilobatus,2,,
20_RB172,Serranidae,Epinephelus,quoyanus,2,,
20_RB172,Siganidae,Siganus,canaliculatus,6,,
20_RB173,Ariidae,Netuma,thalassina,1,,
20_RB173,Carangidae,Atropus,hedlandensis,1,,
20_RB173,Chaetodontidae,Chelmon,marginalis,2,,
20_RB173,Haemulidae,Diagramma,pictum,4,,
20_RB173,Hemiscylliidae,Chiloscyllium,punctatum,1,,
20_RB173,Labridae,Choerodon,cauteroma,5,,
20_RB173,Labridae,Choerodon,cephalotes,1,,
20_RB173,Labridae,Choerodon,schoenleinii,2,,
20_RB173,Lethrinidae,Lethrinus,laticaudis,3,,
20_RB173,Lethrinidae,Lethrinus,punctulatus,1,,
20_RB173,Lutjanidae,Lutjanus,carponotatus,2,,
20_RB173,Nemipteridae,Scolopsis,monogramma,2,,
20_RB173,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
20_RB173,Scombridae,Scomberomorus,spp,1,,
20_RB173,Serranidae,Epinephelus,bilobatus,2,,
20_RB173,Serranidae,Plectropomus,spp,2,,
20_RB174,Carcharhinidae,Galeocerdo,cuvier,1,,
20_RB174,Chaetodontidae,Chelmon,marginalis,2,,
20_RB174,Haemulidae,Diagramma,pictum,1,,
20_RB174,Labridae,Choerodon,cauteroma,3,,
20_RB174,Labridae,Choerodon,cephalotes,1,,
20_RB174,Labridae,Choerodon,schoenleinii,1,,
20_RB174,Lethrinidae,Lethrinus,punctulatus,7,,
20_RB174,Lutjanidae,Lutjanus,carponotatus,2,,
20_RB174,Nemipteridae,Pentapodus,porosus,2,,
20_RB174,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
20_RB174,Scombridae,Scomberomorus,spp,3,,
20_RB174,Serranidae,Epinephelus,bilobatus,3,,
20_RB174,Siganidae,Siganus,canaliculatus,2,,
20_RB182,Balistidae,Abalistes,stellatus,1,,
20_RB182,Carangidae,Atropus,hedlandensis,3,,
20_RB182,Carangidae,Selaroides,leptolepis,3,,
20_RB182,Labridae,Choerodon,cephalotes,4,,
20_RB182,Lethrinidae,Lethrinus,genivittatus,1,,
20_RB182,Mullidae,Upeneus,tragula,3,,
20_RB182,Nemipteridae,Pentapodus,porosus,44,,
20_RB182,Platycephalidae,Platycephalus,westraliae,1,,
20_RB182,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
20_RB182,Scombridae,Scomberomorus,spp,6,,
20_RB182,Serranidae,Epinephelus,bilobatus,2,,
20_RB185,Acanthuridae,Acanthurus,grammoptilus,7,,
20_RB185,Caesionidae,Caesio,cuning,4,,
20_RB185,Carangidae,Turrum,fulvoguttatum,3,,
20_RB185,Carangidae,Atropus,hedlandensis,2,,
20_RB185,Carangidae,Gnathanodon,speciosus,9,,
20_RB185,Chaetodontidae,Chaetodon,aureofasciatus,3,,
20_RB185,Chaetodontidae,Chelmon,marginalis,2,,
20_RB185,Haemulidae,Plectorhinchus,multivittatus,1,,
20_RB185,Labridae,Choerodon,cauteroma,2,,
20_RB185,Labridae,Choerodon,cephalotes,1,,
20_RB185,Labridae,Choerodon,cyanodus,2,,
20_RB185,Labridae,Anampses,lennardi,1,,
20_RB185,Labridae,Choerodon,schoenleinii,1,,
20_RB185,Labridae,Choerodon,vitta,2,,
20_RB185,Lethrinidae,Lethrinus,olivaceus,4,,
20_RB185,Lethrinidae,Lethrinus,punctulatus,14,,
20_RB185,Lutjanidae,Lutjanus,carponotatus,1,,
20_RB185,Lutjanidae,Lutjanus,rivulatus,1,,
20_RB185,Mullidae,Parupeneus,indicus,1,,
20_RB185,Muraenidae,Gymnothorax,favagineus,1,,
20_RB185,Nemipteridae,Scolopsis,monogramma,1,,
20_RB185,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
20_RB185,Pomacentridae,Abudefduf,bengalensis,1,,
20_RB185,Rachycentridae,Rachycentron,canadum,1,,
20_RB185,Scaridae,Scarus,ghobban,3,,
20_RB185,Scombridae,Scomberomorus,spp,1,,
20_RB185,Serranidae,Epinephelus,bilobatus,9,,
20_RB185,Serranidae,Plectropomus,spp,2,,
20_RB185,Siganidae,Siganus,canaliculatus,10,,
20_RB185,Stegostomatidae,Stegostoma,tigrinum,1,,
20_RB185,Zanclidae,Zanclus,cornutus,2,,
20_RB189,Carangidae,Atropus,hedlandensis,1,,
20_RB189,Carangidae,Atule,mate,1,,
20_RB189,Carcharhinidae,Carcharhinus,coatesi,1,,
20_RB189,Chaetodontidae,Chaetodon,aureofasciatus,1,,
20_RB189,Chaetodontidae,Chelmon,marginalis,2,,
20_RB189,Chaetodontidae,Chelmon,muelleri,1,,
20_RB189,Labridae,Choerodon,cauteroma,3,,
20_RB189,Labridae,Choerodon,cephalotes,1,,
20_RB189,Labridae,Choerodon,cyanodus,1,,
20_RB189,Labridae,Anampses,lennardi,1,,
20_RB189,Labridae,Choerodon,schoenleinii,1,,
20_RB189,Lethrinidae,Lethrinus,punctulatus,12,,
20_RB189,Lutjanidae,Lutjanus,carponotatus,2,,
20_RB189,Mullidae,Upeneus,tragula,2,,
20_RB189,Nemipteridae,Scolopsis,monogramma,2,,
20_RB189,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
20_RB189,Scaridae,Scarus,ghobban,1,,
20_RB189,Scombridae,Scomberomorus,spp,1,,
20_RB189,Serranidae,Epinephelus,bilobatus,2,,
20_RB189,Serranidae,Epinephelus,quoyanus,2,,
20_RB189,Siganidae,Siganus,canaliculatus,18,,
20_RB189,Sphyraenidae,Sphyraena,jello,1,,
20_RB190,Balistidae,Abalistes,stellatus,1,,
20_RB190,Carangidae,Scomberoides,commersonnianus,1,,
20_RB190,Carangidae,Atule,mate,43,,
20_RB190,Carcharhinidae,Carcharhinus,coatesi,1,,
20_RB190,Hemiscylliidae,Chiloscyllium,punctatum,1,,
20_RB190,Labridae,Choerodon,cauteroma,3,,
20_RB190,Labridae,Choerodon,cephalotes,1,,
20_RB190,Lethrinidae,Lethrinus,punctulatus,13,,
20_RB190,Monacanthidae,Monacanthus,chinensis,1,,
20_RB190,Mullidae,Parupeneus,indicus,1,,
20_RB190,Mullidae,Upeneus,tragula,3,,
20_RB190,Nemipteridae,Scolopsis,monogramma,2,,
20_RB190,Nemipteridae,Pentapodus,porosus,7,,
20_RB190,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
20_RB190,Scombridae,Scomberomorus,spp,2,,
20_RB190,Serranidae,Epinephelus,bilobatus,2,,
20_RB190,Serranidae,Plectropomus,spp,1,,
20_RB190,Siganidae,Siganus,canaliculatus,5,,
20_RB190,Sphyraenidae,Sphyraena,putnamae,1,,
20_RB190,Tetraodontidae,Feroxodon,multistriatus,1,,
20_RB193,Carangidae,Selaroides,leptolepis,43,,
20_RB193,Carangidae,Caranx,papuensis,3,,
20_RB193,Carangidae,Gnathanodon,speciosus,1,,
20_RB193,Chaetodontidae,Coradion,chrysozonus,1,,
20_RB193,Chaetodontidae,Chelmon,muelleri,1,,
20_RB193,Glaucosomatidae,Glaucosoma,magnificum,1,,
20_RB193,Labridae,Choerodon,cauteroma,1,,
20_RB193,Labridae,Choerodon,cephalotes,2,,
20_RB193,Labridae,Anampses,lennardi,1,,
20_RB193,Labridae,Choerodon,vitta,2,,
20_RB193,Lethrinidae,Lethrinus,genivittatus,4,,
20_RB193,Mullidae,Upeneus,tragula,2,,
20_RB193,Nemipteridae,Scolopsis,monogramma,1,,
20_RB193,Nemipteridae,Pentapodus,porosus,36,,
20_RB193,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
20_RB193,Scombridae,Cybiosarda,elegans,4,,
20_RB193,Scombridae,Scomberomorus,spp,5,,
20_RB193,Serranidae,Epinephelus,bilobatus,1,,
20_RB193,Siganidae,Siganus,canaliculatus,12,,
20_RB199,Carangidae,Turrum,fulvoguttatum,1,,
20_RB199,Carangidae,Turrum,gymnostethus,2,,
20_RB199,Carangidae,Atule,mate,1,,
20_RB199,Carangidae,Gnathanodon,speciosus,51,,
20_RB199,Carcharhinidae,Carcharhinus,coatesi,3,,
20_RB199,Elopidae,Elops,hawaiensis,1,,
20_RB199,Labridae,Choerodon,cauteroma,3,,
20_RB199,Labridae,Choerodon,cephalotes,3,,
20_RB199,Labridae,Choerodon,vitta,1,,
20_RB199,Lethrinidae,Lethrinus,laticaudis,1,,
20_RB199,Lethrinidae,Lethrinus,punctulatus,6,,
20_RB199,Mullidae,Upeneus,tragula,2,,
20_RB199,Nemipteridae,Scolopsis,monogramma,1,,
20_RB199,Nemipteridae,Pentapodus,porosus,2,,
20_RB199,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
20_RB199,Scombridae,Scomberomorus,spp,3,,
20_RB199,Serranidae,Epinephelus,bilobatus,6,,
20_RB199,Serranidae,Epinephelus,coioides,1,,
20_RB2,Acanthuridae,Acanthurus,grammoptilus,3,,
20_RB2,Balistidae,Abalistes,stellatus,1,,
20_RB2,Carangidae,Turrum,fulvoguttatum,1,,
20_RB2,Carangidae,Atule,mate,88,,
20_RB2,Carangidae,Gnathanodon,speciosus,14,,
20_RB2,Chaetodontidae,Heniochus,acuminatus,2,,
20_RB2,Chaetodontidae,Chaetodon,aureofasciatus,2,,
20_RB2,Chaetodontidae,Chelmon,marginalis,2,,
20_RB2,Echeneidae,Echeneis,naucrates,1,,
20_RB2,Glaucosomatidae,Glaucosoma,magnificum,1,,
20_RB2,Haemulidae,Plectorhinchus,flavomaculatus,1,,
20_RB2,Haemulidae,Plectorhinchus,gibbosus,1,,
20_RB2,Haemulidae,Diagramma,pictum,2,,
20_RB2,Hemigaleidae,Hemigaleus,australiensis,1,,
20_RB2,Labridae,Choerodon,cauteroma,3,,
20_RB2,Labridae,Choerodon,cephalotes,1,,
20_RB2,Labridae,Anampses,lennardi,1,,
20_RB2,Labridae,Choerodon,schoenleinii,1,,
20_RB2,Labridae,Choerodon,vitta,2,,
20_RB2,Lethrinidae,Lethrinus,lentjan,1,,
20_RB2,Lethrinidae,Lethrinus,olivaceus,2,,
20_RB2,Lethrinidae,Lethrinus,punctulatus,9,,
20_RB2,Lutjanidae,Lutjanus,carponotatus,4,,
20_RB2,Lutjanidae,Symphorus,nematophorus,1,,
20_RB2,Mullidae,Parupeneus,indicus,1,,
20_RB2,Nemipteridae,Scolopsis,monogramma,1,,
20_RB2,Nemipteridae,Pentapodus,porosus,2,,
20_RB2,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
20_RB2,Pomacanthidae,Pomacanthus,sexstriatus,2,,
20_RB2,Scaridae,Scarus,ghobban,2,,
20_RB2,Scombridae,Scomberomorus,spp,2,,
20_RB2,Serranidae,Chromileptes,altivelis,1,,
20_RB2,Serranidae,Epinephelus,bilobatus,6,,
20_RB2,Serranidae,Plectropomus,spp,3,,
20_RB2,Sphyrnidae,Sphyrna,mokarran,1,,
20_RB200,Carangidae,Turrum,gymnostethus,1,,
20_RB200,Carcharhinidae,Carcharhinus,coatesi,1,,
20_RB200,Haemulidae,Diagramma,pictum,1,,
20_RB200,Labridae,Choerodon,cauteroma,5,,
20_RB200,Labridae,Choerodon,cephalotes,2,,
20_RB200,Labridae,Choerodon,cyanodus,1,,
20_RB200,Labridae,Anampses,lennardi,2,,
20_RB200,Labridae,Choerodon,schoenleinii,1,,
20_RB200,Lethrinidae,Lethrinus,laticaudis,1,,
20_RB200,Lethrinidae,Lethrinus,punctulatus,10,,
20_RB200,Lutjanidae,Lutjanus,carponotatus,2,,
20_RB200,Monacanthidae,Monacanthus,chinensis,1,,
20_RB200,Nemipteridae,Scolopsis,monogramma,2,,
20_RB200,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
20_RB200,Scombridae,Scomberomorus,spp,2,,
20_RB200,Serranidae,Epinephelus,bilobatus,3,,
20_RB200,Serranidae,Epinephelus,quoyanus,1,,
20_RB200,Serranidae,Plectropomus,spp,1,,
20_RB200,Siganidae,Siganus,canaliculatus,2,,
20_RB200,Tetraodontidae,Feroxodon,multistriatus,1,,
20_RB22,Balistidae,Abalistes,stellatus,1,,
20_RB22,Carangidae,Turrum,fulvoguttatum,3,,
20_RB22,Carangidae,Turrum,gymnostethus,12,,
20_RB22,Carangidae,Atule,mate,2,,
20_RB22,Carangidae,Gnathanodon,speciosus,1,,
20_RB22,Hemigaleidae,Hemipristis,elongata,1,,
20_RB22,Labridae,Choerodon,cauteroma,3,,
20_RB22,Labridae,Choerodon,cephalotes,3,,
20_RB22,Labridae,Macropharyngodon,negrosensis,3,,
20_RB22,Labridae,Choerodon,schoenleinii,1,,
20_RB22,Lethrinidae,Lethrinus,genivittatus,1,,
20_RB22,Lethrinidae,Lethrinus,laticaudis,1,,
20_RB22,Lethrinidae,Lethrinus,punctulatus,7,,
20_RB22,Nemipteridae,Scolopsis,monogramma,1,,
20_RB22,Nemipteridae,Pentapodus,porosus,1,,
20_RB22,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
20_RB22,Scombridae,Scomberomorus,spp,3,,
20_RB22,Serranidae,Epinephelus,bilobatus,2,,
20_RB22,Serranidae,Plectropomus,spp,1,,
20_RB22,Siganidae,Siganus,canaliculatus,6,,
20_RB24,Carangidae,Turrum,fulvoguttatum,2,,
20_RB24,Carangidae,Gnathanodon,speciosus,1,,
20_RB24,Chaetodontidae,Chelmon,marginalis,2,,
20_RB24,Echeneidae,Echeneis,naucrates,1,,
20_RB24,Labridae,Choerodon,cauteroma,6,,
20_RB24,Labridae,Choerodon,cephalotes,2,,
20_RB24,Labridae,Anampses,lennardi,2,,
20_RB24,Labridae,Choerodon,schoenleinii,1,,
20_RB24,Labridae,Choerodon,vitta,1,,
20_RB24,Lethrinidae,Lethrinus,laticaudis,1,,
20_RB24,Lethrinidae,Lethrinus,punctulatus,15,,
20_RB24,Lutjanidae,Lutjanus,carponotatus,1,,
20_RB24,Nemipteridae,Scolopsis,monogramma,1,,
20_RB24,Nemipteridae,Pentapodus,porosus,2,,
20_RB24,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
20_RB24,Pteroidae,Pterois,volitans,1,,
20_RB24,Scombridae,Scomberomorus,spp,3,,
20_RB24,Serranidae,Epinephelus,bilobatus,6,,
20_RB24,Serranidae,Plectropomus,spp,1,,
20_RB24,Siganidae,Siganus,canaliculatus,8,,
20_RB24,Sphyraenidae,Sphyraena,jello,1,,
20_RB24,Stegostomatidae,Stegostoma,tigrinum,1,,
20_RB25,Carangidae,Scomberoides,commersonnianus,1,,
20_RB25,Carangidae,Turrum,gymnostethus,8,,
20_RB25,Carangidae,Gnathanodon,speciosus,19,,
20_RB25,Carcharhinidae,Carcharhinus,coatesi,1,,
20_RB25,Echeneidae,Echeneis,naucrates,1,,
20_RB25,Haemulidae,Diagramma,pictum,1,,
20_RB25,Hemiramphidae,Hyporhamphus,spp,12,,
20_RB25,Labridae,Choerodon,cauteroma,3,,
20_RB25,Labridae,Choerodon,cephalotes,1,,
20_RB25,Labridae,Choerodon,cyanodus,1,,
20_RB25,Labridae,Choerodon,schoenleinii,1,,
20_RB25,Lethrinidae,Lethrinus,genivittatus,4,,
20_RB25,Lethrinidae,Lethrinus,laticaudis,1,,
20_RB25,Lethrinidae,Lethrinus,punctulatus,8,,
20_RB25,Lutjanidae,Lutjanus,carponotatus,2,,
20_RB25,Mullidae,Parupeneus,indicus,1,,
20_RB25,Mullidae,Upeneus,tragula,1,,
20_RB25,Nemipteridae,Scolopsis,monogramma,1,,
20_RB25,Nemipteridae,Pentapodus,porosus,7,,
20_RB25,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
20_RB25,Scombridae,Scomberomorus,spp,1,,
20_RB25,Serranidae,Epinephelus,bilobatus,4,,
20_RB25,Serranidae,Plectropomus,spp,2,,
20_RB25,Siganidae,Siganus,canaliculatus,8,,
20_RB25,Stegostomatidae,Stegostoma,tigrinum,1,,
20_RB29,Carangidae,Scomberoides,commersonnianus,1,,
20_RB29,Carangidae,Atule,mate,3,,
20_RB29,Carcharhinidae,Carcharhinus,coatesi,1,,
20_RB29,Chaetodontidae,Chelmon,marginalis,2,,
20_RB29,Glaucosomatidae,Glaucosoma,magnificum,1,,
20_RB29,Haemulidae,Diagramma,pictum,4,,
20_RB29,Labridae,Choerodon,cauteroma,3,,
20_RB29,Labridae,Choerodon,cephalotes,1,,
20_RB29,Labridae,Anampses,lennardi,1,,
20_RB29,Labridae,Choerodon,schoenleinii,1,,
20_RB29,Lethrinidae,Lethrinus,olivaceus,1,,
20_RB29,Lethrinidae,Lethrinus,punctulatus,22,,
20_RB29,Lutjanidae,Lutjanus,carponotatus,2,,
20_RB29,Nemipteridae,Scolopsis,monogramma,1,,
20_RB29,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
20_RB29,Scaridae,Scarus,ghobban,1,,
20_RB29,Scombridae,Scomberomorus,spp,3,,
20_RB29,Serranidae,Epinephelus,bilobatus,4,,
20_RB29,Serranidae,Plectropomus,spp,2,,
20_RB29,Siganidae,Siganus,canaliculatus,4,,
20_RB3,Carangidae,Scomberoides,commersonnianus,1,,
20_RB3,Carangidae,Atule,mate,4,,
20_RB3,Carcharhinidae,Rhizoprionodon,acutus,1,,
20_RB3,Labridae,Choerodon,cauteroma,2,,
20_RB3,Labridae,Choerodon,cephalotes,1,,
20_RB3,Lethrinidae,Lethrinus,genivittatus,1,,
20_RB3,Lethrinidae,Lethrinus,punctulatus,10,,
20_RB3,Lutjanidae,Lutjanus,carponotatus,5,,
20_RB3,Lutjanidae,Symphorus,nematophorus,1,,
20_RB3,Nemipteridae,Scolopsis,monogramma,2,,
20_RB3,Nemipteridae,Pentapodus,porosus,4,,
20_RB3,Ostraciidae,Ostracion,nasus,1,,
20_RB3,Scombridae,Scomberomorus,spp,3,,
20_RB3,Siganidae,Siganus,canaliculatus,3,,
20_RB3,Sphyraenidae,Sphyraena,jello,1,,
20_RB36,Ariidae,Netuma,thalassina,1,,
20_RB36,Carangidae,Atule,mate,5,,
20_RB36,Carangidae,Gnathanodon,speciosus,6,,
20_RB36,Carcharhinidae,Carcharhinus,coatesi,1,,
20_RB36,Carcharhinidae,Carcharhinus,sorrah,1,,
20_RB36,Echeneidae,Echeneis,naucrates,2,,
20_RB36,Hemigaleidae,Hemigaleus,australiensis,1,,
20_RB36,Labridae,Choerodon,cauteroma,6,,
20_RB36,Labridae,Choerodon,cephalotes,2,,
20_RB36,Labridae,Choerodon,cyanodus,1,,
20_RB36,Labridae,Anampses,lennardi,4,,
20_RB36,Lethrinidae,Lethrinus,genivittatus,2,,
20_RB36,Lethrinidae,Lethrinus,punctulatus,9,,
20_RB36,Lutjanidae,Lutjanus,carponotatus,2,,
20_RB36,Mullidae,Parupeneus,indicus,7,,
20_RB36,Nemipteridae,Scolopsis,monogramma,3,,
20_RB36,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
20_RB36,Scombridae,Scomberomorus,spp,1,,
20_RB36,Serranidae,Epinephelus,bilobatus,4,,
20_RB36,Serranidae,Epinephelus,quoyanus,1,,
20_RB36,Serranidae,Plectropomus,spp,2,,
20_RB36,Siganidae,Siganus,canaliculatus,2,,
20_RB36,Sphyrnidae,Sphyrna,mokarran,1,,
20_RB38,Carangidae,Atule,mate,1,,
20_RB38,Hemiscylliidae,Chiloscyllium,punctatum,1,,
20_RB38,Labridae,Choerodon,cauteroma,2,,
20_RB38,Labridae,Choerodon,cephalotes,2,,
20_RB38,Labridae,Choerodon,schoenleinii,1,,
20_RB38,Labridae,Choerodon,vitta,2,,
20_RB38,Lethrinidae,Lethrinus,punctulatus,19,,
20_RB38,Lutjanidae,Lutjanus,carponotatus,1,,
20_RB38,Mullidae,Upeneus,tragula,8,,
20_RB38,Scombridae,Scomberomorus,spp,3,,
20_RB38,Serranidae,Epinephelus,bilobatus,2,,
20_RB38,Serranidae,Epinephelus,quoyanus,1,,
