Sample,Family,Genus,Species,Count,,
21_RB110,Serranidae,Epinephelus,bilobatus,2,,
21_RB110,Serranidae,Plectropomus,spp,1,,
21_RB110,Siganidae,Siganus,canaliculatus,32,,
21_RB112,Carangidae,Selaroides,leptolepis,1,,
21_RB112,Carangidae,Atule,mate,77,,
21_RB112,Carcharhinidae,Rhizoprionodon,acutus,1,,
21_RB112,Carcharhinidae,Carcharhinus,coatesi,2,,
21_RB112,Carcharhinidae,Carcharhinus,sorrah,2,,
21_RB112,Carcharhinidae,Carcharhinus,tilstoni,1,Carcharhinus,limbatus
21_RB112,Labridae,Choerodon,cephalotes,1,,
21_RB112,Lethrinidae,Lethrinus,lentjan,1,,
21_RB112,Lethrinidae,Lethrinus,punctulatus,24,,
21_RB112,Lutjanidae,Lutjanus,vitta,3,,
21_RB112,Mullidae,Parupeneus,indicus,1,,
21_RB112,Mullidae,Upeneus,tragula,1,,
21_RB112,Nemipteridae,Scolopsis,monogramma,7,,
21_RB112,Nemipteridae,Pentapodus,porosus,26,,
21_RB112,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
21_RB112,Scombridae,Scomberomorus,spp,2,,
21_RB112,Serranidae,Epinephelus,bilobatus,3,,
21_RB112,Serranidae,Plectropomus,spp,1,,
21_RB112,Siganidae,Siganus,canaliculatus,14,,
21_RB114,Dasyatidae,Neotrygon,australiae,1,,
21_RB114,Glaucosomatidae,Glaucosoma,magnificum,1,,
21_RB114,Labridae,Choerodon,cauteroma,2,,
21_RB114,Labridae,Choerodon,cephalotes,1,,
21_RB114,Labridae,Choerodon,schoenleinii,1,,
21_RB114,Lethrinidae,Lethrinus,laticaudis,7,,
21_RB114,Lethrinidae,Lethrinus,punctulatus,1,,
21_RB114,Lutjanidae,Lutjanus,carponotatus,2,,
21_RB114,Nemipteridae,Scolopsis,monogramma,1,,
21_RB114,Nemipteridae,Pentapodus,porosus,2,,
21_RB114,Ostraciidae,Ostracion,nasus,1,,
21_RB114,Pomacanthidae,Chaetodontoplus,duboulayi,4,,
21_RB114,Scombridae,Scomberomorus,spp,1,,
21_RB114,Serranidae,Epinephelus,bilobatus,2,,
21_RB114,Siganidae,Siganus,canaliculatus,14,,
21_RB117,Carangidae,Selaroides,leptolepis,11,,
21_RB117,Carangidae,Gnathanodon,speciosus,11,,
21_RB117,Carcharhinidae,Carcharhinus,coatesi,1,,
21_RB117,Dasyatidae,Pateobatis,fai,1,,
21_RB117,Labridae,Choerodon,cauteroma,1,,
21_RB117,Labridae,Choerodon,cephalotes,1,,
21_RB117,Lethrinidae,Lethrinus,genivittatus,1,,
21_RB117,Lethrinidae,Lethrinus,punctulatus,14,,
21_RB117,Mullidae,Upeneus,tragula,3,,
21_RB117,Nemipteridae,Scolopsis,monogramma,1,,
21_RB117,Nemipteridae,Pentapodus,porosus,23,,
21_RB117,Nemipteridae,Pentapodus,vitta,6,,
21_RB117,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
21_RB117,Scombridae,Scomberomorus,spp,5,,
21_RB117,Siganidae,Siganus,canaliculatus,4,,
21_RB12,Carangidae,Seriolina,nigrofasciata,1,,
21_RB12,Carcharhinidae,Carcharhinus,coatesi,1,,
21_RB12,Labridae,Choerodon,cephalotes,2,,
21_RB12,Lethrinidae,Lethrinus,genivittatus,4,,
21_RB12,Nemipteridae,Pentapodus,porosus,35,,
21_RB12,Pinguipedidae,Parapercis,clathrata,1,,
21_RB12,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
21_RB12,Scombridae,Scomberomorus,spp,2,,
21_RB12,Siganidae,Siganus,canaliculatus,8,,
21_RB123,Carangidae,Selaroides,leptolepis,12,,
21_RB123,Carangidae,Atule,mate,81,,
21_RB123,Carangidae,Gnathanodon,speciosus,17,,
21_RB123,Carcharhinidae,Carcharhinus,coatesi,1,,
21_RB123,Carcharhinidae,Galeocerdo,cuvier,1,,
21_RB123,Echeneidae,Echeneis,naucrates,3,,
21_RB123,Ginglymostomatidae,Nebrius,ferrugineus,1,,
21_RB123,Labridae,Choerodon,cauteroma,3,,
21_RB123,Labridae,Choerodon,cephalotes,3,,
21_RB123,Labridae,Choerodon,cyanodus,1,,
21_RB123,Labridae,Choerodon,vitta,1,,
21_RB123,Lethrinidae,Lethrinus,genivittatus,1,,
21_RB123,Lethrinidae,Lethrinus,laticaudis,2,,
21_RB123,Lethrinidae,Lethrinus,punctulatus,1,,
21_RB123,Lutjanidae,Lutjanus,carponotatus,3,,
21_RB123,Lutjanidae,Lutjanus,vitta,4,,
21_RB123,Mullidae,Upeneus,tragula,5,,
21_RB123,Nemipteridae,Scolopsis,monogramma,3,,
21_RB123,Nemipteridae,Pentapodus,porosus,28,,
21_RB123,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
21_RB123,Pseudochromidae,Labracinus,lineatus,2,,
21_RB123,Scombridae,Scomberomorus,spp,4,,
21_RB123,Serranidae,Epinephelus,bilobatus,4,,
21_RB123,Serranidae,Epinephelus,coioides,1,,
21_RB123,Serranidae,Epinephelus,quoyanus,1,,
21_RB123,Serranidae,Plectropomus,spp,1,,
21_RB123,Siganidae,Siganus,canaliculatus,5,,
21_RB123,Sphyraenidae,Sphyraena,obtusata,3,,
21_RB124,Balistidae,Abalistes,stellatus,1,,
21_RB124,Carangidae,Selaroides,leptolepis,13,,
21_RB124,Carangidae,Atule,mate,1,,
21_RB124,Carcharhinidae,Carcharhinus,coatesi,2,,
21_RB124,Echeneidae,Echeneis,naucrates,2,,
21_RB124,Labridae,Choerodon,cephalotes,1,,
21_RB124,Lethrinidae,Lethrinus,genivittatus,5,,
21_RB124,Mullidae,Upeneus,tragula,3,,
21_RB124,Nemipteridae,Scolopsis,monogramma,1,,
21_RB124,Nemipteridae,Pentapodus,porosus,27,,
21_RB124,Pinguipedidae,Parapercis,diplospilus,1,,
21_RB124,Pinguipedidae,Parapercis,nebulosa,1,,
21_RB124,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
21_RB124,Pseudochromidae,Labracinus,lineatus,1,,
21_RB124,Scombridae,Scomberomorus,spp,1,,
21_RB124,Serranidae,Epinephelus,bilobatus,2,,
21_RB124,Serranidae,Epinephelus,multinotatus,1,,
21_RB124,Siganidae,Siganus,canaliculatus,10,,
21_RB127,Carcharhinidae,Carcharhinus,coatesi,1,,
21_RB127,Echeneidae,Echeneis,naucrates,1,,
21_RB127,Labridae,Choerodon,cauteroma,1,,
21_RB127,Labridae,Choerodon,cephalotes,3,,
21_RB127,Lethrinidae,Lethrinus,genivittatus,10,,
21_RB127,Lethrinidae,Lethrinus,punctulatus,1,,
21_RB127,Mullidae,Upeneus,tragula,32,,
21_RB127,Nemipteridae,Scolopsis,monogramma,1,,
21_RB127,Nemipteridae,Pentapodus,porosus,31,,
21_RB127,Nemipteridae,Pentapodus,vitta,8,,
21_RB127,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
21_RB127,Pseudochromidae,Labracinus,lineatus,1,,
21_RB127,Scombridae,Scomberomorus,spp,6,,
21_RB127,Serranidae,Epinephelus,bilobatus,2,,
21_RB127,Siganidae,Siganus,canaliculatus,10,,
21_RB128,Ariidae,Netuma,thalassina,5,,
21_RB128,Carangidae,Turrum,gymnostethus,12,,
21_RB128,Carcharhinidae,Carcharhinus,coatesi,1,,
21_RB128,Chaetodontidae,Chelmon,marginalis,1,,
21_RB128,Labridae,Choerodon,cauteroma,2,,
21_RB128,Labridae,Choerodon,cephalotes,1,,
21_RB128,Labridae,Anampses,lennardi,2,,
21_RB128,Labridae,Choerodon,schoenleinii,1,,
21_RB128,Labridae,Choerodon,vitta,1,,
21_RB128,Lethrinidae,Lethrinus,laticaudis,2,,
21_RB128,Mullidae,Parupeneus,indicus,1,,
21_RB128,Mullidae,Upeneus,tragula,4,,
21_RB128,Nemipteridae,Scolopsis,monogramma,4,,
21_RB128,Nemipteridae,Pentapodus,porosus,22,,
21_RB128,Pomacanthidae,Chaetodontoplus,duboulayi,4,,
21_RB128,Scaridae,Scarus,ghobban,3,,
21_RB128,Scombridae,Scomberomorus,spp,2,,
21_RB128,Serranidae,Epinephelus,bilobatus,2,,
21_RB128,Siganidae,Siganus,canaliculatus,7,,
21_RB130,Carcharhinidae,Rhizoprionodon,acutus,1,,
21_RB130,Carcharhinidae,Carcharhinus,coatesi,1,,
21_RB130,Dasyatidae,Neotrygon,australiae,1,,
21_RB130,Echeneidae,Echeneis,naucrates,1,,
21_RB130,Ephippidae,Platax,batavianus,1,,
21_RB130,Haemulidae,Diagramma,pictum,1,,
21_RB130,Hemiscylliidae,Chiloscyllium,punctatum,1,,
21_RB130,Labridae,Choerodon,cauteroma,2,,
21_RB130,Labridae,Choerodon,cephalotes,1,,
21_RB130,Labridae,Choerodon,vitta,3,,
21_RB130,Lethrinidae,Lethrinus,laticaudis,1,,
21_RB130,Lethrinidae,Lethrinus,punctulatus,1,,
21_RB130,Nemipteridae,Scolopsis,monogramma,2,,
21_RB130,Nemipteridae,Pentapodus,porosus,20,,
21_RB130,Pomacanthidae,Chaetodontoplus,duboulayi,3,,
21_RB130,Scombridae,Scomberomorus,spp,1,,
21_RB130,Serranidae,Epinephelus,bilobatus,1,,
21_RB130,Serranidae,Epinephelus,coioides,1,,
21_RB130,Serranidae,Plectropomus,spp,1,,
21_RB130,Siganidae,Siganus,canaliculatus,5,,
21_RB130,Sphyraenidae,Sphyraena,obtusata,3,,
21_RB131,Carangidae,Selaroides,leptolepis,37,,
21_RB131,Carangidae,Gnathanodon,speciosus,8,,
21_RB131,Labridae,Choerodon,cauteroma,2,,
21_RB131,Labridae,Choerodon,cephalotes,2,,
21_RB131,Labridae,Choerodon,cyanodus,1,,
21_RB131,Lethrinidae,Lethrinus,genivittatus,1,,
21_RB131,Lethrinidae,Lethrinus,punctulatus,22,,
21_RB131,Lutjanidae,Lutjanus,carponotatus,5,,
21_RB131,Monacanthidae,Monacanthus,chinensis,1,,
21_RB131,Mullidae,Parupeneus,indicus,1,,
21_RB131,Mullidae,Upeneus,tragula,4,,
21_RB131,Nemipteridae,Scolopsis,monogramma,2,,
21_RB131,Nemipteridae,Pentapodus,porosus,12,,
21_RB131,Nemipteridae,Pentapodus,vitta,2,,
21_RB131,Pseudochromidae,Labracinus,lineatus,1,,
21_RB131,Scombridae,Scomberomorus,spp,5,,
21_RB131,Siganidae,Siganus,canaliculatus,6,,
21_RB133,Carangidae,Selaroides,leptolepis,10,,
21_RB133,Echeneidae,Echeneis,naucrates,3,,
21_RB133,Nemipteridae,Pentapodus,vitta,12,,
21_RB133,Platycephalidae,Platycephalus,endrachtensis,1,,
21_RB133,Scombridae,Scomberomorus,spp,2,,
21_RB133,Sillaginidae,Sillago,spp,1,,
21_RB139,Balistidae,Abalistes,stellatus,1,,
21_RB139,Carcharhinidae,Carcharhinus,coatesi,3,,
21_RB139,Labridae,Choerodon,cauteroma,2,,
21_RB139,Lethrinidae,Lethrinus,genivittatus,1,,
21_RB139,Lutjanidae,Lutjanus,carponotatus,4,,
21_RB139,Lutjanidae,Lutjanus,vitta,4,,
21_RB139,Mullidae,Upeneus,tragula,3,,
21_RB139,Nemipteridae,Pentapodus,porosus,21,,
21_RB139,Nemipteridae,Pentapodus,vitta,3,,
21_RB139,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
21_RB139,Rhinidae,Rhynchobatus,spp,1,,
21_RB139,Scombridae,Scomberomorus,spp,2,,
21_RB139,Serranidae,Epinephelus,bilobatus,1,,
21_RB139,Serranidae,Plectropomus,spp,1,,
21_RB139,Siganidae,Siganus,canaliculatus,17,,
21_RB140,Carangidae,Atule,mate,1,,
21_RB140,Labridae,Choerodon,cephalotes,1,,
21_RB140,Lethrinidae,Lethrinus,genivittatus,2,,
21_RB140,Nemipteridae,Pentapodus,porosus,24,,
21_RB140,Scombridae,Scomberomorus,spp,3,,
21_RB140,Serranidae,Epinephelus,bilobatus,1,,
21_RB140,Tetraodontidae,Torquigener,pallimaculatus,1,,
21_RB141,Carangidae,Scomberoides,commersonnianus,1,,
21_RB141,Carangidae,Turrum,fulvoguttatum,2,,
21_RB141,Carangidae,Selaroides,leptolepis,19,,
21_RB141,Carangidae,Atule,mate,103,,
21_RB141,Carangidae,Gnathanodon,speciosus,4,,
21_RB141,Carcharhinidae,Galeocerdo,cuvier,2,,
21_RB141,Echeneidae,Echeneis,naucrates,2,,
21_RB141,Hemigaleidae,Hemigaleus,australiensis,1,,
21_RB141,Labridae,Choerodon,cauteroma,3,,
21_RB141,Labridae,Choerodon,cephalotes,2,,
21_RB141,Lethrinidae,Lethrinus,olivaceus,1,,
21_RB141,Lethrinidae,Lethrinus,punctulatus,20,,
21_RB141,Lutjanidae,Lutjanus,carponotatus,1,,
21_RB141,Nemipteridae,Scolopsis,monogramma,3,,
21_RB141,Nemipteridae,Pentapodus,porosus,8,,
21_RB141,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
21_RB141,Rachycentridae,Rachycentron,canadum,1,,
21_RB141,Scombridae,Scomberomorus,spp,1,,
21_RB141,Serranidae,Epinephelus,bilobatus,4,,
21_RB141,Serranidae,Plectropomus,spp,1,,
21_RB141,Siganidae,Siganus,canaliculatus,33,,
21_RB143,Carangidae,Atropus,hedlandensis,2,,
21_RB143,Carangidae,Selaroides,leptolepis,8,,
21_RB143,Echeneidae,Echeneis,naucrates,7,,
21_RB143,Sillaginidae,Sillago,spp,1,,
21_RB144,Carangidae,Turrum,fulvoguttatum,1,,
21_RB144,Carcharhinidae,Galeocerdo,cuvier,1,,
21_RB144,Labridae,Choerodon,cauteroma,1,,
21_RB144,Labridae,Choerodon,cephalotes,4,,
21_RB144,Labridae,Choerodon,vitta,1,,
21_RB144,Lethrinidae,Lethrinus,laticaudis,2,,
21_RB144,Nemipteridae,Scolopsis,monogramma,1,,
21_RB144,Nemipteridae,Pentapodus,porosus,41,,
21_RB144,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
21_RB144,Rhinidae,Rhynchobatus,spp,1,,
21_RB144,Scombridae,Scomberomorus,spp,4,,
21_RB144,Serranidae,Epinephelus,bilobatus,3,,
21_RB144,Serranidae,Epinephelus,multinotatus,1,,
21_RB144,Siganidae,Siganus,canaliculatus,5,,
21_RB147,Carangidae,Selaroides,leptolepis,3,,
21_RB147,Carangidae,Atule,mate,78,,
21_RB147,Carangidae,Gnathanodon,speciosus,2,,
21_RB147,Carcharhinidae,Carcharhinus,coatesi,2,,
21_RB147,Echeneidae,Echeneis,naucrates,1,,
21_RB147,Ginglymostomatidae,Nebrius,ferrugineus,2,,
21_RB147,Hemiscylliidae,Chiloscyllium,punctatum,1,,
21_RB147,Labridae,Choerodon,cauteroma,1,,
21_RB147,Lethrinidae,Lethrinus,genivittatus,1,,
21_RB147,Lutjanidae,Lutjanus,carponotatus,1,,
21_RB147,Lutjanidae,Lutjanus,vitta,1,,
21_RB147,Nemipteridae,Scolopsis,monogramma,1,,
21_RB147,Nemipteridae,Pentapodus,porosus,25,,
21_RB147,Nemipteridae,Pentapodus,vitta,3,,
21_RB147,Pseudochromidae,Labracinus,lineatus,2,,
21_RB147,Scombridae,Scomberomorus,spp,3,,
21_RB147,Serranidae,Epinephelus,bilobatus,1,,
21_RB147,Siganidae,Siganus,canaliculatus,5,,
21_RB15,Carangidae,Selaroides,leptolepis,63,,
21_RB15,Carangidae,Atule,mate,2,,
21_RB15,Carcharhinidae,Carcharhinus,coatesi,3,,
21_RB15,Echeneidae,Echeneis,naucrates,1,,
21_RB15,Labridae,Choerodon,cephalotes,1,,
21_RB15,Lethrinidae,Lethrinus,genivittatus,1,,
21_RB15,Lethrinidae,Lethrinus,lentjan,2,,
21_RB15,Lutjanidae,Lutjanus,erythropterus,2,,
21_RB15,Mullidae,Upeneus,tragula,1,,
21_RB15,Nemipteridae,Pentapodus,porosus,22,,
21_RB15,Orectolobidae,Orectolobus,wardi,1,,
21_RB15,Pinguipedidae,Parapercis,nebulosa,1,,
21_RB15,Scombridae,Scomberomorus,spp,9,,
21_RB15,Serranidae,Epinephelus,coioides,1,,
21_RB15,Siganidae,Siganus,canaliculatus,2,,
21_RB152,Carangidae,Atule,mate,5,,
21_RB152,Carcharhinidae,Carcharhinus,coatesi,1,,
21_RB152,Carcharhinidae,Carcharhinus,sorrah,1,,
21_RB152,Labridae,Choerodon,cauteroma,3,,
21_RB152,Labridae,Choerodon,cephalotes,5,,
21_RB152,Labridae,Choerodon,vitta,2,,
21_RB152,Lethrinidae,Lethrinus,laticaudis,1,,
21_RB152,Lethrinidae,Lethrinus,punctulatus,10,,
21_RB152,Monacanthidae,Aluterus,scriptus,1,,
21_RB152,Mullidae,Upeneus,tragula,3,,
21_RB152,Nemipteridae,Pentapodus,emeryii,1,,
21_RB152,Nemipteridae,Scolopsis,monogramma,3,,
21_RB152,Nemipteridae,Pentapodus,porosus,20,,
21_RB152,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
21_RB152,Scaridae,Scarus,ghobban,2,,
21_RB152,Scombridae,Scomberomorus,spp,2,,
21_RB152,Serranidae,Epinephelus,bilobatus,4,,
21_RB152,Serranidae,Epinephelus,quoyanus,1,,
21_RB152,Siganidae,Siganus,canaliculatus,17,,
21_RB155,Carangidae,Selaroides,leptolepis,2,,
21_RB155,Carcharhinidae,Carcharhinus,coatesi,2,,
21_RB155,Lutjanidae,Lutjanus,carponotatus,1,,
21_RB155,Nemipteridae,Pentapodus,porosus,22,,
21_RB155,Nemipteridae,Pentapodus,vitta,1,,
21_RB155,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
21_RB155,Scombridae,Scomberomorus,spp,3,,
21_RB155,Serranidae,Epinephelus,bilobatus,1,,
21_RB155,Siganidae,Siganus,canaliculatus,4,,
21_RB156,Echeneidae,Echeneis,naucrates,1,,
21_RB156,Labridae,Choerodon,cephalotes,1,,
21_RB156,Lethrinidae,Lethrinus,genivittatus,3,,
21_RB156,Lutjanidae,Lutjanus,malabaricus,1,,
21_RB156,Mullidae,Upeneus,tragula,4,,
21_RB156,Nemipteridae,Pentapodus,porosus,35,,
21_RB156,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
21_RB156,Scombridae,Scomberomorus,spp,3,,
21_RB157,Carangidae,Selaroides,leptolepis,7,,
21_RB157,Carcharhinidae,Carcharhinus,coatesi,1,,
21_RB157,Ephippidae,Platax,orbicularis,1,,
21_RB157,Hemiscylliidae,Chiloscyllium,punctatum,1,,
21_RB157,Labridae,Choerodon,cauteroma,1,,
21_RB157,Labridae,Choerodon,cephalotes,1,,
21_RB157,Labridae,Choerodon,vitta,2,,
21_RB157,Lethrinidae,Lethrinus,laticaudis,1,,
21_RB157,Nemipteridae,Pentapodus,porosus,19,,
21_RB157,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
21_RB157,Scombridae,Scomberomorus,spp,1,,
21_RB157,Serranidae,Epinephelus,bilobatus,1,,
21_RB158,Carangidae,Selaroides,leptolepis,16,,
21_RB158,Carangidae,Gnathanodon,speciosus,9,,
21_RB158,Carcharhinidae,Rhizoprionodon,acutus,1,,
21_RB158,Carcharhinidae,Carcharhinus,coatesi,1,,
21_RB158,Labridae,Choerodon,cauteroma,4,,
21_RB158,Labridae,Choerodon,cephalotes,3,,
21_RB158,Labridae,Choerodon,cyanodus,2,,
21_RB158,Labridae,Anampses,lennardi,2,,
21_RB158,Labridae,Choerodon,vitta,1,,
21_RB158,Lethrinidae,Lethrinus,punctulatus,26,,
21_RB158,Lutjanidae,Lutjanus,carponotatus,6,,
21_RB158,Lutjanidae,Lutjanus,vitta,4,,
21_RB158,Mullidae,Parupeneus,indicus,3,,
21_RB158,Mullidae,Upeneus,tragula,8,,
21_RB158,Nemipteridae,Scolopsis,monogramma,1,,
21_RB158,Nemipteridae,Pentapodus,porosus,12,,
21_RB158,Pomacanthidae,Chaetodontoplus,duboulayi,1,,
21_RB158,Scaridae,Scarus,ghobban,4,,
21_RB158,Scombridae,Scomberomorus,spp,4,,
21_RB158,Serranidae,Epinephelus,bilobatus,2,,
21_RB158,Serranidae,Epinephelus,coioides,1,,
21_RB158,Serranidae,Plectropomus,spp,1,,
21_RB158,Siganidae,Siganus,canaliculatus,4,,
21_RB159,Carangidae,Atule,mate,33,,
21_RB159,Carangidae,Gnathanodon,speciosus,1,,
21_RB159,Carcharhinidae,Carcharhinus,coatesi,2,,
21_RB159,Carcharhinidae,Galeocerdo,cuvier,1,,
21_RB159,Echeneidae,Echeneis,naucrates,1,,
21_RB159,Labridae,Choerodon,cauteroma,1,,
21_RB159,Labridae,Choerodon,cephalotes,10,,
21_RB159,Labridae,Anampses,lennardi,2,,
21_RB159,Labridae,Choerodon,schoenleinii,1,,
21_RB159,Labridae,Choerodon,vitta,4,,
21_RB159,Lethrinidae,Lethrinus,genivittatus,3,,
21_RB159,Lethrinidae,Lethrinus,punctulatus,15,,
21_RB159,Monacanthidae,Monacanthus,chinensis,1,,
21_RB159,Mullidae,Upeneus,tragula,4,,
21_RB159,Nemipteridae,Pentapodus,porosus,17,,
21_RB159,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
21_RB159,Scombridae,Scomberomorus,spp,1,,
21_RB159,Serranidae,Epinephelus,bilobatus,2,,
21_RB159,Siganidae,Siganus,canaliculatus,5,,
21_RB16,Ariidae,Netuma,thalassina,1,,
21_RB16,Balistidae,Abalistes,stellatus,2,,
21_RB16,Belonidae,Tylosurus,gavialoides,1,,
21_RB16,Carangidae,Selaroides,leptolepis,2,,
21_RB16,Carangidae,Atule,mate,7,,
21_RB16,Carangidae,Gnathanodon,speciosus,2,,
21_RB16,Carcharhinidae,Carcharhinus,coatesi,2,,
21_RB16,Chaetodontidae,Coradion,chrysozonus,1,,
21_RB16,Chaetodontidae,Chelmon,marginalis,2,,
21_RB16,Glaucosomatidae,Glaucosoma,magnificum,2,,
21_RB16,Haemulidae,Diagramma,pictum,1,,
21_RB16,Labridae,Choerodon,cauteroma,7,,
21_RB16,Labridae,Choerodon,cephalotes,3,,
21_RB16,Labridae,Anampses,lennardi,10,,
21_RB16,Labridae,Choerodon,schoenleinii,1,,
21_RB16,Labridae,Choerodon,vitta,1,,
21_RB16,Lethrinidae,Lethrinus,laticaudis,3,,
21_RB16,Lethrinidae,Lethrinus,lentjan,1,,
21_RB16,Lethrinidae,Lethrinus,punctulatus,4,,
21_RB16,Lutjanidae,Lutjanus,carponotatus,2,,
21_RB16,Monacanthidae,Monacanthus,chinensis,2,,
21_RB16,Mullidae,Parupeneus,indicus,1,,
21_RB16,Nemipteridae,Scolopsis,monogramma,5,,
21_RB16,Nemipteridae,Pentapodus,porosus,11,,
21_RB16,Pomacanthidae,Chaetodontoplus,duboulayi,9,,
21_RB16,Scombridae,Scomberomorus,spp,2,,
21_RB16,Serranidae,Epinephelus,bilobatus,5,,
21_RB16,Serranidae,Epinephelus,quoyanus,1,,
21_RB16,Serranidae,Plectropomus,spp,2,,
21_RB16,Siganidae,Siganus,canaliculatus,69,,
21_RB16,Stegostomatidae,Stegostoma,tigrinum,1,,
21_RB160,Balistidae,Abalistes,stellatus,1,,
21_RB160,Carangidae,Selaroides,leptolepis,25,,
21_RB160,Carangidae,Atule,mate,7,,
21_RB160,Carangidae,Gnathanodon,speciosus,4,,
21_RB160,Carcharhinidae,Carcharhinus,coatesi,3,,
21_RB160,Dasyatidae,Urogymnus,granulatus,1,,
21_RB160,Dasyatidae,Pateobatis,jenkinsii,3,,
21_RB160,Echeneidae,Echeneis,naucrates,2,,
21_RB160,Labridae,Choerodon,cephalotes,1,,
21_RB160,Lethrinidae,Lethrinus,genivittatus,2,,
21_RB160,Lethrinidae,Lethrinus,laticaudis,1,,
21_RB160,Lethrinidae,Lethrinus,punctulatus,4,,
21_RB160,Lutjanidae,Lutjanus,carponotatus,4,,
21_RB160,Lutjanidae,Lutjanus,vitta,11,,
21_RB160,Mullidae,Upeneus,tragula,3,,
21_RB160,Nemipteridae,Scolopsis,monogramma,2,,
21_RB160,Nemipteridae,Pentapodus,porosus,33,,
21_RB160,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
21_RB160,Rachycentridae,Rachycentron,canadum,2,,
21_RB160,Scaridae,Scarus,ghobban,1,,
21_RB160,Scombridae,Scomberomorus,spp,5,,
21_RB160,Serranidae,Epinephelus,bilobatus,5,,
21_RB160,Siganidae,Siganus,canaliculatus,11,,
21_RB161,Carangidae,Selaroides,leptolepis,18,,
21_RB161,Carcharhinidae,Carcharhinus,coatesi,2,,
21_RB161,Chaetodontidae,Coradion,chrysozonus,1,,
21_RB161,Chaetodontidae,Chelmon,marginalis,1,,
21_RB161,Glaucosomatidae,Glaucosoma,magnificum,2,,
21_RB161,Labridae,Choerodon,cauteroma,4,,
21_RB161,Labridae,Choerodon,cephalotes,3,,
21_RB161,Labridae,Anampses,lennardi,4,,
21_RB161,Labridae,Choerodon,vitta,3,,
21_RB161,Lethrinidae,Lethrinus,laticaudis,2,,
21_RB161,Lethrinidae,Lethrinus,punctulatus,2,,
21_RB161,Lutjanidae,Lutjanus,carponotatus,1,,
21_RB161,Nemipteridae,Scolopsis,monogramma,4,,
21_RB161,Nemipteridae,Pentapodus,porosus,24,,
21_RB161,Pomacanthidae,Chaetodontoplus,duboulayi,2,,
21_RB161,Scaridae,Scarus,ghobban,1,,
21_RB161,Scombridae,Scomberomorus,spp,1,,
21_RB161,Serranidae,Epinephelus,bilobatus,4,,
21_RB161,Serranidae,Plectropomus,spp,1,,
21_RB161,Siganidae,Siganus,canaliculatus,9,,
21_RB162,Carcharhinidae,Carcharhinus,coatesi,1,,
21_RB162,Echeneidae,Echeneis,naucrates,1,,
21_RB162,Labridae,Choerodon,cauteroma,1,,
21_RB162,Labridae,Choerodon,cephalotes,1,,
21_RB162,Labridae,Anampses,lennardi,3,,
21_RB162,Labridae,Choerodon,schoenleinii,2,,
21_RB162,Lethrinidae,Lethrinus,punctulatus,3,,
21_RB162,Lutjanidae,Lutjanus,vitta,1,,
21_RB162,Mullidae,Upeneus,tragula,2,,
21_RB162,Nemipteridae,Scolopsis,monogramma,1,,
21_RB162,Nemipteridae,Pentapodus,porosus,9,,
21_RB162,Ostraciidae,Ostracion,cubicus,1,,
21_RB162,Pomacanthidae,Chaetodontoplus,duboulayi,3,,
21_RB162,Scombridae,Scomberomorus,spp,2,,
21_RB162,Serranidae,Epinephelus,bilobatus,4,,
21_RB162,Serranidae,Plectropomus,spp,1,,
21_RB162,Siganidae,Siganus,canaliculatus,25,,
21_RB162,Tetraodontidae,Lagocephalus,lunaris,1,,
21_RB164,Carcharhinidae,Carcharhinus,coatesi,1,,
21_RB164,Labridae,Choerodon,cauteroma,1,,
21_RB164,Labridae,Choerodon,cephalotes,3,,
21_RB164,Labridae,Anampses,lennardi,3,,
21_RB164,Labridae,Choerodon,schoenleinii,1,,
21_RB164,Lethrinidae,Lethrinus,laticaudis,1,,
21_RB164,Lethrinidae,Lethrinus,punctulatus,1,,
21_RB164,Mullidae,Upeneus,tragula,1,,
21_RB164,Nemipteridae,Scolopsis,monogramma,1,,
21_RB164,Nemipteridae,Pentapodus,porosus,13,,
21_RB164,Pomacanthidae,Chaetodontoplus,duboulayi,3,,
21_RB164,Scombridae,Scomberomorus,spp,3,,
21_RB164,Serranidae,Epinephelus,bilobatus,1,,
21_RB164,Serranidae,Epinephelus,coioides,1,,
21_RB164,Serranidae,Epinephelus,quoyanus,1,,
21_RB164,Siganidae,Siganus,canaliculatus,3,,
21_RB168,Carangidae,Atule,mate,33,,
21_RB168,Carcharhinidae,Carcharhinus,coatesi,2,,
21_RB168,Labridae,Choerodon,cephalotes,1,,
21_RB168,Nemipteridae,Pentapodus,porosus,20,,
21_RB168,Scombridae,Scomberomorus,spp,2,,
21_RB168,Serranidae,Epinephelus,bleekeri,1,,
