Sample,Family,Genus,Species,Count
2018_CASS3_5,Chaetodontidae,Heniochus,acuminatus,1
2018_CONIS_2,Chaetodontidae,Heniochus,acuminatus,2
2018_CONIS_3,Chaetodontidae,Heniochus,acuminatus,1
2018_GIBPT1_2,Chaetodontidae,Heniochus,acuminatus,1
2018_GIBPT1_6,Chaetodontidae,Heniochus,acuminatus,2
2018_GIBS1_4,Chaetodontidae,Heniochus,acuminatus,1
2018_HATP1_1,Chaetodontidae,Heniochus,acuminatus,1
2018_HATP1_2,Chaetodontidae,Heniochus,acuminatus,1
2018_LAF2_3,Chaetodontidae,Heniochus,acuminatus,1
2018_LGSE2_3,Chaetodontidae,Heniochus,acuminatus,1
2018_LGSE2_4,Chaetodontidae,Heniochus,acuminatus,5
2018_LGSE2_5,Chaetodontidae,Heniochus,acuminatus,2
2018_LGSE3_1,Chaetodontidae,Heniochus,acuminatus,1
2018_LGSE3_5,Chaetodontidae,Heniochus,acuminatus,2
2018_NMAR_3,Chaetodontidae,Heniochus,acuminatus,1
2018_NROB_5,Chaetodontidae,Heniochus,acuminatus,2
2018_SBRO_6,Chaetodontidae,Heniochus,acuminatus,1
2018_SMAR_5,Chaetodontidae,Heniochus,acuminatus,1
2018_SROB_1,Chaetodontidae,Heniochus,acuminatus,1
2018_SROB_3,Chaetodontidae,Heniochus,acuminatus,2
2018_SROB_5,Chaetodontidae,Heniochus,acuminatus,1
2018a_CAPEB1_1,Chaetodontidae,Heniochus,acuminatus,1
2018a_EHR1_6,Chaetodontidae,Heniochus,acuminatus,1
2018a_EHR4_4,Chaetodontidae,Heniochus,acuminatus,2
2018a_FRESHB1_1,Chaetodontidae,Heniochus,acuminatus,2
2018a_WHR1_2,Chaetodontidae,Heniochus,acuminatus,2
2018a_WHR1_3,Chaetodontidae,Heniochus,acuminatus,1
2018_WMNE_1,Chaetodontidae,Heniochus,acuminatus,1
2018_CONIS_5,Carcharhinidae,Negaprion,acutidens,1
2018_LAPW1_2,Carcharhinidae,Negaprion,acutidens,1
2018_LGSE2_1,Carcharhinidae,Negaprion,acutidens,1
2018_NROB_2,Carcharhinidae,Negaprion,acutidens,1
2018_RANSE_6,Carcharhinidae,Negaprion,acutidens,1
2018_WMNE_6,Carcharhinidae,Negaprion,acutidens,1
2018a_EHR1_2,Carcharhinidae,Negaprion,acutidens,1
2018a_EHR1_6,Carcharhinidae,Negaprion,acutidens,1
2018a_EHR2_1,Carcharhinidae,Negaprion,acutidens,1
2018a_EHR3_1,Carcharhinidae,Negaprion,acutidens,1
2018a_EHR3_2,Carcharhinidae,Negaprion,acutidens,1
2018_LAF1_1,Pomacentridae,Pomacentrus,adelus,1
2018_RANSE_1,Pomacentridae,Pomacentrus,adelus,1
2018_RANSE_2,Pomacentridae,Pomacentrus,adelus,1
2018_WMNE_2,Pomacentridae,Pomacentrus,adelus,3
2018_CASS3_4,Chaetodontidae,Chaetodon,adiergastos,4
2018_FENW1_1,Chaetodontidae,Chaetodon,adiergastos,1
2018_LAF1_1,Chaetodontidae,Chaetodon,adiergastos,4
2018_LAPW1_2,Chaetodontidae,Chaetodon,adiergastos,1
2018_LAPW1_3,Chaetodontidae,Chaetodon,adiergastos,4
2018_LAPW1_4,Chaetodontidae,Chaetodon,adiergastos,1
2018_LGSE2_3,Chaetodontidae,Chaetodon,adiergastos,1
2018_LGSE3_5,Chaetodontidae,Chaetodon,adiergastos,1
2018_NBRO_2,Chaetodontidae,Chaetodon,adiergastos,2
2018_SBRO_1,Chaetodontidae,Chaetodon,adiergastos,2
2018_SBRO_5,Chaetodontidae,Chaetodon,adiergastos,1
2018a_CAPEB1_1,Chaetodontidae,Chaetodon,adiergastos,1
2018a_EHR1_6,Chaetodontidae,Chaetodon,adiergastos,1
2018a_EHR2_5,Chaetodontidae,Chaetodon,adiergastos,1
2018a_EHR3_3,Chaetodontidae,Chaetodon,adiergastos,1
2018a_WHR1_2,Chaetodontidae,Chaetodon,adiergastos,2
2018_LGSE2_4,Nemipteridae,Scolopsis,affinis,1
2018_FENW1_4,Pomacentridae,Neopomacentrus,aktites,4
2018_GIBS1_2,Pomacentridae,Neopomacentrus,aktites,1
2018_HATP1_4,Pomacentridae,Neopomacentrus,aktites,3
2018_HATP1_5,Pomacentridae,Neopomacentrus,aktites,1
2018_LAPW1_3,Pomacentridae,Neopomacentrus,aktites,11
2018_LGSE2_3,Pomacentridae,Neopomacentrus,aktites,2
2018_PASC2_2,Pomacentridae,Neopomacentrus,aktites,1
2018_RANSE_3,Pomacentridae,Neopomacentrus,aktites,13
2018_RANSE_5,Pomacentridae,Neopomacentrus,aktites,8
2018_SROB_1,Pomacentridae,Neopomacentrus,aktites,4
2018a_EHR2_5,Pomacentridae,Neopomacentrus,aktites,2
2018a_EHR3_1,Pomacentridae,Neopomacentrus,aktites,1
2018a_EHR4_3,Pomacentridae,Neopomacentrus,aktites,1
2018a_FRESHB1_3,Pomacentridae,Neopomacentrus,aktites,2
2018a_FRESHB1_6,Pomacentridae,Neopomacentrus,aktites,2
2018_NBRO_2,Serranidae,Variola,albimarginata,1
2018_SBRO_2,Serranidae,Variola,albimarginata,1
2018_SBRO_3,Serranidae,Variola,albimarginata,1
2018_SBRO_6,Serranidae,Variola,albimarginata,1
2018_NMAR_4,Blenniidae,Cirripectes,alleni,1
2018_CASS3_3,Serranidae,Chromileptes,altivelis,1
2018_LGSE2_4,Serranidae,Chromileptes,altivelis,1
2018_SMAR_3,Serranidae,Chromileptes,altivelis,1
2018_SROB_1,Serranidae,Chromileptes,altivelis,2
2018_SROB_2,Serranidae,Chromileptes,altivelis,1
2018_NBRO_2,Labridae,Thalassoma,amblycephalum,9
2018_NBRO_3,Labridae,Thalassoma,amblycephalum,13
2018_SBRO_1,Labridae,Thalassoma,amblycephalum,2
2018_SBRO_2,Labridae,Thalassoma,amblycephalum,5
2018_SBRO_3,Labridae,Thalassoma,amblycephalum,1
2018_SBRO_5,Labridae,Thalassoma,amblycephalum,2
2018_CASS3_1,Carcharhinidae,Carcharhinus,amblyrhynchos,5
2018_CASS3_4,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_CASS3_5,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_CASS3_6,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_CONIS_1,Carcharhinidae,Carcharhinus,amblyrhynchos,4
2018_CONIS_2,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018_CONIS_3,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_CONIS_6,Carcharhinidae,Carcharhinus,amblyrhynchos,4
2018_EHR2_1,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_EHR2_4,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_EHR2_5,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_EHR2_6,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_FENW1_1,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018_FENW1_4,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_FENW1_6,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_GIBPT1_2,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_GIBS1_1,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018_GIBS1_2,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_HATP1_2,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_HATP1_3,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018_LAF1_1,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_LAF1_3,Carcharhinidae,Carcharhinus,amblyrhynchos,6
2018_LAF1_6,Carcharhinidae,Carcharhinus,amblyrhynchos,4
2018_LAF2_1,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_LAF2_4,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_LAF2_5,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_LAF2_6,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_LGSE2_3,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018_LGSE2_5,Carcharhinidae,Carcharhinus,amblyrhynchos,4
2018_LGSE3_1,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_LGSE3_2,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018_LGSE3_3,Carcharhinidae,Carcharhinus,amblyrhynchos,5
2018_LGSE3_5,Carcharhinidae,Carcharhinus,amblyrhynchos,5
2018_LGSE3_6,Carcharhinidae,Carcharhinus,amblyrhynchos,4
2018_NBRO_1,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_NBRO_3,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_NMAR_1,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_NMAR_2,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_NMAR_3,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_NMAR_5,Carcharhinidae,Carcharhinus,amblyrhynchos,6
2018_NMAR_6,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018_NROB_2,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_NROB_4,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018_NROB_5,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018_NROB_6,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_PASC1_1,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018_PASC1_2,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_PASC1_3,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_PASC1_4,Carcharhinidae,Carcharhinus,amblyrhynchos,24
2018_PASC2_2,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018_PASC2_3,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_PASC2_4,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_PASC2_5,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_RANSE_1,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_RANSE_2,Carcharhinidae,Carcharhinus,amblyrhynchos,4
2018_RANSE_3,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018_RANSE_4,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_RANSE_5,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_RANSE_6,Carcharhinidae,Carcharhinus,amblyrhynchos,5
2018_SMAR_1,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_SMAR_3,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_SMAR_5,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_SMAR_6,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_SROB_2,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_SROB_3,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_SROB_5,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_SROB_6,Carcharhinidae,Carcharhinus,amblyrhynchos,4
2018_WHR1_1,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_WHR1_2,Carcharhinidae,Carcharhinus,amblyrhynchos,4
2018_WHR1_6,Carcharhinidae,Carcharhinus,amblyrhynchos,4
2018_WMNE_2,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_WMNE_5,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018a_EHR1_2,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018a_EHR1_4,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018a_EHR2_2,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018a_EHR2_5,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018a_EHR3_1,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018a_EHR3_2,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018a_EHR3_5,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018a_EHR4_1,Carcharhinidae,Carcharhinus,amblyrhynchos,6
2018a_EHR4_2,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018a_EHR4_3,Carcharhinidae,Carcharhinus,amblyrhynchos,5
2018a_EHR4_5,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018a_EHR4_6,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018a_FRESHB1_1,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018a_FRESHB1_2,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018a_FRESHB1_3,Carcharhinidae,Carcharhinus,amblyrhynchos,3
2018a_WHR1_1,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018a_WHR1_2,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018a_WHR1_3,Carcharhinidae,Carcharhinus,amblyrhynchos,8
2018a_WHR1_4,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018a_WHR1_5,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018a_WHR1_6,Carcharhinidae,Carcharhinus,amblyrhynchos,2
2018_NMAR_4,Carcharhinidae,Carcharhinus,amblyrhynchos,4
2018_WMNE_1,Carcharhinidae,Carcharhinus,amblyrhynchos,1
2018_LGSE3_6,Rhinidae,Rhina,ancylostomus,1
2018_WHR1_6,Apogonidae,Ostorhinchus,angustatus,3
2018_SBRO_1,Labridae,Hologymnosus,annulatus,1
2018_GIBS1_4,Carangidae,Alepes,apercna,4
2018_NBRO_3,Cirrhitidae,Paracirrhites,arcatus,1
2018_SBRO_5,Siganidae,Siganus,argenteus,2
2018_GIBPT1_4,Lutjanidae,Lutjanus,argentimaculatus,1
2018_HATP1_5,Lutjanidae,Lutjanus,argentimaculatus,1
2018_LGSE2_3,Lutjanidae,Lutjanus,argentimaculatus,1
2018_LGSE2_4,Lutjanidae,Lutjanus,argentimaculatus,1
2018_LGSE2_5,Lutjanidae,Lutjanus,argentimaculatus,1
2018_LGSE3_3,Lutjanidae,Lutjanus,argentimaculatus,1
2018_PASC2_2,Lutjanidae,Lutjanus,argentimaculatus,1
2018_PASC2_5,Lutjanidae,Lutjanus,argentimaculatus,1
2018_SROB_4,Lutjanidae,Lutjanus,argentimaculatus,1
2018_CASS3_6,Serranidae,Cephalopholis,argus,3
2018_GIBS1_3,Serranidae,Cephalopholis,argus,2
2018_HATP1_2,Serranidae,Cephalopholis,argus,4
2018_LAF1_1,Serranidae,Cephalopholis,argus,3
2018_LAF1_2,Serranidae,Cephalopholis,argus,1
2018_LAF1_4,Serranidae,Cephalopholis,argus,2
2018_LAF2_1,Serranidae,Cephalopholis,argus,1
2018_LAF2_5,Serranidae,Cephalopholis,argus,1
2018_LAPW1_3,Serranidae,Cephalopholis,argus,1
2018_LGSE3_1,Serranidae,Cephalopholis,argus,1
2018_LGSE3_5,Serranidae,Cephalopholis,argus,1
2018_NBRO_2,Serranidae,Cephalopholis,argus,3
2018_NBRO_3,Serranidae,Cephalopholis,argus,6
2018_PASC1_3,Serranidae,Cephalopholis,argus,2
2018_PASC2_4,Serranidae,Cephalopholis,argus,2
2018_PASC2_5,Serranidae,Cephalopholis,argus,2
2018_RANSE_1,Serranidae,Cephalopholis,argus,2
2018_RANSE_4,Serranidae,Cephalopholis,argus,1
2018_SBRO_1,Serranidae,Cephalopholis,argus,3
2018_SBRO_2,Serranidae,Cephalopholis,argus,2
2018_SBRO_3,Serranidae,Cephalopholis,argus,5
2018_SBRO_4,Serranidae,Cephalopholis,argus,5
2018_SBRO_5,Serranidae,Cephalopholis,argus,3
2018_SBRO_6,Serranidae,Cephalopholis,argus,3
2018_WMNE_5,Serranidae,Cephalopholis,argus,1
2018a_EHR1_5,Serranidae,Cephalopholis,argus,1
2018a_EHR1_6,Serranidae,Cephalopholis,argus,1
2018a_EHR3_3,Serranidae,Cephalopholis,argus,3
2018a_EHR3_5,Serranidae,Cephalopholis,argus,1
2018a_EHR4_2,Serranidae,Cephalopholis,argus,1
2018a_EHR4_3,Serranidae,Cephalopholis,argus,1
2018a_WHR1_2,Serranidae,Cephalopholis,argus,2
2018a_WHR1_3,Serranidae,Cephalopholis,argus,1
2018a_FRESHB1_3,Dasyatidae,Urogymnus,asperrimus,1
2018_CASS3_1,Lethrinidae,Lethrinus,atkinsoni,3
2018_CASS3_2,Lethrinidae,Lethrinus,atkinsoni,2
2018_CASS3_3,Lethrinidae,Lethrinus,atkinsoni,1
2018_CASS3_5,Lethrinidae,Lethrinus,atkinsoni,2
2018_CONIS_1,Lethrinidae,Lethrinus,atkinsoni,2
2018_CONIS_2,Lethrinidae,Lethrinus,atkinsoni,1
2018_CONIS_4,Lethrinidae,Lethrinus,atkinsoni,3
2018_FENW1_4,Lethrinidae,Lethrinus,atkinsoni,1
2018_FENW1_6,Lethrinidae,Lethrinus,atkinsoni,1
2018_LAPW1_4,Lethrinidae,Lethrinus,atkinsoni,4
2018_LAPW1_6,Lethrinidae,Lethrinus,atkinsoni,1
2018_LGSE2_1,Lethrinidae,Lethrinus,atkinsoni,5
2018_NBRO_2,Lethrinidae,Lethrinus,atkinsoni,3
2018_NBRO_3,Lethrinidae,Lethrinus,atkinsoni,1
2018_NBRO_5,Lethrinidae,Lethrinus,atkinsoni,1
2018_NBRO_6,Lethrinidae,Lethrinus,atkinsoni,1
2018_NMAR_1,Lethrinidae,Lethrinus,atkinsoni,10
2018_NMAR_3,Lethrinidae,Lethrinus,atkinsoni,1
2018_NMAR_6,Lethrinidae,Lethrinus,atkinsoni,1
2018_NROB_1,Lethrinidae,Lethrinus,atkinsoni,3
2018_NROB_2,Lethrinidae,Lethrinus,atkinsoni,4
2018_NROB_3,Lethrinidae,Lethrinus,atkinsoni,8
2018_NROB_4,Lethrinidae,Lethrinus,atkinsoni,5
2018_NROB_5,Lethrinidae,Lethrinus,atkinsoni,3
2018_NROB_6,Lethrinidae,Lethrinus,atkinsoni,1
2018_PASC1_2,Lethrinidae,Lethrinus,atkinsoni,1
2018_PASC1_3,Lethrinidae,Lethrinus,atkinsoni,3
2018_PASC1_5,Lethrinidae,Lethrinus,atkinsoni,2
2018_PASC1_6,Lethrinidae,Lethrinus,atkinsoni,6
2018_PASC2_2,Lethrinidae,Lethrinus,atkinsoni,1
2018_RANSE_1,Lethrinidae,Lethrinus,atkinsoni,1
2018_RANSE_2,Lethrinidae,Lethrinus,atkinsoni,5
2018_RANSE_4,Lethrinidae,Lethrinus,atkinsoni,2
2018_SBRO_1,Lethrinidae,Lethrinus,atkinsoni,7
2018_SBRO_2,Lethrinidae,Lethrinus,atkinsoni,4
2018_SBRO_3,Lethrinidae,Lethrinus,atkinsoni,3
2018_SBRO_4,Lethrinidae,Lethrinus,atkinsoni,3
2018_SBRO_5,Lethrinidae,Lethrinus,atkinsoni,11
2018_SBRO_6,Lethrinidae,Lethrinus,atkinsoni,7
2018_SROB_1,Lethrinidae,Lethrinus,atkinsoni,1
2018_SROB_2,Lethrinidae,Lethrinus,atkinsoni,1
2018_SROB_3,Lethrinidae,Lethrinus,atkinsoni,8
2018_SROB_4,Lethrinidae,Lethrinus,atkinsoni,1
2018_SROB_5,Lethrinidae,Lethrinus,atkinsoni,2
2018_SROB_6,Lethrinidae,Lethrinus,atkinsoni,1
2018_WHR1_1,Lethrinidae,Lethrinus,atkinsoni,3
2018_WHR1_2,Lethrinidae,Lethrinus,atkinsoni,1
2018_WHR1_6,Lethrinidae,Lethrinus,atkinsoni,2
2018a_CAPEB1_5,Lethrinidae,Lethrinus,atkinsoni,1
2018a_EHR1_5,Lethrinidae,Lethrinus,atkinsoni,1
2018a_EHR1_6,Lethrinidae,Lethrinus,atkinsoni,4
2018a_EHR2_1,Lethrinidae,Lethrinus,atkinsoni,2
2018a_EHR2_5,Lethrinidae,Lethrinus,atkinsoni,2
2018a_EHR3_3,Lethrinidae,Lethrinus,atkinsoni,1
2018a_EHR4_4,Lethrinidae,Lethrinus,atkinsoni,2
2018a_WHR1_2,Lethrinidae,Lethrinus,atkinsoni,2
2018a_WHR1_3,Lethrinidae,Lethrinus,atkinsoni,2
2018_CASS3_3,Pomacentridae,Chromis,atripectoralis,3
2018_NBRO_5,Pomacentridae,Chromis,atripectoralis,8
2018_CASS3_1,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_CASS3_2,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_CASS3_3,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_CASS3_4,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_CASS3_5,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_CASS3_5,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_CASS3_6,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_CONIS_1,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_CONIS_2,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_CONIS_4,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_CONIS_5,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_CONIS_6,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_EHR2_5,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_FENW1_1,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_FENW1_2,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_FENW1_5,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_FENW1_6,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_GIBPT1_1,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_GIBPT1_2,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_GIBPT1_4,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_GIBPT1_5,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_GIBPT1_6,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_GIBS1_2,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_GIBS1_3,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_GIBS1_4,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_HATP1_1,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_HATP1_2,Chaetodontidae,Chaetodon,aureofasciatus,4
2018_HATP1_5,Chaetodontidae,Chaetodon,aureofasciatus,4
2018_LAF1_1,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_LAF1_4,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_LAF1_6,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_LAF2_1,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_LAF2_2,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_LAF2_3,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_LAF2_5,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_LAPW1_2,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_LAPW1_3,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_LAPW1_4,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_LAPW1_6,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_LGSE2_3,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_LGSE2_4,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_LGSE3_1,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_LGSE3_2,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_LGSE3_3,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_LGSE3_5,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_NMAR_2,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_NROB_2,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_NROB_3,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_NROB_4,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_NROB_6,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_PASC1_1,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_PASC1_2,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_PASC1_3,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_PASC1_6,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_PASC2_3,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_PASC2_4,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_PASC2_5,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_PASC2_6,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_RANSE_1,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_RANSE_2,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_RANSE_3,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_RANSE_4,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_SMAR_2,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_SMAR_3,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_SMAR_4,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_SMAR_5,Chaetodontidae,Chaetodon,aureofasciatus,4
2018_SMAR_6,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_SROB_1,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_SROB_3,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_SROB_4,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_SROB_5,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_WHR1_1,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_WHR1_6,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_WMNE_2,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_WMNE_4,Chaetodontidae,Chaetodon,aureofasciatus,3
2018_WMNE_6,Chaetodontidae,Chaetodon,aureofasciatus,1
2018a_CAPEB1_5,Chaetodontidae,Chaetodon,aureofasciatus,1
2018a_EHR1_5,Chaetodontidae,Chaetodon,aureofasciatus,3
2018a_EHR1_6,Chaetodontidae,Chaetodon,aureofasciatus,2
2018a_EHR2_2,Chaetodontidae,Chaetodon,aureofasciatus,1
2018a_EHR2_5,Chaetodontidae,Chaetodon,aureofasciatus,1
2018a_EHR3_2,Chaetodontidae,Chaetodon,aureofasciatus,1
2018a_EHR3_3,Chaetodontidae,Chaetodon,aureofasciatus,3
2018a_EHR4_2,Chaetodontidae,Chaetodon,aureofasciatus,1
2018a_EHR4_3,Chaetodontidae,Chaetodon,aureofasciatus,2
2018a_EHR4_4,Chaetodontidae,Chaetodon,aureofasciatus,2
2018a_EHR4_6,Chaetodontidae,Chaetodon,aureofasciatus,2
2018a_FRESHB1_1,Chaetodontidae,Chaetodon,aureofasciatus,2
2018a_FRESHB1_2,Chaetodontidae,Chaetodon,aureofasciatus,5
2018a_FRESHB1_3,Chaetodontidae,Chaetodon,aureofasciatus,2
2018a_FRESHB1_4,Chaetodontidae,Chaetodon,aureofasciatus,3
2018a_FRESHB1_5,Chaetodontidae,Chaetodon,aureofasciatus,1
2018a_WHR1_1,Chaetodontidae,Chaetodon,aureofasciatus,1
2018a_WHR1_2,Chaetodontidae,Chaetodon,aureofasciatus,3
2018a_WHR1_3,Chaetodontidae,Chaetodon,aureofasciatus,3
2018a_WHR1_4,Chaetodontidae,Chaetodon,aureofasciatus,2
2018a_WHR1_5,Chaetodontidae,Chaetodon,aureofasciatus,3
2018a_WHR1_6,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_NMAR_4,Chaetodontidae,Chaetodon,aureofasciatus,1
2018_WMNE_1,Chaetodontidae,Chaetodon,aureofasciatus,2
2018_CASS3_1,Chaetodontidae,Chaetodon,auriga,1
2018_SBRO_1,Chaetodontidae,Chaetodon,auriga,2
2018_SBRO_5,Chaetodontidae,Chaetodon,auriga,1
2018_SBRO_6,Chaetodontidae,Chaetodon,auriga,1
2018_LAF2_6,Dasyatidae,Neotrygon,australiae,1
