OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
Pimp1_20231103	0	Pimp1_2023Nov3_LC_unit1a.MP4	3728	Pimp1_2023Nov3_RC_unit1a.MP4	4041	2.07318	start	0.01168	756.04610	8.61625	3.06997	2743.32160	24.92497	37.26950	7.30813	1034.88905	-515.38343	-2487.80987	Carangidae	Seriola	dumerili	37337025	1	AD	Passing			
Pimp1_20231103	1	Pimp1_2023Nov3_LC_unit1a.MP4	5888	Pimp1_2023Nov3_RC_unit1a.MP4	6201	3.27438	start	1.21288	358.61542	3.30877	1.73727	1799.99942	16.96754	27.01437	5.33768	-461.83678	-250.27994	-1721.64591	Labridae	Bodianus	unimaculatus	37384061	1	AD	Passing			
Pimp1_20231103	2	Pimp1_2023Nov3_LC_unit1a.MP4	20269	Pimp1_2023Nov3_RC_unit1a.MP4	20582	11.27182	start	9.21031	414.93505	3.93145	5.79543	2765.02866	13.73107	11.78584	17.67961	-272.56249	-597.04822	-2686.00570	Cheilodactylidae	Nemadactylus	douglasii	37377002	1	AD	Passing			
Pimp1_20231103	3	Pimp1_2023Nov3_LC_unit1a.MP4	20319	Pimp1_2023Nov3_RC_unit1a.MP4	20632	11.29962	start	9.23812	397.68096	5.15140	1.07006	2488.06796	24.39423	14.56260	9.01539	1023.47551	92.01660	-2265.94637	Cheilodactylidae	Nemadactylus	douglasii	37377002	1	AD	Passing			
Pimp1_20231103	4	Pimp1_2023Nov3_LC_unit1a.MP4	33133	Pimp1_2023Nov3_RC_unit1a.MP4	33446	18.42563	start	16.36413	305.32469	3.33848	2.73402	1658.95699	13.15821	37.22453	20.42925	-228.70569	-300.51670	-1615.40141	Labridae	Choerodon	venustus	37384042	1	AD	Passing			
Pimp2_20230914	0	Pimpernel_Cam2_LC_14Sep2023_Pimp_2a.MP4	17578	Pimpernel_Cam2_RC_14Sep2023_Pimp_2a.MP4	18412	9.77532	Pimpernel_Cam2_14Sep2023 Start	6.32910	380.51118	2.22662	9.17409	2514.36860	4.89667	1.09114	1.38303	-213.39865	22.90329	-2505.19179	Cheilodactylidae	Nemadactylus	douglasii	37377002	1	AD	Passing			
Pimp2_20230914	1	Pimpernel_Cam2_LC_14Sep2023_Pimp_2a.MP4	55636	Pimpernel_Cam2_RC_14Sep2023_Pimp_2a.MP4	56470	30.93980	Pimpernel_Cam2_14Sep2023 Start	27.49358	333.79947	4.72122	6.51187	2166.25526	28.51457	28.92670	0.38186	1005.60154	241.23394	-1903.47933	Carangidae	Pseudocaranx	georgianus	37337062	1	AD	Passing			
Pimp2_20230914	2	Pimpernel_Cam2_LC_14Sep2023_Pimp_2a.MP4	58071	Pimpernel_Cam2_RC_14Sep2023_Pimp_2a.MP4	58905	32.29393	Pimpernel_Cam2_14Sep2023 Start	28.84771	262.93006	2.38050	5.42169	2207.39446	11.09752	0.09300	3.20149	423.74445	-31.01576	-2166.11841	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
Pimp2_20230914	3	Pimpernel_Cam2_LC_14Sep2023_Pimp_2a.MP4	59605	Pimpernel_Cam2_RC_14Sep2023_Pimp_2a.MP4	60439	33.14700	Pimpernel_Cam2_14Sep2023 Start	29.70078	325.47278	7.32352	6.29570	2196.87554	20.99485	53.87160	8.78508	774.82891	-138.47407	-2051.03077	Labridae	Choerodon	venustus	37384042	1	AD	Passing			
Pimp2_20230914	4	Pimpernel_Cam2_LC_14Sep2023_Pimp_2a.MP4	59764	Pimpernel_Cam2_RC_14Sep2023_Pimp_2a.MP4	60598	33.23542	Pimpernel_Cam2_14Sep2023 Start	29.78920	322.54089	7.25893	4.58868	3178.94005	28.82729	17.12299	33.26508	1470.65403	-432.00727	-2784.99664	Labridae	Choerodon	venustus	37384042	1	AD	Passing			
Pimp2_20231103	0	Pimp2_2023Nov3_LC_unit2a.MP4	50389	Pimp2_2023Nov3_RC_unit2a.MP4	50519	28.02188	start	24.97940	300.84979	4.26911	4.90904	2760.51826	25.01832	17.76828	59.29206	1031.31847	-547.09333	-2501.50598	Sparidae	Chrysophrys	auratus	37353001	1	AD	Passing			
