Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,SiteName,Waypoint,BruvType,Zone_ID,UTMzone,Easting,Northing,FieldLead,FieldTeam,MonType,Bottom Temp
BSEI01_1605,-35.599322,137.622446,20160526,9:33:00,Bay of Shoals,No-take,BSEI01,2.2,DMale,Yes,Yes,Bay of Shoals East In 01,738,Stereo,71,53,737571,6057324,Dcolella,BST,MPA,15
BSEI02_1605,-35.601247,137.622351,20160526,9:29:00,Bay of Shoals,No-take,BSEI02,2,DMale,Yes,Yes,Bay of Shoals East In 02,737,Stereo,71,53,737557,6057111,Dcolella,BST,MPA,15
BSEI03_1605,-35.604831,137.621724,20160526,9:18:00,Bay of Shoals,No-take,BSEI03,2.2,DMale,Yes,Yes,Bay of Shoals East In 03,723,Stereo,71,53,737489,6056715,Dcolella,BST,MPA,15
BSEI04_1605,-35.602894,137.621905,20160526,9:24:00,Bay of Shoals,No-take,BSEI04,2.6,DMale,Yes,Yes,Bay of Shoals East In 04,724,Stereo,71,53,737511,6056929,Dcolella,BST,MPA,15
BSEO01_1605,-35.658866,137.677496,20160524,13:17:00,Bay of Shoals,Fished,BSEO01,2,DMale,Yes,Yes,Bay of Shoals East Out 01,722,Stereo,153,53,742379,6050584,Dcolella,BST,MPA,17
BSEO02_1605,-35.656701,137.677577,20160524,13:12:00,Bay of Shoals,Fished,BSEO02,2.7,DMale,Yes,Yes,Bay of Shoals East Out 02,721,Stereo,153,53,742393,6050824,Dcolella,BST,MPA,17
BSEO03_1605,-35.655097,137.679348,20160524,13:08:00,Bay of Shoals,Fished,BSEO03,3.5,DMale,Yes,Yes,Bay of Shoals East Out 03,720,Stereo,153,53,742558,6050997,Dcolella,BST,MPA,17
BSEO04_1605,-35.653059,137.679958,20160524,13:05:00,Bay of Shoals,Fished,BSEO04,1.9,DMale,Yes,Yes,Bay of Shoals East Out 04,719,Stereo,153,53,742620,6051222,Dcolella,BST,MPA,17
BSWI01_1605,-35.605853,137.589151,20160525,13:49:00,Bay of Shoals,No-take,BSWI01,1.9,JHicks,Yes,Yes,Bay of Shoals West In 01,735,Stereo,71,53,734535,6056680,Dcolella,BST,MPA,15
BSWI02_1605,-35.60403,137.591288,20160525,13:46:00,Bay of Shoals,No-take,BSWI02,2.1,JHicks,Yes,Yes,Bay of Shoals West In 02,734,Stereo,71,53,734734,6056877,Dcolella,BST,MPA,15
BSWI03_1605,-35.602452,137.593433,20160525,13:22:00,Bay of Shoals,No-take,BSWI03,2,JHicks,Yes,No,Bay of Shoals West In 03,733,Stereo,71,53,734933,6057047,Dcolella,BST,MPA,15
BSWI04_1605,-35.60176,137.595513,20160525,13:20:00,Bay of Shoals,No-take,BSWI04,2.6,JHicks,Yes,Yes,Bay of Shoals West In 04,732,Stereo,71,53,735123,6057119,Dcolella,BST,MPA,15
BSWO01_1605,-35.645032,137.646028,20160524,9:24:00,Bay of Shoals,Fished,BSWO01,3.4,DMale,Yes,Yes,Bay of Shoals West Out 01,708,Stereo,153,53,739571,6052196,Dcolella,BST,MPA,16
BSWO02_1605,-35.646634,137.646625,20160524,9:29:00,Bay of Shoals,Fished,BSWO02,3.8,DMale,Yes,Yes,Bay of Shoals West Out 02,709,Stereo,153,53,739621,6052017,Dcolella,BST,MPA,16
BSWO03_1605,-35.648354,137.646291,20160524,9:35:00,Bay of Shoals,Fished,BSWO03,3.7,DMale,Yes,Yes,Bay of Shoals West Out 03,712,Stereo,153,53,739585,6051827,Dcolella,BST,MPA,16
BSWO04_1605,-35.643291,137.646425,20160524,9:43:00,Bay of Shoals,Fished,BSWO04,3.4,DMale,Yes,No,Bay of Shoals West Out 04,710,Stereo,153,53,739613,6052388,Dcolella,BST,MPA,16
WCCO01_1605,-35.67106,137.622128,20160526,12:52:00,Bay of Shoals,Fished,WCCO01,2.3,DColella,Yes,Yes,Western Cove Central Out 01,744,Stereo,153,53,737330,6049366,Dcolella,BST,MPA,15
WCCO02_1605,-35.669183,137.623141,20160526,12:49:00,Bay of Shoals,Fished,WCCO02,2.2,DColella,Yes,No,Western Cove Central Out 02,743,Stereo,153,53,737427,6049572,Dcolella,BST,MPA,15
WCCO03_1605,-35.672831,137.621176,20160526,12:54:00,Bay of Shoals,Fished,WCCO03,2.3,DColella,Yes,Yes,Western Cove Central Out 03,745,Stereo,153,53,737238,6049172,Dcolella,BST,MPA,15
WCCO04_1605,-35.674678,137.620226,20160526,12:57:00,Bay of Shoals,Fished,WCCO04,2.1,DColella,Yes,Yes,Western Cove Central Out 04,746,Stereo,153,53,737147,6048969,Dcolella,BST,MPA,15
WCNO01_1605,-35.659562,137.637533,20160526,11:15:00,Bay of Shoals,Fished,WCNO01,3.3,DColella,Yes,Yes,Western Cove North Out 01,739,Stereo,153,53,738759,6050605,Dcolella,BST,MPA,15
WCNO02_1605,-35.661086,137.6353,20160526,11:18:00,Bay of Shoals,Fished,WCNO02,3.2,JHicks,Yes,No,Western Cove North Out 02,740,Stereo,153,53,738552,6050441,Dcolella,BST,MPA,15
WCNO03_1605,-35.662702,137.631057,20160526,11:23:00,Bay of Shoals,Fished,WCNO03,2.3,JHicks,Yes,Yes,Western Cove North Out 03,742,Stereo,153,53,738163,6050272,Dcolella,BST,MPA,15
WCNO04_1605,-35.66198,137.633356,20160526,11:21:00,Bay of Shoals,Fished,WCNO04,3.1,JHicks,Yes,Yes,Western Cove North Out 04,741,Stereo,153,53,738373,6050346,Dcolella,BST,MPA,15
WCSO01_1605,-35.68159,137.613128,20160526,14:27:00,Bay of Shoals,Fished,WCSO01,2.2,DColella,Yes,Yes,Western Cove South Out 01,747,Stereo,153,53,736484,6048220,Dcolella,BST,MPA,
WCSO02_1605,-35.683542,137.612997,20160526,14:29:00,Bay of Shoals,Fished,WCSO02,2.6,DColella,Yes,Yes,Western Cove South Out 02,748,Stereo,153,53,736466,6048003,Dcolella,BST,MPA,
WCSO03_1605,-35.685551,137.612392,20160526,14:32:00,Bay of Shoals,Fished,WCSO03,2.6,DColella,Yes,Yes,Western Cove South Out 03,749,Stereo,153,53,736406,6047782,Dcolella,BST,MPA,
OANO01_1611,-34.452475,138.029274,20161103,9:56:00,Offshore Ardrossan,Fished,OANO01,17.5,MKennedy,Yes,No,Offshore Ardrossan North Out ,825,Stereo,147,54,227079,6183668,DColella,BST,MPA,17
OANO03_1611,-34.452118,138.034202,20161103,10:10:00,Offshore Ardrossan,Fished,OANO03,17.8,MKennedy,Yes,Yes,Offshore Ardrossan North Out ,821,Stereo,147,54,227530,6183721,DColella,BST,MPA,17
OANO04_1611,-34.452056,138.036699,20161103,10:16:00,Offshore Ardrossan,Fished,OANO04,17.1,MKennedy,Yes,No,Offshore Ardrossan North Out ,822,Stereo,147,54,227760,6183734,DColella,BST,MPA,17
OASI01_1611,-34.511386,138.063907,20161103,11:59:00,Offshore Ardrossan,No-take,OASI01,16.6,DColella,Yes,Yes,Offshore Ardrossan South In ,826,Stereo,62,54,230451,6177225,DColella,BST,MPA,17
OASI03_1611,-34.513057,138.063494,20161103,12:11:00,Offshore Ardrossan,No-take,OASI03,16.8,MKennedy,Yes,Yes,Offshore Ardrossan South In ,828,Stereo,62,54,230419,6177039,DColella,BST,MPA,17
OASI04_1611,-34.51213,138.062171,20161103,12:19:00,Offshore Ardrossan,No-take,OASI04,16.7,MKennedy,Yes,Yes,Offshore Ardrossan South In ,830,Stereo,62,54,230294,6177138,DColella,BST,MPA,17
OASO01_1611,-34.528471,138.063681,20161103,13:52:00,Offshore Ardrossan,Fished,OASO01,16.9,DColella,Yes,Yes,Offshore Ardrossan South Out,837,Stereo,62,54,230486,6175329,DColella,BST,MPA,17
OASO02_1611,-34.529262,138.064747,20161103,14:00:00,Offshore Ardrossan,Fished,OASO02,17.2,Mkennedy,Yes,No,Offshore Ardrossan South Out,838,Stereo,62,54,230586,6175244,DColella,BST,MPA,17
OASO03_1611,-34.530182,138.064073,20161103,14:06:00,Offshore Ardrossan,Fished,OASO03,17.2,DColella,Yes,Yes,Offshore Ardrossan South Out,840,Stereo,62,54,230527,6175140,DColella,BST,MPA,17
OASO04_1611,-34.529137,138.062469,20161103,14:10:00,Offshore Ardrossan,Fished,OASO04,17.1,DColella,Yes,Yes,Offshore Ardrossan South Out,841,Stereo,62,54,230376,6175252,DColella,BST,MPA,17
ARSO01_1612,-35.34188367,138.4258145,20161211,13:44:00,Aldinga Reef,Fished,ARSO01,11.5,DColella,Yes,Yes,Aldinga Reef South Out 01,34,Stereo,152,54,266056,6086001,SHolland,BST/Coast,MPA,18
ARSO02_1612,-35.33825909,138.427325,20161211,13:50:00,Aldinga Reef,Fished,ARSO02,12.8,DColella,Yes,Yes,Aldinga Reef South Out 02,35,Stereo,152,54,266183,6086406,SHolland,BST/Coast,MPA,18
ARSO03_1612,-35.33936525,138.4250077,20161211,13:56:00,Aldinga Reef,Fished,ARSO03,13,DColella,Yes,Yes,Aldinga Reef South Out 03,36,Stereo,152,54,265975,6086278,SHolland,BST/Coast,MPA,18
ARSO04_1612,-35.33723264,138.4235626,20161211,14:03:00,Aldinga Reef,Fished,ARSO04,15,DColella,Yes,Yes,Aldinga Reef South Out 04,37,Stereo,152,54,265838,6086511,SHolland,BST/Coast,MPA,18
CACI01_1612,-35.39864047,138.3348108,20161211,12:52:00,Carrickalinga Cliffs,No-take,CACI01,6.5,DColella,Yes,Yes,Carrickalinga Central In 01,876,Stereo,67,54,257953,6079485,SHolland,BST/Coast,MPA,18
CACI02_1612,-35.39732016,138.3364998,20161211,12:58:00,Carrickalinga Cliffs,No-take,CACI02,8,DColella,Yes,Yes,Carrickalinga Central In 02,877,Stereo,67,54,258102,6079636,SHolland,BST/Coast,MPA,18
CACI03_1612,-35.3958369,138.3382022,20161211,13:05:00,Carrickalinga Cliffs,No-take,CACI03,7,DColella,Yes,Yes,Carrickalinga Central In 03,878,Stereo,67,54,258253,6079804,SHolland,BST/Coast,MPA,18
CACI04_1612,-35.39444458,138.3401179,20161211,13:10:00,Carrickalinga Cliffs,No-take,CACI04,6,DColella,Yes,Yes,Carrickalinga Central In 04,879,Stereo,67,54,258423,6079963,SHolland,BST/Coast,MPA,18
CANI01_1612,-35.3902983,138.3459137,20161211,9:51:00,Carrickalinga Cliffs,No-take,CANI01,4.2,DColella,Yes,Yes,Carrickalinga North In 01,26,Stereo,67,54,258937,6080438,SHolland,BST/Coast,MPA,18
CANI02_1612,-35.38823166,138.3467145,20161211,9:56:00,Carrickalinga Cliffs,No-take,CANI02,10.1,DColella,Yes,Yes,Carrickalinga North In 02,27,Stereo,67,54,259003,6080669,SHolland,BST/Coast,MPA,18
CANI03_1612,-35.38773076,138.3499205,20161211,10:02:00,Carrickalinga Cliffs,No-take,CANI03,3.8,DColella,Yes,Yes,Carrickalinga North In 03,28,Stereo,67,54,259293,6080732,SHolland,BST/Coast,MPA,18
CANI04_1612,-35.38656869,138.3512969,20161211,10:08:00,Carrickalinga Cliffs,No-take,CANI04,4.4,DColella,Yes,Yes,Carrickalinga North In 04,29,Stereo,67,54,259415,6080864,SHolland,BST/Coast,MPA,18
CANO01_1612,-35.37270636,138.3749941,20161211,11:33:00,Carrickalinga Cliffs,Fished,CANO01,4.5,DColella,Yes,Yes,Carrickalinga North Out 01,30,Stereo,152,54,261527,6082460,SHolland,BST/Coast,MPA,19
CANO02_1612,-35.37142427,138.3783711,20161211,11:39:00,Carrickalinga Cliffs,Fished,CANO02,4.5,DColella,Yes,Yes,Carrickalinga North Out 02,31,Stereo,152,54,261830,6082610,SHolland,BST/Coast,MPA,19
CANO03_1612,-35.37343173,138.3727883,20161211,11:55:00,Carrickalinga Cliffs,Fished,CANO03,5.2,DColella,Yes,Yes,Carrickalinga North Out 03,32,Stereo,152,54,261329,6082374,SHolland,BST/Coast,MPA,19
CANO04_1612,-35.37533945,138.3707521,20161211,12:01:00,Carrickalinga Cliffs,Fished,CANO04,4.5,DColella,Yes,Yes,Carrickalinga North Out 04,33,Stereo,152,54,261149,6082157,SHolland,BST/Coast,MPA,19
CASI01_1612,-35.40576643,138.3260402,20161211,11:19:00,Carrickalinga Cliffs,No-take,CASI01,13,DColella,Yes,Yes,Carrickalinga South In 01,872,Stereo,67,54,257178,6078673,SHolland,BST/Coast,MPA,18
CASI02_1612,-35.40403297,138.3274851,20161211,11:04:00,Carrickalinga Cliffs,No-take,CASI02,15,DColella,Yes,Yes,Carrickalinga South In 02,873,Stereo,67,54,257304,6078869,SHolland,BST/Coast,MPA,18
CASI03_1612,-35.40262456,138.3290053,20161211,11:30:00,Carrickalinga Cliffs,No-take,CASI03,14,DColella,Yes,Yes,Carrickalinga South In 03,874,Stereo,67,54,257438,6079029,SHolland,BST/Coast,MPA,18
CASI04_1612,-35.40146459,138.3310049,20161211,11:35:00,Carrickalinga Cliffs,No-take,CASI04,13,DColella,Yes,Yes,Carrickalinga South In 04,875,Stereo,67,54,257616,6079162,SHolland,BST/Coast,MPA,18
CASO01_1612,-35.41564467,138.3210659,20161211,9:48:00,Carrickalinga Cliffs,Fished,CASO01,7,DColella,Yes,Yes,Carrickalinga South Out 01,868,Stereo,152,54,256756,6077565,SHolland,BST/Coast,MPA,18
CASO02_1612,-35.41431078,138.3221081,20161211,9:54:00,Carrickalinga Cliffs,Fished,CASO02,7,DColella,Yes,Yes,Carrickalinga South Out 02,869,Stereo,152,54,256846,6077715,SHolland,BST/Coast,MPA,18
CASO03_1612,-35.41291511,138.3228544,20161211,10:00:00,Carrickalinga Cliffs,Fished,CASO03,5,DColella,Yes,Yes,Carrickalinga South Out 03,870,Stereo,152,54,256910,6077872,SHolland,BST/Coast,MPA,18
CASO04_1612,-35.41136848,138.3238559,20161211,10:05:00,Carrickalinga Cliffs,Fished,CASO04,9,DColella,Yes,Yes,Carrickalinga South Out 04,871,Stereo,152,54,256996,6078046,SHolland,BST/Coast,MPA,18
RHCI01_1612,-35.53081202,138.15445,20161207,10:10:00,Rapid Head,No-take,RHCI01,5,DColella,Yes,Yes,Rapid Head Central In,859,Stereo,68,54,241992,6064364,Sholland,BST/Coast,MPA,18
RHCI02_1612,-35.53128904,138.152398,20161207,10:20:00,Rapid Head,No-take,RHCI02,8,DColella,Yes,No,Rapid Head Central In,861,Stereo,68,54,241808,6064306,Sholland,BST/Coast,MPA,18
RHCI03_1612,-35.53195272,138.1492538,20161207,10:25:00,Rapid Head,No-take,RHCI03,9,DColella,Yes,Yes,Rapid Head Central In,862,Stereo,68,54,241525,6064224,Sholland,BST/Coast,MPA,18
RHCI04_1612,-35.53338678,138.1482259,20161207,10:30:00,Rapid Head,No-take,RHCI04,9,DColella,Yes,No,Rapid Head Central In,863,Stereo,68,54,241436,6064062,Sholland,BST/Coast,MPA,18
RHCO01_1612,-35.56849035,138.1183275,20161207,11:52:00,Rapid Head,Fished,RHCO01,4.8,DColella,Yes,Yes,Rapid Head Central Out,22,Stereo,153,54,238838,6060088,Sholland,BST/Coast,MPA,18
RHCO02_1612,-35.57048433,138.1170244,20161207,11:55:00,Rapid Head,Fished,RHCO02,5.5,DColella,Yes,Yes,Rapid Head Central Out,23,Stereo,153,54,238727,6059864,Sholland,BST/Coast,MPA,18
RHCO03_1612,-35.57278147,138.1165835,20161207,12:01:00,Rapid Head,Fished,RHCO03,3.6,DColella,Yes,Yes,Rapid Head Central Out,24,Stereo,153,54,238694,6059608,Sholland,BST/Coast,MPA,18
RHCO04_1612,-35.57442751,138.1157109,20161207,12:04:00,Rapid Head,Fished,RHCO04,5.9,DColella,Yes,Yes,Rapid Head Central Out,25,Stereo,153,54,238620,6059423,Sholland,BST/Coast,MPA,18
RHEI01_1612,-35.51863505,138.1710438,20161207,8:30:00,Rapid Head,No-take,RHEI01,5,JHicks,Yes,Yes,Rapid Head East In,855,Stereo,68,54,243458,6065759,Sholland,BST/Coast,MPA,18
RHEI02_1612,-35.518296,138.1697252,20161207,8:36:00,Rapid Head,No-take,RHEI02,8,DColella,Yes,Yes,Rapid Head East In,856,Stereo,68,54,243338,6065793,Sholland,BST/Coast,MPA,18
RHEI03_1612,-35.51818904,138.1681229,20161207,8:41:00,Rapid Head,No-take,RHEI03,9,DColella,Yes,Yes,Rapid Head East In,857,Stereo,68,54,243192,6065800,Sholland,BST/Coast,MPA,18
RHEI04_1612,-35.51840329,138.166231,20161207,8:52:00,Rapid Head,No-take,RHEI04,10,DColella,Yes,Yes,Rapid Head East In,858,Stereo,68,54,243021,6065772,Sholland,BST/Coast,MPA,18
RHNI01_1612,-35.52064151,138.1629402,20161207,8:25:00,Rapid Head,No-take,RHNI01,9.5,DColella,Yes,No,Rapid Head North In,13,Stereo,68,54,242730,6065515,Sholland,BST/Coast,MPA,18
RHNI02_1612,-35.52186057,138.1617731,20161207,8:32:00,Rapid Head,No-take,RHNI02,9.5,DColella,Yes,Yes,Rapid Head North In,14,Stereo,68,54,242628,6065377,Sholland,BST/Coast,MPA,18
RHNI03_1612,-35.52320746,138.1618918,20161207,8:35:00,Rapid Head,No-take,RHNI03,7.3,DColella,Yes,Yes,Rapid Head North In,16,Stereo,68,54,242643,6065227,Sholland,BST/Coast,MPA,18
RHNI04_1612,-35.52490915,138.1612997,20161207,8:43:00,Rapid Head,No-take,RHNI04,5,DColella,Yes,Yes,Rapid Head North In,17,Stereo,68,54,242594,6065037,Sholland,BST/Coast,MPA,18
RHNO01_1612,-35.55371624,138.1280077,20161207,10:12:00,Rapid Head,Fished,RHNO01,6.4,DColella,Yes,No,Rapid Head North Out,18,Stereo,153,54,239668,6061753,Sholland,BST/Coast,MPA,18
RHNO02_1612,-35.55533127,138.1265019,20161207,10:16:00,Rapid Head,Fished,RHNO02,6.2,DColella,Yes,Yes,Rapid Head North Out,19,Stereo,153,54,239537,6061570,Sholland,BST/Coast,MPA,18
RHNO03_1612,-35.55827072,138.124383,20161207,10:20:00,Rapid Head,Fished,RHNO03,7.4,DColella,Yes,Yes,Rapid Head North Out,20,Stereo,153,54,239354,6061238,Sholland,BST/Coast,MPA,18
RHNO04_1612,-35.560017,138.122779,20161207,10:23:00,Rapid Head,Fished,RHNO04,7.1,DColella,Yes,Yes,Rapid Head North Out,21,Stereo,153,54,239214,6061040,Sholland,BST/Coast,MPA,18
RHSO01_1612,-35.59467366,138.0997109,20161207,12:02:00,Rapid Head,Fished,RHSO01,10,DColella,Yes,No,Rapid Head South Out,864,Stereo,153,54,237236,6057134,Sholland,BST/Coast,MPA,18
RHSO02_1612,-35.59567379,138.0959071,20161207,12:06:00,Rapid Head,Fished,RHSO02,14,DColella,Yes,Yes,Rapid Head South Out,865,Stereo,153,54,236895,6057013,Sholland,BST/Coast,MPA,18
RHSO03_1612,-35.59687433,138.0931923,20161207,12:10:00,Rapid Head,Fished,RHSO03,14,DColella,Yes,Yes,Rapid Head South Out,866,Stereo,153,54,236653,6056872,Sholland,BST/Coast,MPA,18
RHSO04_1612,-35.59926803,138.0913443,20161207,12:15:00,Rapid Head,Fished,RHSO04,14,DColella,Yes,Yes,Rapid Head South Out,867,Stereo,153,54,236493,6056602,Sholland,BST/Coast,MPA,18
SGCI01_1612,-35.74144137,138.0362724,20161206,11:16:00,Sponge Gardens,No-take,SGCI01,6,DColella,Yes,Yes,Sponge Gardens Central In,850,Stereo,73,54,231979,6040678,Sholland,BST/Coast,MPA,18
SGCI02_1612,-35.74076839,138.0400613,20161206,11:11:00,Sponge Gardens,No-take,SGCI02,7,DColella,Yes,Yes,Sponge Gardens Central In,849,Stereo,73,54,232320,6040763,Sholland,BST/Coast,MPA,18
SGCI03_1612,-35.74134733,138.0430406,20161206,11:05:00,Sponge Gardens,No-take,SGCI03,8,DColella,Yes,Yes,Sponge Gardens Central In,848,Stereo,73,54,232591,6040707,Sholland,BST/Coast,MPA,18
SGCI04_1612,-35.74202291,138.044987,20161206,10:58:00,Sponge Gardens,No-take,SGCI04,8,DColella,Yes,Yes,Sponge Gardens Central In,847,Stereo,73,54,232770,6040637,Sholland,BST/Coast,MPA,18
SGCO01_1612,-35.72093236,137.960173,20161206,11:35:00,Sponge Gardens,Fished,SGCO01,3.2,DColella,Yes,Yes,Sponge Gardens Central Out,5,Stereo,201,53,767769,6042963,Sholland,BST/Coast,MPA,18
SGCO02_1612,-35.72010851,137.962369,20161206,11:41:00,Sponge Gardens,Fished,SGCO02,9.1,DColella,Yes,Yes,Sponge Gardens Central Out,6,Stereo,201,53,767970,6043049,Sholland,BST/Coast,MPA,18
SGCO03_1612,-35.7193372,137.9652733,20161206,11:46:00,Sponge Gardens,Fished,SGCO03,14.8,DColella,Yes,Yes,Sponge Gardens Central Out,7,Stereo,201,53,768236,6043126,Sholland,BST/Coast,MPA,18
SGCO04_1612,-35.71934852,137.9692115,20161206,11:52:00,Sponge Gardens,Fished,SGCO04,11.6,DColella,Yes,Yes,Sponge Gardens Central Out,8,Stereo,201,53,768592,6043114,Sholland,BST/Coast,MPA,18
SGEI01_1612,-35.75286289,138.0601184,20161206,9:12:00,Sponge Gardens,No-take,SGEI01,10,DColella,Yes,Yes,Sponge Gardens East In,843,Stereo,73,54,234174,6039476,Sholland,BST/Coast,MPA,17
SGEI02_1612,-35.7549421,138.0625801,20161206,9:20:00,Sponge Gardens,No-take,SGEI02,8,DColella,Yes,Yes,Sponge Gardens East In,844,Stereo,73,54,234404,6039252,Sholland,BST/Coast,MPA,17
SGEI03_1612,-35.75651354,138.0652259,20161206,9:26:00,Sponge Gardens,No-take,SGEI03,10,DColella,Yes,No,Sponge Gardens East In,845,Stereo,73,54,234649,6039085,Sholland,BST/Coast,MPA,17
SGEI04_1612,-35.75853433,138.0664716,20161206,9:35:00,Sponge Gardens,No-take,SGEI04,8,DColella,Yes,Yes,Sponge Gardens East In,846,Stereo,73,54,234768,6038864,Sholland,BST/Coast,MPA,17
SGEO01_1612,-35.72616996,137.9955735,20161206,13:15:00,Sponge Gardens,Fished,SGEO01,4,DColella,Yes,Yes,Sponge Gardens East Out,854,Stereo,153,53,770954,6042285,Sholland,BST/Coast,MPA,18
SGEO02_1612,-35.72594499,137.9980512,20161206,13:10:00,Sponge Gardens,Fished,SGEO02,4,DColella,Yes,Yes,Sponge Gardens East Out,853,Stereo,153,53,771179,6042303,Sholland,BST/Coast,MPA,18
SGEO03_1612,-35.72567652,138.0021418,20161206,13:04:00,Sponge Gardens,Fished,SGEO03,8,DColella,Yes,Yes,Sponge Gardens East Out,852,Stereo,153,54,228838,6042333,Sholland,BST/Coast,MPA,18
SGEO04_1612,-35.72628966,138.0043018,20161206,12:58:00,Sponge Gardens,Fished,SGEO04,6,DColella,Yes,Yes,Sponge Gardens East Out,851,Stereo,153,54,229036,6042271,Sholland,BST/Coast,MPA,18
SGWI02_1612,-35.73075319,138.0159082,20161206,9:38:00,Sponge Gardens,No-take,SGWI02,14,DColella,Yes,Yes,Sponge Gardens West In,2,Stereo,73,54,230101,6041808,Sholland,BST/Coast,MPA,17
SGWI03_1612,-35.73282997,138.0200415,20161206,9:45:00,Sponge Gardens,No-take,SGWI03,15.6,DColella,Yes,Yes,Sponge Gardens West In,3,Stereo,73,54,230482,6041589,Sholland,BST/Coast,MPA,17
SGWI04_1612,-35.73503383,138.0216698,20161206,9:54:00,Sponge Gardens,No-take,SGWI04,6,DColella,Yes,Yes,Sponge Gardens West In,4,Stereo,73,54,230637,6041349,Sholland,BST/Coast,MPA,17
SGWO01_1612,-35.71604521,137.9403542,20161206,13:25:00,Sponge Gardens,Fished,SGWO01,5.7,DColella,Yes,Yes,Sponge Gardens West Out,9,Stereo,201,53,765992,6043560,Sholland,BST/Coast,MPA,20
SGWO02_1612,-35.71617119,137.9380019,20161206,13:29:00,Sponge Gardens,Fished,SGWO02,5,DColella,Yes,Yes,Sponge Gardens West Out,10,Stereo,201,53,765779,6043552,Sholland,BST/Coast,MPA,20
SGWO03_1612,-35.71579233,137.9359426,20161206,13:34:00,Sponge Gardens,Fished,SGWO03,3.6,DColella,Yes,Yes,Sponge Gardens West Out,11,Stereo,201,53,765594,6043600,Sholland,BST/Coast,MPA,20
SGWO04_1612,-35.71568202,137.9339957,20161206,13:39:00,Sponge Gardens,Fished,SGWO04,5.4,DColella,Yes,Yes,Sponge Gardens West Out,12,Stereo,201,53,765418,6043617,Sholland,BST/Coast,MPA,20
CECI01_1701,-34.18394848,137.4458726,20170112,11:50:00,Cape Elizabeth,No-take,CECI01,13,SWhitmarsh,Yes,Yes,Cape Elizabeth Central In,921,Stereo,52,53,725409,6214744,DColella,BST,MPA,23
CECI02_1701,-34.18576919,137.4473004,20170112,11:53:00,Cape Elizabeth,No-take,CECI02,13,SWhitmarsh,Yes,Yes,Cape Elizabeth Central In,922,Stereo,52,53,725536,6214539,DColella,BST,MPA,23
CECI03_1701,-34.18790281,137.4476261,20170119,11:30:00,Cape Elizabeth,No-take,CECI03,13.4,SWhitmarsh,Yes,Yes,Cape Elizabeth Central In,980,Stereo,52,53,725560,6214302,DColella,BST,MPA,23
CECI04_1701,-34.19018067,137.4473673,20170119,11:33:00,Cape Elizabeth,No-take,CECI04,13.8,SWhitmarsh,Yes,Yes,Cape Elizabeth Central In,981,Stereo,52,53,725530,6214050,DColella,BST,MPA,23
CECO01_1701,-34.15389542,137.4334232,20170112,10:29:00,Cape Elizabeth,Fished,CECO01,13,SWhitmarsh,Yes,Yes,Cape Elizabeth Central Out,917,Stereo,141,53,724341,6218105,DColella,BST,MPA,23
CECO02_1701,-34.15580104,137.4344105,20170112,10:34:00,Cape Elizabeth,Fished,CECO02,14,SWhitmarsh,Yes,Yes,Cape Elizabeth Central Out,918,Stereo,141,53,724427,6217892,DColella,BST,MPA,23
CECO03_1701,-34.15728422,137.4351197,20170119,10:07:00,Cape Elizabeth,Fished,CECO03,12.9,SWhitmarsh,Yes,Yes,Cape Elizabeth Central Out,976,Stereo,141,53,724488,6217726,DColella,BST,MPA,23
CECO04_1701,-34.15886538,137.438942,20170119,10:10:00,Cape Elizabeth,Fished,CECO04,10.5,SWhitmarsh,Yes,Yes,Cape Elizabeth Central Out,977,Stereo,141,53,724837,6217542,DColella,BST,MPA,23
CENI01_1701,-34.17284723,137.4453029,20170112,9:25:00,Cape Elizabeth,No-take,CENI01,11,SWhitmarsh,Yes,Yes,Cape Elizabeth North In,915,Stereo,52,53,725386,6215977,DColella,BST,MPA,23
CENI02_1701,-34.17454985,137.4458841,20170112,9:30:00,Cape Elizabeth,No-take,CENI02,11,SWhitmarsh,Yes,Yes,Cape Elizabeth North In,916,Stereo,52,53,725435,6215787,DColella,BST,MPA,23
CENI03_1701,-34.17637778,137.4467194,20170119,9:10:00,Cape Elizabeth,No-take,CENI03,11.3,SWhitmarsh,Yes,Yes,Cape Elizabeth North In,974,Stereo,52,53,725507,6215582,DColella,BST,MPA,23
CENI04_1701,-34.17825398,137.4471597,20170119,9:14:00,Cape Elizabeth,No-take,CENI04,11.5,SWhitmarsh,Yes,Yes,Cape Elizabeth North In,975,Stereo,52,53,725543,6215373,DColella,BST,MPA,23
CENO01_1701,-34.1365095,137.427117,20170112,9:03:00,Cape Elizabeth,Fished,CENO01,11,SWhitmarsh,Yes,Yes,Cape Elizabeth North Out,913,Stereo,141,53,723805,6220047,DColella,BST,MPA,23
CENO02_1701,-34.13875158,137.4269849,20170112,9:08:00,Cape Elizabeth,Fished,CENO02,11,SWhitmarsh,Yes,Yes,Cape Elizabeth North Out,914,Stereo,141,53,723787,6219799,DColella,BST,MPA,23
CENO03_1701,-34.14071077,137.4263442,20170119,8:47:00,Cape Elizabeth,Fished,CENO03,11.7,SWhitmarsh,Yes,Yes,Cape Elizabeth North Out,972,Stereo,141,53,723723,6219583,DColella,BST,MPA,23
