Sample,Family,Genus,Species,Count,Length,Code,Filename,Frame,Time (mins),Precision (mm),RMS (mm),Range (mm),Direction (deg),Comment,Stage,Activity,Length_Comment
CCEI03_1503,Odacidae,Olisthops,cyanomelas,1,322.625,37385001,CDC-B3L_1503.avi,55014,18.338,3.627,1.348,2568.25,20.82,limited view due to close reef; left cam used,M,Passing,
CCEI03_1503,Moridae,Lotella,rhacina,1,259.587,37224005,CDC-B3L_1503.avi,65138,21.7127,0.715,0.854,1037.105,7.903,limited view due to close reef; left cam used,AD,Passing,
CCEI03_1503,Labridae,Pictilabrus,laticlavius,1,204.024,37384020,CDC-B3L_1503.avi,66202,22.0673,0.619,4.235,978.097,10.75,limited view due to close reef; left cam used,AD,Attracted,
CCEI03_1503,Labridae,Notolabrus,tetricus,1,258.17,37384003,CDC-B3L_1503.avi,95691,31.897,0.995,0.238,1662.722,10.604,limited view due to close reef; left cam used,F,Attracted,
CCEI03_1503,Labridae,Notolabrus,tetricus,1,294.951,37384003,CDC-B3L_1503.avi,95718,31.906,1.081,1.281,1273.031,11.944,limited view due to close reef; left cam used,F,Attracted,
CCEI03_1503,Monacanthidae,Meuschenia,hippocrepis,1,379.026,37465004,CDC-B3L_1503.avi,137501,45.8337,1.365,0.197,1408.458,13.55,limited view due to close reef; left cam used,AD,Feeding,
CCEI03_1503,Labridae,Notolabrus,tetricus,1,334.001,37384003,CDC-B3L_1503.avi,139644,46.548,1.234,0.548,1749.334,11.795,limited view due to close reef; left cam used,M,Attracted,
CCEI03_1503,Serranidae,Caesioperca,rasor,1,163.018,37311003,CDC-B3L_1503.avi,147428,49.1427,0.674,2.037,1057.813,11.72,limited view due to close reef; left cam used,AD,Attracted,
CCEI03_1503,Serranidae,Caesioperca,rasor,1,168.146,37311003,CDC-B3L_1503.avi,147428,49.1427,0.766,3.936,1188.151,16.709,limited view due to close reef; left cam used,AD,Attracted,
CCCI01_1503,Carangidae,Seriola,lalandi,1,909.821,37337006,CDCC-01R-1503.avi,10306,3.4353,4.253,33.314,3597.656,5.855,,AD,Passing,
CCCI01_1503,Cheilodactylidae,Nemadactylus,valenciennesi,1,708.681,37377004,CDCC-01R-1503.avi,99178,33.0593,3.235,25.15,2881.736,13.056,,AD,Passing,
CCCI01_1503,Scorpididae,Scorpis,aequipinnis,1,313.996,37361004,CDCC-01R-1503.avi,135925,45.3083,1.329,15.367,1279.361,13.126,,AD,Attracted,
CCCI01_1503,Berycidae,Centroberyx,gerrardi,1,268.324,37258004,CDCC-01R-1503.avi,158619,52.873,5.52,19.504,2596.616,4.404,,AD,Chase conspecific,
CCCI01_1503,Berycidae,Centroberyx,gerrardi,1,320.264,37258004,CDCC-01R-1503.avi,158619,52.873,6.707,24.798,2807.988,8.632,,AD,Passing,
CCCI01_1503,Berycidae,Centroberyx,lineatus,1,251.247,37258005,CDCC-01R-1503.avi,163378,54.4593,3.609,22.981,3168.851,6.262,,AD,Passing,
CCCI01_1503,Berycidae,Centroberyx,lineatus,1,243.263,37258005,CDCC-01R-1503.avi,163379,54.4597,5.254,27.614,3267.52,7.942,,AD,Passing,
CCCI01_1503,Berycidae,Centroberyx,lineatus,1,180.587,37258005,CDCC-01R-1503.avi,163379,54.4597,7.592,24.679,3013.142,8.201,,AD,Passing,
CCCI01_1503,Berycidae,Centroberyx,lineatus,1,197.152,37258005,CDCC-01R-1503.avi,163379,54.4597,2.856,29.806,3553.65,12.182,,AD,Passing,
CCCI01_1503,Berycidae,Centroberyx,lineatus,1,257.552,37258005,CDCC-01R-1503.avi,163379,54.4597,4.054,24.367,3174.269,6.276,,AD,Passing,
CCCI01_1503,Berycidae,Centroberyx,lineatus,1,176.257,37258005,CDCC-01R-1503.avi,163408,54.4693,4.03,28.852,2974.182,20.138,,AD,Passing,
CCCI01_1503,Berycidae,Centroberyx,lineatus,1,215.802,37258005,CDCC-01R-1503.avi,163416,54.472,5.323,28.756,3782.557,15.926,,AD,Passing,
CCCI01_1503,Berycidae,Centroberyx,lineatus,1,213.39,37258005,CDCC-01R-1503.avi,163427,54.4757,2.888,25.958,3193.994,11.481,,AD,Passing,
CCCI01_1503,Serranidae,Caesioperca,rasor,1,152.946,37311003,CDCC-01R-1503.avi,166662,55.554,0.756,9.64,1193.929,10.056,,AD,Attracted,
CCCI01_1503,Serranidae,Caesioperca,rasor,1,169.421,37311003,CDCC-01R-1503.avi,166662,55.554,1.193,9.808,1318.044,7.863,,AD,Attracted,
CCCI01_1503,Serranidae,Caesioperca,rasor,1,156.665,37311003,CDCC-01R-1503.avi,166662,55.554,3.643,14.55,2018.858,21.365,,AD,Attracted,
CCCI01_1503,Serranidae,Caesioperca,rasor,1,144.532,37311003,CDCC-01R-1503.avi,166662,55.554,0.64,14.15,1181.24,14.277,,AD,Attracted,
CCCI01_1503,Serranidae,Caesioperca,rasor,1,146.112,37311003,CDCC-01R-1503.avi,166662,55.554,2.232,14.214,1524.322,10.313,,AD,Passing,
CCCI01_1503,Serranidae,Caesioperca,rasor,1,162.973,37311003,CDCC-01R-1503.avi,166662,55.554,2.005,9.675,1533.83,13.885,,AD,Attracted,
CCCI01_1503,Serranidae,Caesioperca,rasor,1,168.943,37311003,CDCC-01R-1503.avi,166664,55.5547,2.222,13.789,1649.884,9.279,,AD,Attracted,
CCCI01_1503,Serranidae,Caesioperca,rasor,1,160.989,37311003,CDCC-01R-1503.avi,166686,55.562,1.652,9.96,1538.31,14.646,,AD,Attracted,
CCCI01_1503,Serranidae,Caesioperca,rasor,1,174.469,37311003,CDCC-01R-1503.avi,166809,55.603,1.165,9.168,1406.076,13.624,,AD,Attracted,
CCCI01_1503,Serranidae,Caesioperca,rasor,1,164.052,37311003,CDCC-01R-1503.avi,166831,55.6103,1.389,12.317,1375.934,6.447,,AD,Attracted,
CCCI01_1503,Serranidae,Caesioperca,rasor,1,177.839,37311003,CDCC-01R-1503.avi,166831,55.6103,1.383,16.762,1373.602,19.163,,AD,Passing,
CCCI01_1503,Dinolestidae,Dinolestes,lewini,1,315.449,37327002,CDCC-01R-1503.avi,177260,59.0867,2.159,15.765,1878.554,9.276,,AD,Passing,
CCCI01_1503,Labridae,Notolabrus,tetricus,1,242.154,37384003,CDCC-01R-1503.avi,181567,60.5223,1.628,16.339,1326.314,7.659,,F,Attracted,
CCCI04_1503,Berycidae,Centroberyx,lineatus,1,299.274,37258005,CDCC-04R-1503.avi,36546,12.182,1.579,4.354,1729.516,7.383,,AD,Passing,
CCCI04_1503,Dinolestidae,Dinolestes,lewini,1,380.963,37327002,CDCC-04R-1503.avi,37949,12.6497,6.032,7.129,2442.998,11.256,,AD,Passing,
CCCI04_1503,Dinolestidae,Dinolestes,lewini,1,306.242,37327002,CDCC-04R-1503.avi,37976,12.6587,7.144,0.054,2598.77,14.779,,AD,Passing,
CCCI04_1503,Monacanthidae,Meuschenia,flavolineata,1,265.034,37465035,CDCC-04R-1503.avi,38273,12.7577,1.829,3.68,1911.961,14.002,,AD,Passing,
CCCI04_1503,Labridae,Notolabrus,tetricus,1,369.321,37384003,CDCC-04R-1503.avi,42494,14.1647,2.547,1.639,1720.945,11.08,,M,Attracted,
CCCI04_1503,Labridae,Notolabrus,tetricus,1,261.152,37384003,CDCC-04R-1503.avi,42951,14.317,1.081,0.928,1268.52,10.484,,F,Attracted,
CCCI04_1503,Berycidae,Centroberyx,gerrardi,1,296.729,37258004,CDCC-04R-1503.avi,61560,20.52,1.344,1.938,1648.42,13.843,,AD,Attracted,
CCCI04_1503,Berycidae,Centroberyx,gerrardi,1,281.958,37258004,CDCC-04R-1503.avi,61578,20.526,1.574,2.424,1987.312,10.276,,AD,Attracted,
CCCI04_1503,Berycidae,Centroberyx,gerrardi,1,372.911,37258004,CDCC-04R-1503.avi,61578,20.526,1.574,4.132,2235.361,3.954,,AD,Attracted,
CCCI04_1503,Berycidae,Centroberyx,gerrardi,1,276.13,37258004,CDCC-04R-1503.avi,61601,20.5337,0.831,1.476,1137.961,14.474,,AD,Attracted,
CCCI04_1503,Berycidae,Centroberyx,gerrardi,1,377.601,37258004,CDCC-04R-1503.avi,61601,20.5337,2.528,1.949,2161.612,4.977,,AD,Attracted,
CCCI04_1503,Berycidae,Centroberyx,gerrardi,1,260.396,37258004,CDCC-04R-1503.avi,62339,20.7797,3.463,5.633,2702.702,20.651,,AD,Attracted,
CCCI04_1503,Scorpididae,Scorpis,aequipinnis,1,327.301,37361004,CDCC-04R-1503.avi,62590,20.8633,3.144,4.242,1531.695,12.532,,AD,Attracted,
CCCI04_1503,Scorpididae,Scorpis,aequipinnis,1,315.009,37361004,CDCC-04R-1503.avi,63026,21.0087,1.78,2.488,2291.774,8.547,,AD,Attracted,
CCCI04_1503,Cheilodactylidae,Cheilodactylus,nigripes,1,353.035,37377001,CDCC-04R-1503.avi,64079,21.3597,1.933,1.151,1991.016,5.327,,AD,Passing,
CCCI04_1503,Cheilodactylidae,Cheilodactylus,nigripes,1,328.951,37377001,CDCC-04R-1503.avi,64093,21.3643,2.031,3.755,1924.774,13.604,,AD,Attracted,
CCCI04_1503,Kyphosidae,Girella,zebra,1,343.291,37361008,CDCC-04R-1503.avi,73944,24.648,4.117,14.254,1843.595,27.476,,AD,Passing,
CCCI04_1503,Cheilodactylidae,Nemadactylus,valenciennesi,1,476.3,37377004,CDCC-04R-1503.avi,167102,,6.655,0.357,2491.73,10.244,,AD,Passing,
CCCI04_1503,Cheilodactylidae,Nemadactylus,valenciennesi,1,532.292,37377004,CDCC-04R-1503.avi,167190,55.73,6.451,3.46,3233.23,16.535,,AD,Passing,
CCCI04_1503,Moridae,Pseudophycis,barbata,1,336.668,37224003,CDCC-04R-1503.avi,179803,59.9343,1.819,0.693,1353.805,11.167,,AD,Feeding,
CCCI04_1503,Labridae,Pseudolabrus,rubicundus,1,231.666,37384023,CDCC-04R-1503.avi,194193,64.731,1.585,3.836,1342.208,20.445,,AD,Attracted,
CCCI04_1503,Serranidae,Caesioperca,rasor,1,158.883,37311003,CDCC-04R-1503.avi,204783,68.261,1.635,1.954,1351.471,14.254,,AD,Attracted,
CCCI04_1503,Serranidae,Caesioperca,rasor,1,164.614,37311003,CDCC-04R-1503.avi,204783,68.261,2.876,4.317,2008.097,8.381,,AD,Attracted,
CCCI04_1503,Serranidae,Caesioperca,rasor,1,150.741,37311003,CDCC-04R-1503.avi,204783,68.261,0.773,0.684,1194.352,1.891,,AD,Attracted,
CCCI04_1503,Serranidae,Caesioperca,rasor,1,173.059,37311003,CDCC-04R-1503.avi,204783,68.261,3.899,3.862,1768.404,15.785,,AD,Attracted,
CCCI04_1503,Serranidae,Caesioperca,rasor,1,157.037,37311003,CDCC-04R-1503.avi,204783,68.261,3.2,4.108,2253.546,16.729,,AD,Attracted,
CCCI04_1503,Serranidae,Caesioperca,rasor,1,158.952,37311003,CDCC-04R-1503.avi,204783,68.261,3.156,1.358,1894.066,21.19,,AD,Attracted,
CCCI04_1503,Serranidae,Caesioperca,rasor,1,158.203,37311003,CDCC-04R-1503.avi,205141,68.3803,1.044,2.398,998.608,15.474,,AD,Attracted,
CCCI04_1503,Serranidae,Caesioperca,rasor,1,157.08,37311003,CDCC-04R-1503.avi,205141,68.3803,1.374,0.735,1588.668,19.729,,AD,Attracted,
CCCI04_1503,Serranidae,Caesioperca,rasor,1,191.965,37311003,CDCC-04R-1503.avi,205147,68.3823,1.31,0.418,1074.2,14.975,,AD,Attracted,
CCCI04_1503,Serranidae,Caesioperca,rasor,1,179.149,37311003,CDCC-04R-1503.avi,205147,68.3823,2.205,10.319,1670.052,24.623,,AD,Attracted,
CCCI04_1503,Serranidae,Caesioperca,rasor,1,157.581,37311003,CDCC-04R-1503.avi,205147,68.3823,1.885,2.33,1253.297,13.276,,AD,Attracted,
CCSI01_1503,Labridae,Notolabrus,tetricus,1,344.939,37384003,CDCD01R_1503.avi,31617,10.539,2.675,2.49,1587.282,15.216,,M,Passing,
CCSI01_1503,Labridae,Austrolabrus,maculatus,1,122.219,37384025,CDCD01R_1503.avi,41156,13.7187,1.963,0.293,1288.471,19.187,,AD,Passing,
CCSI01_1503,Monacanthidae,Meuschenia,freycineti,1,322.781,37465036,CDCD01R_1503.avi,60319,20.1063,1.614,0.748,1721.394,7.387,,F,Attracted,
CCSI01_1503,Labridae,Notolabrus,tetricus,1,228.799,37384003,CDCD01R_1503.avi,61506,20.502,3.511,1.762,1781.546,8.846,,F,Passing,
CCSI01_1503,Labridae,Notolabrus,tetricus,1,302.141,37384003,CDCD01R_1503.avi,61529,20.5097,1.186,0.823,1274.452,4.428,,F,Passing,
CCSI01_1503,Monacanthidae,Meuschenia,hippocrepis,1,429.746,37465004,CDCD01R_1503.avi,73525,24.5083,0.94,1.58,986.815,2.704,,M,Attracted,
CCSI01_1503,Monacanthidae,Meuschenia,hippocrepis,1,285.403,37465004,CDCD01R_1503.avi,74658,24.886,0.765,1.314,886.285,8.342,,AD,Feeding,
CCSI01_1503,Serranidae,Caesioperca,rasor,1,169.706,37311003,CDCD01R_1503.avi,99827,33.2757,0.877,5.79,1112.894,8.366,,AD,Attracted,
CCSI01_1503,Serranidae,Caesioperca,rasor,1,135.857,37311003,CDCD01R_1503.avi,99827,33.2757,0.731,6.311,1236.525,13.418,,AD,Attracted,
CCSI01_1503,Serranidae,Caesioperca,rasor,1,170.523,37311003,CDCD01R_1503.avi,99827,33.2757,1.217,6.113,1846.39,11.969,,AD,Attracted,
CCSI01_1503,Serranidae,Caesioperca,rasor,1,160.332,37311003,CDCD01R_1503.avi,99827,33.2757,2.87,7.847,2436.214,9.654,,AD,Passing,
CCSI01_1503,Serranidae,Caesioperca,rasor,1,170.749,37311003,CDCD01R_1503.avi,99851,33.2837,1.389,5.842,1872.82,8.971,,AD,Passing,
CCSI01_1503,Serranidae,Caesioperca,rasor,1,170.834,37311003,CDCD01R_1503.avi,99851,33.2837,2.418,2.605,1686.249,14.996,,AD,Passing,
CCSI01_1503,Serranidae,Caesioperca,rasor,1,194.455,37311003,CDCD01R_1503.avi,99879,33.293,4.001,4.967,2127.494,11.144,,AD,Attracted,
CCSI01_1503,Berycidae,Centroberyx,gerrardi,1,336.305,37258004,CDCD01R_1503.avi,102767,34.2557,0.741,3.626,1227.547,9.374,,AD,Feeding,
CCSI01_1503,Berycidae,Centroberyx,gerrardi,1,380.44,37258004,CDCD01R_1503.avi,104384,34.7947,4.63,3.247,2073.737,4.007,,AD,Attracted,
CCSI01_1503,Arripidae,Arripis,truttaceus,1,702.581,37344004,CDCD01R_1503.avi,117944,39.3147,30.632,1.08,5047.065,13.511,,AD,Passing,
CCSI01_1503,Carangidae,Pseudocaranx,sp,1,365.865,37337924,CDCD01R_1503.avi,169614,56.538,1.701,8.608,1570.691,10.09,,AD,Passing,
CCSI01_1503,Monacanthidae,Meuschenia,freycineti,1,287.753,37465036,CDCD01R_1503.avi,171313,57.1043,2.908,0.89,2025.341,5.788,,M,Attracted,
CCSI02_1503,Arripidae,Arripis,truttaceus,1,500.14,37344004,CDCD02R_1503.avi,36318,12.106,17.522,6.944,3807.21,13.436,,AD,Passing,
CCSI02_1503,Arripidae,Arripis,truttaceus,1,713.18,37344004,CDCD02R_1503.avi,36318,12.106,22.166,4.348,4335.097,10.266,,AD,Passing,
CCSI02_1503,Arripidae,Arripis,truttaceus,1,786.623,37344004,CDCD02R_1503.avi,36321,12.107,16.694,1.676,3889.688,12.584,,AD,Passing,
CCSI02_1503,Arripidae,Arripis,truttaceus,1,714.591,37344004,CDCD02R_1503.avi,36332,12.1107,19.187,1.505,3934.075,15.062,,AD,Passing,
CCSI02_1503,Arripidae,Arripis,truttaceus,1,723.226,37344004,CDCD02R_1503.avi,36351,12.117,26.467,4.949,5076.334,13.446,,AD,Passing,
CCSI02_1503,Arripidae,Arripis,truttaceus,1,875.77,37344004,CDCD02R_1503.avi,36373,12.1243,22.477,9.187,4506.589,12.395,,AD,Passing,
CCSI02_1503,Arripidae,Arripis,truttaceus,1,454.167,37344004,CDCD02R_1503.avi,36390,12.13,12.679,4.785,4280.966,9.57,,AD,Passing,
CCSI02_1503,Monacanthidae,Meuschenia,hippocrepis,1,416.532,37465004,CDCD02R_1503.avi,37831,12.6103,5.178,2.129,1957.487,3.149,,AD,Attracted,
CCSI02_1503,Cheilodactylidae,Cheilodactylus,nigripes,1,371.436,37377001,CDCD02R_1503.avi,41012,13.6707,1.678,0.509,1975.451,6.837,,AD,Passing,
CCSI02_1503,Monacanthidae,Meuschenia,flavolineata,1,274.892,37465035,CDCD02R_1503.avi,43289,14.4297,5.272,13.833,2727.757,9.496,,AD,Passing,
CCSI02_1503,Palinuridae,Jasus,edwardsii,1,307.935,28820001,CDCD02R_1503.avi,44145,14.715,0.871,0.687,1293.891,12.239,,AD,Passing,carapace length
CCSI02_1503,Labridae,Pseudolabrus,rubicundus,1,231.643,37384023,CDCD02R_1503.avi,58719,19.573,1.115,1.316,2076.828,6.512,,AD,Passing,
CCSI02_1503,Labridae,Notolabrus,tetricus,1,206.106,37384003,CDCD02R_1503.avi,66916,22.3053,1.184,6.895,1381.305,20.161,,F,Passing,
CCSI02_1503,Odacidae,Heteroscarus,acroptilus,1,220.51,37385010,CDCD02R_1503.avi,68703,22.901,2.681,3.022,2239.359,6.617,,M,Passing,
CCSI02_1503,Pempherididae,Pempheris,sp,1,131.44,37357903,CDCD02R_1503.avi,79767,26.589,1.139,1.762,1428.639,12.616,,AD,Passing,
CCSI02_1503,Monacanthidae,Meuschenia,venusta,1,211.509,37465060,CDCD02R_1503.avi,84105,28.035,5.519,1.162,2090.05,6.691,,F,Passing,
CCSI02_1503,Labridae,Notolabrus,tetricus,1,322.697,37384003,CDCD02R_1503.avi,101261,33.7537,2.302,2.285,1527.287,7.258,,M,Feeding,
CCSI02_1503,Berycidae,Centroberyx,gerrardi,1,270.526,37258004,CDCD02R_1503.avi,106046,35.3487,2.575,1.759,1509.937,7.107,,AD,Passing,
CCSI02_1503,Berycidae,Centroberyx,gerrardi,1,424.564,37258004,CDCD02R_1503.avi,106434,35.478,2.792,1.129,1760.633,15.538,,AD,Passing,
CCSI02_1503,Berycidae,Centroberyx,gerrardi,1,260.776,37258004,CDCD02R_1503.avi,106467,35.489,1.228,1.879,1579.616,4.157,,AD,Attracted,
CCSI02_1503,Carangidae,Pseudocaranx,sp,1,322.028,37337924,CDCD02R_1503.avi,108503,36.1677,1.174,5.465,1576.819,16.869,,AD,Attracted,
CCSI02_1503,Serranidae,Caesioperca,rasor,1,188.732,37311003,CDCD02R_1503.avi,124908,41.636,1.131,0.656,1673.356,8.683,,AD,Attracted,
CCSI02_1503,Serranidae,Caesioperca,rasor,1,142.567,37311003,CDCD02R_1503.avi,124908,41.636,1.558,1.259,1461.431,7.789,,AD,Attracted,
CCSI02_1503,Serranidae,Caesioperca,rasor,1,214.663,37311003,CDCD02R_1503.avi,124946,41.6487,2.177,1.557,1989.173,15.547,,AD,Attracted,
CCSI02_1503,Serranidae,Caesioperca,rasor,1,181.765,37311003,CDCD02R_1503.avi,124965,41.655,2.405,0.267,1660.462,4.017,,AD,Attracted,
CCSI02_1503,Serranidae,Caesioperca,rasor,1,185.444,37311003,CDCD02R_1503.avi,125017,41.6723,0.843,2.873,1061.072,13.709,,AD,Attracted,
CCSI02_1503,Serranidae,Caesioperca,rasor,1,160.382,37311003,CDCD02R_1503.avi,125017,41.6723,0.542,1.222,680.861,9.217,,AD,Attracted,
CCSI02_1503,Dinolestidae,Dinolestes,lewini,1,332.176,37327002,CDCD02R_1503.avi,162861,54.287,1.015,1.889,1326.895,8.876,,AD,Attracted,
CCSI02_1503,Monacanthidae,Meuschenia,galii,1,277.315,37465040,CDCD02R_1503.avi,210654,70.218,0.791,5.803,1035.599,15.429,,AD,Passing,
CCSI03_1503,Labridae,Notolabrus,tetricus,1,295.264,37384003,CDCD03R_1503.avi,25746,8.582,7.489,6.592,3046.896,6.693,,F,Passing,
CCSI03_1503,Odacidae,Olisthops,cyanomelas,1,279.032,37385001,CDCD03R_1503.avi,53683,17.8943,10.767,6.49,3833.447,2.206,,M,Passing,
CCSI03_1503,Cheilodactylidae,Nemadactylus,valenciennesi,1,460.285,37377004,CDCD03R_1503.avi,57927,19.309,2.571,4.017,2082.581,9.742,,AD,Passing,
CCSI03_1503,Serranidae,Caesioperca,rasor,1,137.838,37311003,CDCD03R_1503.avi,71661,23.887,2.231,3.716,1430.04,10.687,,AD,Attracted,
CCSI03_1503,Serranidae,Caesioperca,rasor,1,140.516,37311003,CDCD03R_1503.avi,71667,23.889,0.675,1.478,949.917,4.853,,AD,Attracted,
CCSI03_1503,Serranidae,Caesioperca,rasor,1,147.746,37311003,CDCD03R_1503.avi,71667,23.889,1.758,1.196,1693.318,10.114,,AD,Attracted,
CCSI03_1503,Serranidae,Caesioperca,rasor,1,146.111,37311003,CDCD03R_1503.avi,71667,23.889,1.065,5.065,1559.032,10.676,,AD,Attracted,
CCSI03_1503,Serranidae,Caesioperca,rasor,1,161.82,37311003,CDCD03R_1503.avi,71667,23.889,3.159,3.514,1641.11,12.718,,AD,Attracted,
CCSI03_1503,Serranidae,Caesioperca,rasor,1,169.215,37311003,CDCD03R_1503.avi,71667,23.889,6.629,4.072,2419.108,6.47,,AD,Attracted,
CCSI03_1503,Serranidae,Caesioperca,rasor,1,145.994,37311003,CDCD03R_1503.avi,71667,23.889,1.982,0.995,1264.591,13.328,,AD,Attracted,
CCSI03_1503,Serranidae,Caesioperca,rasor,1,162.529,37311003,CDCD03R_1503.avi,71684,23.8947,0.481,4.133,877.852,8.862,,AD,Attracted,
CCSI03_1503,Serranidae,Caesioperca,rasor,1,152.697,37311003,CDCD03R_1503.avi,71684,23.8947,2.059,1.647,1871.827,14.163,,AD,Attracted,
CCSI03_1503,Dinolestidae,Dinolestes,lewini,1,350.288,37327002,CDCD03R_1503.avi,98283,32.761,1.158,4.965,1613.032,12.607,,AD,Passing,
CCSI03_1503,Dinolestidae,Dinolestes,lewini,1,333.681,37327002,CDCD03R_1503.avi,98351,32.7837,1.06,6.161,1898.956,8.565,,AD,Passing,
CCSI03_1503,Cheilodactylidae,Cheilodactylus,nigripes,1,352.191,37377001,CDCD03R_1503.avi,105681,35.227,1.323,7.884,2242.526,6.835,,AD,Passing,
CCSI03_1503,Arripidae,Arripis,truttaceus,1,420.324,37344004,CDCD03R_1503.avi,108566,36.1887,9.931,8.633,3512.081,13.046,,AD,Passing,
CCSI03_1503,Arripidae,Arripis,truttaceus,1,469.776,37344004,CDCD03R_1503.avi,108566,36.1887,6.244,2.358,2876.785,16.245,,AD,Passing,
CCSI03_1503,Arripidae,Arripis,truttaceus,1,451.728,37344004,CDCD03R_1503.avi,108566,36.1887,4.401,10.615,2490.988,18.178,,AD,Passing,
CCSI03_1503,Arripidae,Arripis,truttaceus,1,422.555,37344004,CDCD03R_1503.avi,108566,36.1887,6.616,7.034,2880.649,12.693,,AD,Passing,
CCSI03_1503,Arripidae,Arripis,truttaceus,1,440.951,37344004,CDCD03R_1503.avi,108566,36.1887,8.823,7.016,3098.267,9.686,,AD,Passing,
CCSI03_1503,Arripidae,Arripis,truttaceus,1,452.594,37344004,CDCD03R_1503.avi,108639,36.213,7.965,9.772,3421.843,18.441,,AD,Passing,
CCSI03_1503,Arripidae,Arripis,truttaceus,1,417.629,37344004,CDCD03R_1503.avi,108639,36.213,5.86,2.374,3309.73,19.429,,AD,Passing,
CCSI03_1503,Arripidae,Arripis,truttaceus,1,434.057,37344004,CDCD03R_1503.avi,108639,36.213,9.016,7.778,3783.783,12.384,,AD,Passing,
CCSI03_1503,Arripidae,Arripis,truttaceus,1,414.677,37344004,CDCD03R_1503.avi,108639,36.213,6.705,8.171,3440.407,11.431,,AD,Passing,
CCSI03_1503,Arripidae,Arripis,truttaceus,1,462.001,37344004,CDCD03R_1503.avi,108639,36.213,11.094,9.318,3680.975,11.707,,AD,Passing,
CCSI03_1503,Monacanthidae,Meuschenia,freycineti,1,420.894,37465036,CDCD03R_1503.avi,118834,39.6113,8.577,5.535,2634.889,8.516,,M,Passing,
CCSI03_1503,Berycidae,Centroberyx,gerrardi,1,254.621,37258004,CDCD03R_1503.avi,123670,41.2233,2.143,3.139,1691.493,8.316,,AD,Attracted,
CCSI03_1503,Berycidae,Centroberyx,gerrardi,1,299.025,37258004,CDCD03R_1503.avi,123781,41.2603,1.557,3.419,2180.244,7.719,,AD,Attracted,
CCSI03_1503,Labridae,Notolabrus,tetricus,1,349.291,37384003,CDCD03R_1503.avi,183181,61.0603,5.734,5.824,2529.45,6.267,,M,Passing,
CCSI04_1503,Monacanthidae,Meuschenia,hippocrepis,1,347.437,37465004,CDCD04R_1503.avi,13894,7.7189,2.314,1.385,1952.168,17.215,,AD,Passing,
CCSI04_1503,Labridae,Pictilabrus,laticlavius,1,186.001,37384020,CDCD04R_1503.avi,16277,9.0428,2.247,2.128,1689.272,21.661,,AD,Passing,
CCSI04_1503,Labridae,Notolabrus,tetricus,1,238.275,37384003,CDCD04R_1503.avi,23138,12.8544,2.378,0.823,1691.123,14.414,,F,Passing,
CCSI04_1503,Odacidae,Olisthops,cyanomelas,1,306.968,37385001,CDCD04R_1503.avi,39508,21.9489,3.399,0.657,1959.953,10.968,,M,Passing,
CCSI04_1503,Monacanthidae,Meuschenia,flavolineata,1,241.616,37465035,CDCD04R_1503.avi,40491,22.495,2.443,0.378,1423.989,19.204,,AD,Passing,
CCSI04_1503,Monacanthidae,Meuschenia,flavolineata,1,246.023,37465035,CDCD04R_1503.avi,40550,22.5278,1.847,1.409,1834.97,14.869,,AD,Passing,
CCSI04_1503,Labridae,Notolabrus,tetricus,1,284.539,37384003,CDCD04R_1503.avi,60563,33.6461,0.821,0.819,1015.234,15.248,,M,Attracted,
CCSI04_1503,Labridae,Notolabrus,tetricus,1,305.154,37384003,CDCD04R_1503.avi,60585,33.6583,1.461,0.984,1194.378,18.958,,M,Chase conspecific,
CCSI04_1503,Serranidae,Caesioperca,rasor,1,172.373,37311003,CDCD04R_1503.avi,83430,46.35,0.846,1.071,939.051,3.432,,AD,Attracted,
CCSI04_1503,Serranidae,Caesioperca,rasor,1,161.39,37311003,CDCD04R_1503.avi,83463,46.3683,1.178,0.127,909.844,8.993,,AD,Attracted,
CCSI04_1503,Serranidae,Caesioperca,rasor,1,108.311,37311003,CDCD04R_1503.avi,83617,46.4538,0.455,1.651,655.53,6.261,,AD,Attracted,
CCSI04_1503,Berycidae,Centroberyx,gerrardi,1,283.426,37258004,CDCD04R_1503.avi,177919,98.8438,0.979,1.041,1280.855,15.935,,AD,Attracted,
ISDI01_1503,Monacanthidae,Acanthaluteres,vittiger,1,207.146,37465002,Dog01R_Mar2015.avi,34888,11.6293,0.989,3.042,1280.537,2.508,,F,Attracted,
ISDI01_1503,Monacanthidae,Acanthaluteres,vittiger,1,180.838,37465002,Dog01R_Mar2015.avi,36061,12.0203,2.297,1.637,1505.763,7.695,,F,Feeding,
ISDI01_1503,Monacanthidae,Meuschenia,galii,1,228.689,37465040,Dog01R_Mar2015.avi,37298,12.4327,1.095,1.177,1194.328,12.189,,AD,Attracted,
ISDI01_1503,Urolophidae,Urolophus,sp,1,348.438,37038903,Dog01R_Mar2015.avi,40583,13.5277,7.227,1.451,2522.912,17.504,,J,Passing,
ISDI01_1503,Labridae,Notolabrus,parilus,1,297.255,37384022,Dog01R_Mar2015.avi,56537,18.8457,0.921,1.223,1115.498,5.852,,M,Attracted,
ISDI01_1503,Labridae,Notolabrus,parilus,1,178.822,37384022,Dog01R_Mar2015.avi,56626,18.8753,0.712,1.01,1284.118,5.942,,F,Attracted,
ISDI01_1503,Dinolestidae,Dinolestes,lewini,1,225.163,37327002,Dog01R_Mar2015.avi,59289,19.763,5.688,1.229,2646.876,17.186,,AD,Passing,
