"Sample","Family","Genus","Species","Count","Stage","Caabcode"
11738,"Carangidae","Turrum","caeruleopinnatum",2,"AD",37337021
11738,"Carangidae","Turrum","gymnostethus",2,"AD",37337022
11738,"Carangidae","Decapterus","sp",4,"AD",37337901
11738,"Nemipteridae","Nemipterus","bathybius",1,"AD",37347001
11738,"Sparidae","Argyrops","bleekeri",1,"AD",37353006
11739,"Carcharhinidae","Carcharhinus","macloti",3,"AD",37018025
11739,"Ariidae","Netuma","thalassina",1,"AD",37188001
11739,"Carangidae","Platycaranx","chrysophrys",1,"AD",37337011
11739,"Carangidae","Decapterus","sp",7,"AD",37337901
11739,"Sparidae","Argyrops","bleekeri",5,"AD",37353006
11740,"Carcharhinidae","Carcharhinus","plumbeus",1,"AD",37018007
11740,"Carangidae","Turrum","caeruleopinnatum",4,"AD",37337021
11740,"Lethrinidae","Gymnocranius","grandoculis",1,"AD",37351005
11740,"Sparidae","Argyrops","bleekeri",1,"AD",37353006
11740,"Tetraodontidae","Lagocephalus","sceleratus",1,"AD",37467007
11741,"Carangidae","Turrum","caeruleopinnatum",2,"AD",37337021
11741,"Lutjanidae","Pristipomoides","multidens",4,"AD",37346002
11741,"Lethrinidae","Gymnocranius","grandoculis",1,"AD",37351005
11741,"Balistidae","Abalistes","stellatus",1,"AD",37465011
