"Sample","Latitude","Longitude","Date","Time","Site","Location","Status","Depth","Successful.count","Successful.length","Observer","OpcodeCam","Timeonseabed","Endsamplingtime","Timebaitgone","Visibility","cruisenum","CampaignID"
11720,-19.753971,115.703726,20190611,07:11:18,NA,"KEFArea2","Fished",129.1,"Yes","No","Marcus Stowar","KEFArea2 26",14.36667,76.33334,NA,3,"126","NWSS KEF3"
11689,-21.570622,114.295436,20190530,14:35:40,NA,"KEFArea1","Fished",79.4,"Yes","No","Marcus Stowar","KEFArea1 21",18,78.3,NA,4,"126","NWSS KEF3"
11693,-21.557312,114.25589,20190530,14:05:20,NA,"KEFArea1","Fished",143.9,"Yes","No","Marcus Stowar","KEFArea1 17",9.88333,70.01667,NA,3,"126","NWSS KEF3"
11714,-19.728575,115.639981,20190611,08:04:00,NA,"KEFArea2","Fished",126,"Yes","No","Marcus Stowar","KEFArea2 32",18.43333,79,NA,3,"126","NWSS KEF3"
11717,-19.734196,115.7056,20190611,07:35:10,NA,"KEFArea2","Fished",147.8,"Yes","No","Marcus Stowar","KEFArea2 29",15.31667,76,NA,3,"126","NWSS KEF3"
11721,-19.754782,115.688958,20190611,07:03:58,NA,"KEFArea2","Fished",124.7,"Yes","No","Marcus Stowar","KEFArea2 25",7.7,68.5,NA,3,"126","NWSS KEF3"
11722,-19.716727,115.624423,20190610,14:34:30,NA,"KEFArea2","Fished",120.8,"Yes","No","Marcus Stowar","KEFArea2 24",13.33333,74.78333,NA,2,"126","NWSS KEF3"
11726,-19.675216,115.560296,20190610,13:57:08,NA,"KEFArea2","Fished",170.6,"Yes","No","Marcus Stowar","KEFArea2 20",21.48333,81.11667,NA,1,"126","NWSS KEF3"
11731,-19.673787,115.503927,20190610,11:00:50,NA,"KEFArea2","Fished",120.5,"Yes","No","Marcus Stowar","KEFArea2 15",25.6,87.46667,NA,3,"126","NWSS KEF3"
11686,-21.571357,114.263924,20190530,15:04:12,NA,"KEFArea1","Fished",67.8,"Yes","No","Marcus Stowar","KEFArea1 24",24.8,85.85,NA,3,"126","NWSS KEF3"
11703,-21.579176,114.197402,20190530,08:25:46,NA,"KEFArea1","Fished",159.8,"Yes","No","Marcus Stowar","KEFArea1 7",13.76667,74.01667,NA,3,"126","NWSS KEF3"
11704,-21.58564,114.200528,20190530,08:20:30,NA,"KEFArea1","Fished",147.2,"Yes","No","Marcus Stowar","KEFArea1 6",12.06667,73.15,NA,3,"126","NWSS KEF3"
11741,-19.724894,115.468577,20190610,07:56:44,NA,"KEFArea2","Fished",121.5,"Yes","No","Marcus Stowar","KEFArea2 5",14.96667,76.05,NA,5,"126","NWSS KEF3"
11687,-21.576721,114.274845,20190530,14:56:34,NA,"KEFArea1","Fished",64.5,"Yes","No","Marcus Stowar","KEFArea1 23",23.18333,83.91666,NA,4,"126","NWSS KEF3"
11713,-19.756782,115.455793,20190610,07:30:04,NA,"KEFArea2","Fished",122.5,"Yes","No","Marcus Stowar","KEFArea2 1",11.28333,72.25,NA,5,"126","NWSS KEF3"
11690,-21.563606,114.296859,20190530,14:30:08,NA,"KEFArea1","Fished",122,"Yes","No","Marcus Stowar","KEFArea1 20",18.1,78.51667,NA,3,"126","NWSS KEF3"
11727,-19.673194,115.538412,20190610,13:47:22,NA,"KEFArea2","Fished",146.4,"Yes","No","Marcus Stowar","KEFArea2 19",14.75,76.06667,NA,4,"126","NWSS KEF3"
11730,-19.676673,115.511214,20190610,11:05:40,NA,"KEFArea2","Fished",109.6,"Yes","No","Marcus Stowar","KEFArea2 16",17.58333,78.25,NA,4,"126","NWSS KEF3"
11734,-19.692757,115.472836,20190610,10:33:12,NA,"KEFArea2","Fished",127.9,"Yes","No","Marcus Stowar","KEFArea2 12",14.18333,79.11667,NA,5,"126","NWSS KEF3"
11697,-21.574867,114.233491,20190530,11:02:12,NA,"KEFArea1","Fished",124.9,"Yes","No","Marcus Stowar","KEFArea1 13",23.06667,85.26667,NA,3,"126","NWSS KEF3"
11705,-21.595873,114.195691,20190530,08:13:10,NA,"KEFArea1","Fished",132.5,"Yes","No","Marcus Stowar","KEFArea1 5",18.16667,79.03333,NA,2,"126","NWSS KEF3"
11706,-21.60616,114.185851,20190530,08:04:32,NA,"KEFArea1","Fished",121.3,"Yes","No","Marcus Stowar","KEFArea1 4",10,70.35,NA,3,"126","NWSS KEF3"
11719,-19.746391,115.682182,20190611,07:21:56,NA,"KEFArea2","Fished",132.4,"Yes","No","Marcus Stowar","KEFArea2 27",19.13333,81.58334,NA,3,"126","NWSS KEF3"
11723,-19.707806,115.624013,20190610,14:29:18,NA,"KEFArea2","Fished",133.8,"Yes","No","Marcus Stowar","KEFArea2 23",15.53333,76.21667,NA,2,"126","NWSS KEF3"
11728,-19.686322,115.540876,20190610,13:40:32,NA,"KEFArea2","Fished",100.3,"Yes","No","Marcus Stowar","KEFArea2 18",9.93333,71.81667,NA,4,"126","NWSS KEF3"
