Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length
FSPAM1,-27.481,153.3796,20141001,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSPAM2,-27.481,153.3796,20141001,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSPAM3,-27.481,153.3796,20141001,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSPAM4,-27.481,153.3796,20141001,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSPAM5,-27.481,153.3796,20141001,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSPAM6,-27.481,153.3796,20141001,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSPAM7,-27.481,153.3796,20141001,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSPAM8,-27.481,153.3796,20141001,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSPBL1,-27.5336,153.4034,20141001,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSPBL2,-27.5336,153.4034,20141001,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSPBL3,-27.5336,153.4034,20141001,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSPBL4,-27.5336,153.4034,20141001,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSPBL5,-27.5336,153.4034,20141001,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSPBL6,-27.5336,153.4034,20141001,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSPBL7,-27.5336,153.4034,20141001,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSPBL8,-27.5336,153.4034,20141001,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSPHO1,-27.503,153.3606,20141001,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSPHO2,-27.503,153.3606,20141001,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSPHO3,-27.503,153.3606,20141001,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSPHO4,-27.503,153.3606,20141001,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSPHO5,-27.503,153.3606,20141001,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSPHO6,-27.503,153.3606,20141001,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSPHO7,-27.503,153.3606,20141001,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSPHO8,-27.503,153.3606,20141001,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSPPA1,-27.6432,153.3263,20141001,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FSPPA2,-27.6432,153.3263,20141001,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FSPPA3,-27.6432,153.3263,20141001,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FSPPA4,-27.6432,153.3263,20141001,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FSPPA5,-27.6432,153.3263,20141001,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FSPPA6,-27.6432,153.3263,20141001,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FSPPA7,-27.6432,153.3263,20141001,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FSPPA8,-27.6432,153.3263,20141001,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FSPWA1,-27.4568,153.421,20141001,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSPWA2,-27.4568,153.421,20141001,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSPWA3,-27.4568,153.421,20141001,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSPWA4,-27.4568,153.421,20141001,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSPWA5,-27.4568,153.421,20141001,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSPWA6,-27.4568,153.421,20141001,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSPWA7,-27.4568,153.421,20141001,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSPWA8,-27.4568,153.421,20141001,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
PSPCA1,-27.5979,153.4058,20141001,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSPCA2,-27.5979,153.4058,20141001,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSPCA3,-27.5979,153.4058,20141001,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSPCA4,-27.5979,153.4058,20141001,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSPCA5,-27.5979,153.4058,20141001,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSPCA6,-27.5979,153.4058,20141001,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSPCA7,-27.5979,153.4058,20141001,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSPCA8,-27.5979,153.4058,20141001,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSPLA1,-27.4872,153.3503,20141001,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSPLA2,-27.4872,153.3503,20141001,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSPLA3,-27.4872,153.3503,20141001,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSPLA4,-27.4872,153.3503,20141001,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSPLA5,-27.4872,153.3503,20141001,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSPLA6,-27.4872,153.3503,20141001,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSPLA7,-27.4872,153.3503,20141001,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSPLA8,-27.4872,153.3503,20141001,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSPLO1,-27.6509,153.3451,20141001,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSPLO2,-27.6509,153.3451,20141001,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSPLO3,-27.6509,153.3451,20141001,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSPLO4,-27.6509,153.3451,20141001,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSPLO5,-27.6509,153.3451,20141001,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSPLO7,-27.6509,153.3451,20141001,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSPLO8,-27.6509,153.3451,20141001,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSPMA1,-27.4507,153.3619,20141001,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSPMA2,-27.4507,153.3619,20141001,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSPMA3,-27.4507,153.3619,20141001,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSPMA4,-27.4507,153.3619,20141001,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSPMA5,-27.4507,153.3619,20141001,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSPMA6,-27.4507,153.3619,20141001,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
