Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length
PSPMA7,-27.4507,153.3619,20141001,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSPMA8,-27.4507,153.3619,20141001,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSPMY1,-27.4737,153.4057,20141001,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSPMY2,-27.4737,153.4057,20141001,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSPMY3,-27.4737,153.4057,20141001,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSPMY4,-27.4737,153.4057,20141001,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSPMY5,-27.4737,153.4057,20141001,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSPMY6,-27.4737,153.4057,20141001,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSPMY7,-27.4737,153.4057,20141001,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSPMY8,-27.4737,153.4057,20141001,13:00:00,Myora,No-take,10,3,Chris,Yes,No
FSUAM1,-27.481,153.3796,20150101,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSUAM2,-27.481,153.3796,20150101,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSUAM3,-27.481,153.3796,20150101,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSUAM4,-27.481,153.3796,20150101,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSUAM5,-27.481,153.3796,20150101,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSUAM6,-27.481,153.3796,20150101,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSUAM7,-27.481,153.3796,20150101,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSUAM8,-27.481,153.3796,20150101,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FSUBL1,-27.5336,153.4034,20150101,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSUBL2,-27.5336,153.4034,20150101,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSUBL3,-27.5336,153.4034,20150101,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSUBL4,-27.5336,153.4034,20150101,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSUBL5,-27.5336,153.4034,20150101,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSUBL6,-27.5336,153.4034,20150101,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSUBL7,-27.5336,153.4034,20150101,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSUBL8,-27.5336,153.4034,20150101,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FSUHO1,-27.503,153.3606,20150101,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSUHO2,-27.503,153.3606,20150101,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSUHO3,-27.503,153.3606,20150101,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSUHO4,-27.503,153.3606,20150101,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSUHO5,-27.503,153.3606,20150101,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSUHO6,-27.503,153.3606,20150101,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSUHO7,-27.503,153.3606,20150101,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSUHO8,-27.503,153.3606,20150101,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FSUPA1,-27.6432,153.3263,20150101,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FSUPA2,-27.6432,153.3263,20150101,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FSUPA3,-27.6432,153.3263,20150101,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FSUPA4,-27.6432,153.3263,20150101,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FSUWA1,-27.4568,153.421,20150101,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSUWA2,-27.4568,153.421,20150101,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSUWA3,-27.4568,153.421,20150101,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSUWA4,-27.4568,153.421,20150101,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSUWA5,-27.4568,153.421,20150101,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSUWA6,-27.4568,153.421,20150101,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSUWA7,-27.4568,153.421,20150101,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FSUWA8,-27.4568,153.421,20150101,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
PSUCA1,-27.5979,153.4058,20150101,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSUCA2,-27.5979,153.4058,20150101,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSUCA3,-27.5979,153.4058,20150101,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSUCA4,-27.5979,153.4058,20150101,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSUCA5,-27.5979,153.4058,20150101,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSUCA7,-27.5979,153.4058,20150101,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSUCA8,-27.5979,153.4058,20150101,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PSULO1,-27.6509,153.3451,20150101,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSULO2,-27.6509,153.3451,20150101,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSULO3,-27.6509,153.3451,20150101,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSULO4,-27.6509,153.3451,20150101,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSULO5,-27.6509,153.3451,20150101,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSULO7,-27.6509,153.3451,20150101,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSULO8,-27.6509,153.3451,20150101,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PSUMA1,-27.4507,153.3619,20150101,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSUMA2,-27.4507,153.3619,20150101,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSUMA3,-27.4507,153.3619,20150101,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSUMA4,-27.4507,153.3619,20150101,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSUMA5,-27.4507,153.3619,20150101,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSUMA6,-27.4507,153.3619,20150101,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSUMA7,-27.4507,153.3619,20150101,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSUMA8,-27.4507,153.3619,20150101,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PSUMY1,-27.4737,153.4057,20150101,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSUMY2,-27.4737,153.4057,20150101,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSUMY3,-27.4737,153.4057,20150101,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSUMY4,-27.4737,153.4057,20150101,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSUMY5,-27.4737,153.4057,20150101,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSUMY6,-27.4737,153.4057,20150101,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSUMY7,-27.4737,153.4057,20150101,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSUMY8,-27.4737,153.4057,20150101,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PSUPE1,-27.4872,153.3503,20150101,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSUPE2,-27.4872,153.3503,20150101,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSUPE3,-27.4872,153.3503,20150101,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSUPE4,-27.4872,153.3503,20150101,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSUPE5,-27.4872,153.3503,20150101,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSUPE6,-27.4872,153.3503,20150101,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSUPE7,-27.4872,153.3503,20150101,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PSUPE8,-27.4872,153.3503,20150101,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
FWIAM1,-27.481,153.3796,20140701,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FWIAM2,-27.481,153.3796,20140701,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FWIAM3,-27.481,153.3796,20140701,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FWIAM4,-27.481,153.3796,20140701,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FWIAM5,-27.481,153.3796,20140701,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FWIAM6,-27.481,153.3796,20140701,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FWIAM7,-27.481,153.3796,20140701,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FWIAM8,-27.481,153.3796,20140701,13:00:00,Amity Banks,Fished,1,3,Chris,Yes,No
FWIBL1,-27.5336,153.4034,20140701,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FWIBL2,-27.5336,153.4034,20140701,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FWIBL3,-27.5336,153.4034,20140701,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FWIBL4,-27.5336,153.4034,20140701,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FWIBL5,-27.5336,153.4034,20140701,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FWIBL6,-27.5336,153.4034,20140701,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FWIBL7,-27.5336,153.4034,20140701,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FWIBL8,-27.5336,153.4034,20140701,13:00:00,Blakeleys,Fished,2,3,Chris,Yes,No
FWIHO1,-27.503,153.3606,20140701,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FWIHO2,-27.503,153.3606,20140701,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FWIHO3,-27.503,153.3606,20140701,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FWIHO4,-27.503,153.3606,20140701,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FWIHO5,-27.503,153.3606,20140701,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FWIHO6,-27.503,153.3606,20140701,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FWIHO7,-27.503,153.3606,20140701,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FWIHO8,-27.503,153.3606,20140701,13:00:00,Horseshoe Bay,Fished,3,3,Chris,Yes,No
FWIPA1,-27.6432,153.3263,20140701,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FWIPA2,-27.6432,153.3263,20140701,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FWIPA3,-27.6432,153.3263,20140701,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FWIPA4,-27.6432,153.3263,20140701,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FWIPA5,-27.6432,153.3263,20140701,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FWIPA6,-27.6432,153.3263,20140701,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FWIPA7,-27.6432,153.3263,20140701,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FWIPA8,-27.6432,153.3263,20140701,13:00:00,Panikan,Fished,4,3,Chris,Yes,No
FWIWA1,-27.4568,153.421,20140701,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FWIWA2,-27.4568,153.421,20140701,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FWIWA3,-27.4568,153.421,20140701,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FWIWA4,-27.4568,153.421,20140701,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FWIWA5,-27.4568,153.421,20140701,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FWIWA6,-27.4568,153.421,20140701,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FWIWA7,-27.4568,153.421,20140701,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
FWIWA8,-27.4568,153.421,20140701,13:00:00,Wanga Wallen,Fished,5,3,Chris,Yes,No
PWICA1,-27.5979,153.4058,20140701,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PWICA2,-27.5979,153.4058,20140701,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PWICA3,-27.5979,153.4058,20140701,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PWICA4,-27.5979,153.4058,20140701,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PWICA5,-27.5979,153.4058,20140701,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PWICA6,-27.5979,153.4058,20140701,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PWICA7,-27.5979,153.4058,20140701,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PWICA8,-27.5979,153.4058,20140701,13:00:00,Canalpin,No-take,6,3,Chris,Yes,No
PWILO1,-27.6509,153.3451,20140701,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PWILO2,-27.6509,153.3451,20140701,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PWILO3,-27.6509,153.3451,20140701,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PWILO4,-27.6509,153.3451,20140701,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PWILO5,-27.6509,153.3451,20140701,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PWILO7,-27.6509,153.3451,20140701,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PWILO8,-27.6509,153.3451,20140701,13:00:00,Logan River,No-take,8,3,Chris,Yes,No
PWIMA1,-27.4507,153.3619,20140701,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PWIMA2,-27.4507,153.3619,20140701,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PWIMA3,-27.4507,153.3619,20140701,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PWIMA4,-27.4507,153.3619,20140701,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PWIMA5,-27.4507,153.3619,20140701,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PWIMA6,-27.4507,153.3619,20140701,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PWIMA7,-27.4507,153.3619,20140701,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PWIMA8,-27.4507,153.3619,20140701,13:00:00,Maroom Banks,No-take,9,3,Chris,Yes,No
PWIMY1,-27.4737,153.4057,20140701,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PWIMY2,-27.4737,153.4057,20140701,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PWIMY3,-27.4737,153.4057,20140701,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PWIMY4,-27.4737,153.4057,20140701,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PWIMY5,-27.4737,153.4057,20140701,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PWIMY6,-27.4737,153.4057,20140701,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PWIMY7,-27.4737,153.4057,20140701,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PWIMY8,-27.4737,153.4057,20140701,13:00:00,Myora,No-take,10,3,Chris,Yes,No
PWIPE1,-27.4872,153.3503,20140701,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PWIPE2,-27.4872,153.3503,20140701,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PWIPE3,-27.4872,153.3503,20140701,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PWIPE4,-27.4872,153.3503,20140701,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PWIPE5,-27.4872,153.3503,20140701,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PWIPE6,-27.4872,153.3503,20140701,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PWIPE7,-27.4872,153.3503,20140701,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
PWIPE8,-27.4872,153.3503,20140701,13:00:00,Lazarette,No-take,7,3,Chris,Yes,No
