Sample,Family,Genus,Species,Count
FSPHO1,Terapontidae,Pelates,sexlineatus,90
FSPHO2,Terapontidae,Pelates,sexlineatus,80
FSPHO3,Terapontidae,Pelates,sexlineatus,120
FSPHO4,Terapontidae,Pelates,sexlineatus,80
FSPHO5,Terapontidae,Pelates,sexlineatus,80
FSPHO6,Terapontidae,Pelates,sexlineatus,60
FSPHO7,Terapontidae,Pelates,sexlineatus,80
FSPHO8,Terapontidae,Pelates,sexlineatus,60
FSPPA2,Terapontidae,Pelates,sexlineatus,1
FSPPA3,Terapontidae,Pelates,sexlineatus,2
FSPPA4,Terapontidae,Pelates,sexlineatus,6
FSPPA5,Terapontidae,Pelates,sexlineatus,12
FSPPA6,Terapontidae,Pelates,sexlineatus,12
FSPPA8,Terapontidae,Pelates,sexlineatus,20
FSPWA1,Terapontidae,Pelates,sexlineatus,50
FSPWA2,Terapontidae,Pelates,sexlineatus,120
FSPWA3,Terapontidae,Pelates,sexlineatus,40
FSPWA4,Terapontidae,Pelates,sexlineatus,5
FSPWA5,Terapontidae,Pelates,sexlineatus,50
FSPWA6,Terapontidae,Pelates,sexlineatus,100
FSPWA7,Terapontidae,Pelates,sexlineatus,60
FSPWA8,Terapontidae,Pelates,sexlineatus,61
FSUAM1,Terapontidae,Pelates,sexlineatus,1
FSUAM2,Terapontidae,Pelates,sexlineatus,40
FSUAM3,Terapontidae,Pelates,sexlineatus,30
FSUAM4,Terapontidae,Pelates,sexlineatus,3
FSUAM5,Terapontidae,Pelates,sexlineatus,30
FSUAM6,Terapontidae,Pelates,sexlineatus,80
FSUAM7,Terapontidae,Pelates,sexlineatus,30
FSUAM8,Terapontidae,Pelates,sexlineatus,3
FSUBL1,Terapontidae,Pelates,sexlineatus,8
FSUBL3,Terapontidae,Pelates,sexlineatus,15
FSUBL4,Terapontidae,Pelates,sexlineatus,15
FSUBL5,Terapontidae,Pelates,sexlineatus,20
FSUBL6,Terapontidae,Pelates,sexlineatus,30
FSUBL7,Terapontidae,Pelates,sexlineatus,10
FSUBL8,Terapontidae,Pelates,sexlineatus,14
FSUHO6,Terapontidae,Pelates,sexlineatus,50
FSUHO8,Terapontidae,Pelates,sexlineatus,2
FSUPA1,Terapontidae,Pelates,sexlineatus,1
FSUWA1,Terapontidae,Pelates,sexlineatus,1
FSUWA2,Terapontidae,Pelates,sexlineatus,50
FSUWA3,Terapontidae,Pelates,sexlineatus,30
FSUWA4,Terapontidae,Pelates,sexlineatus,15
FSUWA5,Terapontidae,Pelates,sexlineatus,50
FSUWA6,Terapontidae,Pelates,sexlineatus,30
FSUWA7,Terapontidae,Pelates,sexlineatus,30
FSUWA8,Terapontidae,Pelates,sexlineatus,29
FWIAM1,Terapontidae,Pelates,sexlineatus,50
FWIAM2,Terapontidae,Pelates,sexlineatus,40
FWIAM5,Terapontidae,Pelates,sexlineatus,60
FWIAM6,Terapontidae,Pelates,sexlineatus,40
FWIAM8,Terapontidae,Pelates,sexlineatus,27
FWIBL1,Terapontidae,Pelates,sexlineatus,12
FWIBL2,Terapontidae,Pelates,sexlineatus,25
FWIBL3,Terapontidae,Pelates,sexlineatus,80
FWIBL4,Terapontidae,Pelates,sexlineatus,40
FWIBL5,Terapontidae,Pelates,sexlineatus,36
FWIBL6,Terapontidae,Pelates,sexlineatus,50
FWIBL7,Terapontidae,Pelates,sexlineatus,35
FWIBL8,Terapontidae,Pelates,sexlineatus,20
FWIHO1,Terapontidae,Pelates,sexlineatus,100
FWIHO2,Terapontidae,Pelates,sexlineatus,50
FWIHO3,Terapontidae,Pelates,sexlineatus,120
FWIHO4,Terapontidae,Pelates,sexlineatus,120
FWIHO5,Terapontidae,Pelates,sexlineatus,90
FWIHO7,Terapontidae,Pelates,sexlineatus,130
FWIWA2,Terapontidae,Pelates,sexlineatus,90
FWIWA3,Terapontidae,Pelates,sexlineatus,160
FWIWA7,Terapontidae,Pelates,sexlineatus,42
FWIWA8,Terapontidae,Pelates,sexlineatus,42
PSPCA1,Terapontidae,Pelates,sexlineatus,30
PSPCA2,Terapontidae,Pelates,sexlineatus,15
PSPCA3,Terapontidae,Pelates,sexlineatus,25
PSPCA4,Terapontidae,Pelates,sexlineatus,30
PSPCA5,Terapontidae,Pelates,sexlineatus,15
PSPCA6,Terapontidae,Pelates,sexlineatus,30
PSPCA7,Terapontidae,Pelates,sexlineatus,24
PSPCA8,Terapontidae,Pelates,sexlineatus,23
PSPLA1,Terapontidae,Pelates,sexlineatus,15
PSPLA2,Terapontidae,Pelates,sexlineatus,15
PSPLA3,Terapontidae,Pelates,sexlineatus,15
PSPLA4,Terapontidae,Pelates,sexlineatus,25
PSPLA5,Terapontidae,Pelates,sexlineatus,40
PSPLA6,Terapontidae,Pelates,sexlineatus,40
PSPLA7,Terapontidae,Pelates,sexlineatus,5
PSPLA8,Terapontidae,Pelates,sexlineatus,50
PSPLO1,Terapontidae,Pelates,sexlineatus,1
PSPLO3,Terapontidae,Pelates,sexlineatus,2
PSPMA1,Terapontidae,Pelates,sexlineatus,80
PSPMA2,Terapontidae,Pelates,sexlineatus,70
PSPMA3,Terapontidae,Pelates,sexlineatus,80
PSPMA4,Terapontidae,Pelates,sexlineatus,60
PSPMA5,Terapontidae,Pelates,sexlineatus,40
PSPMA6,Terapontidae,Pelates,sexlineatus,60
PSPMA7,Terapontidae,Pelates,sexlineatus,60
PSPMA8,Terapontidae,Pelates,sexlineatus,70
PSPMY1,Terapontidae,Pelates,sexlineatus,30
PSPMY2,Terapontidae,Pelates,sexlineatus,20
PSPMY5,Terapontidae,Pelates,sexlineatus,50
PSUCA1,Terapontidae,Pelates,sexlineatus,40
PSUCA3,Terapontidae,Pelates,sexlineatus,15
PSUCA4,Terapontidae,Pelates,sexlineatus,10
PSUCA5,Terapontidae,Pelates,sexlineatus,15
PSUCA7,Terapontidae,Pelates,sexlineatus,30
PSUCA8,Terapontidae,Pelates,sexlineatus,10
PSULO1,Terapontidae,Pelates,sexlineatus,3
PSULO4,Terapontidae,Pelates,sexlineatus,5
PSULO7,Terapontidae,Pelates,sexlineatus,1
PSULO8,Terapontidae,Pelates,sexlineatus,1
PSUMA1,Terapontidae,Pelates,sexlineatus,100
PSUMA2,Terapontidae,Pelates,sexlineatus,40
PSUMA3,Terapontidae,Pelates,sexlineatus,50
PSUMA4,Terapontidae,Pelates,sexlineatus,50
PSUMA5,Terapontidae,Pelates,sexlineatus,100
PSUMA6,Terapontidae,Pelates,sexlineatus,30
PSUMA7,Terapontidae,Pelates,sexlineatus,20
PSUMA8,Terapontidae,Pelates,sexlineatus,56
PSUMY3,Terapontidae,Pelates,sexlineatus,20
PSUMY5,Terapontidae,Pelates,sexlineatus,50
PSUMY6,Terapontidae,Pelates,sexlineatus,40
PSUMY7,Terapontidae,Pelates,sexlineatus,20
PSUMY8,Terapontidae,Pelates,sexlineatus,19
PSUPE1,Terapontidae,Pelates,sexlineatus,5
PSUPE2,Terapontidae,Pelates,sexlineatus,50
PSUPE3,Terapontidae,Pelates,sexlineatus,30
PSUPE4,Terapontidae,Pelates,sexlineatus,50
PSUPE5,Terapontidae,Pelates,sexlineatus,70
PSUPE6,Terapontidae,Pelates,sexlineatus,30
PSUPE7,Terapontidae,Pelates,sexlineatus,10
PSUPE8,Terapontidae,Pelates,sexlineatus,35
PWICA1,Terapontidae,Pelates,sexlineatus,45
PWICA2,Terapontidae,Pelates,sexlineatus,20
PWICA3,Terapontidae,Pelates,sexlineatus,30
PWICA4,Terapontidae,Pelates,sexlineatus,10
PWICA5,Terapontidae,Pelates,sexlineatus,15
PWICA6,Terapontidae,Pelates,sexlineatus,12
PWICA7,Terapontidae,Pelates,sexlineatus,25
PWICA8,Terapontidae,Pelates,sexlineatus,22
PWILO1,Terapontidae,Pelates,sexlineatus,11
PWILO3,Terapontidae,Pelates,sexlineatus,10
PWILO5,Terapontidae,Pelates,sexlineatus,1
PWILO8,Terapontidae,Pelates,sexlineatus,1
PWIMA1,Terapontidae,Pelates,sexlineatus,8
PWIMA4,Terapontidae,Pelates,sexlineatus,18
PWIMA6,Terapontidae,Pelates,sexlineatus,17
PWIMA7,Terapontidae,Pelates,sexlineatus,24
PWIMA8,Terapontidae,Pelates,sexlineatus,13
PWIMY1,Terapontidae,Pelates,sexlineatus,80
PWIMY3,Terapontidae,Pelates,sexlineatus,45
PWIMY6,Terapontidae,Pelates,sexlineatus,55
PWIMY8,Terapontidae,Pelates,sexlineatus,20
PWIPE1,Terapontidae,Pelates,sexlineatus,40
PWIPE2,Terapontidae,Pelates,sexlineatus,25
PWIPE3,Terapontidae,Pelates,sexlineatus,15
PWIPE4,Terapontidae,Pelates,sexlineatus,15
PWIPE5,Terapontidae,Pelates,sexlineatus,15
PWIPE6,Terapontidae,Pelates,sexlineatus,40
PWIPE7,Terapontidae,Pelates,sexlineatus,20
PWIPE8,Terapontidae,Pelates,sexlineatus,24
FWIAM4,Tetraodontidae,Arothon,reticularis,1
FSUWA4,Tetraodontidae,Arothron,stellatus,1
FSUWA7,Tetraodontidae,Arothron,stellatus,1
FSPAM1,Tetraodontidae,Lagocephalus,sceleratus,1
FSPAM4,Tetraodontidae,Lagocephalus,sceleratus,1
FSPAM6,Tetraodontidae,Lagocephalus,sceleratus,1
FSPAM7,Tetraodontidae,Lagocephalus,sceleratus,1
FSPAM8,Tetraodontidae,Lagocephalus,sceleratus,1
FSPBL2,Tetraodontidae,Lagocephalus,sceleratus,1
FSPBL3,Tetraodontidae,Lagocephalus,sceleratus,1
FSPBL5,Tetraodontidae,Lagocephalus,sceleratus,1
FSPBL7,Tetraodontidae,Lagocephalus,sceleratus,1
FSPBL8,Tetraodontidae,Lagocephalus,sceleratus,1
FSPPA7,Tetraodontidae,Lagocephalus,sceleratus,1
FSUAM5,Tetraodontidae,Lagocephalus,sceleratus,1
FSUBL6,Tetraodontidae,Lagocephalus,sceleratus,1
FWIAM2,Tetraodontidae,Lagocephalus,sceleratus,1
FWIBL2,Tetraodontidae,Lagocephalus,sceleratus,2
FWIBL5,Tetraodontidae,Lagocephalus,sceleratus,1
FWIBL6,Tetraodontidae,Lagocephalus,sceleratus,1
FWIBL8,Tetraodontidae,Lagocephalus,sceleratus,2
FWIPA4,Tetraodontidae,Lagocephalus,sceleratus,1
FWIWA2,Tetraodontidae,Lagocephalus,sceleratus,2
PSPCA1,Tetraodontidae,Lagocephalus,sceleratus,1
PSPCA3,Tetraodontidae,Lagocephalus,sceleratus,1
PSPMA4,Tetraodontidae,Lagocephalus,sceleratus,1
PSPMA6,Tetraodontidae,Lagocephalus,sceleratus,1
PSPMA8,Tetraodontidae,Lagocephalus,sceleratus,1
PSUCA3,Tetraodontidae,Lagocephalus,sceleratus,1
PSUCA5,Tetraodontidae,Lagocephalus,sceleratus,2
PSUCA7,Tetraodontidae,Lagocephalus,sceleratus,1
PSUMA1,Tetraodontidae,Lagocephalus,sceleratus,3
PSUMA2,Tetraodontidae,Lagocephalus,sceleratus,5
PSUMA3,Tetraodontidae,Lagocephalus,sceleratus,1
PSUMA4,Tetraodontidae,Lagocephalus,sceleratus,6
PSUMA5,Tetraodontidae,Lagocephalus,sceleratus,3
PSUMA7,Tetraodontidae,Lagocephalus,sceleratus,3
PSUMA8,Tetraodontidae,Lagocephalus,sceleratus,3
PWICA2,Tetraodontidae,Lagocephalus,sceleratus,1
FSPAM1,Tetraodontidae,Tetractenos,hamiltoni,5
FSPAM2,Tetraodontidae,Tetractenos,hamiltoni,5
FSPAM3,Tetraodontidae,Tetractenos,hamiltoni,2
FSPAM4,Tetraodontidae,Tetractenos,hamiltoni,10
FSPAM5,Tetraodontidae,Tetractenos,hamiltoni,1
FSPAM6,Tetraodontidae,Tetractenos,hamiltoni,2
FSPAM7,Tetraodontidae,Tetractenos,hamiltoni,10
FSPAM8,Tetraodontidae,Tetractenos,hamiltoni,1
FSPPA3,Tetraodontidae,Tetractenos,hamiltoni,1
FSPWA1,Tetraodontidae,Tetractenos,hamiltoni,1
FSUAM1,Tetraodontidae,Tetractenos,hamiltoni,40
FSUAM2,Tetraodontidae,Tetractenos,hamiltoni,8
FSUAM3,Tetraodontidae,Tetractenos,hamiltoni,20
FSUAM4,Tetraodontidae,Tetractenos,hamiltoni,8
FSUAM6,Tetraodontidae,Tetractenos,hamiltoni,4
FSUAM7,Tetraodontidae,Tetractenos,hamiltoni,20
FSUAM8,Tetraodontidae,Tetractenos,hamiltoni,20
FSUHO2,Tetraodontidae,Tetractenos,hamiltoni,2
FSUHO3,Tetraodontidae,Tetractenos,hamiltoni,3
FSUHO5,Tetraodontidae,Tetractenos,hamiltoni,3
FWIAM1,Tetraodontidae,Tetractenos,hamiltoni,1
FWIAM2,Tetraodontidae,Tetractenos,hamiltoni,4
FWIAM3,Tetraodontidae,Tetractenos,hamiltoni,3
FWIAM4,Tetraodontidae,Tetractenos,hamiltoni,10
FWIAM5,Tetraodontidae,Tetractenos,hamiltoni,3
FWIAM6,Tetraodontidae,Tetractenos,hamiltoni,6
FWIAM7,Tetraodontidae,Tetractenos,hamiltoni,4
FWIAM8,Tetraodontidae,Tetractenos,hamiltoni,4
FWIHO1,Tetraodontidae,Tetractenos,hamiltoni,1
FWIHO2,Tetraodontidae,Tetractenos,hamiltoni,24
FWIHO4,Tetraodontidae,Tetractenos,hamiltoni,1
FWIHO6,Tetraodontidae,Tetractenos,hamiltoni,4
FWIHO7,Tetraodontidae,Tetractenos,hamiltoni,2
FWIHO8,Tetraodontidae,Tetractenos,hamiltoni,9
FWIWA3,Tetraodontidae,Tetractenos,hamiltoni,1
FWIWA5,Tetraodontidae,Tetractenos,hamiltoni,1
PSPMA2,Tetraodontidae,Tetractenos,hamiltoni,4
PSPMA3,Tetraodontidae,Tetractenos,hamiltoni,5
PSPMA4,Tetraodontidae,Tetractenos,hamiltoni,2
PSPMA5,Tetraodontidae,Tetractenos,hamiltoni,2
PSPMA6,Tetraodontidae,Tetractenos,hamiltoni,2
PSPMA7,Tetraodontidae,Tetractenos,hamiltoni,1
PSPMA8,Tetraodontidae,Tetractenos,hamiltoni,4
PSULO3,Tetraodontidae,Tetractenos,hamiltoni,1
PSUMA1,Tetraodontidae,Tetractenos,hamiltoni,2
PSUMA2,Tetraodontidae,Tetractenos,hamiltoni,2
PSUMA3,Tetraodontidae,Tetractenos,hamiltoni,5
PSUMA4,Tetraodontidae,Tetractenos,hamiltoni,5
PSUMA7,Tetraodontidae,Tetractenos,hamiltoni,2
PSUMA8,Tetraodontidae,Tetractenos,hamiltoni,3
PSUPE1,Tetraodontidae,Tetractenos,hamiltoni,1
PWICA3,Tetraodontidae,Tetractenos,hamiltoni,1
PWILO3,Tetraodontidae,Tetractenos,hamiltoni,1
PWILO7,Tetraodontidae,Tetractenos,hamiltoni,2
PWIMA1,Tetraodontidae,Tetractenos,hamiltoni,1
PWIMA2,Tetraodontidae,Tetractenos,hamiltoni,20
PWIMA3,Tetraodontidae,Tetractenos,hamiltoni,5
PWIMA4,Tetraodontidae,Tetractenos,hamiltoni,10
PWIMA5,Tetraodontidae,Tetractenos,hamiltoni,8
PWIMA6,Tetraodontidae,Tetractenos,hamiltoni,1
PWIMA7,Tetraodontidae,Tetractenos,hamiltoni,12
PWIMA8,Tetraodontidae,Tetractenos,hamiltoni,45
PWIMY4,Tetraodontidae,Tetractenos,hamiltoni,3
PWIMY8,Tetraodontidae,Tetractenos,hamiltoni,1
FSPAM1,Triacanthidae,Tripodichthys,angustifrons,2
FSPAM2,Triacanthidae,Tripodichthys,angustifrons,1
FSPAM5,Triacanthidae,Tripodichthys,angustifrons,1
FSUAM1,Triacanthidae,Tripodichthys,angustifrons,1
FSUAM4,Triacanthidae,Tripodichthys,angustifrons,1
FSUBL2,Triacanthidae,Tripodichthys,angustifrons,1
FSUWA1,Triacanthidae,Tripodichthys,angustifrons,1
FSUWA3,Triacanthidae,Tripodichthys,angustifrons,1
FSUWA4,Triacanthidae,Tripodichthys,angustifrons,1
FWIHO1,Triacanthidae,Tripodichthys,angustifrons,2
PSPMA7,Triacanthidae,Tripodichthys,angustifrons,1
PSPMA8,Triacanthidae,Tripodichthys,angustifrons,1
PWICA4,Triacanthidae,Tripodichthys,angustifrons,1
PWICA5,Triacanthidae,Tripodichthys,angustifrons,1
PWICA7,Triacanthidae,Tripodichthys,angustifrons,1
PWIMA1,Triacanthidae,Tripodichthys,angustifrons,2
PWIMA2,Triacanthidae,Tripodichthys,angustifrons,1
PWIMA3,Triacanthidae,Tripodichthys,angustifrons,2
PWIMA4,Triacanthidae,Tripodichthys,angustifrons,2
PWIMA6,Triacanthidae,Tripodichthys,angustifrons,1
PWIMA7,Triacanthidae,Tripodichthys,angustifrons,1
PWIMA8,Triacanthidae,Tripodichthys,angustifrons,1
