OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
BOO01	3	BOO1Left (1).MP4	10912	BOO1Right (1).MP4	10025	6.06828	Timeseabed	0.19631	3109.32871	1040.28252	-6864.03853	31.52711	11.92159	71.46309	8.68246	7606.91381	25.34915								Vis		
BOO02	47	BOO2Left (2).MP4	27317	BOO2Right (2).MP4	26048	32.89230		-1.00000	340.13682	898.86740	-6994.47552	4.76077	10.74713	72.33378	0.32652	7060.19430	7.15722								Vis		
BOO03	6	BOO3Left (2).MP4	3601	BOO3Right (2).MP4	2465	19.70357	Timeseabed	1.60939	-1365.67167	1066.12626	-5765.38763	11.88307	9.77986	50.08323	3.07421	6020.08129	16.60138								Vis		
BOO06	22	BOO6Left (1).MP4	26790	BOO6Right (1).MP4	26083	14.89822	Timeseabed	5.73740	1302.84684	-238.56693	-5812.56245	11.44340	3.36380	50.86670	2.79670	5961.56072	12.86727								Vis		
CT02	1	CT02Left (1).MP4	9950	CT02Right (1).MP4	10002	5.53331	Timeseabed	1.54098	595.74343	1109.70303	-8318.87841	8.17832	15.46102	102.19876	0.07017	8413.68463	7.98448								Vis		
CT03	1	CT03Left (1).MP4	13388	CT03Right (1).MP4	13307	7.44522	Timeseabed	1.44255	3046.96920	1259.37988	-7388.18796	33.37220	15.25975	82.69450	10.08819	8090.44994	23.82716								Vis		
CT04	1	CT04Left (2).MP4	30222	CT04Right (2).MP4	30598	34.50781		-1.00000	2796.72668	156.91883	-5696.36280	24.41128	3.13841	51.01378	1.67238	6347.82268	26.17647								Vis		
CT05	1	CT05Left (1).MP4	12973	CT05Right (1).MP4	14081	7.21443	Timeseabed	1.56935	1129.60386	1757.20981	-6845.20580	11.79913	18.43704	70.19312	0.96430	7156.85920	16.83333								Vis		
CT06	1	CT06Left (3).MP4	8691	CT06Right (3).MP4	6974	40.23519	Timeseabed	24.44776	-1056.47003	1244.62275	-5827.77882	9.50915	11.90434	51.22781	4.57305	6052.12531	15.10931								Vis		
CT07	1	CT07Left (1).MP4	14992	CT07Right (1).MP4	16209	8.33722	Timeseabed	0.22022	-569.72996	1450.77648	-8169.64973	7.76694	18.89317	98.41224	6.33403	8317.00194	10.24889								Vis		
LI03	15	LI03Left (1).MP4	24843	LI03Right (1).MP4	24045	13.81547	Timeseabed	0.79746	-2745.01939	531.83660	-6740.13311	28.13633	7.22089	70.37577	8.94392	7297.07996	22.40459								Vis		
LI05	1	LI05Left (2).MP4	24289	LI05Right (2).MP4	23447	31.20840	Timeseabed	20.95093	1466.62320	2414.55945	-8252.73679	18.10243	30.20870	101.47393	4.82739	8722.88630	18.72346								Vis		
LI08	1	LI08Left (1).MP4	8721	LI08Right (1).MP4	6510	4.84985	Timeseabed	0.43154	1409.20875	2777.29191	-11478.05988	24.33315	49.57281	195.15622	6.79889	11893.06850	14.65164								Vis		
LI09	1	LI09Left (3).MP4	2086	LI09Right (3).MP4	961	36.56208	Timeseabed	30.18015	2395.41498	869.23477	-6851.30468	24.82020	9.85328	72.02858	4.47363	7309.85347	20.34675								Vis		
