OpCode	TapeReader	Depth	Comment	Info5Name	Info5Value	Info6Name	Info6Value	Info7Name	Info7Value	Info8Name	Info8Value	Info9Name	Info9Value	Info10Name	Info10Value	Info11Name	Info11Value	Info12Name	Info12Value
BE01	ML	33	Camera fell over	Location	Seal Rocks	Zone	HPZ	 Name	Balmona	Date	09/11/2022								
BE02	ML	33m		Location	Seal Rocks	Zone	HPZ	 Name	Balmona	Date	09/11/2022								
BE03	ML	33m		Location	Seal Rocks	Zone	HPZ	 Name	Balmona	Date	09/11/2022								
BE04	ML	36m	on sand adjacent to reef	Location	Seal Rocks	Zone	HPZ	 Name	Balmona	Date	09/11/2022								
BH01	ML	31m		Location	Black Head	Zone	OUT	 Name	Black Head	Date	19/9/22								
BH02	ML	32m		Location	Black Head	Zone	OUT	 Name	Black Head	Date	19/9/22								
BH03	ML	33m		Location	Black Head	Zone	OUT	 Name	Black Head	Date	19/9/22								
BH04	ML	33m		Location	Black Head	Zone	OUT	 Name	Black Head	Date	19/09/2022								
BH06	ML	33m		Location	Black Head	Zone	OUT	 Name	Black Head	Date	19/09/2022								
BH07	ML	31m		Location	Black Head	Zone	OUT	 Name	Black Head	Date	19/09/2022								
BH08	ML	28m		Location	Black Head	Zone	OUT	 Name	Black Head	Date	19/09/2022								
BH09	ML	30m		Location	Black Head	Zone	OUT	 Name	Black Head	Date	19/09/2022								
BIHPZ01	CG	25	29/06/22	Location	Broughton Island	Zone	HPZ	 Name											
BIHPZ02	LH	25		Location	Broughton Island	Zone	HPZ	Name	BI	Date	29/6/22								
BIHPZ03	LH	28		Location	Broughton Islandf	Zone	HPZ	Name	BIHPZ03	Date	29/6/22								
BIHPZ04	CG	22	No stereo	Location	Broughton Island	Zone	HPZ	Name	BIHPZ	Date	29/06/22								
BIHPZ05	LH	21		Location	Broughton Island	Zone	HPZ	Name	BIHPZ05	Date	29/6/22								
BIHPZ06	LH	27	CAM1	Location	BI	Zone	HPZ06	Name	BIHPZ06	Date	29/6/22								
BIHPZ07	LH	23		Location	Broughton Island	Zone	HPZ	Name	BIHPZ07	Date	29/6/22								
BIHPZ09	LH	28		Location	Broughton Island	Zone	HPZ	Name	HPZ09	Date	30/6/22								
BISZ01	CG	25		Location	Broughton Is	Zone	SZ	 Name	Broughton										
BISZ03	CG	30	CAM1	Location	BISZ	Zone	SZ	 Name	BI										
BISZ04	CG	28	29/06/22	Location	BI	Zone	SZ	 Name											
BISZ05	CG	28	29/06/22	Location	BI	Zone	SZ	 Name											
BISZ06	CG	31	Cam1	Location	BISZ06	Zone	SZ	 Name	Broughton Island										
BISZ07	CG	31	Cam3	Location	Broughton	Zone	SZ	 Name	Broughton SZ										
BISZ08	CG	23	cam4	Location	BI	Zone	SZ	 Name	Broughton Island										
BISZ09	CG	26		Location	Broughton Island	Zone	SZ	 Name	BI										
BOO01	JM	25																	
BOO02	JM	22																	
BOO03	JM	21																	
BOO06	JM	24																	
BS01	DH	25		Location	Big Seal	Site Name	Seal Rocks	Zoning	SZ										
BS02	DH	27		Location	Big Seal	Site Name	Seal Rocks	Zoning	SZ										
