OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
RIMP_20220228_GC1-1	0	gc1-1_L18_287.MP4	14226	gc1-1_R17_287.MP4	10200	3.95562	Soak Time	0.34006	-256.58735	257.23644	-2959.70898	2.04	2.06701	17.21215	0.0876	2981.92637	6.9703	Pomacentridae	Parma	mccullochi	37372093	1	AD	Passing			
RIMP_20220228_GC1-1	1	gc1-1_L18_287.MP4	14226	gc1-1_R17_287.MP4	10200	3.95562	Soak Time	0.34006	552.38361	411.73347	-3066.82214	3.57911	2.89813	18.60492	0.89063	3143.25471	12.63727	Pomacentridae	Parma	mccullochi	37372093	1	AD	Passing			
RIMP_20220228_GC1-1	3	gc1-1_L18_287.MP4	14896	gc1-1_R17_287.MP4	10870	4.14192	Soak Time	0.52636	668.91321	449.27821	-3111.97579	4.27781	3.14086	19.16237	2.36598	3214.6056	14.49464	Kyphosidae	Kyphosus	cornelii	37361012	5	AD	Passing			
RIMP_20220228_GC1-1	4	gc1-1_L18_287.MP4	22669	gc1-1_R17_287.MP4	18643	6.30324	Soak Time	2.68769	568.89035	148.62912	-2472.14567	2.95618	1.40318	12.15579	4.39901	2541.10823	13.36885	Scorpididae	Scorpis	georgiana	37361015	1	AD	Passing			
RIMP_20220228_GC1-1	12	gc1-1_L18_288.MP4	6554	gc1-1_R17_288.MP4	2528	24.3788	Soak Time	20.76324	471.78993	-159.64832	-1983.81638	2.03842	1.1479	7.86857	1.45461	2045.38524	14.10658	Dasyatidae	Bathytoshia	brevicaudata	37035001	1	AD	Passing			
RIMP_20220228_GC1-1	18	gc1-1_L18_288.MP4	23533	gc1-1_R17_288.MP4	19507	29.0999	Soak Time	25.48435	-599.83325	184.39203	-1173.7106	1.37396	0.68813	2.55116	1.22712	1330.93836	28.11989	Sparidae	Chrysophrys	auratus	37353001	8	AD	Passing			
RIMP_20220228_GC1-1	24	gc1-1_L18_289.MP4	1365	gc1-1_R17_288.MP4	78399	45.47515	Soak Time	41.8596	-250.97501	470.46124	-4551.31929	3.10275	4.73303	40.53047	9.51727	4582.44798	6.64694	Labridae	Coris	auricularis	37384088	56	AD	Passing			
RIMP_20220228_GC1-1	26	gc1-1_L18_289.MP4	1672	gc1-1_R17_288.MP4	78706	45.56052	Soak Time	41.94496	858.96798	-32.32246	-1804.48917	3.03783	0.88112	6.38215	0.30475	1998.76259	25.47252	Labridae	Coris	auricularis	37384088	1	AD	Passing			
RIMP_20220228_GC1-1	27	gc1-1_L18_289.MP4	7137	gc1-1_R17_289.MP4	3111	47.08009	Soak Time	43.46453	-283.3311	223.89909	-710.05917	0.50977	0.45522	0.94706	7.70202	796.61242	26.93209	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
RIMP_20220228_GC1-1	31	gc1-1_L18_289.MP4	7178	gc1-1_R17_289.MP4	3152	47.09149	Soak Time	43.47593	-779.16424	260.72034	-1427.74727	2.05093	0.95343	3.70116	8.95633	1647.28087	29.90655	Scorpididae	Neatypus	obliquus	37361002	2	AD	Passing			
