Camera Details

Generated: Thursday 02 November 2023 13:11:58

OpCode	TapeReader	Depth	Comment	Latitude	Longitude	Date	Time	MPAStatus	Site	Year	Spare	Camera	Index	Descriptor	Image rows	Image columns	Focal length (mm)	x pixel size (mm)	y pixel size (mm)	X mm	Y mm	Z mm	Omega (degrees)	Phi (degrees)	Kappa (degrees)
PPB007	Darcy Cutter	13.2		-38.32010002	144.65013	04/03/2022	11.01	No Take 	Port Phillip bay 	2022		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92343	0.002850	0.002850	301.083	0.000	0.000	0.242	4.136	1.418
PPB008	Darcy Cutter	16		-38.32656179	144.67468	04/03/2022	10:44	Fished 	Port Phillip bay 	2022		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92887	0.002850	0.002850	-300.733	0.000	0.000	-0.351	-5.426	-0.082
PPB008	Darcy Cutter	16		-38.32656179	144.67468	04/03/2022	10:44	Fished 	Port Phillip bay 	2022		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94085	0.002850	0.002850	300.733	0.000	0.000	0.351	4.759	0.616
PPB009	Darcy Cutter	15		-38.32521433	144.66387	04/03/2022	10:47	Fished 	Port Phillip bay 	2022		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93955	0.002850	0.002850	-300.993	0.000	0.000	-0.476	-5.228	0.083
PPB009	Darcy Cutter	15		-38.32521433	144.66387	04/03/2022	10:47	Fished 	Port Phillip bay 	2022		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93571	0.002850	0.002850	300.993	0.000	0.000	0.476	5.136	1.192
PPB010	Darcy Cutter	12.4		-38.32011068	144.66498	04/03/2022	10:54	Fished 	Port Phillip Bay 	2022		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93665	0.002850	0.002850	-300.611	0.000	0.000	0.285	-5.214	0.874
PPB010	Darcy Cutter	12.4		-38.32011068	144.66498	04/03/2022	10:54	Fished 	Port Phillip Bay 	2022		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93228	0.002850	0.002850	300.611	0.000	0.000	-0.285	5.133	0.760
PPB011	Darcy Cutter	13		-38.32349749	144.65847	04/03/2022	10:51	Fished 	Port Phillip bay 	2022		Left	0		0	0	0.00000	0.000000	0.000000	0.000	0.000	0.000	0.000	0.000	0.000
PPB011	Darcy Cutter	13		-38.32349749	144.65847	04/03/2022	10:51	Fished 	Port Phillip bay 	2022		Right	0		0	0	0.00000	0.000000	0.000000	0.000	0.000	0.000	0.000	0.000	0.000
PPB012	Scott Gray	1.6		-38.273679	144.775763	1/03/2022	9:35	No Take	Port Phillip Bay	2022	Seagrass	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94530	0.002850	0.002850	-301.083	0.000	0.000	-0.242	-5.041	-0.546
PPB012	Scott Gray	1.6		-38.273679	144.775763	1/03/2022	9:35	No Take	Port Phillip Bay	2022	Seagrass	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92343	0.002850	0.002850	301.083	0.000	0.000	0.242	4.136	1.418
PPB013	Scott Gray	2		-38.043506	144.545736	17/02/2022	12:54	Fished	Port Phillip Bay	2022	Sand, algae	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93597	0.002850	0.002850	-301.591	0.000	0.000	0.167	-4.985	1.317
PPB013	Scott Gray	2		-38.043506	144.545736	17/02/2022	12:54	Fished	Port Phillip Bay	2022	Sand, algae	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94113	0.002850	0.002850	301.591	0.000	0.000	-0.167	4.472	0.927
PPB014	Scott Gray	2.5		-37.868668	144.913185	4/04/2022	13:41	Fished	Port Phillip Bay	2022	Reef, algae	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93665	0.002850	0.002850	-300.611	0.000	0.000	0.285	-5.214	0.874
PPB014	Scott Gray	2.5		-37.868668	144.913185	4/04/2022	13:41	Fished	Port Phillip Bay	2022	Reef, algae	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93228	0.002850	0.002850	300.611	0.000	0.000	-0.285	5.133	0.760
PPB015	Scott Gray	3		-38.34413	144.75908	15/02/2022	14:59	Fished	Port Phillip Bay	2022	Sand, rubble	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92887	0.002850	0.002850	-300.733	0.000	0.000	-0.351	-5.426	-0.082
PPB015	Scott Gray	3		-38.34413	144.75908	15/02/2022	14:59	Fished	Port Phillip Bay	2022	Sand, rubble	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94085	0.002850	0.002850	300.733	0.000	0.000	0.351	4.759	0.616
PPB016	Scott Gray	2		-38.13380203	144.4151828	17/02/2022	15:11	Fished	Port Phillip Bay	2022	Sand, algae	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93730	0.002850	0.002850	-301.667	0.000	0.000	0.202	-4.580	2.158
PPB016	Scott Gray	2		-38.13380203	144.4151828	17/02/2022	15:11	Fished	Port Phillip Bay	2022	Sand, algae	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95002	0.002850	0.002850	301.667	0.000	0.000	-0.202	5.216	0.009
PPB017	Darcy Cutter	3		-38.30412315	144.65585	03/03/2022	15:13	No Take 	Port Phillip bay 	2022		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93665	0.002850	0.002850	-300.611	0.000	0.000	0.285	-5.214	0.874
PPB017	Darcy Cutter	3		-38.30412315	144.65585	03/03/2022	15:13	No Take 	Port Phillip bay 	2022		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93228	0.002850	0.002850	300.611	0.000	0.000	-0.285	5.133	0.760
PPB018	Darcy Cutter	2.5		-38.32786	144.741	03/03/2022	15:35	Fished 	Port Phillip Bay 	2022		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92887	0.002850	0.002850	-300.733	0.000	0.000	-0.351	-5.426	-0.082
PPB018	Darcy Cutter	2.5		-38.32786	144.741	03/03/2022	15:35	Fished 	Port Phillip Bay 	2022		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94085	0.002850	0.002850	300.733	0.000	0.000	0.351	4.759	0.616
PPB019	Scott Gray	3		-38.02771	144.58116	17/02/2022	12:39	Fished	Port Phillip Bay	2022	Reef, barren	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93230	0.002850	0.002850	-300.773	0.000	0.000	0.107	-4.881	-1.232
PPB019	Scott Gray	3		-38.02771	144.58116	17/02/2022	12:39	Fished	Port Phillip Bay	2022	Reef, barren	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93885	0.002850	0.002850	300.773	0.000	0.000	-0.107	5.000	0.241
PPB020	Scott Gray	3		-38.02847555	144.59	17/02/2022	12:41	Fished	Port Phillip Bay	2022	Reef, barren	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93665	0.002850	0.002850	-300.611	0.000	0.000	0.285	-5.214	0.874
PPB020	Scott Gray	3		-38.02847555	144.59	17/02/2022	12:41	Fished	Port Phillip Bay	2022	Reef, barren	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93228	0.002850	0.002850	300.611	0.000	0.000	-0.285	5.133	0.760
PPB021	Scott Gray	3		-37.8697	144.8882	4/04/2022	13:26	Fished	Port Phillip Bay	2022	Reef	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93230	0.002850	0.002850	-300.773	0.000	0.000	0.107	-4.881	-1.232
PPB021	Scott Gray	3		-37.8697	144.8882	4/04/2022	13:26	Fished	Port Phillip Bay	2022	Reef	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93885	0.002850	0.002850	300.773	0.000	0.000	-0.107	5.000	0.241
PPB022	Scott Gray	3		-38.11639695	144.695	17/02/2022	9:12	Fished	Port Phillip Bay	2022	Sand, rubble, algae	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93730	0.002850	0.002850	-301.667	0.000	0.000	0.202	-4.580	2.158
PPB022	Scott Gray	3		-38.11639695	144.695	17/02/2022	9:12	Fished	Port Phillip Bay	2022	Sand, rubble, algae	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95002	0.002850	0.002850	301.667	0.000	0.000	-0.202	5.216	0.009
PPB023	Scott Gray	3		-38.13972774	144.4417729	17/02/2022	14:58	Fished	Port Phillip Bay	2022	Seagrass	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92887	0.002850	0.002850	-300.733	0.000	0.000	-0.351	-5.426	-0.082
PPB023	Scott Gray	3		-38.13972774	144.4417729	17/02/2022	14:58	Fished	Port Phillip Bay	2022	Seagrass	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94085	0.002850	0.002850	300.733	0.000	0.000	0.351	4.759	0.616
PPB024	Scott Gray	3.5		-38.30482895	144.67278	15/02/2022	9:22	No Take	Port Phillip Bay	2022	Sand	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94530	0.002850	0.002850	-301.083	0.000	0.000	-0.242	-5.041	-0.546
PPB024	Scott Gray	3.5		-38.30482895	144.67278	15/02/2022	9:22	No Take	Port Phillip Bay	2022	Sand	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92343	0.002850	0.002850	301.083	0.000	0.000	0.242	4.136	1.418
PPB025	Scott Gray	3		-37.9251	144.8011	4/04/2022	10:35	No Take	Port Phillip Bay	2022	Sand, reef, algae	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93597	0.002850	0.002850	-301.591	0.000	0.000	0.167	-4.985	1.317
PPB025	Scott Gray	3		-37.9251	144.8011	4/04/2022	10:35	No Take	Port Phillip Bay	2022	Sand, reef, algae	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94113	0.002850	0.002850	301.591	0.000	0.000	-0.167	4.472	0.927
PPB026	Scott Gray	2.7	Poor visbility 3m	-37.90846	144.9807	5/04/2022	14:18	Fished	Port Phillip Bay	2022	Reef, rubble, algae	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93230	0.002850	0.002850	-300.773	0.000	0.000	0.107	-4.881	-1.232
PPB026	Scott Gray	2.7	Poor visbility 3m	-37.90846	144.9807	5/04/2022	14:18	Fished	Port Phillip Bay	2022	Reef, rubble, algae	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93885	0.002850	0.002850	300.773	0.000	0.000	-0.107	5.000	0.241
PPB027	Scott Gray	3		-38.12259395	144.6020712	17/02/2022	9:35	Fished	Port Phillip Bay	2022	Sand, algae	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93550	0.002850	0.002850	-301.182	0.000	0.000	-0.069	-5.280	0.161
PPB027	Scott Gray	3		-38.12259395	144.6020712	17/02/2022	9:35	Fished	Port Phillip Bay	2022	Sand, algae	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93508	0.002850	0.002850	301.182	0.000	0.000	0.069	4.515	0.620
PPB028	Scott Gray	2		-37.897224	144.983936	5/04/2022	14:12	Fished	Port Phillip Bay	2022	Sand	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94530	0.002850	0.002850	-301.083	0.000	0.000	-0.242	-5.041	-0.546
PPB028	Scott Gray	2		-37.897224	144.983936	5/04/2022	14:12	Fished	Port Phillip Bay	2022	Sand	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92343	0.002850	0.002850	301.083	0.000	0.000	0.242	4.136	1.418
PPB029	Scott Gray	3.5		-38.36617	144.82295	15/02/2022	15:36	Fished	Port Phillip Bay	2022	Pier, sand	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93550	0.002850	0.002850	-301.182	0.000	0.000	-0.069	-5.280	0.161
PPB029	Scott Gray	3.5		-38.36617	144.82295	15/02/2022	15:36	Fished	Port Phillip Bay	2022	Pier, sand	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93508	0.002850	0.002850	301.182	0.000	0.000	0.069	4.515	0.620
PPB031	Scott Gray	4.5		-38.15294378	144.729	16/02/2022	13:15	Fished	Port Phillip Bay	2022	Sand,rubble, algae	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93730	0.002850	0.002850	-301.667	0.000	0.000	0.202	-4.580	2.158
PPB031	Scott Gray	4.5		-38.15294378	144.729	16/02/2022	13:15	Fished	Port Phillip Bay	2022	Sand,rubble, algae	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95002	0.002850	0.002850	301.667	0.000	0.000	-0.202	5.216	0.009
PPB033	Darcy Cutter	4		-38.306316	144.66453	03/03/2022	15:16	No Take 	Port Phillip Bay 	2022		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93730	0.002850	0.002850	-301.667	0.000	0.000	0.202	-4.580	2.158
PPB033	Darcy Cutter	4		-38.306316	144.66453	03/03/2022	15:16	No Take 	Port Phillip Bay 	2022		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95002	0.002850	0.002850	301.667	0.000	0.000	-0.202	5.216	0.009
PPB034	Darcy Cutter	3.4		-37.99739	145.02948	02/03/2022	14:54	No Take 	Port Phillip Bay 	2022		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93597	0.002850	0.002850	-301.591	0.000	0.000	0.167	-4.985	1.317
PPB034	Darcy Cutter	3.4		-37.99739	145.02948	02/03/2022	14:54	No Take 	Port Phillip Bay 	2022		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94113	0.002850	0.002850	301.591	0.000	0.000	-0.167	4.472	0.927
PPB035	Scott Gray	3.4		-37.9427	144.7561	4/04/2022	10:19	Fished	Port Phillip Bay	2022	Sand, seagrass, reef	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93665	0.002850	0.002850	-300.611	0.000	0.000	0.285	-5.214	0.874
PPB035	Scott Gray	3.4		-37.9427	144.7561	4/04/2022	10:19	Fished	Port Phillip Bay	2022	Sand, seagrass, reef	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93228	0.002850	0.002850	300.611	0.000	0.000	-0.285	5.133	0.760
PPB036	Darcy Cutter	9.5		-38.211584	145.035213	2/03/2022	9:48	Fished 	PPB ROV Sampling	2022		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93230	0.002850	0.002850	-300.773	0.000	0.000	0.107	-4.881	-1.232
PPB036	Darcy Cutter	9.5		-38.211584	145.035213	2/03/2022	9:48	Fished 	PPB ROV Sampling	2022		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93885	0.002850	0.002850	300.773	0.000	0.000	-0.107	5.000	0.241
PPB037	Scott Gray	3.6		-37.91762	144.98252	5/04/2022	14:23	Fished	Port Phillip Bay	2022	Rubble, sand, algae	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93665	0.002850	0.002850	-300.611	0.000	0.000	0.285	-5.214	0.874
PPB037	Scott Gray	3.6		-37.91762	144.98252	5/04/2022	14:23	Fished	Port Phillip Bay	2022	Rubble, sand, algae	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93228	0.002850	0.002850	300.611	0.000	0.000	-0.285	5.133	0.760
PPB038	Scott Gray	5		-38.3559	144.7741	15/02/2022	15:13	Fished	Port Phillip Bay	2022	Reef, pier, breakwall	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93955	0.002850	0.002850	-300.993	0.000	0.000	-0.476	-5.228	0.083
PPB038	Scott Gray	5		-38.3559	144.7741	15/02/2022	15:13	Fished	Port Phillip Bay	2022	Reef, pier, breakwall	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93571	0.002850	0.002850	300.993	0.000	0.000	0.476	5.136	1.192
PPB039	Scott Gray	2.5		-38.30422645	144.65929	15/02/2022	9:05	No Take	Port Phillip Bay	2022	Reef, sand	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93730	0.002850	0.002850	-301.667	0.000	0.000	0.202	-4.580	2.158
PPB039	Scott Gray	2.5		-38.30422645	144.65929	15/02/2022	9:05	No Take	Port Phillip Bay	2022	Reef, sand	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95002	0.002850	0.002850	301.667	0.000	0.000	-0.202	5.216	0.009
PPB040	Scott Gray	4		-38.04236308	144.561696	17/02/2022	12:50	Fished	Port Phillip Bay	2022	Sand, mud	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94530	0.002850	0.002850	-301.083	0.000	0.000	-0.242	-5.041	-0.546
PPB040	Scott Gray	4		-38.04236308	144.561696	17/02/2022	12:50	Fished	Port Phillip Bay	2022	Sand, mud	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92343	0.002850	0.002850	301.083	0.000	0.000	0.242	4.136	1.418
PPB041	Scott Gray	5		-38.12097441	144.731	16/02/2022	12:59	Fished	Port Phillip Bay	2022	Reef	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92887	0.002850	0.002850	-300.733	0.000	0.000	-0.351	-5.426	-0.082
PPB041	Scott Gray	5		-38.12097441	144.731	16/02/2022	12:59	Fished	Port Phillip Bay	2022	Reef	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94085	0.002850	0.002850	300.733	0.000	0.000	0.351	4.759	0.616
PPB042	Scott Gray	9	Poor visibility 3m	-38.11977	144.42425	17/02/2022	15:05	Fished	Port Phillip Bay	2022	Sand, mud	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93955	0.002850	0.002850	-300.993	0.000	0.000	-0.476	-5.228	0.083
PPB042	Scott Gray	9	Poor visibility 3m	-38.11977	144.42425	17/02/2022	15:05	Fished	Port Phillip Bay	2022	Sand, mud	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93571	0.002850	0.002850	300.993	0.000	0.000	0.476	5.136	1.192
PPB043	Scott Gray	5		-38.28298327	144.61985	1/03/2022	12:06	No Take	Port Phillip Bay	2022	Sand	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93665	0.002850	0.002850	-300.611	0.000	0.000	0.285	-5.214	0.874
PPB043	Scott Gray	5		-38.28298327	144.61985	1/03/2022	12:06	No Take	Port Phillip Bay	2022	Sand	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93228	0.002850	0.002850	300.611	0.000	0.000	-0.285	5.133	0.760
PPB044	Scott Gray	4.5		-38.30407154	144.66736	15/02/2022	9:19	Fished	Port Phillip Bay	2022	Sand	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93597	0.002850	0.002850	-301.591	0.000	0.000	0.167	-4.985	1.317
PPB044	Scott Gray	4.5		-38.30407154	144.66736	15/02/2022	9:19	Fished	Port Phillip Bay	2022	Sand	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94113	0.002850	0.002850	301.591	0.000	0.000	-0.167	4.472	0.927
PPB045	Darcy Cutter	4.5		-38.266	145.006	02/03/2022	9:25	Fished	Port Phillip Bay	2022		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92887	0.002850	0.002850	-300.733	0.000	0.000	-0.351	-5.426	-0.082
PPB045	Darcy Cutter	4.5		-38.266	145.006	02/03/2022	9:25	Fished	Port Phillip Bay	2022		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94085	0.002850	0.002850	300.733	0.000	0.000	0.351	4.759	0.616
PPB046	Scott Gray	4.1		-37.899	144.818	4/04/2022	12:57	Fished	Port Phillip Bay	2022	Sand, reef, algae	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92887	0.002850	0.002850	-300.733	0.000	0.000	-0.351	-5.426	-0.082
PPB046	Scott Gray	4.1		-37.899	144.818	4/04/2022	12:57	Fished	Port Phillip Bay	2022	Sand, reef, algae	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94085	0.002850	0.002850	300.733	0.000	0.000	0.351	4.759	0.616
PPB047	Darcy Cutter	3.2		-37.952	144.996	02/03/2022	14:36	Fished 	Port Phillip Bay 	2022		Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93730	0.002850	0.002850	-301.667	0.000	0.000	0.202	-4.580	2.158
PPB047	Darcy Cutter	3.2		-37.952	144.996	02/03/2022	14:36	Fished 	Port Phillip Bay 	2022		Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95002	0.002850	0.002850	301.667	0.000	0.000	-0.202	5.216	0.009
PPB048	Scott Gray	5		-38.31774	144.71334	16/02/2022	13:49	Fished	Port Phillip Bay	2022	Jetty, pier	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93550	0.002850	0.002850	-301.182	0.000	0.000	-0.069	-5.280	0.161
PPB048	Scott Gray	5		-38.31774	144.71334	16/02/2022	13:49	Fished	Port Phillip Bay	2022	Jetty, pier	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93508	0.002850	0.002850	301.182	0.000	0.000	0.069	4.515	0.620
PPB049	Scott Gray	3		-38.30691797	144.80102	1/03/2022	13:58	Fished	Port Phillip Bay	2022	Reef	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92887	0.002850	0.002850	-300.733	0.000	0.000	-0.351	-5.426	-0.082
PPB049	Scott Gray	3		-38.30691797	144.80102	1/03/2022	13:58	Fished	Port Phillip Bay	2022	Reef	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94085	0.002850	0.002850	300.733	0.000	0.000	0.351	4.759	0.616
PPB050	Scott Gray	4.8		-38.07083427	144.549	10/04/2022	9:42	Fished	Port Phillip Bay	2022	Sand, mud	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92887	0.002850	0.002850	-300.733	0.000	0.000	-0.351	-5.426	-0.082
PPB050	Scott Gray	4.8		-38.07083427	144.549	10/04/2022	9:42	Fished	Port Phillip Bay	2022	Sand, mud	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94085	0.002850	0.002850	300.733	0.000	0.000	0.351	4.759	0.616
PPB051	Scott Gray	5		-37.877	144.835	4/04/2022	13:08	Fished	Port Phillip Bay	2022	Sand, reef, algae	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93730	0.002850	0.002850	-301.667	0.000	0.000	0.202	-4.580	2.158
PPB051	Scott Gray	5		-37.877	144.835	4/04/2022	13:08	Fished	Port Phillip Bay	2022	Sand, reef, algae	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95002	0.002850	0.002850	301.667	0.000	0.000	-0.202	5.216	0.009
PPB052	Scott Gray	4	Poor visibility 3m	-38.110561	144.6513	17/02/2022	9:20	Fished	Port Phillip Bay	2022	Sand, Mud	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.92887	0.002850	0.002850	-300.733	0.000	0.000	-0.351	-5.426	-0.082
PPB052	Scott Gray	4	Poor visibility 3m	-38.110561	144.6513	17/02/2022	9:20	Fished	Port Phillip Bay	2022	Sand, Mud	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.94085	0.002850	0.002850	300.733	0.000	0.000	0.351	4.759	0.616
PPB055	Scott Gray	5.5		-37.946	144.769	4/04/2022	10:24	Fished	Port Phillip Bay	2022	Reef, barren	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93230	0.002850	0.002850	-300.773	0.000	0.000	0.107	-4.881	-1.232
PPB055	Scott Gray	5.5		-37.946	144.769	4/04/2022	10:24	Fished	Port Phillip Bay	2022	Reef, barren	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93885	0.002850	0.002850	300.773	0.000	0.000	-0.107	5.000	0.241
PPB056	Scott Gray	6		-38.27866588	144.62151	1/03/2022	12:08	No Take	Port Phillip Bay	2022	Sand, reef, macroalgae	Left	0	GoPro Hero 567 Black Linear Water	1080	1920	3.93730	0.002850	0.002850	-301.667	0.000	0.000	0.202	-4.580	2.158
PPB056	Scott Gray	6		-38.27866588	144.62151	1/03/2022	12:08	No Take	Port Phillip Bay	2022	Sand, reef, macroalgae	Right	0	GoPro Hero 567 Black Linear Water	1080	1920	3.95002	0.002850	0.002850	301.667	0.000	0.000	-0.202	5.216	0.009
