Dot Point Measurements

Generated: Tuesday 27 May 2025 08:57:55

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	campaignid	relief_annotated	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	level_4	level_5	scientific	qualifiers			Radius %
FIG-BV-02-1_X.JPG	      0		3044	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1					Relief	Low / moderate	Moderate (1-3m)	2					44.1
FIG-BV-02-1_X.JPG	      0		4259	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1					Relief	High	High (>3m)	3					74.3
FIG-BV-02-1_X.JPG	      0		613	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1													63.4
FIG-BV-02-1_X.JPG	      0		1828	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1													21.1
FIG-BV-02-1_X.JPG	      0		3044	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1					Relief	Low / moderate	Moderate (1-3m)	2					21.1
FIG-BV-02-1_X.JPG	      0		4259	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1					Relief	High	High (>3m)	3					63.4
FIG-BV-02-1_X.JPG	      0		613	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1													74.3
FIG-BV-02-1_X.JPG	      0		1828	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1													44.1
FIG-BV-02-1_X.JPG	      0		3044	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1					Relief	Low / moderate	Moderate (1-3m)	2					44.1
FIG-BV-02-1_X.JPG	      0		4259	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1					Relief	High	High (>3m)	3					74.3
FIG-BV-02-1_X.JPG	      0		613	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1													100.0
FIG-BV-02-1_X.JPG	      0		1828	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1													80.2
FIG-BV-02-1_X.JPG	      0		3044	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1					Relief	Low / moderate	Moderate (1-3m)	2					80.2
FIG-BV-02-1_X.JPG	      0		4259	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-02	1					Relief	High	High (>3m)	3					100.0
FIG-BV-04_1_X.JPG	      0		613	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1													100.0
FIG-BV-04_1_X.JPG	      0		1828	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1													80.2
FIG-BV-04_1_X.JPG	      0		3044	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1					Relief	Low / moderate	Low (<1m)	1					80.2
FIG-BV-04_1_X.JPG	      0		4259	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1					Relief	Flat		0					100.0
FIG-BV-04_1_X.JPG	      0		613	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1													74.3
FIG-BV-04_1_X.JPG	      0		1828	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1													44.1
FIG-BV-04_1_X.JPG	      0		3044	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1					Relief	Flat		0					44.1
FIG-BV-04_1_X.JPG	      0		4259	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1													74.3
FIG-BV-04_1_X.JPG	      0		613	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1													63.4
FIG-BV-04_1_X.JPG	      0		1828	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1													21.1
FIG-BV-04_1_X.JPG	      0		3044	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1					Relief	Flat		0					21.1
FIG-BV-04_1_X.JPG	      0		4259	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1					Relief	Low / moderate	Low (<1m)	1					63.4
FIG-BV-04_1_X.JPG	      0		613	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1													74.3
FIG-BV-04_1_X.JPG	      0		1828	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1													44.1
FIG-BV-04_1_X.JPG	      0		3044	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1					Relief	Flat		0					44.1
FIG-BV-04_1_X.JPG	      0		4259	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1					Relief	Low / moderate	Low (<1m)	1					74.3
FIG-BV-04_1_X.JPG	      0		613	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1													100.0
FIG-BV-04_1_X.JPG	      0		1828	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1													80.2
FIG-BV-04_1_X.JPG	      0		3044	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1					Relief	Flat		0					80.2
FIG-BV-04_1_X.JPG	      0		4259	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-04	1					Relief	Low / moderate	Low (<1m)	1					100.0
FIG-BV-05_1_X.JPG	      0		613	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1													96.2
FIG-BV-05_1_X.JPG	      0		1828	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1													75.4
FIG-BV-05_1_X.JPG	      0		3044	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1					Relief	Low / moderate	Low (<1m)	1					73.5
FIG-BV-05_1_X.JPG	      0		4259	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1					Relief	Flat		0					91.7
FIG-BV-05_1_X.JPG	      0		613	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1													72.9
FIG-BV-05_1_X.JPG	      0		1828	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1													41.9
FIG-BV-05_1_X.JPG	      0		3044	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1					Relief	Low / moderate	Low (<1m)	1					38.4
FIG-BV-05_1_X.JPG	      0		4259	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1					Relief	Low / moderate	Low (<1m)	1					67.0
FIG-BV-05_1_X.JPG	      0		613	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1													64.2
FIG-BV-05_1_X.JPG	      0		1828	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1													23.8
FIG-BV-05_1_X.JPG	      0		3044	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1					Relief	Low / moderate	Low (<1m)	1					17.1
FIG-BV-05_1_X.JPG	      0		4259	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1					Relief	Low / moderate	Low (<1m)	1					57.4
FIG-BV-05_1_X.JPG	      0		613	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1													75.4
FIG-BV-05_1_X.JPG	      0		1828	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1													46.1
FIG-BV-05_1_X.JPG	      0		3044	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1					Relief	Low / moderate	Low (<1m)	1					43.1
FIG-BV-05_1_X.JPG	      0		4259	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1					Relief	Low / moderate	Low (<1m)	1					69.7
FIG-BV-05_1_X.JPG	      0		613	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1													100.0
FIG-BV-05_1_X.JPG	      0		1828	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1													80.2
FIG-BV-05_1_X.JPG	      0		3044	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1					Relief	Low / moderate	Low (<1m)	1					78.5
FIG-BV-05_1_X.JPG	      0		4259	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1					Relief	Low / moderate	Low (<1m)	1					95.8
FIG-BV-05_1_X.JPG	      0		4578	1180											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-05	1													85.0
FIG-BV-06_1_X.JPG	      0		613	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1													100.0
FIG-BV-06_1_X.JPG	      0		1828	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1													80.2
FIG-BV-06_1_X.JPG	      0		3044	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1					Relief	High	Wall	4					80.2
FIG-BV-06_1_X.JPG	      0		4259	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1					Relief	High	Wall	4					100.0
FIG-BV-06_1_X.JPG	      0		613	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1													74.3
FIG-BV-06_1_X.JPG	      0		1828	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1													44.1
FIG-BV-06_1_X.JPG	      0		3044	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1					Relief	High	High (>3m)	3					44.1
FIG-BV-06_1_X.JPG	      0		4259	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1					Relief	High	Wall	4					74.3
FIG-BV-06_1_X.JPG	      0		613	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1													63.4
FIG-BV-06_1_X.JPG	      0		1828	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1													21.1
FIG-BV-06_1_X.JPG	      0		3044	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1					Relief	Low / moderate	Moderate (1-3m)	2					21.1
FIG-BV-06_1_X.JPG	      0		4259	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1					Relief	High	Wall	4					63.4
FIG-BV-06_1_X.JPG	      0		613	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1													74.3
FIG-BV-06_1_X.JPG	      0		1828	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1													44.1
FIG-BV-06_1_X.JPG	      0		3044	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1					Relief	Low / moderate	Low (<1m)	1					44.1
FIG-BV-06_1_X.JPG	      0		4259	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1					Relief	High	Wall	4					74.3
FIG-BV-06_1_X.JPG	      0		613	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1													100.0
FIG-BV-06_1_X.JPG	      0		1828	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1													80.2
FIG-BV-06_1_X.JPG	      0		3044	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1					Relief	Low / moderate	Low (<1m)	1					80.2
FIG-BV-06_1_X.JPG	      0		4259	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-06	1					Relief	High	Wall	4					100.0
FIG-BV-07_1_X.JPG	      0		613	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1													100.0
FIG-BV-07_1_X.JPG	      0		1828	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1													80.2
FIG-BV-07_1_X.JPG	      0		3044	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1					Relief	Low / moderate	Low (<1m)	1					80.2
FIG-BV-07_1_X.JPG	      0		4259	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1					Relief	Low / moderate	Low (<1m)	1					100.0
FIG-BV-07_1_X.JPG	      0		613	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1													74.3
FIG-BV-07_1_X.JPG	      0		1828	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1													44.1
FIG-BV-07_1_X.JPG	      0		3044	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1					Relief	Low / moderate	Low (<1m)	1					44.1
FIG-BV-07_1_X.JPG	      0		4259	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1					Relief	Low / moderate	Low (<1m)	1					74.3
FIG-BV-07_1_X.JPG	      0		613	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1													63.4
FIG-BV-07_1_X.JPG	      0		1828	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1													21.1
FIG-BV-07_1_X.JPG	      0		3044	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1					Relief	Low / moderate	Low (<1m)	1					21.1
FIG-BV-07_1_X.JPG	      0		4259	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1					Relief	Low / moderate	Low (<1m)	1					63.4
FIG-BV-07_1_X.JPG	      0		613	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1													74.3
FIG-BV-07_1_X.JPG	      0		1828	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1													44.1
FIG-BV-07_1_X.JPG	      0		3044	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1					Relief	Low / moderate	Low (<1m)	1					44.1
FIG-BV-07_1_X.JPG	      0		4259	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1					Relief	Low / moderate	Low (<1m)	1					74.3
FIG-BV-07_1_X.JPG	      0		613	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1													100.0
FIG-BV-07_1_X.JPG	      0		1828	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1													80.2
FIG-BV-07_1_X.JPG	      0		3044	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1					Relief	Low / moderate	Low (<1m)	1					80.2
FIG-BV-07_1_X.JPG	      0		4259	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-07	1					Relief	Flat		0					100.0
FIG-BV-08_1_X.JPG	      0		613	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1													100.0
FIG-BV-08_1_X.JPG	      0		1828	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1													80.2
FIG-BV-08_1_X.JPG	      0		3044	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1					Relief	Low / moderate	Low (<1m)	1					80.2
FIG-BV-08_1_X.JPG	      0		4259	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1					Relief	Low / moderate	Low (<1m)	1					100.0
FIG-BV-08_1_X.JPG	      0		613	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1													74.3
FIG-BV-08_1_X.JPG	      0		1828	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1													44.1
FIG-BV-08_1_X.JPG	      0		3044	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1					Relief	Low / moderate	Low (<1m)	1					44.1
FIG-BV-08_1_X.JPG	      0		4259	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1					Relief	Low / moderate	Low (<1m)	1					74.3
FIG-BV-08_1_X.JPG	      0		613	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1													63.4
FIG-BV-08_1_X.JPG	      0		1828	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1													21.1
FIG-BV-08_1_X.JPG	      0		3044	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1					Relief	Low / moderate	Low (<1m)	1					21.1
FIG-BV-08_1_X.JPG	      0		4259	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1					Relief	Low / moderate	Low (<1m)	1					63.4
FIG-BV-08_1_X.JPG	      0		613	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1													74.3
FIG-BV-08_1_X.JPG	      0		1828	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1													44.1
FIG-BV-08_1_X.JPG	      0		3044	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1					Relief	Low / moderate	Low (<1m)	1					44.1
FIG-BV-08_1_X.JPG	      0		4259	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1					Relief	Low / moderate	Low (<1m)	1					74.3
FIG-BV-08_1_X.JPG	      0		613	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1													100.0
FIG-BV-08_1_X.JPG	      0		1828	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1													80.2
FIG-BV-08_1_X.JPG	      0		3044	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1					Relief	Low / moderate	Low (<1m)	1					80.2
FIG-BV-08_1_X.JPG	      0		4259	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-08	1					Relief	Low / moderate	Low (<1m)	1					100.0
FIG-BV-09_1_X.jpg	      0		122	184											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1													100.0
FIG-BV-09_1_X.jpg	      0		355	184											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1													91.0
FIG-BV-09_1_X.jpg	      0		588	184											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1					Relief	Low / moderate	Moderate (1-3m)	2					91.0
FIG-BV-09_1_X.jpg	      0		821	184											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1					Relief	Low / moderate	Low (<1m)	1					100.0
FIG-BV-09_1_X.jpg	      0		122	541											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1													62.8
FIG-BV-09_1_X.jpg	      0		355	541											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1													47.2
FIG-BV-09_1_X.jpg	      0		588	541											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1					Relief	Low / moderate	Moderate (1-3m)	2					47.2
FIG-BV-09_1_X.jpg	      0		821	541											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1					Relief	Low / moderate	Low (<1m)	1					62.8
FIG-BV-09_1_X.jpg	      0		122	899											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1													43.9
FIG-BV-09_1_X.jpg	      0		355	899											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1													14.6
FIG-BV-09_1_X.jpg	      0		588	899											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1					Relief	Low / moderate	Low (<1m)	1					14.6
FIG-BV-09_1_X.jpg	      0		821	899											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1					Relief	Low / moderate	Low (<1m)	1					43.9
FIG-BV-09_1_X.jpg	      0		122	1257											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1													62.8
FIG-BV-09_1_X.jpg	      0		355	1257											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1													47.2
FIG-BV-09_1_X.jpg	      0		588	1257											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1					Relief	Low / moderate	Low (<1m)	1					47.2
FIG-BV-09_1_X.jpg	      0		821	1257											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1					Relief	Low / moderate	Low (<1m)	1					62.8
FIG-BV-09_1_X.jpg	      0		122	1614											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1													100.0
FIG-BV-09_1_X.jpg	      0		355	1614											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1													91.0
FIG-BV-09_1_X.jpg	      0		588	1614											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1					Relief	Low / moderate	Low (<1m)	1					91.0
FIG-BV-09_1_X.jpg	      0		821	1614											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-09	1					Relief	Low / moderate	Low (<1m)	1					100.0
FIG-BV-10_1_X.JPG	      0		613	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1													100.0
FIG-BV-10_1_X.JPG	      0		1828	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1													80.2
FIG-BV-10_1_X.JPG	      0		3044	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1					Relief	Low / moderate	Moderate (1-3m)	2					80.2
FIG-BV-10_1_X.JPG	      0		4259	561											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1					Relief	Low / moderate	Moderate (1-3m)	2					100.0
FIG-BV-10_1_X.JPG	      0		613	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1													74.3
FIG-BV-10_1_X.JPG	      0		1828	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1													44.1
FIG-BV-10_1_X.JPG	      0		3044	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1					Relief	Low / moderate	Moderate (1-3m)	2					44.1
FIG-BV-10_1_X.JPG	      0		4259	1672											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1					Relief	Low / moderate	Moderate (1-3m)	2					74.3
FIG-BV-10_1_X.JPG	      0		613	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1													63.4
FIG-BV-10_1_X.JPG	      0		1828	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1													21.1
FIG-BV-10_1_X.JPG	      0		3044	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1					Relief	Low / moderate	Moderate (1-3m)	2					21.1
FIG-BV-10_1_X.JPG	      0		4259	2784											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1					Relief	Low / moderate	Moderate (1-3m)	2					63.4
FIG-BV-10_1_X.JPG	      0		613	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1													74.3
FIG-BV-10_1_X.JPG	      0		1828	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1													44.1
FIG-BV-10_1_X.JPG	      0		3044	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1					Relief	Low / moderate	Moderate (1-3m)	2					44.1
FIG-BV-10_1_X.JPG	      0		4259	3896											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1					Relief	Low / moderate	Moderate (1-3m)	2					74.3
FIG-BV-10_1_X.JPG	      0		613	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1													100.0
FIG-BV-10_1_X.JPG	      0		1828	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1													80.2
FIG-BV-10_1_X.JPG	      0		3044	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1					Relief	Low / moderate	Moderate (1-3m)	2					80.2
FIG-BV-10_1_X.JPG	      0		4259	5007											2024-05_Wudjari_stereo-BRUVs	Yes	FIG-BV-10	1					Relief	Low / moderate	Moderate (1-3m)	2					100.0
