Dot Point Measurements

Generated: Monday 26 May 2025 15:36:26

Filename	Frame	Time (mins)	Image row	Image col											campaignid	relief_annotated	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	level_4	level_5	scientific	qualifiers	check		Radius %
FIG-BV-06_1_X.JPG	      0		3598	3934											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-06	1					Sessile invertebrates								63.8
FIG-BV-06_1_X.JPG	      0		3876	2603											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-06	1					Sponges								7.4
FIG-BV-06_1_X.JPG	      0		3102	2416											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-06	1					Sessile invertebrates								30.9
FIG-BV-06_1_X.JPG	      0		3866	686											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-06	1					Sessile invertebrates								72.9
FIG-BV-06_1_X.JPG	      0		4638	1673											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-06	1					Sponges								45.9
FIG-BV-06_1_X.JPG	      0		4368	894											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-06	1					Bryozoa								67.9
FIG-BV-06_1_X.JPG	      0		4188	2042											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-06	1					Sponges								21.7
FIG-BV-06_1_X.JPG	      0		4680	4444											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-06	1					Sessile invertebrates								91.3
FIG-BV-07_1_X.JPG	      0		3244	2542											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							17.0
FIG-BV-07_1_X.JPG	      0		4405	2898											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							25.4
FIG-BV-07_1_X.JPG	      0		2687	5421											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							100.0
FIG-BV-07_1_X.JPG	      0		2439	1051											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							73.0
FIG-BV-07_1_X.JPG	      0		4786	2296											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							41.0
FIG-BV-07_1_X.JPG	      0		4131	2393											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							19.3
FIG-BV-07_1_X.JPG	      0		3720	1757											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							34.0
FIG-BV-07_1_X.JPG	      0		2956	1122											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							61.7
FIG-BV-07_1_X.JPG	      0		3515	3806											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							37.9
FIG-BV-07_1_X.JPG	      0		4327	355											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							85.6
FIG-BV-07_1_X.JPG	      0		4016	3365											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							24.7
FIG-BV-07_1_X.JPG	      0		4478	672											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							76.7
FIG-BV-07_1_X.JPG	      0		3463	5222											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							87.1
FIG-BV-07_1_X.JPG	      0		4521	2594											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							29.2
FIG-BV-07_1_X.JPG	      0		4066	3336											2024-05_Wudjari_stereo-BRUVs	No	FIG-BV-07	1					Substrate	Unconsolidated (soft)							24.7
